dates,satname,nzd0004-0000,nzd0004-0001,nzd0004-0002,nzd0004-0003,nzd0004-0004,nzd0004-0005,nzd0004-0006,nzd0004-0007,nzd0004-0008,nzd0004-0009,nzd0004-0010,nzd0004-0011,nzd0004-0012,nzd0004-0013,nzd0004-0014,nzd0004-0015,nzd0004-0016,nzd0004-0017,nzd0004-0018,nzd0004-0019,nzd0004-0020,nzd0004-0021,nzd0004-0022,nzd0004-0023,nzd0004-0024,nzd0004-0025,nzd0004-0026,nzd0004-0027,nzd0004-0028,nzd0004-0029,nzd0004-0030,nzd0004-0031,nzd0004-0032,nzd0004-0033,nzd0004-0034,nzd0004-0035,nzd0004-0036,nzd0004-0037,nzd0004-0038,nzd0004-0039,nzd0004-0040,nzd0004-0041,nzd0004-0042,nzd0004-0043,nzd0004-0044,nzd0004-0045,nzd0004-0046,nzd0004-0047,nzd0004-0048,nzd0004-0049,nzd0004-0050,nzd0004-0051,nzd0004-0052,nzd0004-0053,nzd0004-0054,nzd0004-0055,nzd0004-0056,nzd0004-0057,nzd0004-0058,nzd0004-0059,nzd0004-0060,nzd0004-0061,nzd0004-0062,nzd0004-0063,nzd0004-0064,nzd0004-0065,nzd0004-0066,nzd0004-0067,nzd0004-0068,nzd0004-0069,nzd0004-0070,nzd0004-0071,nzd0004-0072,nzd0004-0073,nzd0004-0074,nzd0004-0075,nzd0004-0076,nzd0004-0077,nzd0004-0078,nzd0004-0079,nzd0004-0080,nzd0004-0081,nzd0004-0082,nzd0004-0083
2008-05-05 22:07:38+00:00,L7,306.80,300.13,293.32,294.60,289.08,284.57,284.87,287.18,283.62,281.86,290.03,288.40,292.55,297.02,308.03,318.24,323.40,334.94,343.46,333.91,332.99,322.23,320.78,309.26,,,124.19,,,,,,,,,,268.50,285.84,286.17,292.86,302.75,314.09,318.56,328.63,,,,376.02,393.99,411.71,404.08,400.91,395.75,393.58,391.41,384.05,377.43,,,,,,,,,,,,,,,,,,,,,,,,,,,
2008-06-06 22:07:24+00:00,L7,297.84,300.43,291.08,,,,,,,,,,,,303.32,316.10,318.05,329.99,337.02,333.74,320.14,312.44,312.27,,,,,,,,,262.10,260.60,264.52,264.72,270.98,274.92,281.81,287.46,301.44,309.03,316.60,325.64,333.34,342.29,355.77,379.07,,,417.64,409.92,400.49,396.38,395.69,387.25,382.04,383.27,380.49,379.40,380.15,377.09,367.23,377.52,,373.26,372.91,380.11,382.25,386.09,371.04,355.86,336.20,320.84,311.35,302.37,297.99,,,287.98,300.86,313.84,332.76,349.86,395.85
2008-08-09 22:06:47+00:00,L7,316.11,307.80,305.83,302.58,300.63,290.28,288.45,278.68,298.29,171.94,,,,,316.59,322.90,339.74,348.93,360.75,359.26,350.66,344.57,342.21,338.97,328.36,317.96,308.75,297.57,292.60,290.91,287.70,287.34,293.50,291.59,,,,314.07,316.92,320.66,324.78,332.00,336.91,345.06,364.58,371.90,386.52,403.86,420.75,437.00,435.11,429.11,,,,408.07,408.21,404.40,401.68,400.38,395.38,393.62,397.72,392.23,390.54,392.87,400.34,,,384.78,367.72,349.93,335.98,330.79,319.19,311.88,314.15,311.17,314.40,328.74,,,376.95,412.74
2008-09-26 22:06:23+00:00,L7,,,,,,,300.83,300.03,301.11,292.63,300.87,311.23,311.30,317.39,327.46,334.83,347.53,360.03,371.30,366.44,,,,342.79,337.90,325.92,318.64,305.22,301.70,299.06,291.49,292.82,295.18,298.74,298.40,299.75,300.09,312.53,318.79,323.44,326.26,354.71,,,363.60,383.14,399.77,409.91,434.78,449.68,447.52,441.89,434.46,430.77,431.57,424.41,424.61,417.70,,,405.95,399.11,400.92,393.79,389.05,388.92,399.15,405.25,410.12,389.58,375.94,353.25,339.92,,324.20,323.14,319.80,318.06,316.33,330.61,346.22,364.92,384.35,405.51
2008-11-13 22:06:43+00:00,L7,295.27,287.45,289.67,292.06,288.94,282.24,279.85,288.22,287.25,282.05,283.69,293.81,299.00,305.32,312.88,324.82,333.73,348.56,358.83,369.41,,,,326.83,318.60,314.03,306.33,295.04,285.21,285.71,282.24,279.23,281.40,281.51,281.95,289.97,291.99,300.13,304.90,303.60,314.48,,,,349.22,365.28,383.95,399.33,418.96,435.29,430.85,421.90,417.13,416.12,411.45,408.56,406.51,399.53,,,,,,,,,,,,,,,,312.76,312.34,305.88,304.28,300.69,299.84,312.04,323.46,350.75,366.83,388.94
2008-11-29 22:06:55+00:00,L7,293.79,290.56,288.76,286.40,286.29,285.83,291.98,293.91,294.65,294.32,298.13,297.11,303.79,310.61,320.95,322.73,338.73,348.40,,361.13,350.93,344.67,336.65,328.89,322.26,317.43,320.29,,,,286.79,283.52,284.22,283.67,289.70,293.04,294.60,302.54,304.81,312.54,318.49,326.35,332.74,341.43,352.91,368.48,,,421.04,433.29,427.47,419.36,417.29,414.39,411.71,409.27,407.12,401.50,398.18,397.83,392.31,389.45,,,383.23,390.94,395.03,401.39,404.22,385.02,356.28,339.11,328.72,324.98,317.93,312.90,,299.57,301.95,314.06,334.14,349.16,367.17,399.72
2009-06-09 22:08:01+00:00,L7,315.53,310.11,301.51,302.67,297.11,299.22,300.20,289.70,288.06,283.57,293.48,298.22,305.32,,,,,,346.22,346.67,332.45,326.52,316.87,311.30,303.88,297.76,286.85,282.23,276.76,270.06,264.96,264.16,264.22,268.34,275.07,279.83,289.25,,,,301.07,307.74,314.98,326.49,341.77,350.84,367.59,388.94,401.42,421.61,414.76,408.92,403.83,399.06,397.53,,388.31,381.01,380.19,373.72,374.40,373.38,372.87,371.34,375.28,375.08,387.32,382.45,391.23,,,336.21,317.50,307.39,296.94,290.56,290.51,294.05,293.37,307.97,319.95,333.14,,379.78
2009-11-16 22:08:13+00:00,L7,186.99,184.01,181.51,170.43,123.94,,286.88,286.56,289.41,290.72,296.52,303.94,313.11,316.31,324.70,332.94,340.34,341.39,349.23,352.21,343.16,331.51,326.67,328.16,316.20,306.82,302.07,286.99,283.96,295.11,,,,270.64,271.43,274.45,280.54,293.52,299.44,303.90,308.03,317.66,318.91,328.71,340.21,348.06,364.21,382.79,409.71,,,415.37,405.05,389.97,383.75,397.57,384.98,384.56,386.32,388.93,382.22,378.85,378.93,386.23,,,375.19,376.93,388.21,373.23,354.34,338.00,315.58,310.20,303.00,299.88,293.65,300.58,,302.60,324.68,333.75,354.84,371.70
2010-02-12 22:08:30+00:00,L5,333.01,319.70,324.20,321.19,319.07,314.27,308.69,308.05,310.31,308.77,307.03,313.48,319.69,327.56,330.02,341.91,346.87,362.98,378.09,376.45,363.18,355.82,344.91,329.53,321.34,318.82,313.58,307.88,297.63,297.29,296.67,291.78,288.52,291.34,295.29,305.38,310.41,319.94,325.33,326.90,337.42,343.01,349.15,358.19,366.13,378.63,385.43,408.31,429.89,442.42,435.88,433.99,432.70,428.56,422.62,428.65,414.60,408.27,406.78,401.90,392.59,389.16,395.29,402.36,405.07,407.55,411.32,410.45,417.45,404.08,386.11,362.33,350.53,339.32,325.39,319.97,321.62,326.54,325.08,335.68,351.80,359.53,380.23,403.08
2010-03-24 22:09:46+00:00,L7,,,,,,,,,,,,318.59,323.25,337.26,,,,,,,,,,,,,,,,,,,,,,,,,,,332.67,337.66,346.58,358.12,372.95,385.40,403.07,419.35,441.73,448.67,448.78,439.25,432.02,429.63,428.29,423.66,417.35,413.63,409.85,413.94,407.61,407.42,407.52,417.47,408.36,414.47,416.40,422.86,428.28,413.35,395.60,372.99,360.99,323.04,316.81,323.85,321.88,325.89,327.20,324.44,351.70,373.09,388.22,412.13
2010-11-27 22:07:24+00:00,L5,312.53,309.04,305.43,303.28,301.93,302.57,299.29,301.01,295.92,300.55,302.79,312.24,314.03,326.70,329.23,340.04,351.30,365.27,376.02,366.02,359.49,357.38,350.06,347.38,345.32,337.46,315.72,309.22,301.81,301.75,303.71,293.35,293.94,294.39,294.88,296.53,302.70,315.72,324.18,325.57,323.80,334.12,340.59,356.52,375.93,389.89,401.58,411.13,428.30,445.10,432.78,428.19,417.70,412.95,417.65,422.11,426.86,417.12,406.42,398.25,400.65,400.63,397.21,390.22,392.39,388.72,394.05,400.64,404.52,388.00,374.34,362.76,346.51,331.68,325.77,327.11,309.95,,,,,,,
2011-02-07 22:11:00+00:00,L7,185.95,184.31,183.32,176.83,86.62,,295.33,290.83,286.96,289.78,296.92,298.57,310.29,311.06,326.75,337.35,343.31,353.22,358.73,359.33,350.20,343.72,338.48,327.72,321.04,311.30,295.45,296.40,293.50,,,,,277.76,280.17,288.00,298.67,310.28,311.58,307.93,311.42,317.62,335.59,346.82,360.50,374.69,388.34,402.58,408.84,,,416.18,406.97,399.02,398.61,,,,,,,,,,,,,,,,,,,,,,296.28,,,,,,,
2011-02-23 22:11:05+00:00,L7,304.25,301.72,295.74,295.02,291.91,293.22,287.95,287.78,286.88,280.89,287.06,291.19,294.20,304.63,311.76,324.04,327.09,337.22,348.70,348.06,346.87,342.99,,,,,,,,287.00,284.46,278.45,268.52,269.32,280.88,283.15,291.60,296.50,295.00,,,,,,,,,393.05,410.41,419.95,409.17,407.59,399.28,392.45,397.15,397.70,394.09,380.67,380.03,,,380.84,384.19,379.35,372.05,372.95,377.54,382.11,387.32,367.67,349.96,332.93,322.68,314.65,,299.34,298.86,302.52,302.04,314.96,324.85,336.50,350.50,371.98
2011-03-11 22:11:09+00:00,L7,320.59,316.36,316.70,309.34,309.72,311.07,302.67,298.90,305.43,307.57,308.21,314.86,317.74,328.14,330.42,345.73,345.71,360.18,364.06,365.77,363.60,361.34,350.84,344.29,325.41,322.04,,,,,299.42,294.45,295.16,293.27,297.76,301.31,310.33,319.52,321.02,320.05,322.23,331.13,344.68,356.87,372.75,382.74,,,,437.28,428.24,419.13,414.91,416.86,418.82,414.32,405.33,400.81,394.92,393.63,395.66,407.36,,,389.84,388.73,393.62,395.19,404.27,387.25,375.23,353.53,347.73,328.33,323.63,318.59,,,315.54,330.76,342.15,355.54,369.04,404.62
2011-05-30 22:11:11+00:00,L7,331.75,323.97,324.28,322.90,319.69,314.80,313.34,315.75,305.47,307.06,304.95,311.57,315.31,320.79,333.74,,,,,363.36,354.79,348.35,339.35,330.89,326.48,320.31,314.89,307.86,296.32,288.82,286.46,283.28,281.91,284.42,290.53,295.41,299.67,298.69,299.04,,,327.09,337.75,348.12,356.77,371.11,380.87,397.46,407.98,426.73,417.41,414.31,410.42,407.46,402.79,,,,387.14,386.53,385.94,383.34,379.34,382.46,385.57,388.47,389.38,391.41,402.21,385.96,,,328.43,314.61,308.39,298.73,298.08,305.29,309.29,319.31,337.79,354.00,366.57,
2011-09-19 22:10:52+00:00,L7,316.24,311.38,305.12,300.79,302.63,284.60,298.14,168.60,178.14,169.60,,,,317.18,323.46,332.23,340.28,354.84,360.08,355.91,347.45,336.99,334.72,332.63,326.91,319.28,306.90,298.92,285.35,286.63,280.98,277.43,275.49,280.79,,,,300.07,305.88,309.99,315.75,317.18,332.84,338.79,347.13,364.40,380.87,394.81,406.54,428.29,420.48,413.51,,,404.30,402.31,401.52,397.21,389.87,390.16,386.72,378.01,,,,,,,,323.69,,291.91,,,,,,,,,,,,
2011-10-21 22:10:56+00:00,L7,327.58,327.54,331.21,327.83,323.88,314.18,308.52,313.87,314.57,315.28,326.41,326.40,332.73,341.15,343.37,352.06,360.77,370.41,381.37,371.93,,,,353.44,345.33,335.45,320.72,312.61,306.08,304.11,302.37,298.76,294.16,298.03,303.76,310.13,317.25,325.59,331.31,337.54,339.62,,,,366.03,379.17,389.45,405.18,424.18,440.20,434.89,433.92,428.13,425.74,422.31,421.56,415.72,421.48,,,404.27,397.22,392.28,389.34,389.63,394.56,395.00,408.02,413.45,398.82,376.53,358.37,,,318.40,309.62,307.93,309.40,319.78,336.97,357.91,377.09,393.05,412.48
2011-11-22 22:11:15+00:00,L7,329.71,329.33,331.62,327.71,323.16,315.55,312.64,318.26,313.49,314.38,318.10,322.10,327.87,335.67,338.69,349.15,354.70,366.38,380.16,372.03,355.59,349.42,345.72,,,,,313.84,305.20,302.37,297.77,296.45,291.29,296.35,300.90,302.46,313.46,318.56,322.54,327.35,331.83,337.67,344.60,350.10,,,,406.98,428.07,440.40,436.10,429.10,422.12,419.07,412.40,411.77,406.01,404.87,402.08,401.42,406.19,,391.53,390.00,393.40,394.84,395.08,401.99,408.43,393.41,383.28,358.87,336.39,331.69,327.12,,313.63,320.12,323.06,338.68,350.89,372.77,389.18,408.67
2012-02-10 22:11:42+00:00,L7,190.27,315.44,307.57,305.64,298.38,296.61,292.37,295.11,289.32,298.70,301.31,305.85,311.46,313.09,322.63,331.18,343.09,354.53,357.21,347.66,,,,336.12,330.20,320.11,311.49,301.12,298.05,302.50,291.45,279.18,281.33,280.75,279.53,289.30,293.87,296.43,301.99,312.11,317.66,,,,348.44,367.62,378.82,394.36,412.21,430.17,420.33,416.23,404.68,402.86,396.51,391.45,389.98,390.61,,,388.71,385.38,366.30,369.72,381.01,386.46,384.56,388.85,395.00,381.07,365.51,348.11,,,312.49,304.32,298.64,304.11,307.41,320.43,329.44,342.20,355.34,371.45
2012-04-14 22:11:39+00:00,L7,,,,,,,,,,,,,,,,,,,,374.78,,361.88,356.81,351.96,,,,,312.95,300.60,293.37,287.28,280.38,277.58,286.13,293.35,302.61,317.94,322.09,324.47,325.24,334.36,346.99,356.45,368.43,,,414.73,428.71,445.99,437.65,429.13,415.31,413.45,410.91,410.07,399.38,393.32,390.42,394.96,394.13,,,388.05,383.57,384.05,384.86,394.89,399.67,392.51,375.24,359.61,345.66,335.11,330.35,,,317.57,322.89,335.24,,,,
2012-06-01 22:11:59+00:00,L7,324.97,326.61,324.59,318.93,314.92,313.40,314.63,316.81,315.44,312.74,313.82,317.99,320.88,328.48,330.67,339.82,347.03,372.77,,159.64,,355.68,353.19,344.82,340.76,326.86,321.28,314.14,305.63,300.33,289.44,280.62,281.02,284.68,290.48,298.30,306.60,317.31,322.03,327.35,,,,346.20,356.88,372.47,386.38,399.15,421.43,437.62,428.28,421.33,414.86,401.88,404.05,409.52,402.86,389.48,384.18,388.18,390.59,391.46,387.88,385.36,386.14,386.34,387.21,400.73,410.92,398.03,375.06,364.44,,324.26,317.62,311.85,309.81,306.63,316.04,332.63,347.66,366.80,384.68,412.17
2013-05-03 22:13:30+00:00,L7,,,,,,,,,,312.73,169.99,127.09,92.37,,,,,,369.82,368.13,363.37,353.11,346.91,341.71,328.75,323.18,312.29,304.61,295.47,292.61,282.23,282.77,285.71,291.86,297.53,304.77,,,313.72,317.73,322.33,330.21,336.48,343.93,363.98,372.96,383.04,398.51,417.66,435.83,428.75,418.05,411.98,,,404.64,400.92,396.59,393.58,390.29,384.21,387.79,392.66,391.42,390.44,393.54,394.29,395.37,,,368.54,352.67,337.26,326.26,316.12,318.93,323.01,315.02,320.17,329.54,349.57,,,402.36
2013-05-11 22:19:31+00:00,L8,328.48,317.78,309.67,314.93,309.27,306.67,303.38,296.07,288.83,290.15,295.60,295.90,305.90,315.60,317.91,323.15,337.97,352.84,359.98,359.78,353.90,347.02,341.32,336.02,328.86,322.13,315.41,303.34,293.33,286.20,280.74,274.08,280.29,282.39,291.93,295.92,299.47,299.79,303.92,311.64,312.42,321.78,334.23,342.12,348.88,360.50,374.53,393.82,404.98,424.85,418.68,413.52,408.36,402.86,399.21,397.04,396.04,394.79,390.00,388.78,387.68,385.86,384.04,380.52,378.77,380.95,385.45,389.28,396.73,376.61,355.41,338.56,326.17,314.59,297.30,293.67,292.07,291.22,291.31,,,,,
2013-05-19 22:13:27+00:00,L7,348.07,339.26,325.23,325.38,321.83,315.10,318.70,313.48,313.44,308.02,312.91,316.27,322.20,329.45,336.05,342.18,353.45,361.06,372.97,372.73,,358.19,355.25,353.72,,,,,298.40,294.60,292.13,291.92,289.72,291.76,296.30,300.36,304.44,314.89,319.66,321.44,327.03,335.94,339.15,348.64,362.18,,,,412.98,425.22,418.71,413.58,409.68,403.02,407.97,406.95,404.32,400.77,404.25,402.89,404.10,,,388.18,391.61,391.19,394.33,394.76,402.97,393.19,374.42,354.12,341.85,333.66,326.75,,,309.84,,,,,,
2013-05-27 22:19:39+00:00,L8,297.05,298.01,291.29,285.91,282.37,278.49,274.78,279.57,277.33,269.04,270.50,230.58,,,,,,,,,,,,,,,,,,,,,205.04,213.68,232.17,254.57,,,,,,,292.64,308.81,317.00,334.73,347.27,,,,,,,,340.91,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2013-06-04 22:13:16+00:00,L7,320.85,312.13,306.95,308.53,304.68,305.39,302.78,298.81,298.33,298.71,297.81,300.37,308.49,320.70,325.94,331.60,334.49,351.98,,362.15,,341.59,338.67,,,,,,,,,,,,,,291.32,295.83,305.12,311.30,316.79,319.03,329.00,338.77,345.07,359.83,,,403.06,419.33,409.62,407.49,402.42,400.50,396.90,392.69,391.81,381.14,385.06,381.54,386.91,,,,379.96,381.47,380.33,389.14,382.15,358.51,353.48,343.48,324.15,310.63,298.99,,,,,,,,,
2013-06-28 22:19:33+00:00,L8,327.50,321.28,325.61,322.69,320.19,315.92,314.23,306.75,310.76,305.67,306.94,310.15,314.96,317.63,321.95,331.19,342.29,352.23,361.63,366.27,351.00,352.09,347.21,339.78,328.80,321.10,317.89,304.53,301.53,298.19,293.48,294.21,287.26,293.51,294.06,299.90,309.16,312.97,314.04,321.24,322.93,328.26,337.48,345.75,353.96,370.55,385.74,397.57,416.55,432.12,424.46,412.35,406.96,406.12,401.15,405.49,402.63,401.49,397.68,392.00,393.83,391.69,386.71,384.94,386.22,386.92,388.20,394.54,405.19,383.02,367.57,345.36,331.61,319.46,310.79,309.91,298.58,302.43,304.33,314.77,328.87,335.82,361.48,406.22
2013-08-23 22:12:58+00:00,L7,324.42,188.16,190.60,177.09,138.86,90.75,120.22,,286.06,289.35,294.06,294.72,302.34,305.85,308.94,316.93,323.65,335.74,350.75,355.22,,336.20,324.16,301.09,296.47,297.79,297.83,287.85,282.38,273.23,265.67,,,,275.16,270.64,271.68,275.22,274.49,281.09,294.57,303.88,307.89,326.16,336.74,347.69,369.76,386.50,402.18,419.48,,,401.53,395.73,,,,,,,374.69,372.67,369.72,364.24,367.27,,,376.69,381.87,361.37,348.03,330.22,316.44,303.35,297.66,285.51,283.96,289.57,,,316.50,332.71,348.49,370.64
2013-08-31 22:19:38+00:00,L8,346.03,341.79,333.08,329.46,322.17,325.15,320.45,318.34,315.12,311.35,321.54,323.44,326.00,332.31,333.39,348.27,356.51,365.11,380.05,376.18,364.63,358.22,353.03,345.80,338.61,329.20,319.11,315.52,306.55,304.63,300.73,293.82,296.70,299.99,302.92,307.04,314.78,317.12,318.31,328.89,332.02,340.48,346.71,357.32,372.06,382.29,396.47,411.72,428.83,440.95,435.92,420.39,421.45,419.73,418.59,421.12,416.97,416.89,406.02,407.20,408.90,413.12,410.96,411.51,411.11,406.19,408.49,411.48,418.93,397.91,375.26,353.83,340.18,333.83,319.22,324.33,326.15,320.42,321.24,334.55,355.64,371.83,387.85,425.96
2013-11-03 22:19:20+00:00,L8,322.10,318.31,312.14,309.09,307.90,308.87,306.29,303.16,306.64,309.03,308.37,319.06,320.67,329.44,332.00,340.71,345.05,364.15,377.57,370.82,356.89,349.41,344.91,340.71,336.18,320.28,307.22,290.61,284.63,281.06,283.91,279.66,289.65,296.87,304.62,308.54,306.58,314.55,318.92,316.02,320.46,314.72,326.59,342.28,350.12,365.83,381.67,401.96,419.82,432.88,435.83,426.88,421.56,405.28,398.91,402.89,405.02,408.36,399.95,396.65,395.82,400.39,397.26,400.09,398.05,393.95,400.81,404.51,400.66,378.82,372.72,346.73,330.01,324.51,311.14,311.42,306.43,308.71,317.51,327.90,339.70,359.29,371.32,404.48
2013-12-05 22:19:13+00:00,L8,311.09,310.99,305.43,295.78,290.71,295.21,289.92,285.75,280.71,286.82,296.96,294.76,297.65,313.08,321.75,327.45,333.87,343.66,357.89,359.91,349.06,337.21,330.44,319.63,313.87,304.15,296.82,290.79,284.51,275.62,274.74,269.04,268.53,272.53,275.27,285.51,288.87,292.38,296.79,304.03,311.84,318.27,323.85,331.28,339.55,347.96,369.21,380.27,392.81,412.58,412.77,412.95,409.95,404.07,389.66,384.95,380.32,397.02,390.75,383.95,379.56,374.84,374.80,374.15,373.52,385.14,389.59,391.99,392.47,370.55,360.63,338.44,317.07,305.69,297.06,296.16,295.35,293.20,294.35,307.07,321.72,333.49,350.56,385.15
2014-01-06 22:18:54+00:00,L8,,,,,,,,,,,,,,,,,340.52,359.34,369.28,365.20,352.54,347.59,343.32,341.08,335.39,323.36,309.57,302.65,285.19,282.32,280.16,277.01,279.30,285.75,297.25,301.12,304.21,309.25,308.48,315.51,323.15,324.97,333.96,341.32,348.95,368.57,381.62,394.21,409.74,432.09,423.81,416.06,412.38,407.07,401.71,399.80,400.51,398.94,389.42,383.73,385.12,384.79,382.25,385.18,388.76,394.18,389.69,395.42,396.78,381.80,363.40,348.11,329.76,318.69,310.66,308.34,303.98,307.53,315.54,326.24,338.98,362.83,384.65,402.85
2014-02-23 22:18:20+00:00,L8,348.52,344.13,338.21,332.51,328.97,324.35,327.74,322.94,320.14,321.11,321.81,321.04,326.64,331.99,332.40,341.64,347.66,362.63,380.07,376.57,367.23,356.67,356.87,353.32,344.44,341.01,320.48,317.44,306.44,292.22,292.66,294.37,297.10,303.79,309.72,310.70,319.32,321.35,324.26,329.62,329.51,341.59,344.89,354.12,361.73,370.88,389.39,405.50,423.10,435.58,428.37,422.49,419.72,414.54,411.44,406.31,406.27,401.56,398.63,395.35,396.61,394.21,394.07,397.13,401.78,403.82,405.16,413.63,418.30,400.57,379.61,371.69,355.68,346.66,337.33,329.04,331.70,332.50,338.92,355.46,,,,
2014-04-28 22:17:22+00:00,L8,328.87,329.86,322.78,315.82,313.88,313.60,310.70,306.62,307.60,303.34,304.87,311.71,312.37,317.24,322.25,323.84,341.42,356.06,364.64,362.22,351.59,341.39,335.08,333.28,316.61,308.16,301.91,287.99,284.67,279.30,278.33,277.01,278.68,286.58,288.94,292.29,298.15,302.89,301.39,303.28,313.51,328.69,333.17,340.00,350.78,362.43,377.51,393.17,414.62,427.25,417.34,411.38,403.68,400.20,396.18,392.69,392.59,386.54,380.54,383.06,379.53,379.29,377.37,380.79,380.62,387.31,388.06,397.77,405.90,383.44,365.22,351.66,332.44,325.80,310.55,305.34,305.19,301.79,308.68,316.72,325.68,346.67,358.96,387.84
2014-05-14 22:17:08+00:00,L8,328.31,323.53,326.20,321.66,320.60,316.84,312.60,315.07,312.52,309.43,308.25,312.35,315.31,317.61,326.08,330.90,343.80,358.73,363.90,363.67,350.15,344.48,337.96,334.07,322.07,311.27,305.86,288.47,283.77,281.48,279.04,279.64,285.83,287.39,292.52,294.51,296.32,302.36,309.05,317.05,319.27,326.50,335.03,342.00,351.24,366.56,384.37,396.03,420.12,426.05,417.04,412.95,406.42,403.75,400.08,397.65,385.67,380.99,381.85,385.07,384.59,383.77,381.96,386.12,382.21,382.06,390.46,390.55,399.81,384.42,366.44,352.73,336.06,323.20,318.27,314.97,306.75,312.49,315.87,321.35,337.87,355.71,369.04,395.88
2014-07-01 22:17:22+00:00,L8,304.53,306.29,301.56,295.44,297.73,296.92,295.39,295.90,294.20,292.86,298.00,298.17,304.57,309.22,311.46,328.45,340.65,341.91,351.09,353.32,343.89,330.96,317.70,318.32,308.94,296.85,287.69,280.96,266.07,262.64,265.68,272.37,273.97,272.98,270.30,278.81,282.24,285.10,288.35,292.05,294.78,314.80,318.22,329.87,333.21,349.90,364.77,374.78,393.54,410.75,402.10,393.96,392.03,389.22,383.73,381.04,376.95,374.79,375.75,374.83,376.88,365.81,370.40,368.99,371.47,375.88,378.99,381.11,390.06,366.81,352.08,334.38,320.02,303.44,299.51,293.33,294.08,293.99,291.14,304.75,318.46,331.21,349.11,378.11
2014-07-17 22:17:28+00:00,L8,323.97,323.92,321.59,318.99,317.89,314.16,309.90,311.89,306.96,312.57,308.49,305.54,312.04,315.02,324.34,328.42,337.06,354.93,362.38,359.87,351.44,346.42,335.75,333.83,325.05,314.73,305.65,290.63,285.79,282.12,280.03,279.71,282.07,287.44,289.91,288.51,289.52,291.47,295.81,310.59,318.70,324.88,337.75,347.17,352.38,371.67,384.22,394.26,410.73,426.62,424.38,415.92,407.10,401.72,397.52,395.26,390.29,386.20,386.52,386.16,383.67,375.34,379.79,379.36,381.16,383.11,386.28,383.59,393.21,385.04,369.75,349.28,332.31,320.90,309.72,305.53,298.39,304.42,307.44,318.02,338.04,353.06,369.70,403.18
2015-06-02 22:16:44+00:00,L8,291.63,285.14,279.56,279.75,275.36,274.12,265.35,263.03,273.55,272.42,275.98,282.07,285.49,291.56,298.97,305.80,311.99,327.03,,342.87,327.93,322.57,314.68,310.54,307.70,292.14,281.57,272.64,265.12,257.65,263.96,258.55,264.14,267.89,271.49,278.14,282.92,283.48,290.79,292.55,299.66,309.26,311.67,325.89,333.39,343.39,355.16,378.12,388.62,402.83,394.33,392.94,388.90,384.68,383.45,377.97,375.74,371.51,373.18,370.71,364.19,365.20,363.62,363.30,360.69,363.91,366.07,370.16,379.20,361.27,347.04,331.36,307.21,297.29,290.53,279.97,279.44,276.23,286.31,293.46,310.52,325.02,340.94,374.06
2015-07-20 22:17:10+00:00,L8,303.89,294.52,290.82,292.39,293.42,292.81,294.50,290.87,282.00,278.53,277.51,282.96,288.27,302.55,311.17,319.86,328.44,343.57,351.86,349.93,340.89,334.06,336.31,333.06,325.56,321.58,306.15,296.13,284.71,281.95,279.76,277.65,275.55,280.45,281.84,291.94,296.61,302.74,301.22,308.31,315.53,323.42,336.70,340.84,352.70,360.43,375.14,393.43,407.50,425.22,411.69,404.89,402.39,407.04,400.32,399.47,399.52,396.52,391.80,389.53,393.78,390.38,384.60,379.89,388.15,384.21,386.53,389.91,396.03,376.38,358.50,341.45,325.97,308.82,304.45,298.93,294.24,297.05,301.54,315.09,329.16,339.28,370.84,401.69
2015-08-05 22:17:13+00:00,L8,,,,,,,,,,,,,,,,,,,334.78,334.41,335.49,328.22,326.46,319.74,310.48,299.70,294.42,283.85,270.01,271.31,267.49,272.55,274.00,275.34,277.12,282.12,283.68,293.38,295.56,303.45,314.99,313.39,318.28,332.42,342.09,354.20,366.93,386.09,399.65,418.07,404.60,399.19,399.09,394.85,395.94,397.08,392.20,387.22,383.16,377.62,378.74,378.37,374.91,380.61,381.37,385.48,382.69,389.36,395.43,378.02,354.19,336.72,321.40,315.96,302.27,302.13,300.68,298.51,303.11,316.14,333.89,347.94,367.81,403.06
2015-12-11 22:17:42+00:00,L8,296.37,298.35,292.72,288.09,289.81,286.95,288.21,287.77,284.54,278.86,281.94,292.23,295.98,304.80,310.74,319.96,328.93,337.99,352.42,349.27,340.84,332.68,330.63,325.17,323.04,325.35,316.55,306.97,298.99,289.42,287.72,285.35,284.70,289.16,292.54,299.83,305.75,310.15,313.37,313.80,320.01,331.97,338.47,343.65,351.64,363.67,373.49,398.83,419.69,434.17,420.83,407.96,400.91,404.50,407.25,408.39,407.11,405.27,396.61,389.17,393.12,393.74,395.37,398.68,396.79,397.87,391.15,400.71,409.16,394.00,374.85,360.87,342.27,330.74,318.85,318.15,320.43,318.89,324.38,334.93,351.45,369.74,384.39,409.63
