dates,sar2145-0000,sar2145-0001,sar2145-0002,sar2145-0003,satname
1984-04-13 09:27:07+00:00,361.96,235.79,264.98,229.81,L5
1984-05-06 09:33:27+00:00,364.49,238.62,275.73,241.0,L5
1984-07-18 09:28:46+00:00,366.31,246.19,277.5,235.61,L5
1984-08-03 09:29:20+00:00,377.34,247.85,277.48,233.14,L5
1984-08-19 09:29:51+00:00,364.32,236.24,275.35,223.36,L5
1984-09-11 09:36:14+00:00,362.67,233.52,265.48,222.32,L5
1984-09-20 09:30:04+00:00,363.03,236.4,265.72,232.43,L5
1984-10-22 09:30:00+00:00,370.24,235.47,277.67,,L5
1984-11-07 09:29:53+00:00,373.43,235.45,265.96,233.48,L5
1984-12-09 09:29:58+00:00,364.21,236.51,273.81,242.55,L5
1985-02-02 09:36:09+00:00,,236.55,276.44,,L5
1985-02-11 09:30:23+00:00,,237.54,276.61,229.61,L5
1985-05-02 09:30:07+00:00,363.68,234.15,275.1,223.05,L5
1985-05-18 09:30:04+00:00,361.46,235.26,274.49,236.77,L5
1985-05-25 09:36:15+00:00,346.47,236.64,245.69,209.6,L5
1985-06-10 09:35:50+00:00,351.32,222.69,257.67,221.47,L5
1985-06-26 09:35:47+00:00,356.06,229.22,264.28,212.23,L5
1985-07-05 09:29:57+00:00,,,295.81,,L5
1985-08-13 09:35:48+00:00,354.41,225.64,260.02,216.24,L5
1985-08-22 09:29:32+00:00,376.83,238.95,274.26,233.23,L5
1985-09-14 09:35:25+00:00,363.18,243.17,274.76,223.0,L5
1985-10-09 09:28:59+00:00,366.83,244.73,277.08,231.92,L5
1985-11-10 09:28:33+00:00,363.31,236.42,274.68,227.23,L5
1985-12-03 09:33:55+00:00,374.06,240.35,278.05,245.96,L5
1986-01-04 09:33:20+00:00,359.95,231.25,263.61,,L5
1986-01-13 09:27:22+00:00,361.45,230.71,273.26,222.97,L5
1986-03-18 09:25:58+00:00,376.47,243.63,274.49,243.99,L5
1986-03-25 09:32:01+00:00,,227.95,264.3,,L5
1986-05-12 09:30:53+00:00,364.59,234.85,276.08,233.47,L5
1986-07-08 09:22:57+00:00,362.06,233.69,274.07,231.62,L5
1986-07-15 09:28:53+00:00,356.95,231.33,265.89,231.56,L5
1986-07-24 09:22:23+00:00,356.76,229.08,266.27,220.94,L5
1986-07-31 09:28:19+00:00,358.07,229.39,265.86,222.62,L5
1986-08-16 09:27:20+00:00,363.74,241.49,274.87,236.28,L5
1986-09-17 09:26:37+00:00,364.45,239.28,274.91,227.3,L5
1986-10-12 09:19:38+00:00,376.19,234.17,277.22,231.84,L5
1986-12-31 09:19:14+00:00,355.41,231.42,263.31,,L5
1987-01-16 09:19:41+00:00,370.78,238.13,280.69,242.86,L5
1987-02-17 09:20:35+00:00,359.41,246.12,273.49,225.7,L5
1987-03-21 09:22:02+00:00,362.56,236.37,273.65,,L5
1987-03-28 09:28:04+00:00,359.71,232.22,268.85,229.46,L5
1987-04-06 09:22:36+00:00,365.37,239.26,276.9,243.62,L5
1987-04-29 09:29:30+00:00,363.73,235.38,274.98,,L5
1987-05-08 09:23:35+00:00,365.64,237.62,275.19,,L5
1987-06-25 09:24:44+00:00,361.87,229.6,264.92,232.35,L5
1987-07-02 09:30:39+00:00,357.79,228.68,262.12,215.49,L5
1987-07-11 09:25:03+00:00,363.97,241.83,274.83,229.23,L5
1987-07-18 09:30:57+00:00,355.7,231.69,258.86,221.87,L5
1987-07-27 09:25:25+00:00,361.54,242.37,273.91,228.86,L5
1987-08-03 09:31:49+00:00,359.93,232.63,267.91,219.69,L5
1987-08-12 09:25:55+00:00,358.25,232.88,266.46,213.59,L5
1987-08-19 09:31:54+00:00,363.56,242.4,274.08,225.43,L5
1987-08-28 09:26:22+00:00,358.64,230.81,265.75,220.08,L5
1987-09-13 09:26:45+00:00,361.83,233.82,264.9,229.24,L5
1987-09-20 09:32:42+00:00,368.15,241.98,277.94,225.87,L5
1987-10-06 09:33:26+00:00,355.15,236.5,263.11,207.57,L5
1987-10-31 09:27:40+00:00,362.4,240.18,275.81,238.88,L5
1987-11-07 09:33:38+00:00,359.52,236.95,268.79,227.69,L5
1987-11-16 09:28:03+00:00,362.0,237.22,273.32,229.56,L5
1987-12-02 09:28:18+00:00,363.15,230.46,265.81,231.98,L5
1988-01-26 09:35:22+00:00,364.25,243.27,275.73,239.43,L5
1988-02-11 09:35:41+00:00,359.52,230.81,263.31,235.93,L5
1988-03-07 09:29:48+00:00,,224.46,,,L5
1988-03-14 09:35:39+00:00,359.23,237.07,273.7,237.73,L5
1988-04-15 09:36:14+00:00,365.27,239.72,278.25,233.96,L5
1988-04-24 09:30:07+00:00,359.76,226.51,268.76,230.88,L5
1988-05-01 09:36:21+00:00,358.99,227.08,266.74,223.04,L5
1988-05-17 09:36:08+00:00,357.9,224.33,262.2,226.07,L5
1988-06-02 09:36:38+00:00,350.99,219.08,257.45,216.88,L5
1988-06-11 09:30:29+00:00,363.96,229.45,273.99,226.02,L5
1988-06-18 09:36:19+00:00,359.03,224.82,262.97,224.04,L5
1988-06-27 09:30:35+00:00,363.04,232.55,274.46,230.29,L5
1988-07-04 09:36:24+00:00,355.55,227.56,258.15,207.08,L5
1988-07-13 09:30:39+00:00,363.54,235.35,276.38,230.78,L5
1988-07-20 09:36:27+00:00,354.79,230.79,260.85,211.42,L5
1988-07-29 09:30:42+00:00,356.19,226.27,258.66,208.55,L5
1988-08-05 09:36:52+00:00,362.2,227.8,265.15,223.08,L5
1988-08-14 09:30:40+00:00,378.2,234.86,267.41,227.07,L5
1988-08-21 09:36:53+00:00,365.65,243.62,277.19,226.19,L5
1988-09-06 09:36:31+00:00,361.71,238.98,276.2,234.48,L5
1988-10-08 09:36:45+00:00,358.44,235.21,262.57,220.48,L5
1988-11-02 09:30:34+00:00,359.43,238.25,263.25,231.92,L5
1988-12-11 09:36:09+00:00,356.05,228.49,262.24,209.51,L5
1988-12-27 09:36:03+00:00,361.56,227.88,264.71,220.26,L5
1989-01-12 09:36:20+00:00,352.78,219.86,258.68,223.11,L5
1989-01-28 09:36:07+00:00,377.31,243.7,280.23,247.55,L5
1989-02-06 09:29:59+00:00,363.03,237.55,274.25,228.33,L5
1989-02-22 09:29:52+00:00,346.86,236.52,254.61,212.61,L5
1989-03-17 09:34:52+00:00,358.66,234.11,262.72,227.51,L5
1989-03-26 09:28:53+00:00,360.4,239.02,268.98,228.81,L5
1989-04-02 09:35:12+00:00,,245.6,279.44,245.76,L5
1989-04-18 09:34:43+00:00,358.23,225.06,262.42,228.78,L5
1989-05-20 09:34:32+00:00,349.25,233.47,256.25,221.37,L5
1989-05-29 09:28:17+00:00,354.54,227.57,260.14,228.94,L5
1989-06-14 09:27:46+00:00,373.65,233.6,274.5,231.41,L5
1989-06-21 09:33:55+00:00,356.52,224.88,256.98,208.93,L5
1989-06-30 09:27:39+00:00,363.63,236.54,274.78,227.83,L5
1989-07-16 09:27:19+00:00,368.66,242.34,276.38,239.6,L5
1989-07-23 09:32:57+00:00,,226.99,252.47,205.92,L5
1989-08-01 09:26:59+00:00,352.24,229.96,258.3,212.1,L5
1989-08-24 09:32:39+00:00,358.7,239.57,262.74,218.51,L5
1989-09-18 09:25:44+00:00,360.95,239.0,264.29,228.62,L5
1989-09-25 09:31:52+00:00,,245.31,280.1,242.57,L5
1989-10-04 09:25:36+00:00,356.93,229.43,265.99,211.32,L5
1989-10-11 09:31:06+00:00,362.82,231.69,273.32,234.88,L5
1989-10-20 09:24:51+00:00,362.88,234.38,265.62,,L5
1989-10-27 09:30:27+00:00,364.87,239.28,277.35,235.6,L5
1989-11-12 09:30:07+00:00,364.39,237.25,274.12,,L5
1989-11-28 09:29:40+00:00,376.33,228.92,268.66,231.37,L5
1989-12-14 09:29:14+00:00,,242.02,274.87,,L5
1989-12-23 09:23:10+00:00,,243.27,275.01,234.3,L5
1990-01-15 09:28:33+00:00,379.65,241.57,274.98,,L5
1990-01-31 09:27:43+00:00,,242.46,276.84,,L5
1990-02-09 09:21:38+00:00,364.23,232.13,275.65,238.27,L5
1990-02-16 09:27:12+00:00,348.12,222.72,255.48,213.15,L5
1990-03-04 09:27:02+00:00,358.84,233.6,266.01,216.16,L5
1990-04-14 09:20:11+00:00,360.72,229.27,264.13,223.04,L5
1990-05-16 09:20:13+00:00,358.06,227.97,265.14,232.17,L5
1990-05-23 09:26:20+00:00,356.44,225.97,258.64,217.77,L5
1990-06-01 09:20:08+00:00,364.4,237.8,274.77,242.14,L5
1990-06-17 09:20:06+00:00,355.88,228.54,261.95,212.48,L5
1990-06-24 09:26:18+00:00,355.85,243.85,265.65,222.99,L5
1990-07-03 09:20:06+00:00,,225.2,253.8,208.34,L5
1990-07-10 09:26:16+00:00,356.92,236.88,261.52,228.19,L5
1990-07-19 09:20:01+00:00,346.39,225.7,248.89,206.5,L5
1990-07-26 09:26:12+00:00,361.9,233.89,274.16,227.22,L5
1990-08-04 09:19:56+00:00,364.87,236.78,276.14,232.6,L5
1990-08-11 09:26:07+00:00,366.75,244.28,277.84,238.26,L5
1990-08-20 09:19:54+00:00,366.88,243.35,277.43,233.63,L5
1990-09-12 09:25:59+00:00,348.77,226.54,255.92,202.39,L5
1990-09-21 09:19:43+00:00,349.27,223.03,256.26,211.86,L5
1990-09-28 09:25:26+00:00,360.65,243.04,264.09,225.5,L5
1990-10-14 09:25:44+00:00,357.0,,268.84,222.9,L5
1990-10-30 09:25:11+00:00,362.53,239.83,265.38,222.78,L5
1990-11-15 09:25:13+00:00,364.82,238.14,277.16,228.9,L5
1990-12-10 09:19:16+00:00,,232.26,274.21,,L5
1991-01-02 09:26:01+00:00,,237.07,274.77,,L5
1991-01-11 09:20:03+00:00,365.11,237.06,275.43,229.88,L5
1991-01-27 09:20:30+00:00,,245.44,259.15,250.44,L5
1991-04-08 09:27:30+00:00,364.85,246.53,277.19,248.08,L5
1991-04-24 09:28:10+00:00,377.9,232.7,273.45,230.43,L5
1991-05-10 09:28:06+00:00,358.59,227.83,262.67,233.12,L5
1991-05-26 09:28:22+00:00,359.59,228.11,263.36,232.98,L5
1991-06-04 09:22:42+00:00,363.2,238.69,274.39,233.95,L5
1991-06-27 09:29:13+00:00,348.12,224.82,255.47,214.5,L5
1991-07-06 09:23:10+00:00,360.06,235.73,263.68,226.59,L5
1991-07-13 09:29:21+00:00,360.53,233.45,264.0,217.6,L5
1991-07-22 09:23:22+00:00,362.21,235.08,274.55,217.21,L5
1991-07-29 09:29:36+00:00,378.35,248.55,280.4,,L5
1991-08-07 09:23:28+00:00,,257.93,278.57,247.4,L5
1991-08-14 09:29:15+00:00,361.39,235.97,264.59,230.88,L5
1991-08-23 09:23:34+00:00,361.53,232.87,274.69,230.48,L5
1991-09-08 09:23:48+00:00,356.51,236.68,265.96,228.52,L5
1991-09-24 09:23:55+00:00,360.27,227.49,263.83,229.63,L5
1991-10-17 09:30:18+00:00,,233.48,276.07,,L5
1991-11-02 09:30:16+00:00,368.15,237.56,278.46,240.74,L5
1991-11-11 09:24:09+00:00,358.67,236.7,262.72,237.83,L5
1992-01-05 09:29:59+00:00,361.78,241.21,274.26,241.18,L5
1992-01-14 09:24:13+00:00,,239.43,275.81,249.0,L5
1992-01-30 09:24:18+00:00,376.14,236.33,275.07,241.9,L5
1992-02-06 09:30:19+00:00,359.34,232.12,266.43,228.73,L5
1992-02-15 09:24:02+00:00,,249.56,275.45,248.93,L5
1992-04-19 09:23:54+00:00,347.64,225.11,255.14,207.34,L5
1992-04-26 09:29:58+00:00,361.2,235.29,275.43,233.55,L5
1992-05-12 09:29:51+00:00,364.64,231.6,274.63,236.35,L5
