,dates,jap0248-0000,jap0248-0001,jap0248-0002,jap0248-0003
0,1984-07-31 00:45:29+00:00,129.14621550485094,114.96743571644292,115.90412078172737,132.64112941378835
1,1984-08-16 00:46:00+00:00,130.96638621714135,120.42266271032774,127.63936829492404,127.07900798275357
2,1984-09-17 00:46:20+00:00,126.69441553733374,115.2722134741705,122.15271704424354,129.64535817383367
3,1985-01-07 00:46:30+00:00,,118.64755747632744,117.38611903055293,130.55029030562756
4,1985-08-19 00:45:50+00:00,127.72234602896549,112.84035045924544,117.12203526849572,123.73508510278002
5,1985-12-09 00:44:17+00:00,144.7049933576233,123.94777621823907,125.43022737209859,
6,1986-04-16 00:41:38+00:00,,,,
7,1986-08-22 00:37:37+00:00,131.72094652280066,128.18999798483762,122.69540146077027,123.42068609512616
8,1986-11-10 00:34:53+00:00,121.80462917530888,105.6991632904084,109.85072684389992,112.42736764098458
9,1986-11-26 00:34:27+00:00,145.11317953195334,117.75369066049012,122.00813928397548,125.58321951600666
10,1986-12-12 00:34:54+00:00,147.12609997300018,120.60620191203483,116.48629525415224,
11,1987-02-14 00:36:58+00:00,140.01480511055058,119.64657636549988,122.57282338459224,137.45632114823914
12,1987-04-19 00:39:16+00:00,129.78954373284375,126.45000180703059,131.42874314367776,142.31820190758796
13,1987-05-05 00:39:45+00:00,137.09592663720645,125.61669995563405,123.47220390550407,140.7550483833369
14,1987-05-21 00:40:11+00:00,136.36633982166833,137.53093993135707,142.88551213781955,152.39407020025382
15,1987-09-10 00:42:57+00:00,150.0455187359631,134.77618084840861,139.51684025901932,140.1060276682158
16,1988-01-16 00:45:18+00:00,144.04176657616986,127.7160940473234,133.06496240187337,134.03394643452796
17,1988-11-15 00:46:49+00:00,,115.19749979164555,110.67693736917622,132.01102724271382
18,1989-08-14 00:42:57+00:00,127.89318158691358,124.65149219060483,125.54456508626556,132.07107373693876
19,1989-11-02 00:40:56+00:00,143.11007470404513,124.6127310305556,126.98377907582858,128.96026823645215
20,1990-01-05 00:38:57+00:00,147.89122956925186,131.36986230351815,140.01412815757058,
21,1990-04-11 00:36:23+00:00,151.02109695931225,143.53443306581323,141.86600767536626,143.7647271105196
22,1990-05-29 00:36:24+00:00,152.0020537332018,150.75347522565974,149.45700143015605,160.45058093231566
23,1990-11-05 00:35:40+00:00,130.80245240584279,114.47292654152608,115.82666292096721,117.45356984395268
24,1990-12-07 00:35:28+00:00,157.3694367785687,132.64164792633787,127.04188508129313,
25,1991-01-08 00:36:14+00:00,,,124.51710548899766,122.45708945762675
26,1991-04-30 00:38:24+00:00,134.58408375176313,129.3773950371947,134.48137345173697,133.71852238196547
27,1991-09-05 00:40:01+00:00,135.18801441708442,121.42622610112345,124.62826052970772,126.40325892772815
28,1991-10-23 00:40:21+00:00,128.50540865394154,121.74013114654682,124.40346025446959,124.40209748799543
29,1991-12-10 00:40:42+00:00,147.84506699395772,125.85604268290416,132.72188651084826,135.449197032068
30,1992-01-27 00:40:32+00:00,148.11142212054216,134.72768411767544,134.74920438676926,152.06330718600265
31,1992-02-12 00:40:21+00:00,138.88418611707885,122.74688188191158,121.75428496321554,139.86104203961474
32,1992-03-31 00:40:18+00:00,140.02283602382076,134.93372559315762,134.11435464493687,142.93775622137863
33,1992-08-06 00:38:57+00:00,131.29931326398497,137.44339240101428,146.35563505204905,151.11963082989817
34,1992-08-22 00:38:40+00:00,133.26164398807623,,,
35,1992-09-07 00:38:27+00:00,151.1324763449384,138.94274593729875,135.5700622697658,139.89758271071165
36,1992-10-25 00:37:38+00:00,131.42543182965125,121.17289967387951,129.0467628385461,130.347329923738
37,1992-11-26 00:37:16+00:00,138.15661582939606,129.1596082983986,117.9750150544669,125.36730055095066
38,1993-01-29 00:38:00+00:00,132.3530128906093,121.28746683112274,118.47760362343462,121.19332845540384
39,1993-05-21 00:38:42+00:00,135.0189816146578,133.6552162460164,141.01166706995468,138.1841135579288
40,1993-08-25 00:38:36+00:00,132.477474697082,130.7081388015694,129.6731431476738,132.76313144452956
41,1993-10-12 00:38:26+00:00,128.49463964656223,117.06328588403441,122.30741078444973,124.38849864302996
42,1993-12-15 00:38:01+00:00,,,,
43,1994-04-22 00:36:10+00:00,140.7571353665115,142.13381266328966,136.53610431581714,142.0727417983277
44,1994-05-24 00:35:35+00:00,145.67162680749743,140.9166656272036,142.95151680031051,144.87843963858109
45,1994-08-28 00:33:14+00:00,160.93455577211247,151.48782775403234,137.50679687249124,153.81622881757377
46,1995-01-19 00:28:39+00:00,166.30657864310814,151.00483639537305,144.07550503326854,155.43995702845987
47,1995-03-08 00:26:45+00:00,139.63770248571382,150.53088417856767,143.48225771496186,151.77521497481132
48,1995-08-15 00:19:39+00:00,133.8809163127137,131.62036209451713,124.14742590009588,135.61862309357204
49,1995-08-31 00:18:54+00:00,137.60342472565677,133.92226340564565,127.6161592757981,
50,1995-10-18 00:16:27+00:00,135.31537264402596,133.18375094177844,137.71881908784175,135.01698396176076
51,1996-02-23 00:22:11+00:00,137.7480984334578,139.736872309685,143.6570384002533,143.3754083658666
52,1996-04-27 00:26:14+00:00,141.60501862921723,143.68521631066474,148.400350384095,146.6585386720905
53,1996-07-16 00:30:39+00:00,143.59098628976653,145.89814490628413,141.7235608699788,147.6810233909652
54,1996-09-18 00:34:05+00:00,131.72375963272842,137.33731592433804,130.52150856114073,
55,1996-11-21 00:37:17+00:00,146.0868611719167,127.9699662596714,128.94552387183614,131.73509198208873
56,1996-12-23 00:38:48+00:00,147.85243104439655,142.40892502972105,139.79202794158485,143.0168685419601
57,1997-08-04 00:47:21+00:00,157.33287463091244,155.49774520023874,150.1799027530607,144.61424072179074
58,1997-11-08 00:50:06+00:00,146.17502997135526,130.26493226661918,129.81808554176538,137.90207059464845
59,1997-12-10 00:50:52+00:00,141.31589728213592,133.24301273040518,137.39260325931966,
60,1998-02-28 00:52:34+00:00,129.67997478384558,126.20768699972656,122.19653944347071,123.92138926772523
61,1998-09-24 00:55:03+00:00,164.06714536826738,151.05371514326893,141.5185883697414,146.22327132350003
62,1998-11-27 00:55:14+00:00,140.13453707396667,124.69567603735216,129.399195346101,129.26398199333735
63,1998-12-13 00:55:09+00:00,156.47512995886436,133.88247652671024,137.08935840305952,142.56418865914054
64,1998-12-29 00:55:19+00:00,145.79973533559087,143.8119701599278,146.33085891504248,
65,1999-01-30 00:55:16+00:00,135.2323854516249,126.0577876667532,121.86979593603422,133.65806199895448
66,1999-07-25 00:53:57+00:00,126.19940266890568,120.01007143084024,113.2264127232022,136.37641401676586
67,1999-10-21 01:09:04+00:00,126.8851456994636,122.99028291060901,125.4835943478067,127.964519248054
68,1999-11-14 00:51:58+00:00,135.9820346830053,127.7235117513658,128.08182694395572,137.1181049559759
69,1999-11-22 01:09:01+00:00,145.12709711417273,141.8959203452267,143.13675880061064,146.29660626559945
70,1999-12-16 00:51:21+00:00,152.99034205618267,145.8999251439649,134.76169359085355,
71,2000-04-30 01:08:31+00:00,154.27657982545685,146.48459142712227,149.9654155730536,149.1457755054358
72,2000-07-19 01:07:38+00:00,162.3939552482766,149.82910167553203,147.10725328330383,142.387106325754
73,2000-08-20 01:07:16+00:00,145.11963165315885,142.69471985500476,145.60302609353815,152.11878797025432
74,2000-09-21 01:06:41+00:00,151.50487117151863,147.94135276950072,145.45038061207643,147.47654145434248
75,2000-10-07 01:06:37+00:00,157.09383883281623,156.68436837990706,161.81075841204247,160.25515099175234
