dates,satname,nzd0176-0000,nzd0176-0001,nzd0176-0002,nzd0176-0003,nzd0176-0004,nzd0176-0005,nzd0176-0006,nzd0176-0007,nzd0176-0008,nzd0176-0009,nzd0176-0010,nzd0176-0011,nzd0176-0012,nzd0176-0013,nzd0176-0014,nzd0176-0015,nzd0176-0016,nzd0176-0017,nzd0176-0018,nzd0176-0019,nzd0176-0020,nzd0176-0021,nzd0176-0022,nzd0176-0023,nzd0176-0024,nzd0176-0025,nzd0176-0026,nzd0176-0027,nzd0176-0028,nzd0176-0029,nzd0176-0030,nzd0176-0031,nzd0176-0032,nzd0176-0033,nzd0176-0034,nzd0176-0035,nzd0176-0036,nzd0176-0037,nzd0176-0038,nzd0176-0039,nzd0176-0040,nzd0176-0041
1999-07-18 21:58:49+00:00,L7,,,,,,,438.59,461.24,482.63,451.89,351.77,349.95,356.07,355.76,354.21,354.97,,,365.23,365.46,373.59,362.02,337.33,362.88,,,,375.32,370.15,376.61,366.14,,,,,,,362.67,366.78,368.60,383.47,
1999-09-20 21:58:32+00:00,L7,378.92,379.12,374.63,372.75,392.89,,448.64,,394.93,385.63,384.58,379.28,379.03,389.39,393.80,394.44,392.60,394.49,396.14,395.04,410.99,427.34,428.90,386.97,382.18,394.19,399.93,396.32,385.82,389.71,393.43,384.49,382.34,388.93,396.63,395.61,389.01,395.51,400.50,385.37,379.21,366.83
1999-10-22 21:58:28+00:00,L7,340.70,344.14,350.47,345.03,342.68,,441.29,,378.47,376.17,374.63,371.98,371.18,374.71,380.90,385.39,382.39,380.84,383.07,397.61,406.37,423.40,425.88,399.43,375.31,395.75,390.46,390.69,392.25,386.85,390.25,376.54,384.97,389.73,398.19,392.62,387.96,388.81,390.27,375.15,367.48,349.61
1999-12-09 21:58:57+00:00,L7,324.10,322.69,326.53,323.67,325.05,302.16,270.40,328.46,347.24,353.26,362.24,353.18,359.84,361.39,362.81,360.92,354.91,359.35,361.09,361.38,363.85,331.84,343.05,359.60,369.03,367.78,370.53,370.95,368.64,368.96,362.92,362.65,363.60,370.36,377.66,372.95,370.42,370.20,371.36,363.15,364.84,344.84
2000-02-27 21:58:40+00:00,L7,341.66,339.70,331.54,333.75,336.53,329.28,299.59,371.71,363.08,372.60,368.88,359.73,361.84,361.89,367.43,369.33,369.36,366.62,367.45,374.81,378.65,362.59,370.07,373.68,377.84,382.86,381.96,384.61,381.40,381.46,370.08,369.27,372.76,378.43,385.61,381.59,378.29,381.73,,,,357.50
2000-03-14 21:58:11+00:00,L7,363.42,342.67,343.03,344.30,,409.62,404.50,406.30,374.81,370.70,367.61,358.45,363.27,366.62,374.04,376.25,378.43,374.87,372.69,382.18,383.46,398.12,402.85,383.49,380.33,384.55,382.07,388.25,390.79,384.05,378.90,376.82,379.27,385.82,388.86,383.62,383.01,383.14,385.52,380.78,377.03,358.99
2000-03-30 21:58:09+00:00,L7,354.40,351.28,356.85,360.25,363.32,362.38,325.85,389.05,380.28,375.88,371.28,365.65,366.33,369.98,378.60,383.63,381.91,380.01,381.56,385.57,390.78,400.96,405.03,388.90,395.01,394.07,396.61,395.40,397.08,388.60,383.40,379.88,381.69,390.67,397.07,394.35,393.07,392.53,397.72,395.32,381.34,365.90
2000-05-01 21:57:54+00:00,L7,379.33,370.08,363.35,362.12,,419.60,439.44,,396.42,388.42,379.63,378.97,380.01,383.48,389.90,391.11,382.39,387.91,384.78,393.53,408.92,432.03,437.00,432.95,403.28,410.19,408.88,401.49,400.18,387.19,384.95,378.73,383.75,393.45,402.79,404.28,401.76,405.20,412.66,410.76,394.55,369.21
2000-08-05 21:56:44+00:00,L7,313.84,316.74,322.73,323.24,330.20,309.39,315.24,330.06,334.81,332.37,340.21,331.21,345.02,338.94,338.48,353.89,346.85,347.81,350.00,352.89,347.63,353.81,,334.32,348.99,358.96,367.26,360.51,366.62,363.10,356.88,356.56,360.66,367.61,372.65,361.18,355.46,353.03,352.27,351.16,351.28,337.35
2001-01-12 21:56:06+00:00,L7,307.56,315.83,321.93,323.00,324.79,299.21,291.91,326.19,327.62,337.48,345.77,347.84,344.47,339.16,347.60,350.87,345.00,344.41,340.34,351.66,349.82,341.92,,326.70,349.97,357.44,354.23,355.50,355.86,355.41,357.07,350.65,354.41,360.51,364.73,360.00,358.63,354.66,356.25,354.43,350.56,338.87
2001-06-05 21:55:40+00:00,L7,332.62,339.51,338.12,348.57,350.56,347.16,364.03,360.40,356.12,356.64,361.11,356.01,364.65,374.51,380.65,379.26,382.03,376.61,370.27,368.28,375.87,370.80,386.38,385.67,386.50,389.98,382.58,388.01,382.14,382.33,370.96,375.82,382.26,386.85,392.18,382.63,378.81,373.99,375.29,373.61,369.73,360.40
2001-06-21 21:55:29+00:00,L7,,,336.74,334.83,341.04,332.77,318.78,351.15,,351.15,360.69,353.65,362.90,367.35,368.77,376.32,379.64,376.47,367.34,376.24,376.10,374.88,370.60,380.43,383.50,387.24,381.35,386.10,390.70,384.19,381.82,377.46,379.81,386.78,389.86,383.77,374.87,369.16,367.95,369.99,368.34,358.39
2001-08-08 21:54:37+00:00,L7,322.71,325.66,331.42,325.21,331.26,296.26,289.52,328.80,346.30,,,343.99,344.25,359.95,364.88,361.50,,,,,,,,,,,,,,,362.80,368.26,374.75,376.21,379.37,370.55,358.03,,,359.70,352.33,337.48
2001-09-09 21:54:36+00:00,L7,315.47,316.05,316.74,319.07,325.04,305.97,280.66,323.54,329.86,326.79,332.37,327.72,331.15,336.50,350.79,353.93,351.23,347.92,,,,,,,,,,,,,,,362.83,365.62,375.33,364.02,353.15,353.39,358.84,351.73,351.80,338.54
2001-10-11 21:54:09+00:00,L7,355.87,341.35,341.24,350.61,362.76,,411.66,363.08,372.97,356.84,361.36,359.27,363.19,364.93,372.14,367.78,375.70,372.36,364.46,366.04,370.94,364.73,372.63,384.82,383.25,379.58,380.08,379.55,377.77,373.01,370.23,368.47,375.01,384.25,392.19,373.80,362.68,369.42,379.25,371.29,364.95,351.62
2002-01-31 21:54:50+00:00,L7,303.57,309.59,314.16,313.20,314.85,283.13,255.93,324.03,320.92,330.35,342.44,340.38,340.94,335.53,348.18,344.90,343.09,340.91,337.08,339.31,341.41,334.64,,326.14,352.09,357.27,357.85,353.93,352.56,351.09,347.93,345.86,350.58,357.38,360.82,353.78,353.75,351.74,356.27,353.14,353.48,336.10
2002-04-05 21:54:49+00:00,L7,371.55,,,,,,,,,,,,,,,,,371.35,367.69,360.72,374.09,369.23,365.03,363.81,370.97,375.78,379.41,392.53,382.64,503.17,545.63,504.25,369.05,,,,532.40,560.83,600.45,603.59,606.09,
2002-08-27 21:54:00+00:00,L7,307.74,314.03,316.79,315.93,316.90,297.83,287.77,325.13,323.71,325.65,339.67,342.22,344.34,350.51,360.43,355.53,353.53,351.24,346.59,355.67,352.24,355.21,329.72,342.80,357.95,364.80,370.63,376.19,366.98,374.63,364.66,367.47,376.19,380.97,385.19,368.71,361.43,358.54,365.28,356.93,354.51,339.35
2002-10-14 21:53:19+00:00,L7,335.11,343.10,348.75,350.04,347.74,356.04,388.33,349.52,354.88,355.14,359.66,354.64,356.40,361.85,365.71,359.17,364.92,365.19,361.90,360.12,369.88,371.05,391.77,368.42,373.32,381.30,379.09,384.21,374.52,381.04,371.46,373.50,377.62,382.70,389.19,379.12,373.49,371.18,371.00,364.30,360.43,338.04
2003-01-18 21:54:30+00:00,L7,323.02,326.63,327.93,327.06,328.13,310.77,280.25,328.09,338.64,342.83,349.71,351.48,358.08,346.65,355.58,358.98,353.32,351.01,352.15,359.14,361.63,358.78,342.28,353.91,365.37,367.71,371.15,367.18,367.73,365.60,362.98,366.13,374.19,370.51,376.46,371.80,368.51,364.93,365.40,361.22,353.85,341.33
2003-03-23 21:54:16+00:00,L7,307.36,316.78,324.20,324.95,324.25,306.07,281.77,326.89,325.22,335.49,337.75,342.37,332.65,330.76,342.18,343.01,344.41,344.84,334.07,350.94,349.12,352.28,322.71,339.24,355.27,362.04,361.12,357.13,361.95,358.56,360.66,364.74,368.00,368.80,370.11,357.24,350.70,352.82,354.32,352.84,365.97,348.98
2003-07-21 21:42:33+00:00,L5,376.86,365.82,359.20,356.67,357.02,357.65,337.29,,,,372.07,372.49,375.44,382.89,382.61,383.19,382.90,383.54,379.36,382.11,389.05,395.85,395.36,402.98,396.82,399.82,393.59,391.43,395.38,391.14,388.56,390.20,395.01,390.34,395.74,387.08,382.32,383.14,391.04,387.90,393.44,375.21
2003-08-06 21:42:27+00:00,L5,346.96,364.33,380.21,383.07,371.97,374.82,371.87,364.37,359.28,357.28,352.45,361.18,366.54,372.74,375.65,378.82,383.04,367.28,365.46,363.01,374.87,363.42,369.06,373.81,388.58,388.48,392.26,386.63,387.60,392.10,383.33,380.52,383.04,383.07,387.96,374.09,365.03,360.48,370.71,374.86,379.91,385.74
2003-08-30 21:54:22+00:00,L7,300.54,307.61,303.08,308.38,310.78,289.12,265.07,,,320.71,334.84,328.58,329.69,,,,,,,,,,,,337.78,343.46,347.65,346.86,346.17,348.77,350.39,348.76,352.49,,,,,,,,,
