dates,nzd0176-0000,nzd0176-0001,nzd0176-0002,nzd0176-0003,nzd0176-0004,nzd0176-0005,nzd0176-0006,nzd0176-0007,nzd0176-0008,nzd0176-0009,nzd0176-0010,nzd0176-0011,nzd0176-0012,nzd0176-0013,nzd0176-0014,nzd0176-0015,nzd0176-0016,nzd0176-0017,nzd0176-0018,nzd0176-0019,nzd0176-0020,nzd0176-0021,nzd0176-0022,nzd0176-0023,nzd0176-0024,nzd0176-0025,nzd0176-0026,nzd0176-0027,nzd0176-0028,nzd0176-0029,nzd0176-0030,nzd0176-0031,nzd0176-0032,nzd0176-0033,nzd0176-0034,nzd0176-0035,nzd0176-0036,nzd0176-0037,nzd0176-0038,nzd0176-0039,nzd0176-0040,nzd0176-0041,satname
2001-06-05 21:55:40+00:00,327.62,335.51,332.41,342.86,344.85,340.49,354.03,352.40,349.45,349.97,355.40,351.01,360.65,369.51,377.01,375.45,378.03,373.28,367.07,365.20,373.20,367.72,380.67,377.67,382.06,386.65,379.50,385.15,378.14,379.47,368.29,373.82,379.59,383.77,388.85,379.55,375.95,370.66,370.85,368.61,364.73,355.96,L7
2001-06-21 21:55:29+00:00,,,333.88,331.97,338.18,329.44,313.78,347.15,,347.82,357.83,351.15,360.90,364.85,366.95,374.42,377.64,374.80,365.74,374.70,374.77,373.34,367.74,376.43,381.28,385.57,379.81,384.67,388.70,382.76,380.49,376.46,378.48,385.24,388.19,382.23,373.44,367.49,365.73,367.49,365.84,356.17,L7
2001-08-08 21:54:37+00:00,337.21,337.26,347.99,341.78,347.83,315.59,318.52,352.00,365.63,,,358.49,355.85,374.45,375.43,372.55,,,,,,,,,,,,,,,370.53,374.06,382.48,385.13,389.04,379.47,366.32,,,374.20,366.83,350.37,L7
2001-09-09 21:54:36+00:00,324.97,323.65,327.60,329.93,335.90,318.64,299.66,338.74,342.53,339.46,343.23,337.22,338.75,346.00,357.70,361.17,358.83,354.25,,,,,,,,,,,,,,,367.90,371.47,381.66,369.87,358.58,359.72,367.28,361.23,361.30,346.98,L7
2001-10-11 21:54:09+00:00,346.62,333.95,330.67,340.04,352.19,,,348.28,360.64,344.51,350.79,350.02,355.79,355.68,365.41,360.73,368.30,366.19,358.54,360.35,366.01,359.04,362.06,370.02,375.03,373.41,374.39,374.26,370.37,367.72,365.30,364.77,370.08,378.56,386.02,368.11,357.39,363.25,371.03,362.04,355.70,343.40,L7
2002-01-31 21:54:50+00:00,330.57,331.19,345.02,344.06,345.71,319.13,309.93,367.23,356.92,366.35,373.30,367.38,362.54,362.53,367.82,365.47,364.69,358.91,354.36,355.93,355.81,351.26,,369.34,376.09,375.27,374.47,369.36,374.16,366.52,362.33,356.66,364.98,374.00,378.82,370.40,369.18,369.74,380.27,380.14,380.48,360.10,L7
2002-04-05 21:54:49+00:00,364.80,,,,,,,,,,,,,,,,,366.85,363.37,356.57,370.49,365.08,357.32,353.01,364.97,371.28,375.26,388.67,377.24,,,,365.45,,,,,,,,,,L7
2002-08-27 21:54:00+00:00,322.99,326.23,334.22,333.36,334.33,318.16,318.27,349.53,344.04,345.98,357.10,357.47,356.54,365.76,371.52,367.15,365.73,361.41,356.35,365.05,360.37,364.59,347.15,367.20,371.51,374.97,380.01,384.90,379.18,383.34,372.79,373.57,384.32,390.35,395.36,378.09,370.14,368.71,378.84,372.18,369.76,352.91,L7
2002-10-14 21:53:19+00:00,327.11,336.70,339.61,340.90,338.60,345.37,,336.72,344.21,344.47,350.52,346.64,350.00,353.85,359.89,353.07,358.52,359.86,356.78,355.20,365.61,366.13,382.63,355.62,366.21,375.97,374.17,379.64,368.12,376.47,367.19,370.30,373.35,377.78,383.86,374.20,368.92,365.85,363.89,356.30,352.43,330.93,L7
2003-01-18 21:54:30+00:00,330.27,332.43,336.22,335.35,336.42,320.44,294.75,339.69,348.31,352.50,358.00,358.73,363.88,353.90,360.85,364.50,359.12,355.84,356.79,363.60,365.50,363.24,350.57,365.51,371.81,372.54,375.61,371.32,373.53,369.74,366.85,369.03,378.06,374.97,381.29,376.26,372.65,369.76,371.84,368.47,361.10,347.77,L7
2003-03-23 21:54:16+00:00,322.36,328.78,341.34,342.09,341.39,326.07,311.77,350.89,345.22,355.49,354.89,357.37,344.65,345.76,353.09,354.44,356.41,354.84,343.67,360.17,357.12,361.51,339.85,363.24,368.60,372.04,370.35,365.70,373.95,367.13,368.66,370.74,376.00,378.03,380.11,366.47,359.27,362.82,367.65,367.84,380.97,362.31,L7
2003-07-21 21:42:33+00:00,371.36,361.42,352.91,350.38,350.73,350.32,326.29,,,,365.78,366.99,371.04,377.39,378.61,379.00,378.50,379.87,375.84,378.73,386.12,392.47,389.07,394.18,391.93,396.15,390.21,388.29,390.98,388.00,385.63,388.00,392.08,386.96,392.07,383.70,379.18,379.47,386.15,382.40,387.94,370.32,L5
2003-08-06 21:42:27+00:00,334.96,354.73,366.50,369.36,358.26,358.82,347.87,345.17,343.28,341.28,338.74,349.18,356.94,360.74,366.92,369.68,373.44,359.28,357.78,355.63,368.47,356.04,355.35,354.61,377.91,380.48,384.88,379.77,378.00,385.24,376.93,375.72,376.64,375.69,379.96,366.71,358.17,352.48,360.04,362.86,367.91,375.07,L5
2003-08-30 21:54:22+00:00,320.79,323.81,326.22,331.52,333.92,316.12,,,,347.71,357.98,348.83,345.89,,,,,,,,,,,,355.78,356.96,360.11,358.43,362.37,360.34,361.19,356.86,363.29,,,,,,,,,,L7
2003-10-25 21:44:04+00:00,343.94,344.05,346.33,348.68,349.15,328.63,309.96,336.04,344.34,346.16,355.09,356.58,363.63,362.46,367.15,367.05,364.08,365.78,358.59,362.94,368.54,361.07,340.52,350.67,377.18,383.35,384.28,381.69,383.86,385.60,384.19,372.20,373.58,377.57,375.65,366.87,363.49,361.84,371.01,370.53,377.75,377.60,L5
2003-12-04 21:54:43+00:00,316.58,352.25,344.41,,,,,,339.63,347.11,353.67,348.61,353.14,353.43,359.71,356.44,,,,373.76,376.83,372.19,367.55,357.87,365.29,371.75,371.24,376.97,369.44,376.75,,,381.95,380.74,383.82,374.99,370.30,369.27,364.70,362.41,367.33,354.96,L7
2004-03-09 21:54:51+00:00,328.43,332.80,343.81,343.84,343.52,323.58,314.41,350.15,,,359.25,357.61,356.71,362.20,351.93,351.47,352.47,353.38,353.94,356.95,,,328.58,354.29,360.77,364.70,370.99,367.18,371.79,364.81,364.48,355.67,364.54,366.24,,,369.10,363.94,359.77,368.17,371.76,353.42,L7
2004-03-25 21:54:54+00:00,337.14,336.19,344.90,344.82,344.80,323.70,303.65,350.36,355.41,366.93,362.74,,,362.42,367.48,368.11,363.25,358.57,360.77,369.34,374.97,370.43,355.36,373.58,,,380.73,373.11,382.67,382.60,383.09,376.62,380.67,384.25,386.73,379.85,376.23,377.96,,,,,L7
2004-04-02 21:44:54+00:00,365.91,340.61,337.39,339.39,337.11,361.13,,,353.01,350.95,354.66,357.40,368.20,361.91,365.79,363.69,362.08,370.42,372.29,382.62,397.40,405.82,,391.28,393.51,393.70,390.83,389.43,385.31,388.91,389.87,386.57,382.33,385.08,388.39,391.70,390.15,387.34,381.41,377.19,385.36,367.28,L5
2004-04-18 21:45:25+00:00,335.25,330.19,330.11,330.11,333.07,315.16,301.31,339.30,350.28,355.13,364.49,361.28,356.10,353.72,356.99,356.94,358.45,361.76,369.01,378.72,386.56,383.82,350.39,361.14,375.35,377.37,375.80,374.12,375.29,375.08,376.15,379.36,380.53,381.80,388.29,379.59,374.92,374.67,371.91,370.27,376.80,361.16,L5
2004-05-12 21:54:49+00:00,310.29,331.95,,,,343.02,,344.87,349.78,344.57,352.83,352.69,358.02,355.42,358.68,354.85,,,359.75,367.43,372.25,361.04,362.58,354.44,367.76,375.15,373.13,375.76,372.51,,,377.32,373.73,376.98,380.60,367.60,363.29,366.68,371.93,362.72,369.98,365.32,L7
2004-05-20 21:46:20+00:00,330.41,338.54,339.84,333.84,340.41,314.62,291.89,338.77,344.82,353.14,349.32,348.69,349.75,348.81,357.23,357.31,353.36,356.27,358.52,363.79,364.89,357.58,328.33,356.00,367.16,372.81,379.67,380.68,384.04,383.49,379.62,373.81,377.90,376.50,375.96,368.59,364.06,370.75,374.97,374.98,380.91,368.63,L5
2004-05-28 21:54:47+00:00,356.31,340.70,334.70,341.89,343.34,359.33,,,,348.58,349.81,351.93,357.22,354.72,361.92,357.56,353.48,358.48,359.42,367.85,,,,375.19,367.97,376.32,372.37,376.58,374.01,379.62,379.95,379.40,377.06,,,,369.66,373.01,372.99,368.09,381.94,376.90,L7
2004-06-21 21:47:40+00:00,336.20,338.31,,,,,,,370.85,389.97,373.46,,381.98,,,365.29,360.60,,,,,,,357.76,357.81,364.07,374.11,368.00,381.63,381.38,370.39,379.85,382.45,386.03,382.73,348.92,363.70,350.27,370.36,356.69,364.10,354.58,L5
2004-07-23 21:48:09+00:00,345.72,343.40,348.27,349.91,352.55,332.56,323.03,346.42,365.79,366.75,366.46,364.67,366.77,374.74,374.10,370.09,370.01,371.28,373.17,383.10,380.74,371.16,351.33,371.63,375.77,377.72,386.08,387.34,396.46,393.64,387.62,385.54,389.68,385.56,387.17,370.81,370.23,376.86,386.47,386.51,392.46,384.22,L5
2004-08-16 21:54:26+00:00,321.65,328.18,327.52,329.52,332.70,,,330.98,338.80,345.56,347.16,347.22,350.73,352.58,355.07,353.65,351.87,,,361.64,363.46,353.09,325.54,342.20,359.91,363.07,370.89,368.21,371.41,376.52,,,,371.98,370.13,358.96,355.74,360.73,365.48,363.61,373.55,355.12,L7
2004-09-25 21:49:43+00:00,,366.22,356.23,355.03,367.22,,,333.55,372.48,347.22,353.58,356.82,362.81,360.69,364.81,361.06,363.99,362.58,361.85,372.22,383.69,382.71,352.97,362.31,370.23,376.05,378.10,378.44,377.55,384.62,379.85,380.17,378.34,378.58,380.63,373.70,364.55,364.20,369.96,370.36,379.89,379.54,L5
2005-01-15 21:51:45+00:00,345.45,341.71,350.33,359.69,357.75,334.39,320.09,360.29,379.57,386.16,376.89,376.56,376.97,379.79,372.30,373.44,389.45,387.10,384.44,393.35,395.49,393.30,,370.55,378.58,374.73,378.97,381.73,389.93,405.44,403.32,393.37,397.97,398.17,398.81,388.86,377.79,380.51,393.39,394.50,403.11,393.33,L5
2005-02-08 21:55:11+00:00,,328.52,329.12,332.02,333.97,315.64,281.32,332.36,342.36,348.79,349.39,351.67,355.90,,,350.16,345.03,342.31,345.11,356.22,353.88,346.99,326.21,336.55,348.45,354.89,,361.81,363.53,364.17,362.23,362.50,362.50,360.77,360.74,353.48,349.86,349.55,356.46,356.66,362.81,360.03,L7
2005-02-24 21:55:41+00:00,,,328.50,339.90,341.63,318.49,296.57,344.25,357.14,361.84,361.60,362.58,366.00,,,,353.43,347.36,354.43,363.42,362.31,356.38,343.89,358.58,356.80,363.01,,,,377.38,368.24,371.27,373.12,366.67,367.63,361.62,359.08,360.09,367.37,370.73,370.89,364.75,L7
2005-03-04 21:52:28+00:00,358.06,344.69,340.45,346.01,345.95,331.79,292.04,353.47,357.93,362.19,364.41,365.36,366.44,,,,,,,,,,,,,,,,,379.82,381.66,387.88,384.02,378.90,379.04,355.25,362.36,369.28,377.94,374.48,377.51,373.95,L5
2005-04-13 21:55:36+00:00,327.17,335.39,337.71,336.35,338.99,315.91,320.30,352.40,345.31,,,354.51,348.96,346.38,345.99,352.95,350.07,351.49,346.73,353.62,360.48,,,366.58,358.28,363.01,365.76,365.82,370.78,368.90,368.16,363.86,363.87,366.00,367.78,,,,358.56,367.56,375.14,363.59,L7
2005-04-21 21:53:10+00:00,357.08,356.19,338.15,343.04,344.05,326.34,304.00,355.18,374.83,370.51,372.95,370.26,374.77,355.26,358.91,356.84,358.48,364.11,355.79,375.42,383.63,377.05,373.83,370.93,371.99,380.19,377.86,379.17,375.07,384.33,384.28,384.19,382.98,387.03,386.65,382.74,371.76,371.98,374.50,377.79,384.27,383.58,L5
2005-05-23 21:53:24+00:00,344.87,338.16,328.96,335.82,341.62,340.35,,356.97,359.55,364.35,360.59,366.64,365.55,355.00,355.52,356.97,367.37,357.40,360.34,375.95,381.42,379.65,376.64,380.66,373.04,379.78,375.69,379.30,380.45,387.75,383.10,378.31,383.32,385.48,380.17,369.88,369.12,362.36,373.40,373.55,383.32,381.87,L5
2005-05-31 21:55:35+00:00,355.87,342.78,335.96,344.16,350.20,,,368.40,352.44,357.03,,,369.49,357.42,365.56,370.10,372.53,368.36,367.46,382.18,382.29,383.86,387.12,,,382.05,380.28,380.03,384.56,387.23,387.93,393.02,387.18,387.69,386.79,378.24,377.51,375.50,,,,,L7
2005-06-08 21:53:33+00:00,347.17,347.00,350.47,348.36,348.93,337.97,326.83,359.86,362.61,362.32,366.85,372.25,373.13,373.75,383.39,385.37,387.62,383.11,381.34,389.74,385.44,374.55,367.92,382.91,376.48,377.89,392.52,396.00,404.21,400.43,398.87,397.50,395.31,388.55,387.80,372.60,364.47,365.15,385.95,384.28,396.69,387.28,L5
2005-08-03 21:55:25+00:00,320.22,334.93,331.52,338.58,344.62,332.19,334.76,347.50,349.57,,,352.70,358.59,354.60,356.14,363.75,361.96,367.26,362.31,365.93,372.67,363.09,,,366.95,375.84,377.39,375.50,369.08,378.20,382.26,382.14,377.52,380.28,382.53,,,,,370.46,376.29,367.62,L7
2005-08-19 21:54:56+00:00,318.91,331.23,331.51,339.11,341.98,327.15,,,344.07,351.72,351.47,351.86,355.39,348.51,356.40,357.70,356.45,355.95,,,,358.40,346.81,348.74,359.30,366.76,371.52,371.16,368.41,376.18,375.54,367.00,,,376.13,365.49,361.85,370.76,374.03,369.91,376.53,366.52,L7
2005-10-06 21:55:01+00:00,,,,351.27,354.44,335.83,327.34,354.60,364.49,371.25,368.17,368.81,372.95,372.74,,,367.33,361.93,376.81,371.44,378.61,363.86,347.72,384.02,373.67,379.14,384.80,,,390.42,383.65,378.74,387.20,386.16,386.43,380.22,373.45,376.46,384.49,385.59,385.20,373.92,L7
2005-10-30 21:54:03+00:00,353.43,355.84,336.81,339.08,349.45,375.73,,352.77,356.93,372.24,372.64,367.86,379.17,375.39,378.34,367.66,355.28,356.94,361.36,363.89,371.49,384.73,387.14,365.02,371.69,382.41,387.32,385.70,372.16,370.30,371.97,371.20,366.68,369.61,373.50,376.15,384.97,386.81,383.22,380.69,395.46,391.53,L5
2006-01-10 21:55:52+00:00,341.50,351.55,337.84,,,,282.37,316.85,348.08,339.86,339.56,341.43,349.79,346.63,352.48,348.76,,,354.57,361.64,373.83,382.91,370.51,344.01,356.90,361.25,367.94,366.69,364.39,371.36,,368.78,370.62,369.90,374.15,365.13,362.82,361.90,367.16,368.84,378.42,374.02,L7
2006-02-19 21:56:39+00:00,337.66,337.66,343.19,348.08,351.74,,315.79,350.15,356.29,361.15,360.72,358.49,358.02,356.97,353.23,357.23,355.91,356.93,359.31,371.08,374.56,344.68,346.33,367.51,367.10,368.68,372.08,370.53,379.23,377.32,367.49,367.11,373.37,367.67,371.94,366.35,365.57,366.95,376.83,380.56,385.89,388.62,L5
2006-03-15 21:55:44+00:00,329.15,332.73,335.21,336.17,343.57,,290.85,339.45,348.76,351.84,348.13,346.32,,,344.31,344.57,346.36,347.93,349.49,357.43,360.48,343.47,328.33,351.89,,,,361.67,366.14,364.26,362.51,355.90,360.88,362.13,364.28,354.39,350.82,357.39,362.11,365.06,,,L7
2006-04-08 21:57:12+00:00,357.33,354.46,336.01,348.13,359.27,373.91,,385.64,362.59,363.80,356.24,360.29,364.04,359.78,373.51,369.81,368.55,369.72,379.05,384.59,385.93,,,362.43,369.45,378.34,383.31,379.70,377.88,381.41,378.20,378.86,377.82,374.93,380.67,379.43,376.88,372.13,376.49,378.42,384.01,388.03,L5
2006-05-26 21:57:54+00:00,,,,,,,,,,,,,,,,,,,,,,,315.23,394.20,384.82,,,,,,,,,,,,,,,,,,L5
2006-06-27 21:58:24+00:00,335.87,341.22,340.87,337.83,345.66,337.63,324.00,352.02,364.26,358.33,353.41,355.09,352.04,356.74,366.81,364.79,366.80,370.52,371.56,370.62,366.71,340.48,344.64,372.21,367.74,369.38,379.12,387.67,389.23,385.46,382.35,375.51,378.43,376.04,375.24,369.82,371.86,372.93,383.83,377.53,386.93,384.14,L5
2006-07-05 21:55:54+00:00,351.27,340.35,340.07,,,,287.98,356.66,352.19,353.15,352.28,350.10,357.57,357.35,359.07,361.76,369.37,,368.05,375.36,374.88,361.01,358.15,354.00,367.21,377.74,381.38,381.02,385.71,381.20,,,373.73,375.13,379.90,372.74,369.87,370.32,373.23,369.59,374.76,391.40,L7
2006-07-13 21:59:02+00:00,342.07,342.63,345.43,348.49,360.31,342.83,323.74,362.29,370.25,373.31,364.54,365.71,363.04,366.82,369.36,368.62,369.55,371.67,371.35,377.68,379.54,358.78,342.30,375.30,379.15,379.57,384.26,388.62,391.77,393.16,386.31,380.12,383.09,384.78,382.78,378.61,375.28,376.12,385.21,384.05,388.34,386.67,L5
2006-07-21 21:55:45+00:00,,,320.35,339.30,340.59,307.62,,,,331.34,,338.92,346.13,332.14,341.21,345.32,347.76,350.70,356.98,357.66,361.18,351.64,,,348.38,356.80,362.50,365.14,366.56,368.77,364.50,363.63,365.92,360.77,360.98,349.64,,,,345.22,353.91,379.74,L7
2006-08-22 21:55:17+00:00,322.98,331.95,330.69,339.19,341.03,322.16,347.29,332.47,342.84,338.63,,,354.36,345.46,353.97,353.22,357.63,357.84,365.91,367.90,369.45,368.47,374.68,,,359.39,365.50,371.88,368.48,378.44,378.80,372.57,371.31,369.38,366.23,361.47,357.37,,,,,368.01,L7
2006-09-23 21:55:06+00:00,330.15,332.87,338.74,346.07,345.97,,,,342.90,348.46,348.90,354.39,359.43,353.47,356.36,362.15,357.50,365.98,,,362.20,363.11,,347.44,362.67,366.20,374.36,373.90,379.54,383.55,382.20,,,381.98,371.38,359.72,356.15,363.27,377.26,373.27,375.97,368.13,L7
2007-03-02 21:56:31+00:00,344.04,339.83,336.09,345.20,,,304.11,342.36,347.74,343.80,353.72,349.50,356.70,354.20,358.68,356.32,356.20,,,365.56,373.93,371.53,367.83,360.30,366.26,362.41,372.53,373.46,372.00,376.66,,,375.81,372.36,372.20,366.97,364.86,368.35,373.27,372.56,386.98,380.47,L7
2007-03-18 21:56:09+00:00,,,,330.06,342.90,328.45,306.81,335.57,346.33,342.86,346.73,348.51,358.09,358.41,,,360.30,355.88,361.63,362.53,374.82,377.50,367.96,354.69,364.67,362.77,370.63,,,,363.84,367.07,364.78,364.85,365.97,361.10,365.59,368.33,374.32,374.53,379.98,381.10,L7
2007-04-19 21:56:31+00:00,338.75,342.38,348.01,351.90,356.06,338.27,319.12,361.53,358.60,370.90,369.88,,,358.63,358.20,368.37,367.91,362.82,367.98,372.79,383.25,378.07,363.18,372.35,,,379.83,377.32,384.91,382.85,374.82,374.41,375.52,376.07,379.05,372.96,368.72,376.56,,,,,L7
2007-05-05 21:56:27+00:00,,,339.88,342.87,348.44,330.40,323.65,346.88,362.97,361.86,359.44,366.93,371.95,,,366.25,364.67,368.29,367.35,369.90,380.08,372.06,364.91,377.60,382.64,377.46,,,378.66,383.48,370.04,371.74,371.96,367.33,374.03,368.04,369.31,384.47,386.55,388.61,402.15,395.34,L7
2007-06-06 21:56:17+00:00,,,347.48,352.03,351.57,331.79,325.36,,,358.68,365.34,365.13,373.90,376.35,375.50,386.50,382.23,377.59,376.88,376.89,,,360.63,381.18,385.28,385.79,385.26,393.78,403.75,393.28,390.85,383.56,,,,,,,,,,,L7
2007-06-22 21:55:53+00:00,360.66,,,,,,,,,,,362.03,372.52,368.25,370.49,,,,,,,,,,,,,,,,384.55,372.67,377.54,378.57,374.54,366.48,378.81,388.75,393.17,387.73,399.70,398.70,L7
2007-10-28 21:55:58+00:00,339.56,339.23,348.09,354.00,,,320.80,355.00,352.01,356.05,367.68,359.52,352.58,356.16,359.32,363.84,,,356.50,367.44,369.98,354.94,,,364.91,370.83,370.56,366.24,377.00,,,366.30,363.61,357.77,367.73,361.96,356.65,358.23,370.56,381.38,394.21,377.41,L7
2008-02-01 21:55:57+00:00,351.80,344.17,,,347.99,332.84,319.37,346.03,345.97,348.57,358.93,357.71,361.78,356.77,359.87,,,355.42,359.86,367.39,370.55,361.13,356.11,345.16,358.03,362.50,369.99,375.57,,,377.83,368.83,365.95,356.84,363.37,356.71,354.38,355.36,368.47,372.80,384.70,386.47,L7
2008-05-07 21:55:40+00:00,332.77,334.14,340.13,338.23,346.20,328.55,,355.69,346.97,359.34,365.76,365.13,358.20,355.19,350.98,357.34,355.63,357.60,,,378.10,364.91,328.96,373.82,365.53,368.81,379.69,376.63,381.10,382.95,374.77,,,367.97,380.46,377.22,368.13,365.84,375.52,383.50,401.55,398.16,L7
2008-08-27 21:55:06+00:00,,319.50,316.48,328.32,332.89,,,,324.28,331.46,339.92,340.06,352.14,,,360.78,357.80,359.25,364.72,366.40,367.84,385.29,,,345.13,361.13,,,363.20,370.81,368.85,363.60,367.07,362.79,364.46,356.63,357.45,348.86,341.78,369.91,379.33,378.08,L7
2008-09-28 21:54:48+00:00,316.85,334.48,325.31,333.54,340.89,,,324.33,334.41,341.18,350.53,347.42,348.91,342.18,348.92,351.56,350.30,353.64,,363.40,361.30,356.21,338.39,340.14,350.56,356.00,367.82,368.43,,,,,,357.21,362.98,354.59,347.96,342.65,341.45,357.34,372.73,372.34,L7
2008-12-09 21:49:42+00:00,346.67,348.81,331.61,336.12,344.12,,,,,363.37,357.45,358.36,365.02,363.38,365.49,367.31,358.31,367.30,374.38,375.92,377.53,370.63,353.67,341.00,360.91,369.40,383.02,377.41,373.20,375.28,374.09,367.25,363.68,360.52,364.86,354.77,357.61,359.22,366.63,369.26,381.84,378.31,L5
2008-12-25 21:50:10+00:00,356.39,352.98,352.99,,,,,,,,369.47,367.52,368.98,368.13,369.51,369.83,368.63,369.08,376.64,377.38,373.79,365.64,359.93,354.10,370.06,376.81,384.31,383.20,385.19,379.61,377.21,371.12,366.89,362.62,365.41,359.62,362.43,368.13,380.16,382.92,400.54,397.81,L5
2009-03-23 21:55:51+00:00,,331.76,324.37,331.27,337.26,,357.71,341.95,346.18,344.60,351.77,360.40,357.27,,,358.25,360.73,360.04,357.19,368.36,374.49,361.83,355.74,346.45,356.98,,,378.20,372.27,375.15,371.86,363.75,366.17,354.94,359.64,352.31,350.65,348.82,361.55,366.16,381.53,376.01,L7
2009-04-08 21:56:20+00:00,332.49,334.50,323.69,326.96,332.63,318.39,284.53,,340.23,337.33,347.14,344.38,350.61,347.63,352.96,353.29,353.79,350.59,358.20,,,344.37,316.05,332.50,343.52,357.51,368.57,368.26,365.53,370.38,364.96,361.63,,,,,,,,,375.96,379.06,L7
2009-05-10 21:56:27+00:00,309.87,315.43,315.04,314.34,325.66,307.32,267.17,324.08,324.67,323.06,340.41,335.62,,,339.74,346.79,347.95,344.96,349.46,357.48,348.17,323.63,311.27,335.18,345.99,,,364.99,368.01,361.00,356.02,345.92,344.26,346.14,358.08,350.05,348.54,342.29,341.18,,,,L7
2009-07-13 21:55:57+00:00,,,318.33,319.40,326.52,309.61,288.85,,,332.31,,,337.59,331.57,337.76,343.24,343.14,346.63,346.73,355.72,350.11,326.23,,,,358.12,367.34,359.98,365.89,360.30,358.07,351.95,352.41,346.01,359.79,354.87,,,,370.14,377.19,377.23,L7
