,dates,mex0179-0000,mex0179-0001,mex0179-0002,mex0179-0003,mex0179-0004,mex0179-0005,mex0179-0006,mex0179-0007,mex0179-0008,mex0179-0009,mex0179-0010,mex0179-0011,mex0179-0012,mex0179-0013,mex0179-0014,mex0179-0015,mex0179-0016,mex0179-0017,mex0179-0018,mex0179-0019,mex0179-0020,mex0179-0021,mex0179-0022,mex0179-0023,mex0179-0024,mex0179-0025,mex0179-0026,mex0179-0027,mex0179-0028,mex0179-0029,mex0179-0030,mex0179-0031,mex0179-0032,mex0179-0033,mex0179-0034,mex0179-0035,mex0179-0036,mex0179-0037,mex0179-0038,mex0179-0039,mex0179-0040,mex0179-0041,mex0179-0042,mex0179-0043,mex0179-0044,mex0179-0045,mex0179-0046,mex0179-0047,mex0179-0048,mex0179-0049,mex0179-0050,mex0179-0051,mex0179-0052,mex0179-0053,mex0179-0054,mex0179-0055,mex0179-0056,mex0179-0057,mex0179-0058,mex0179-0059,mex0179-0060,mex0179-0061,mex0179-0062,mex0179-0063,mex0179-0064,mex0179-0065,mex0179-0066,mex0179-0067,mex0179-0068,mex0179-0069,mex0179-0070,mex0179-0071,mex0179-0072,mex0179-0073,mex0179-0074,mex0179-0075,mex0179-0076,mex0179-0077,mex0179-0078,mex0179-0079,mex0179-0080,mex0179-0081,mex0179-0082,mex0179-0083,mex0179-0084,mex0179-0085,mex0179-0086,mex0179-0087,mex0179-0088,mex0179-0089,mex0179-0090,mex0179-0091,mex0179-0092,mex0179-0093,mex0179-0094,mex0179-0095,mex0179-0096,mex0179-0097,mex0179-0098
0,1985-09-26 16:41:31+00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,1986-04-06 16:38:23+00:00,,,,,,,,,,,329.0315675529304,329.0168445978035,316.71554196171695,313.4962744630111,312.88805876165577,312.6581236869284,319.47196516845446,312.75972436579235,319.1376123815133,317.55372223333114,314.9236334969286,320.84878719125896,312.7842533843211,318.0499300506956,323.05929318597526,315.99359987390795,306.0935919308434,306.2512407080818,302.1232873924618,285.7705527338754,292.652295709672,290.5091640254113,287.537114480347,279.8156908701786,282.3821351324619,282.30064463863437,268.50183669717836,271.8373079964249,273.6039755403476,267.19699510377177,263.1797298783851,261.2065177797914,252.943463470808,255.7464306520471,270.66365369889263,271.37135281373895,278.9126402429185,279.0491231064048,278.08939058048463,275.0985544686141,267.1254302857622,284.41707199644554,278.5555208808222,272.24131251611425,270.70502012731953,276.54226883425565,271.98465395529917,275.46457669511926,255.55336614800768,266.2165380237763,262.84434442547615,271.09406728079375,276.9839933001943,277.095196815983,267.8121317728783,264.7620546230699,244.27364812855112,243.51279133145292,247.1703446625004,256.9141602622599,252.90904878561724,253.44469435734993,269.91138732990555,270.3142399520548,265.6601955844213,278.7761063268681,293.1311222914464,285.64557937154643,289.3137941785728,279.509670733368,274.4414236499291,286.82555418211376,275.09846970908484,273.2902146091138,257.8705829805409,257.43754166218355,262.182752698492,264.56383258885563,269.87200641865445,265.20725762275094,263.4526655858457,282.20988824934625,270.9132619245509,284.2008481572521,283.4357790399742,283.6444163693723,280.6715835908315,292.05755882085316,286.56811841618037
2,1986-04-22 16:38:01+00:00,,,,,,,,,,,333.65293591314907,324.173976131462,324.0848693881281,314.24083919891075,305.90583792049483,314.41366479851524,316.2353302388052,315.10876016119687,319.52255329324595,314.64037679366334,314.27992365880954,318.4429809146053,311.2132010057166,315.1678152449873,320.9817862607916,309.3617638331126,318.6747327270324,308.0014746510992,292.0354097751284,297.79499612169843,291.47265181968623,288.8129363096865,279.4652311453399,287.97854908898455,279.3127339540858,281.4160519526156,263.50859202102856,271.6527532021133,274.3197283318277,266.3349191817181,268.9834068118679,263.40358532802134,256.36678762051855,270.7760787728801,273.0397837023994,276.9121076192496,274.23454074209974,276.6925116090221,264.06708915314647,260.04436236864206,278.8985825977682,282.5587609835407,266.32424133648817,267.8168822832612,281.6795047163779,278.2666970652737,275.2637181841623,274.28299989406554,249.84397745718462,269.6222218875656,272.9837579083074,281.2248805834972,282.2083782044376,283.7282634704483,270.7184713900611,255.526856333153,258.43367091252793,251.70652265692738,257.30656855152097,256.61651125253536,259.5778308138754,262.012864064828,262.28614425607975,265.7050962281861,274.84475523068255,283.30105618954445,281.9443343008045,286.0663207346748,282.2384700232058,277.80179864044874,282.50925605755043,282.68914111277087,277.94246293600895,274.907544489586,267.5009594233423,251.12172764050905,270.6292794200715,268.9165445689976,266.28008611513644,263.80330777855454,274.2985710363116,278.52373084715435,276.0354211810323,288.4416019933208,287.8935305760726,290.21075600350355,287.8693685776692,292.6528352024261,298.70318889807385
3,1987-09-16 16:39:39+00:00,294.1534074518259,299.0772396742491,300.18190906467925,304.51865850124534,299.49284278705267,,308.10679455458455,310.9557373089439,293.1303168671948,283.5481485685976,284.37575395065187,282.5787948943829,276.1380275898017,268.35560075871103,260.2720652887794,265.9547505660652,263.16070041241363,251.05873426842888,263.08442163176676,270.54240634714097,266.0874361225824,268.7232805088006,262.41157132047107,260.7329462108471,270.73020156368733,272.64200657978654,272.0957035009643,269.8754545234472,268.6658012026533,269.4603646596055,262.3123026155677,259.026972669702,259.09539428730784,246.92563569643386,240.70272642917863,237.0226787587089,239.74253832178027,232.45407660137244,230.51781870958362,229.90539304597075,,233.2169427759703,240.29651203495794,239.8169905618021,241.04887029808023,242.62801334395468,237.0970306033565,224.6931695662862,223.6344896966444,224.35603441369898,231.7692324412962,232.39467458206045,223.2283225295703,223.8131910481508,223.73328620634376,222.76960322858798,225.92378854507177,228.35346358898784,226.3821745494823,230.07947052414977,213.1500908624774,213.98522998438008,214.11119923874978,212.86303350684688,204.51484216163772,203.88629113619353,205.82658643127743,205.0142685042297,204.13623408008763,201.38825083294108,199.59829486529603,205.3591944154408,,218.59958050367337,212.91038034995864,210.19557329741733,214.25535992685838,212.056167971772,207.49314228305695,,,,197.33368810689112,199.37410337458635,196.8243498997825,,,,,,,,,214.72767897279022,217.49138917434163,213.31023593159762,204.9210117304022,213.1954758121239,
4,1990-01-27 16:34:51+00:00,278.9872435528835,285.25886589154345,,,,,291.2856953092139,302.9744015632756,293.2731039851519,300.90486731475335,291.1975430467279,290.0235326591523,289.7142463769911,284.09441284152945,268.59109809495556,279.12839254343464,274.11961321575023,270.15117748735776,269.390619389956,269.15189430122894,276.05665737624133,264.830940630753,268.25543324689755,270.53452201987375,273.00624389121754,272.0636330769994,272.3773019784062,275.4429087837568,277.06992574925187,278.5950801073485,256.3830430756739,267.7872883523911,271.61121923076047,251.22239683730783,258.98043717369114,260.06262817767646,253.41444920253184,252.944219738415,248.33184485188804,242.00545426504857,263.203243588733,263.13275433770116,268.21235227012414,264.55389930299185,260.9992970546723,256.355662701702,249.60297104345466,235.5824862508697,251.86892160035353,244.132975911293,262.5787241081568,248.9394083114431,230.43454382582135,232.54761586642616,236.41346069281423,249.18045949582842,211.44480657940667,219.21860599411025,240.59333674197995,253.90053706408895,238.0132168758159,234.58676377139125,205.95763060212172,200.90982602559598,223.6087612155185,224.65904425744705,218.4919403837505,224.3953427820024,232.90589786115265,207.50337047123605,210.84769854679712,225.22237561182408,240.91747016490896,244.48281812475358,237.58785300192926,227.15666227308978,216.24856473732456,233.8644925553812,232.0708715515766,246.1238643737563,244.67989567127185,239.12810560679029,,219.42850423304742,223.26709244097546,238.12955965557995,237.52695645806358,236.44056640428113,240.08138438330184,241.76759078378973,243.04445793902335,243.25281429303706,257.1444319984292,245.70334311233216,242.4148174824613,248.48107582548798,236.49297797093288,243.85898898561243,250.66827635153348
5,1990-02-28 16:33:25+00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,231.3411214836931,215.69983210466884,215.2803249254185,228.0049454397908,234.39525601700768,236.51726713447363,225.51130988767162,219.66438433203925,216.51948289660393,216.91643956458574,221.26819285598432,215.84327724032434,212.09690491810628,216.68803370520075,223.7045662213441,228.60517150869435,225.30949205927766,221.38073004002896,224.2962437775624,222.89586515102997,228.05236579871573,219.62248229906692,228.48664333115036,233.47937168713264,237.0391858042644,247.04692724074806,232.74713718378183,237.3571339944798,228.54283444338395,226.6708949705375,228.00543341971536,229.51822211781948,221.86829195363066,224.96708665017263,228.12821801561287,232.58572148759117,235.76756577999797,238.43403789220451,246.4605887835233,243.81511881464456,251.46692940446835,248.70879138519226,246.468848418294,252.03878056003066,268.43166212440906
6,1990-03-16 16:33:16+00:00,293.3008391465585,301.48343829799296,302.3794740553387,307.8589287486991,317.32193381645266,,,313.6157312961901,314.0016421809304,310.77117710783904,298.14756631123544,288.5249896313774,284.98500844142853,279.0244711650619,269.1165700946298,271.27368223068356,273.03039497930047,280.210005577237,275.91882861765333,279.98337035872714,273.96230564719906,278.12254262679147,277.08952399897623,266.2879450115919,280.9595953830293,288.5434636730424,283.4165572568944,290.2307658745865,284.58031920807673,278.8187442888052,282.21246345512156,279.0930627913542,267.33624285098074,271.22527955721387,272.5048664209486,270.7516895590859,276.74286217796833,261.71552670592706,268.84143099704625,268.53042367406596,268.2971173297395,264.0420738656624,271.493422391042,271.50045856957513,279.32296327167364,270.99819558755746,269.4846945872109,263.1074696118776,250.45104587182158,238.39128954125414,236.74194884815944,245.27923836193304,244.8707267419748,244.8630696148291,254.39120140287582,242.74769088688768,232.84162656953703,246.0944067565967,256.5969777392862,256.2596594337142,258.9716803730621,241.42410995194052,241.82849150658274,251.1156751761461,243.84074839898585,233.18147779810946,232.1523626525091,239.633254255934,244.80651799161487,241.3720903040124,241.99347096354012,231.83605719885688,238.80408267860588,227.74048554810258,244.08197618238594,244.18083666035807,245.62041798596908,253.21043637581383,260.22951899517386,251.55509150778448,249.2433244991517,261.67114224184036,254.16216423510957,241.34607374960484,246.92498266175923,251.2359533248383,245.75515481145146,248.71038955575028,249.00468789271446,251.78987158218933,259.419821246431,247.53181422295643,257.1119332117407,255.38513237670722,274.9377727261364,270.3128158616435,281.83166022700755,282.61596510756664,295.4772734023015
7,1990-05-03 16:32:29+00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,240.37536443539926,252.42221903754427,242.96242699003668,254.71702543461453,259.224785416187,254.24774403330727,252.9970978393835,231.66434146374493,245.71425211547364,247.4285282605708,270.48888867249667,274.1495817203802,262.80860345698267,254.1342351574766,255.74365795398302,240.1268198389907,239.0418223719622,266.3787251788431,267.8475566916103,264.64975147025547,252.86649148572252,255.60364183997575,256.0610463937688,251.44966411306746,248.65098542914646,236.8062882362803,237.67054884748345,253.6400868966877,260.09813253780754,261.26968579665737,259.4229265820647,263.2699559380287,266.4651513102555,258.26529566090403,262.7325642520123,266.1376847005029,268.46313232464325,268.6471083554563,263.86752022035773,271.16674327547935,264.81461019168967,260.6807181916439,260.79781185715865,260.1717838831854,272.79715548337236,277.2146862976869,281.7482943004434,285.67904961004405,290.93976713940054,289.63827102874194,296.45000565668846
8,1992-08-28 16:34:43+00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,208.9667269996864,206.40343014517143,202.99974387675374,,202.16225733148445,198.35616606385744,205.9270075141743,,209.97045926517578,,,,,195.5942943094148,201.3631968879688,,,,197.68291428008385,191.66228564126988,,,,,,,,,
9,1993-01-03 16:34:15+00:00,243.24489978810414,245.5837567401053,254.13059362646084,260.4323923275099,252.65044930398398,247.70539670105575,255.33953267715492,246.8950082241309,249.34349507888334,254.5014300267652,247.712713356236,242.0601092976927,249.49620908490533,248.07666557417537,250.4516302074879,255.85681646647566,259.432558081538,265.31562230731936,270.08613487850926,279.19245279570015,270.3981154464848,266.006427552511,266.54083690314417,257.63444233131145,251.84864777176801,266.0037128635088,262.5300241699988,267.00519419116074,268.92161052417833,260.86696859445794,263.80518412585883,257.7048559667874,259.8153400078547,256.4440824892175,252.1706127268015,249.4088613165251,249.70950000232236,246.04829678952476,242.5459550617494,239.72147138587604,242.68329306470085,240.1140417881372,244.58814712878086,248.76781702781838,251.33607714311688,248.23835669200554,249.18995303649348,247.7548497146724,244.25528292215571,247.77596213579343,244.30252693953489,242.21007448984375,253.53388961153763,249.09593078678859,254.56273828795008,258.336022809002,253.05368864933598,247.97924291556203,244.1852969875159,247.95320559652856,251.660173342267,256.4557854403001,247.3743645405628,234.5484695297242,235.30076969827888,224.50780960270902,218.2915226092523,219.6048663020753,219.39098814991854,222.0620545490245,220.00596836578111,215.25543330635807,216.40020259260294,222.44819433214502,220.30800720702217,226.54499082626603,228.3099474802226,233.1690193909,228.89070077040697,229.2509876807912,234.82986884847693,235.764880068089,235.19736268947955,225.61899191919514,222.54250267639387,223.2234357758692,230.11218684125964,224.60524891284825,220.51879265553023,223.25314770227683,243.16002915199581,239.53262745976653,245.04441166628274,244.80324485792832,242.19257938582288,258.37060733754663,249.173521949234,253.18284486903633,252.9599195193232
