dates,nzd0331-0000,nzd0331-0001,nzd0331-0002,nzd0331-0003,nzd0331-0004,nzd0331-0005,nzd0331-0006,nzd0331-0007,nzd0331-0008,nzd0331-0009,nzd0331-0010,nzd0331-0011,nzd0331-0012,nzd0331-0013,nzd0331-0014,nzd0331-0015,nzd0331-0016,nzd0331-0017,satname
1999-08-17 22:12:02+00:00,,372.99,383.63,,,,383.89,394.11,386.58,392.71,,,,,,384.74,402.59,400.12,L7
1999-08-26 22:06:20+00:00,435.03,402.79,404.03,380.69,392.76,369.80,415.32,415.10,425.20,411.76,403.03,,,374.08,408.04,410.86,414.31,403.27,L7
1999-10-13 22:06:00+00:00,416.66,406.78,404.70,385.69,391.67,387.01,384.66,392.50,389.22,376.26,374.31,384.65,381.54,374.74,375.91,381.42,391.79,389.69,L7
1999-11-21 22:12:00+00:00,437.89,433.05,422.92,400.54,401.56,405.60,417.44,406.02,401.29,402.88,401.22,398.99,390.11,390.60,403.87,403.91,414.19,392.64,L7
1999-12-16 22:05:57+00:00,419.59,405.57,409.86,408.78,402.43,397.09,397.22,399.57,393.06,374.51,383.81,403.00,404.58,386.27,397.59,412.88,423.93,426.36,L7
2000-02-18 22:06:05+00:00,423.69,428.89,425.55,397.66,407.45,416.06,420.21,418.33,424.42,419.65,415.38,416.18,410.05,422.95,425.12,416.81,429.62,424.84,L7
2000-02-25 22:11:49+00:00,413.30,417.86,415.13,414.95,411.80,408.58,409.59,407.52,408.34,404.99,395.46,403.97,403.25,405.53,403.71,415.92,432.80,435.96,L7
2000-03-21 22:06:01+00:00,385.93,394.74,392.63,375.94,380.36,397.12,396.54,395.63,399.70,393.07,397.65,406.02,404.62,401.31,407.10,406.81,416.42,407.53,L7
2000-04-13 22:11:30+00:00,,,368.95,370.02,372.17,380.82,377.66,374.57,383.83,383.11,368.10,375.95,,384.46,383.22,389.20,401.74,402.64,L7
2000-05-24 22:05:22+00:00,,,,,,,,,,,,,,,,,,392.85,L7
2000-06-25 22:04:44+00:00,394.69,381.36,355.53,390.32,383.67,382.29,358.74,359.26,357.42,361.28,365.47,,,375.50,390.91,374.53,406.08,404.50,L7
2000-07-27 22:04:36+00:00,397.09,402.71,403.04,373.78,384.05,380.26,389.93,397.22,404.79,,,,,,,,,,L7
2000-08-12 22:04:29+00:00,,,367.98,335.40,,,368.83,382.65,378.52,347.95,,,,,,377.40,382.48,378.34,L7
2000-08-19 22:10:13+00:00,425.27,,,391.76,395.43,393.64,398.88,410.53,397.76,395.48,359.71,,,359.96,413.33,403.04,,417.21,L7
2000-09-13 22:04:02+00:00,406.09,401.51,388.67,367.20,377.24,389.48,388.27,381.46,376.33,364.99,364.56,365.51,349.92,352.78,358.91,372.64,373.06,356.01,L7
2000-10-31 22:03:46+00:00,409.95,398.86,395.25,405.83,393.57,388.37,382.68,377.96,367.47,357.32,353.00,369.69,381.21,382.74,375.23,376.15,388.07,379.91,L7
2000-11-07 22:09:29+00:00,400.15,403.85,399.76,398.16,397.39,393.54,389.23,380.52,370.13,360.62,363.87,369.35,386.12,389.23,385.51,385.10,391.68,383.96,L7
2000-12-02 22:03:21+00:00,400.61,400.84,409.13,395.98,395.02,397.48,387.12,370.87,392.65,400.97,392.65,382.50,382.43,378.22,392.66,392.73,422.57,406.00,L7
2000-12-18 22:03:25+00:00,419.02,419.06,410.52,414.41,409.33,400.77,405.38,405.54,389.41,392.64,388.41,405.56,404.35,384.79,398.80,412.26,425.00,429.49,L7
2001-01-03 22:03:48+00:00,,,,413.79,415.46,408.01,406.37,403.33,395.71,394.50,398.97,397.20,390.21,396.37,399.36,403.73,414.39,422.40,L7
2001-01-10 22:09:39+00:00,419.02,423.89,419.54,398.36,407.23,411.63,413.68,413.60,420.08,413.20,402.53,404.57,390.06,402.19,403.57,404.17,416.82,417.73,L7
2001-01-19 22:03:55+00:00,400.07,403.72,400.47,403.59,399.60,390.97,392.56,397.02,396.94,391.12,388.31,390.40,393.03,390.13,383.67,393.03,408.75,406.67,L7
2001-03-15 22:09:27+00:00,406.49,390.53,383.82,391.39,385.01,383.79,389.52,401.90,388.58,387.72,390.30,394.35,392.85,388.11,391.21,399.39,428.58,411.62,L7
2001-03-31 22:09:19+00:00,408.15,396.76,391.60,397.95,388.67,385.32,394.74,404.32,398.79,400.86,406.36,401.87,402.07,400.38,397.82,405.28,427.18,431.02,L7
2001-05-02 22:09:15+00:00,406.80,398.23,394.55,397.35,387.44,386.40,404.65,405.80,393.05,395.16,401.85,395.35,406.29,417.62,414.64,428.97,426.57,434.16,L7
2001-05-11 22:03:21+00:00,382.20,366.86,368.99,370.79,362.87,370.28,366.55,,,,,,,,,,,406.31,L7
2001-08-15 22:02:14+00:00,,,,,,,,417.26,407.38,364.43,,,,,,406.67,413.42,400.98,L7
