dates,nzd0331-0000,nzd0331-0001,nzd0331-0002,nzd0331-0003,nzd0331-0004,nzd0331-0005,nzd0331-0006,nzd0331-0007,nzd0331-0008,nzd0331-0009,nzd0331-0010,nzd0331-0011,nzd0331-0012,nzd0331-0013,nzd0331-0014,nzd0331-0015,nzd0331-0016,nzd0331-0017,satname
1999-08-17 22:12:02+00:00,,372.99,383.63,,,,383.89,394.11,386.58,392.71,,,,,,384.74,402.59,400.12,L7
1999-08-26 22:06:20+00:00,435.03,387.89,393.83,380.69,392.76,369.80,399.61,404.61,405.89,402.24,403.03,,,374.08,408.04,397.80,408.45,401.69,L7
1999-10-13 22:06:00+00:00,425.85,394.19,397.45,383.19,392.22,378.40,394.62,400.57,400.33,393.58,388.67,384.65,381.54,374.41,391.98,392.34,402.90,397.69,L7
1999-11-21 22:12:00+00:00,429.86,403.90,403.82,388.97,395.33,387.47,400.33,401.93,400.57,395.90,392.85,391.82,385.83,379.81,395.94,395.23,405.72,396.43,L7
1999-12-16 22:05:57+00:00,427.29,404.24,405.03,393.93,397.11,389.88,399.71,401.46,399.07,391.62,390.59,395.55,392.08,381.42,396.35,398.76,409.36,402.42,L7
2000-02-18 22:06:05+00:00,426.57,415.42,413.41,394.67,399.17,395.11,406.97,406.30,406.64,397.01,395.55,400.70,396.57,389.73,402.11,405.18,414.77,407.36,L7
2000-02-25 22:11:49+00:00,422.23,418.43,415.63,401.52,402.98,402.87,405.82,404.79,403.27,395.66,394.04,401.36,397.91,396.02,401.24,406.19,418.47,413.90,L7
2000-03-21 22:06:01+00:00,416.18,414.48,411.80,397.26,399.21,401.91,404.28,403.26,402.67,395.23,394.64,402.13,399.03,396.90,402.22,406.29,418.12,412.84,L7
2000-04-13 22:11:30+00:00,416.08,416.02,405.84,394.65,395.96,400.88,403.11,400.27,401.77,396.37,393.60,400.68,402.52,398.52,403.44,407.59,419.78,414.99,L7
2000-05-24 22:05:22+00:00,410.63,411.76,402.42,393.47,394.84,399.93,400.24,399.12,401.87,395.07,392.08,401.02,405.62,400.10,403.35,408.32,420.90,415.03,L7
2000-06-25 22:04:44+00:00,404.40,405.71,391.56,389.78,391.09,396.97,392.55,391.06,394.74,392.42,388.41,400.53,405.97,397.95,402.01,400.65,417.33,411.39,L7
2000-07-27 22:04:36+00:00,402.94,405.11,393.47,387.11,389.92,394.19,392.11,392.09,396.42,392.42,388.41,400.53,405.97,397.95,402.01,400.65,417.33,411.39,L7
2000-08-12 22:04:29+00:00,402.94,405.11,389.83,379.72,389.92,394.19,388.79,390.74,393.86,385.01,388.41,400.53,405.97,397.95,402.01,396.78,411.52,406.67,L7
2000-08-19 22:10:13+00:00,403.26,399.17,383.88,378.88,387.91,390.45,385.74,389.63,390.05,380.98,377.28,395.31,403.94,385.35,399.65,394.48,407.90,405.58,L7
2000-09-13 22:04:02+00:00,401.81,395.08,379.47,372.06,382.15,387.27,382.69,385.90,385.48,374.31,371.10,382.49,377.27,374.80,390.69,387.27,395.96,394.15,L7
2000-10-31 22:03:46+00:00,406.62,396.11,382.09,377.38,386.79,386.81,381.22,384.85,380.38,365.40,360.69,367.60,365.56,367.74,384.60,380.75,387.42,388.14,L7
2000-11-07 22:09:29+00:00,405.54,397.66,385.04,380.35,388.56,387.93,382.37,384.23,378.92,364.61,361.32,368.18,372.42,372.04,384.78,381.48,388.27,387.54,L7
2000-12-02 22:03:21+00:00,404.84,398.19,388.48,382.30,389.48,389.29,382.96,382.56,380.63,369.80,366.54,371.76,374.92,373.07,386.09,383.08,393.99,389.42,L7
2000-12-18 22:03:25+00:00,406.61,401.17,391.24,385.87,391.96,390.73,385.45,385.11,381.61,372.66,369.67,378.52,380.81,374.75,387.91,386.73,398.42,394.43,L7
2001-01-03 22:03:48+00:00,408.31,404.47,396.34,388.48,395.94,393.94,390.74,390.01,385.86,376.81,374.45,381.63,382.37,377.73,389.11,390.38,399.61,396.67,L7
2001-01-10 22:09:39+00:00,409.65,407.25,399.24,389.47,397.19,395.91,393.04,392.37,389.28,380.85,377.96,384.91,383.47,380.78,390.92,391.91,401.76,399.01,L7
2001-01-19 22:03:55+00:00,408.59,406.80,399.37,390.75,397.43,395.42,392.99,392.79,389.98,381.88,379.11,385.60,384.67,381.82,390.12,392.02,402.54,399.77,L7
2001-03-15 22:09:27+00:00,407.90,405.82,402.64,402.69,400.33,396.82,395.82,393.84,390.12,387.26,384.75,389.20,390.03,388.97,391.25,395.82,411.98,407.22,L7
2001-03-31 22:09:19+00:00,407.93,404.69,401.26,402.16,399.03,395.54,395.70,395.01,391.08,388.77,387.16,390.61,391.37,390.24,391.98,396.87,413.67,409.87,L7
2001-05-02 22:09:15+00:00,407.54,404.61,401.17,401.22,398.35,395.32,398.14,398.10,393.93,392.98,392.58,393.46,394.16,394.12,396.36,402.74,417.95,415.89,L7
2001-05-11 22:03:21+00:00,405.30,399.99,397.33,398.18,394.51,392.74,395.62,400.30,396.90,397.02,396.17,396.47,395.16,394.73,397.72,404.94,421.23,418.38,L7
2001-08-15 22:02:14+00:00,400.91,388.09,384.74,389.37,381.00,381.45,388.87,407.32,396.95,387.04,399.50,397.19,400.40,402.04,401.22,410.08,423.94,416.82,L7
2001-08-31 22:02:05+00:00,402.18,388.09,388.77,390.94,384.63,385.59,393.51,407.94,398.21,388.29,396.67,392.62,400.40,393.65,400.40,410.47,422.43,413.67,L7
2001-09-23 22:07:39+00:00,400.81,388.00,391.39,391.17,386.70,385.42,390.71,402.12,394.64,384.84,393.33,387.94,396.92,391.88,397.86,409.48,417.89,411.70,L7
2001-10-02 22:01:16+00:00,404.65,397.26,397.99,392.56,390.33,390.26,393.35,400.83,395.39,384.75,391.17,388.68,394.93,392.97,400.11,409.38,416.14,407.85,L7
2001-11-03 22:01:46+00:00,406.25,399.10,397.75,389.38,389.90,389.71,387.84,396.22,392.74,382.10,383.76,381.76,382.04,381.50,391.97,399.29,408.27,397.81,L7
2001-12-21 22:01:41+00:00,412.10,407.61,404.10,396.56,397.96,395.56,392.42,395.19,391.40,382.32,383.71,381.94,386.14,385.58,391.62,399.98,408.57,397.17,L7
2002-01-29 22:07:57+00:00,416.52,412.87,407.41,397.87,399.36,397.67,395.38,396.44,393.19,385.14,386.63,384.65,388.71,390.29,395.11,400.82,410.29,397.10,L7
2002-02-07 22:02:17+00:00,423.21,421.75,414.89,397.87,399.36,397.67,402.56,396.44,393.19,385.14,386.63,384.65,388.71,398.91,395.11,400.82,416.15,397.10,L7
2002-02-14 22:08:05+00:00,423.74,421.67,414.99,398.72,399.86,399.07,402.80,394.30,392.30,389.86,388.22,387.06,390.07,399.71,395.86,400.63,415.92,397.69,L7
2002-03-02 22:08:08+00:00,424.60,420.29,414.26,398.11,399.77,399.92,401.75,392.61,391.94,390.57,389.89,389.61,390.24,403.04,395.65,399.37,414.61,398.27,L7
2002-04-03 22:07:57+00:00,427.13,422.87,415.16,402.19,402.58,405.41,406.36,397.38,396.71,395.86,395.23,392.82,396.94,407.85,397.57,402.83,417.91,403.04,L7
2002-05-14 22:02:07+00:00,423.71,419.85,413.77,406.33,406.04,409.76,411.24,399.62,400.63,396.70,400.33,396.20,402.81,410.88,400.67,407.70,423.03,419.71,L7
2002-05-30 22:01:37+00:00,423.71,419.85,413.77,406.33,406.04,409.76,411.24,399.62,400.63,396.70,400.33,396.20,402.81,410.88,400.67,407.70,425.13,419.71,L7
2002-07-01 22:01:27+00:00,419.87,416.08,409.56,402.89,406.75,412.32,415.59,401.52,403.81,399.35,409.80,399.75,403.90,406.26,403.28,408.76,427.64,423.43,L7
2002-07-17 22:01:20+00:00,418.69,415.72,405.85,403.25,402.33,412.32,415.59,399.36,401.04,395.19,409.80,399.74,403.73,402.08,402.05,407.46,424.49,421.49,L7
2002-07-24 22:07:26+00:00,418.69,415.72,405.85,403.25,402.33,412.32,420.51,399.36,401.04,395.19,409.80,399.74,403.73,402.08,402.05,407.46,424.49,421.60,L7
2002-08-02 22:01:37+00:00,418.53,416.67,403.49,409.64,397.66,412.44,414.77,392.23,392.44,393.42,409.20,398.67,400.45,397.43,393.12,403.94,420.91,422.08,L7
