dates,satname,nzd0331-0000,nzd0331-0001,nzd0331-0002,nzd0331-0003,nzd0331-0004,nzd0331-0005,nzd0331-0006,nzd0331-0007,nzd0331-0008,nzd0331-0009,nzd0331-0010,nzd0331-0011,nzd0331-0012,nzd0331-0013,nzd0331-0014,nzd0331-0015,nzd0331-0016,nzd0331-0017
1999-08-17 22:12:02+00:00,L7,,389.79,398.90,,,,397.89,407.03,403.38,407.98,,,,,381.83,398.74,419.39,410.62
1999-08-26 22:06:20+00:00,L7,412.57,373.59,377.48,371.84,380.06,347.34,390.99,392.64,396.00,385.21,376.48,,180.37,347.53,378.84,386.53,385.11,385.02
1999-10-13 22:06:00+00:00,L7,416.81,406.98,404.88,385.75,391.76,387.16,384.83,392.65,389.42,376.44,374.49,384.82,381.67,374.92,376.11,381.59,391.99,389.81
1999-11-21 22:12:00+00:00,L7,416.81,405.65,398.01,392.24,389.65,384.52,394.61,384.94,373.89,377.97,376.31,376.16,371.84,365.69,376.47,381.08,386.79,375.52
1999-12-16 22:05:57+00:00,L7,434.05,424.37,426.95,414.48,410.60,411.55,412.89,414.03,411.86,391.60,400.90,418.67,417.11,403.36,416.39,428.55,442.73,438.11
2000-02-18 22:06:05+00:00,L7,398.46,396.09,395.73,387.72,393.19,390.83,392.88,393.10,391.62,389.83,385.56,388.85,388.18,393.13,392.32,389.48,396.82,404.34
2000-02-25 22:11:49+00:00,L7,425.76,434.06,429.86,419.86,418.84,421.04,423.09,419.98,424.54,419.72,410.19,417.47,414.05,420.26,419.91,429.42,449.00,446.09
2000-03-21 22:06:01+00:00,L7,369.01,372.74,372.63,369.27,370.79,380.20,378.21,378.71,377.70,373.07,377.65,387.69,389.95,381.31,385.10,388.48,394.42,393.78
2000-04-13 22:11:30+00:00,L7,,353.34,370.59,370.57,372.95,382.20,379.16,375.95,385.63,384.75,369.74,377.45,,386.10,385.02,390.70,403.54,403.77
2000-05-24 22:05:22+00:00,L7,593.19,595.63,640.18,,433.22,506.55,493.60,,591.86,633.71,555.02,510.28,584.90,564.85,569.29,574.75,597.89,400.60
2000-06-25 22:04:44+00:00,L7,407.46,397.96,370.62,395.35,390.89,395.06,372.57,372.03,374.02,376.37,380.56,,361.64,390.59,407.51,388.36,422.68,414.87
2000-07-11 22:04:53+00:00,L7,,,,,,,,,,,,,,,,,,
2000-07-27 22:04:36+00:00,L7,391.71,395.71,396.68,371.66,381.01,374.88,384.10,391.84,397.79,446.69,482.41,647.14,547.74,617.90,573.81,276.03,197.88,
2000-08-12 22:04:29+00:00,L7,,,349.80,329.34,,,352.16,367.27,358.52,329.77,166.46,,,,,360.73,362.48,365.84
2000-08-19 22:10:13+00:00,L7,428.04,,,392.85,397.00,396.41,401.88,413.30,401.36,398.75,362.98,,,363.23,416.93,406.04,428.12,419.46
2000-09-13 22:04:02+00:00,L7,385.32,374.51,364.12,359.02,365.50,368.71,365.77,360.69,349.33,340.44,340.01,343.01,331.92,328.23,331.91,350.14,346.06,339.14
2000-10-31 22:03:46+00:00,L7,413.95,404.06,399.98,407.41,395.83,392.37,387.01,381.96,372.67,362.05,357.73,374.02,384.68,387.47,380.43,380.48,393.27,383.16
2000-11-07 22:09:29+00:00,L7,398.00,401.05,397.21,397.31,396.17,391.39,386.90,378.37,367.33,358.07,361.32,367.02,384.25,386.68,382.71,382.77,388.88,382.21
2000-12-02 22:03:21+00:00,L7,413.07,417.04,423.86,400.89,402.06,409.94,400.62,383.33,408.85,415.70,407.38,396.00,393.23,392.95,408.86,406.23,438.77,416.12
2000-12-18 22:03:25+00:00,L7,434.10,438.66,428.34,420.35,417.85,415.85,421.71,420.62,409.01,410.46,406.23,421.89,417.42,402.61,418.40,428.59,444.60,441.74
2001-01-03 22:03:48+00:00,L7,,,,418.64,422.42,420.32,419.70,415.64,411.71,409.05,413.52,410.53,400.88,410.92,415.36,417.06,430.39,432.40
2001-01-10 22:09:39+00:00,L7,397.17,395.49,393.72,389.75,394.88,389.78,390.01,391.75,391.68,387.38,376.71,380.90,371.13,376.37,375.17,380.50,388.42,399.98
2001-01-19 22:03:55+00:00,L7,396.99,399.72,396.83,402.38,397.86,387.89,389.23,393.94,392.94,387.48,384.67,387.07,390.36,386.49,379.67,389.70,404.75,404.17
2001-03-15 22:09:27+00:00,L7,419.26,407.13,398.91,396.42,392.23,396.56,403.35,414.67,405.18,402.81,405.39,408.18,403.92,403.20,407.81,413.22,445.18,422.00
2001-03-31 22:09:19+00:00,L7,422.00,414.76,407.96,403.40,396.50,399.17,409.74,418.17,416.79,417.22,422.72,416.87,414.07,416.74,415.82,420.28,445.18,442.27
2001-05-02 22:09:15+00:00,L7,409.57,401.83,397.82,398.44,389.01,389.17,407.65,408.57,396.65,398.43,405.12,398.35,408.69,420.89,418.24,431.97,430.17,436.41
2001-05-11 22:03:21+00:00,L7,385.28,370.86,372.63,372.00,364.61,373.36,369.88,367.71,567.52,645.69,493.14,468.47,318.06,328.15,319.09,564.84,603.22,408.81
2001-05-27 22:03:12+00:00,L7,,,,,,,,,,,,,,,,,,
2001-07-05 22:08:33+00:00,L7,,,,,,,,,,,,,,,,,,507.58
2001-07-14 22:02:21+00:00,L7,,,,,,,,,,,,,,,,,,
2001-08-15 22:02:14+00:00,L7,,,,,,,,411.88,400.38,358.07,160.61,,,,350.17,400.84,406.42,396.60
2001-08-31 22:02:05+00:00,L7,390.32,,384.87,390.54,389.59,385.24,393.78,393.48,381.25,373.27,368.16,360.60,215.98,348.47,375.94,393.69,394.40,384.19
2001-09-23 22:07:39+00:00,L7,414.28,409.14,414.22,398.30,403.60,397.55,391.32,387.46,389.71,387.77,394.21,391.42,395.08,398.33,400.03,410.31,424.87,411.66
2001-10-02 22:01:16+00:00,L7,407.64,408.23,401.34,397.13,395.73,389.85,386.60,378.15,376.98,377.14,374.47,383.50,379.02,381.44,381.24,383.44,392.85,391.94
2001-11-03 22:01:46+00:00,L7,405.11,392.98,381.88,377.66,379.78,373.96,366.60,373.05,367.16,370.43,360.74,357.18,359.23,360.33,369.48,368.00,374.59,366.01
2001-12-21 22:01:41+00:00,L7,424.85,418.28,416.55,411.94,410.77,412.88,403.97,403.45,402.12,399.28,399.32,397.18,410.02,417.69,407.63,417.95,427.47,413.36
2002-01-29 22:07:57+00:00,L7,416.92,405.71,398.32,395.89,394.06,386.52,386.65,382.22,375.76,376.42,375.60,374.67,380.21,388.21,384.35,382.38,392.41,379.05
2002-02-07 22:02:17+00:00,L7,459.02,460.59,454.68,455.62,452.45,446.77,441.01,440.69,444.69,445.75,439.35,442.25,441.99,445.55,448.40,452.32,451.59,452.55
2002-02-14 22:08:05+00:00,L7,418.67,409.74,405.34,400.35,397.95,398.73,394.97,393.56,389.71,387.09,387.39,392.03,389.29,394.91,388.93,395.84,400.19,397.97
2002-03-02 22:08:08+00:00,L7,415.73,412.62,400.89,393.53,399.39,409.68,405.37,400.10,402.72,400.08,401.70,398.48,392.54,396.99,398.47,404.83,407.93,403.27
2002-04-03 22:07:57+00:00,L7,432.81,438.38,428.65,428.83,426.47,438.21,427.78,419.43,426.57,427.12,431.92,423.91,439.58,431.43,420.37,434.48,449.39,448.42
2002-05-14 22:02:07+00:00,L7,380.09,370.41,370.85,378.13,370.78,497.85,484.16,385.39,389.29,374.21,390.05,376.27,378.10,380.30,480.53,511.73,483.14,465.16
2002-05-30 22:01:37+00:00,L7,143.04,147.51,162.97,559.05,561.82,568.57,568.24,581.40,,,540.64,577.37,597.63,615.76,591.54,614.18,445.12,590.28
2002-07-01 22:01:27+00:00,L7,397.57,391.28,386.58,394.59,378.92,526.43,578.26,579.40,560.34,552.66,455.56,417.99,396.76,384.81,377.97,391.52,413.29,435.33
2002-07-17 22:01:20+00:00,L7,426.72,434.44,399.15,411.49,393.88,388.62,390.42,404.84,408.36,393.65,415.06,417.36,417.16,392.04,418.31,419.93,426.82,423.10
2002-07-24 22:07:26+00:00,L7,629.19,648.14,621.21,237.36,561.30,635.46,423.58,486.80,537.48,599.42,561.56,567.18,637.29,582.74,606.46,590.34,596.93,406.21
2002-08-02 22:01:37+00:00,L7,446.41,453.26,415.79,446.36,388.11,417.75,385.59,370.23,364.19,402.18,408.41,400.51,390.48,387.37,379.72,398.12,407.30,407.91
2002-08-09 22:07:21+00:00,L7,389.65,375.99,375.39,372.98,367.26,361.36,356.75,341.06,338.75,344.34,348.49,352.40,352.74,358.38,360.25,356.64,359.31,370.48
2002-08-18 22:01:09+00:00,L7,385.72,382.52,383.57,374.37,359.94,351.88,345.10,332.79,338.88,337.47,197.13,354.10,351.23,,335.79,364.96,365.81,354.79
2002-10-05 22:01:07+00:00,L7,405.11,400.39,390.99,379.35,372.14,366.78,372.80,374.98,370.77,374.47,359.11,356.88,348.01,359.57,353.81,373.56,375.58,371.81
2002-11-13 22:07:06+00:00,L7,425.60,424.38,418.93,394.88,376.55,375.02,382.56,390.21,401.69,405.65,396.17,391.69,387.12,386.46,379.30,391.43,398.53,398.43
2002-11-29 22:07:25+00:00,L7,417.78,417.38,412.94,383.46,381.82,380.82,383.55,384.61,399.75,406.03,401.28,398.12,394.21,395.72,393.24,402.35,421.88,412.01
2003-01-25 22:01:54+00:00,L7,401.90,398.84,393.03,305.96,289.80,287.36,289.39,278.08,289.49,279.37,301.12,384.39,380.78,382.55,378.34,395.33,395.42,371.99
