,dates,nzd0324-0000,nzd0324-0001,nzd0324-0002,nzd0324-0003,nzd0324-0004,nzd0324-0005,nzd0324-0006,nzd0324-0007,nzd0324-0008,nzd0324-0009,nzd0324-0010,nzd0324-0011,nzd0324-0012,nzd0324-0013,nzd0324-0014,nzd0324-0015,nzd0324-0016,nzd0324-0017,nzd0324-0018,nzd0324-0019,nzd0324-0020,nzd0324-0021,nzd0324-0022,nzd0324-0023,nzd0324-0024,nzd0324-0025,nzd0324-0026,nzd0324-0027,nzd0324-0028,nzd0324-0029,nzd0324-0030,nzd0324-0031,nzd0324-0032,nzd0324-0033,nzd0324-0034,nzd0324-0035,nzd0324-0036,nzd0324-0037,nzd0324-0038,nzd0324-0039,nzd0324-0040,nzd0324-0041,nzd0324-0042,nzd0324-0043,nzd0324-0044,nzd0324-0045,nzd0324-0046,nzd0324-0047,nzd0324-0048,nzd0324-0049,nzd0324-0050,nzd0324-0051,nzd0324-0052,nzd0324-0053,nzd0324-0054,nzd0324-0055,nzd0324-0056,nzd0324-0057,nzd0324-0058,nzd0324-0059,nzd0324-0060,nzd0324-0061
0,1999-08-05 21:47:23+00:00,128.99698804855237,129.3021703411631,125.13500311866446,129.2308317984689,130.77096119612614,123.04816824717258,132.32641985207215,152.68438388980698,155.77563404144033,149.00860512731498,140.8075681282185,131.38284401319473,,121.7451024446324,133.54687882364632,137.73334156067529,143.67340873002473,144.4249297663519,151.59810384171422,134.596291754516,132.87719252859935,133.71746586745815,146.5103456163599,151.5781199863027,147.578656620294,146.45142637232343,138.25896620578456,130.70031971048513,120.34416367379634,127.83743969877187,129.47300465724172,130.9480549954147,110.07766775288071,119.65024084689267,124.25915172517831,151.74595464848952,163.22530792511418,164.73197814309958,164.12211421421193,,,,,155.91696602079412,163.8005792028411,159.09924778253944,183.16300897267797,155.88377077239832,145.40282012401389,137.26465430853114,137.3840497579663,123.24168415890668,107.62370129296005,133.52441635500824,142.2437311860032,128.54333515928226,126.89263560774404,134.62764598680656,159.44274704689383,170.2770708756324,131.97296012553568,122.4335888667035
1,1999-08-21 21:47:20+00:00,155.37916987329493,148.60817331055242,139.22658649764182,141.84451331823328,139.85723927253184,138.21895477242802,141.27823439686637,152.5506330366954,155.46369575149077,151.42175706609348,150.23767417247774,157.72550390589254,150.56019145377442,143.09488354370302,156.13362094987548,169.04337275201834,167.72797174464293,157.1249053115246,162.00611813904678,166.76161513782364,147.3669906494917,143.1912775420925,157.2652705513393,155.4172969348814,159.88677663310267,155.24421262523484,152.34206562863477,139.66242197494634,131.7912889000929,137.03111706471552,138.75299176346104,130.9452103420031,123.47747226819102,121.12518915715752,124.48655907138442,131.95611041326848,144.37720066875056,164.62425472316187,160.9068350170282,143.4469970511162,129.0173341848651,132.14017066710164,137.91527499999668,146.61204728720176,154.4388156661743,,,,134.19815290424197,132.1635038970141,129.1242472661838,122.94535519360701,120.32813726527257,136.1410973487372,143.50935642840437,127.43062017395586,122.8955652812868,123.06290087236981,121.30234193482947,124.2138485933254,118.15221024157289,119.66587633613305
2,1999-09-22 21:47:48+00:00,172.0310620237738,163.98615170862394,148.60137604467576,153.84402248445696,156.3192642302925,141.06286266070214,143.49750442853835,156.23344764976412,166.42127339757556,153.568351520839,152.79436762414858,158.9700395683539,163.25027234771727,,171.49000239667333,160.0731933377025,159.6839533442352,161.43915527886224,145.50548159748084,148.14554974149218,148.3645621722699,153.36698842460783,154.72208772067228,155.44251174511908,158.8800549510791,156.1027387295249,148.99288549267044,151.6164483160261,133.06899172794547,142.39050134284273,143.4787053764628,137.15360961700773,124.08071454623261,126.98545133611321,130.512216895415,138.15561451768014,160.65410505737174,175.79137238413492,171.01325385196213,143.35214579890282,132.05594551057283,133.4358682570329,132.707286828946,146.6931094718128,170.8509454410008,160.9665846436607,138.4623472872511,137.0521908586817,137.79170051171556,149.65791941870336,153.69342870324945,142.02706078506907,,159.17833910579566,163.14348320174173,142.2016045287761,137.21428599282066,134.70948622571336,137.62256594687923,134.36346977423355,129.18862040207554,147.93548357507095
3,1999-09-29 21:53:40+00:00,158.8268714824521,157.28445997810974,143.2681308988268,148.84217028169812,151.791453225708,143.13237293430097,149.90914734957377,160.2563284662501,160.82004959253425,161.46605375216345,151.23440146307394,165.09312953697213,151.79193410157865,163.25170240557054,164.9753885302199,157.83101286890582,162.73531268812116,160.28078702203902,147.60222189297127,151.77236189024939,154.1183867700238,154.1459705880437,146.54308969076138,156.4925839916562,151.95673856649546,144.9219040442582,149.71570959371599,149.99353697220428,132.988427131008,133.74035846966694,139.46800781426572,130.93145604332474,121.4434658091838,124.65444064304694,131.05328417633498,133.2616008806399,153.8790447278855,167.8065099940643,162.34245724760092,138.27194500769173,129.6838264939736,129.88545100472683,133.04493479820385,155.90288526722276,162.8676253925555,159.1641462142407,154.2990042073049,143.50545220324432,144.16132327132064,146.35734550262302,,,125.88639871070578,,,131.15407346115543,125.66787747858716,121.14657825936965,128.90625792297985,125.83072258117855,121.79912182699204,
4,1999-10-24 21:47:44+00:00,158.41815489962454,153.4905314269227,146.0664189531326,147.09805655859498,154.72872759392234,147.51361885079842,146.5887979136108,164.00295405365048,170.87914373977574,169.99404885303252,167.21735818054415,158.85314219777933,165.18116780876267,162.55401307597992,168.8503911216307,165.17970245824336,166.83899005009383,158.91889561909454,150.70034027687836,153.4335996668092,144.2449412607793,152.02722375487264,147.9781138119532,146.6799775396674,151.45989819544832,150.00289880640506,149.8109290984084,144.97036549616135,132.5402484883845,140.0136422647983,140.84649688376726,133.84999134365327,123.09891721978059,121.01407152330266,131.53517311663407,131.20753809418107,153.5886540922592,174.6557255518017,168.35225571227932,144.81707665798143,135.28808576051298,132.51186675819562,135.25202141387047,146.34813241903663,168.35617753716824,160.7459127511275,151.08568898223336,155.30463459560218,149.75075726717728,150.1766151421134,150.38604440095864,155.68812344063767,,174.39720083328928,170.7848190015148,149.20309040574944,144.37761376595316,140.85917691600866,153.27589974970212,144.1445348040673,141.14437276163892,143.51072446213794
5,2000-01-12 21:47:18+00:00,,,,,,,,,,,,,,,179.51321520238727,168.4996999319126,156.1156526497322,158.5034562172109,159.1700628789031,154.50786300977498,149.22927201247433,149.49392992817786,148.94440875219698,,,,,,139.84578623310384,138.06200423045996,146.390212523529,129.7452730625272,128.44287548588719,126.66373440788671,129.85842432956778,124.94300963111596,150.62502973832093,172.23331839959988,164.1375182961848,143.58833685368356,142.88523579550204,145.74810373638022,146.15143604182256,154.98706318178185,162.1743034478168,159.07567705239202,159.39747133940796,152.5333044513671,157.08854152787836,165.1238861254821,158.83191644464804,156.7203379990219,142.2041836459016,,161.90771493144018,146.71756545084207,139.88769074256092,138.45403479424047,144.49011688898312,140.52442382077672,141.4129765189532,145.3835467910486
6,2000-01-19 21:53:25+00:00,149.35619997132096,,,,,,,,,,,,,,166.78376982558285,165.86534522784285,154.6701588135625,156.0310466471436,152.1395666486913,152.38656746950602,144.1114549586923,139.96175905589322,141.21924790442824,136.98518780498085,132.36009930052703,143.63014969125734,138.0613964191721,135.0334248926024,131.73511008151317,133.2127747933648,132.68982865451426,127.36869997336035,118.83223266609247,119.78713364499148,112.18826590939268,123.79622777572715,144.18337286271588,170.20919786697397,156.0926771021663,142.51047605660412,147.51663697152634,155.28910735925146,148.88817607784767,154.70294200662298,158.25080721248204,155.87378993421683,162.91643196286776,161.42554100722046,161.93506969611008,160.11969760587942,,,,166.83348343096063,163.92428995030184,148.7867697169176,141.43249381460708,137.73950562219193,143.91647629950194,139.15387688554335,125.19870658462965,129.799120895276
7,2000-04-17 21:46:44+00:00,161.58375859885894,156.3554874033623,149.85719787329725,151.6093456967499,151.6789923593028,150.4718076280161,151.98720849722025,155.24930265982022,173.50321937663603,171.54039597204138,163.35389828658953,159.34003039801507,166.62424717242902,160.13464911634688,168.79623141774192,174.18186022822488,164.17390767542065,159.1705601370526,158.90661478123923,160.6956070626733,158.96527363510702,153.66573752316893,153.06058673833533,150.91079979513145,159.99476887746616,162.79220298433975,158.26151377487838,146.26615036102214,142.27118690333998,141.3637597398482,145.21993012246134,137.13576174190433,126.52949316882064,129.95200974168995,128.79623709998148,133.80073739935267,151.2764644019511,168.75171812480318,165.61712933505524,146.7045849808541,130.50591513878084,138.24178620063353,142.47965555508515,147.98889316992867,160.46845868736423,154.20883758116275,,,133.6534297660408,135.66057076303736,128.6574362170715,123.90840818283894,121.72519250338982,145.15235397250478,148.7931920905355,134.63706472443945,127.3082271429882,124.5665404127855,129.9320680032373,128.48670699763622,122.81331791452534,120.86503470698011
8,2000-05-03 21:47:07+00:00,152.6065043386015,147.26509114937244,143.3203174212381,156.25060722256575,163.2448684263895,160.62893704578306,158.43160006152888,168.2875952419326,170.2669134198656,170.48195956878402,166.36397424436302,159.8881190385417,155.88009550669818,152.24921037235998,161.40776047650743,166.45892801456105,167.10951981409696,146.94473483864547,150.57358930928743,164.38061360099144,161.01429676408443,155.06748842265333,150.1081289728873,150.43466784828084,146.04537470620852,144.3470198897232,146.48598247023742,137.8319726382782,131.1931538109776,138.60936615774875,137.42883061851794,136.55674226608136,125.85510391336291,123.61630102780595,135.29092035064943,131.95983470092543,149.25774861733467,167.66419425415702,155.4392724473807,139.32719576709619,126.43047637159542,132.2567200785699,135.25859083346452,140.2172619666937,164.5911419553443,,139.48485185672547,140.43428022247056,134.73551492213147,138.14051495709163,139.14657842318778,125.55964914618242,119.95643976035247,137.87667262246336,140.30985854734533,129.40279595928834,120.87544301759502,119.97472364386738,129.44239525680885,128.130865585078,124.19936640182576,125.71882510142507
9,2000-05-19 21:46:31+00:00,160.65445841019445,162.18601207229403,154.4171576974234,155.98962405332108,161.53197635465023,159.70315517457718,154.84449355573395,164.0039207896713,163.9920989458877,164.02810595119837,156.45291469367905,159.74277500463197,159.42224181275932,160.44672193078353,178.27640007191482,177.14457550918343,169.0892834875916,162.33280687873943,,154.93258275415502,153.61965516284502,144.2176215116641,152.73216581560132,148.1016265954813,145.11236970199988,139.6587905218967,147.34124622867324,146.2657486553272,140.9800946390626,148.33439488858988,148.17579910456305,137.38268947024608,129.59676911881405,126.4781065415681,126.24371397950611,133.82961269475268,146.44739164230677,157.21325727832235,153.24470625493615,136.28308221848707,134.51235890271178,136.97898275181925,138.62451895801559,150.64335111153656,158.51511498326224,,,132.26265323293487,134.61792209600054,137.33399210040562,133.6952618592498,125.64126849912915,125.77605051680285,134.23595744678684,138.71938648080092,130.79313694126253,121.94162749997001,122.08683591004397,125.00508033896955,124.3459503035049,114.39180625389325,125.17444198607289
