,dates,usa_HI_0008-0000,usa_HI_0008-0001,usa_HI_0008-0002,usa_HI_0008-0003,usa_HI_0008-0004,usa_HI_0008-0005,usa_HI_0008-0006,usa_HI_0008-0007,usa_HI_0008-0008,usa_HI_0008-0009
0,1990-08-19 20:14:00+00:00,180.67253346017873,177.69709284355463,188.67057737474835,183.8203061656572,175.60955190560466,185.95314700299372,181.16154988430404,,,195.42025868996288
1,1990-09-20 20:13:50+00:00,182.97009749147128,178.58574069133053,192.4374642417986,186.49109523512098,197.8195891541812,197.26952367333865,,,,191.2842557667501
2,1991-10-09 20:18:07+00:00,,,,,162.59833850162607,174.50610981103472,200.2990022434303,220.89343490188207,200.0396994660274,192.50975063877706
3,1991-10-25 20:18:11+00:00,187.49772913720605,178.13154312292676,191.00580029771194,183.73473998768043,187.6586843379268,189.19662790749703,200.30413941677742,212.56103017753347,197.24555346242047,194.552482210297
4,1991-12-12 20:18:31+00:00,185.12011638742462,173.94883451850052,187.59976297354515,184.27748211975214,183.01553338467244,186.58662729215743,200.1968177479535,209.69801937426186,198.80438082237038,190.0538370213281
5,1999-09-05 20:46:59+00:00,188.8192386543318,184.86380068340014,190.6579451443956,192.66256042892255,185.08201921346415,194.56335405411863,205.59620327908635,224.23271860022177,202.17060523383992,203.22997820254835
6,1999-11-08 20:46:58+00:00,192.4519992866987,185.5226785651667,201.33731744177422,,,,,,,203.9271263454374
7,2000-02-12 20:46:47+00:00,197.46921803857236,193.2858477405037,196.10879462697503,193.18525118574505,192.15895615052273,205.84345649678292,216.86114456976273,230.0551350957934,207.5770971620796,196.64790304287075
8,2000-06-03 20:45:56+00:00,202.28743910230574,185.92086996860584,202.7807622079965,191.40153369742018,191.3426086983304,206.60684792020368,210.36309276494617,226.39167607341437,202.70029092649648,200.48569226330503
9,2000-06-19 20:45:53+00:00,197.08773478092772,186.73592209611624,203.8081473084054,190.039341729183,191.38074553704908,202.60543661682823,213.39742399880888,225.03797039603327,205.19792530345234,186.11703867961225
10,2000-11-10 20:44:23+00:00,195.74720956318694,186.317243473243,204.80788581017308,192.46261428205315,194.64647748523964,209.09640920893577,213.66803122766157,226.02200962401594,205.43559634879588,205.32265957979692
11,2000-11-26 20:44:25+00:00,194.71877415227613,186.83348206814063,203.24912322731993,194.94911261916386,193.10048119593296,212.76401268907134,208.48390992174185,228.54697703510286,204.54762936909265,205.48991753446597
12,2000-12-28 20:44:30+00:00,196.24407063365697,190.1867040173617,204.63137023088987,192.23645120278871,191.14900581600682,206.0235440301576,214.90397195098868,225.99941951319911,208.2245071007262,
13,2001-01-13 20:44:32+00:00,196.10659792240767,187.52196769811545,201.5726113761095,194.42099218930915,196.89355328574018,203.82222495123818,207.42539424767523,228.01382933006292,205.20222698614347,207.3541936790333
14,2001-03-18 20:44:17+00:00,198.3788267256798,190.00081580986182,209.9491801487564,194.45056513766065,196.30522846642666,211.8827504823223,212.35785363913746,230.105891825938,208.12939501974486,207.8488901674173
15,2001-04-03 20:44:06+00:00,203.12950575240393,188.30997737200218,196.25529890768485,190.47252362081622,173.10232320345818,204.23166915102018,210.71168507783318,233.44603512627376,,
16,2001-07-24 20:43:19+00:00,,,,,194.50821871005667,204.477585636489,211.29394631621366,228.8155386298985,,
17,2001-09-10 20:42:38+00:00,184.89363692635536,181.1789653156416,187.30909969606316,180.51268186780578,194.12686809313365,205.1326480816992,206.74100620540588,212.18010611153016,208.08588730918203,202.95519291188685
18,2001-10-12 20:42:13+00:00,190.60265241153311,198.139017660971,195.13204821641958,195.7892373255277,191.93734882001104,211.1724009875194,212.67931259166937,228.3611427845635,211.76967838821975,204.4207352899467
19,2001-10-28 20:42:21+00:00,192.05661804737952,181.3604317303877,199.6035481824109,188.4283704479165,190.38330649618334,199.85074993067894,205.98681976474626,219.4392533375829,202.57203580357705,197.90054496781943
20,2001-11-29 20:42:36+00:00,194.89199404333587,182.081437938374,211.46408814098226,191.31785186857428,187.95126777753606,204.32147602439858,211.3287095111151,223.35109417774757,211.24548486793236,197.9426034425782
21,2001-12-31 20:42:36+00:00,187.86774215324272,184.9494697841186,183.53710460888038,187.3719774210601,194.1422947645465,197.87972717446456,202.76526002328032,227.73874876421058,204.78865017235836,202.307373477605
