,dates,mex0231-0000,mex0231-0001,mex0231-0002,mex0231-0003,mex0231-0004,mex0231-0005
0,1985-01-04 16:48:49+00:00,219.23685657561614,220.382705624237,224.72931193217443,228.94255487690677,223.92619527684795,232.1288541067253
1,1985-10-03 16:47:38+00:00,198.76200825728074,197.2315988020007,204.0892021329003,208.62605743332523,200.96371910831581,210.11187160793676
2,1986-01-07 16:46:05+00:00,208.44518105366444,223.01804853189827,226.36231952776845,221.578003374885,226.17553845484593,223.40779679685278
3,1986-03-12 16:44:40+00:00,220.1128422815331,224.64914444648207,224.86291612894175,225.9951741202494,221.55367564897833,222.2322875360512
4,1986-03-28 16:44:21+00:00,215.24428416452935,223.40600318898302,222.37004262065813,219.39122545180948,213.35525472572456,214.43084663974966
5,1986-04-13 16:44:01+00:00,220.5568443069934,229.05714660298665,226.57582854492807,219.14276061743604,229.2382537877563,229.71444371157685
6,1990-02-03 16:40:25+00:00,196.97645967597688,214.18853500804784,223.27084511290764,223.82936191161232,227.616892070069,222.2201109518813
7,1990-02-19 16:39:55+00:00,211.46623825275333,213.6631437417639,211.09925928662028,207.98361941517325,214.96498407908297,223.64023943422657
8,1990-03-07 16:39:20+00:00,214.6277367893635,218.16792763725854,218.85466885365685,224.35861484697872,230.29237570911584,233.39990390285274
9,1990-03-23 16:38:48+00:00,211.90931518284387,219.51885162139516,223.64210038866926,218.66207577355905,226.27068337140244,226.39503846029558
10,1993-01-10 16:40:08+00:00,205.932252623554,213.53337764733033,220.1139518255753,215.15679679538025,225.74220600588745,226.00977162904937
11,1993-02-11 16:40:28+00:00,198.61437054463332,206.09725785179188,205.56138039559045,209.09866403775135,208.508967745887,206.60709344261818
12,1993-02-27 16:40:33+00:00,209.73409476724166,221.83258802697424,218.25127375333594,214.19607445208686,213.2332242300232,215.173120581687
13,1993-03-15 16:40:43+00:00,220.37162718303657,219.51816077539976,217.22203533450892,209.95677440576986,223.64104515710864,222.83500440730475
14,1993-03-31 16:40:46+00:00,191.2181134557939,194.52822378387347,193.43673899517273,200.28759906778032,203.9361709251758,207.6920654372698
15,1993-04-16 16:40:54+00:00,205.66844102129713,211.49415237970035,216.11338552792068,215.35498932511118,212.40040557014117,224.00746573396398
16,1993-05-18 16:41:01+00:00,209.058356870602,214.25192110598292,213.35344457609816,224.32528254179823,231.12247949065633,225.33838930633416
17,1993-06-03 16:41:05+00:00,197.93092882092105,212.81403051202744,222.75539332001557,224.16430381277843,227.62760410947018,233.23608952140958
18,1993-09-23 16:40:50+00:00,195.7129430550917,218.4878932182782,219.22211203356477,210.0410401209494,209.88914929043221,216.27070683408903
19,1993-10-25 16:40:40+00:00,194.38017832798167,204.21124611986673,207.70176619701638,198.7473944495101,198.34974046137117,204.95406373748486
20,1993-11-10 16:40:33+00:00,198.99381683414182,201.15278564351257,209.20148188836416,207.55454597316026,217.9276544476355,227.82303829492614
21,1993-11-26 16:40:27+00:00,193.1985553671084,204.16225484926437,205.20616979839622,202.56788523302987,205.3733821972517,214.5500705891412
22,1993-12-28 16:40:12+00:00,184.72434527382063,203.78608608965894,211.5765337444197,203.3390046462593,204.98215939750398,206.9261402494774
23,1994-01-13 16:39:57+00:00,188.77631578372987,208.23053904291802,207.13439707437564,217.12625684779255,212.86224497226357,215.13400575894715
24,1994-01-29 16:39:46+00:00,213.83671651261685,219.04020839647194,219.8224652084217,222.93502852530466,225.15264390801002,222.821795557473
25,1994-02-14 16:39:35+00:00,213.75089322643103,219.79691879554457,221.65182651262762,222.1198445833502,234.6412377685092,227.6267766340963
26,1994-03-02 16:39:21+00:00,207.2825760850208,213.7512885866669,216.16176524128028,217.52982851454848,228.36852934428288,227.9459914183038
27,1994-03-18 16:39:07+00:00,211.5843150526774,217.92899938111722,214.58865148890916,218.2782461000623,227.85449602984764,230.44523217804723
28,1994-04-03 16:38:50+00:00,209.17302536248317,217.80074914106484,210.61451291533908,212.66889877294318,223.9911429676213,233.0899355404306
29,1994-04-19 16:38:32+00:00,204.27326514858376,215.4248889422214,214.76347251101154,211.62436392773793,223.64014334193428,230.67620116092576
30,1994-05-05 16:38:14+00:00,208.24594226104338,225.74707493308875,232.9026815201802,234.01992976415596,238.97546780259185,234.60455586089796
31,1994-05-21 16:37:57+00:00,204.65882954991645,218.02192299814402,220.1961933177467,224.14168304842713,225.69953441609044,238.03270611524013
32,1994-07-24 16:36:26+00:00,204.0059147266475,209.52511652265648,220.3850891937821,225.66530979764985,233.5870587339798,239.2770433756752
33,1994-08-09 16:36:00+00:00,202.30965598263427,207.30024000022485,211.4298046956173,221.6371246955204,233.30764225451148,232.93209875221584
34,1994-08-25 16:35:37+00:00,195.96326212929858,198.9755877943525,201.76767332857537,,,219.83844250405178
35,1994-09-26 16:34:46+00:00,194.6189999188411,201.2418186748183,200.47583905726015,205.35181236582707,207.12288013053052,212.5814176874615
36,1994-11-29 16:32:40+00:00,197.57214938126478,214.02946639657102,210.44107246799032,207.84037294660422,212.7749426366424,219.20119613387428
37,1994-12-15 16:32:11+00:00,204.092861819757,,,,,
38,1994-12-31 16:31:39+00:00,206.70497367532312,216.15725443544042,226.18458869413053,226.4032731591279,223.2957734760928,214.6290013463124
39,1995-01-16 16:31:04+00:00,211.08497108537833,225.6463641056945,224.33611647142683,223.63670159437447,213.103608168271,204.51945130983233
40,1995-02-01 16:30:27+00:00,199.1720019431704,212.31432218291204,211.12629123789375,205.52158795355697,193.61253277754315,205.26540194751033
41,1995-02-17 16:29:48+00:00,212.21589346106376,222.84337774877667,222.19077766530984,220.18735697998403,216.75901664635614,221.07413718639347
42,1995-03-05 16:29:10+00:00,217.2859004134847,224.1810168589975,221.31064814232434,218.859341198668,223.6394725288497,227.39151243362903
43,1995-03-21 16:28:30+00:00,214.35280129504517,218.23940635500247,221.67687362542148,218.0706926376175,221.8932928341504,224.89646707193444
44,1995-04-06 16:27:51+00:00,202.81746490241966,208.67492072620726,205.91357468908498,213.09311559412802,221.61736125710394,218.88576349196384
45,1995-04-22 16:27:10+00:00,206.62915839200846,214.5767426255977,219.15179700464822,223.39783797733077,231.2834121230703,235.3234912579077
46,1995-05-24 16:25:44+00:00,200.20407995245097,210.61612936437095,215.8917539890776,223.16904226829786,219.15202735458791,223.5962575945117
47,1995-06-25 16:24:16+00:00,202.5455761249658,214.13740895159015,225.66492452972503,226.13764104202806,237.26591310599537,240.6233879159249
48,1995-07-27 16:22:49+00:00,207.8082834586686,212.4923439919065,204.0503717504972,205.7696157051685,212.96361203194883,211.69830318658825
49,1995-08-12 16:22:05+00:00,195.51748022286662,206.70241910019783,212.01671065606777,210.86717917570388,210.5676694175677,218.88928576570163
50,1995-09-29 16:19:46+00:00,201.53975872158446,207.72333308128603,203.3250980636976,201.6108993230467,206.56633382844308,208.59963661496784
51,1995-10-15 16:18:54+00:00,198.86921010474865,206.135343959745,204.94821129477666,199.1544968520849,203.36586197059788,211.0174755941505
52,1995-10-31 16:18:06+00:00,212.71652038801386,215.7635034312321,212.7577241312999,219.84995188206705,227.65665314113454,230.15461233103616
53,1995-11-16 16:18:03+00:00,202.74989643608845,212.6342716394084,209.32263531011546,214.6665461763822,217.76813038030406,233.06695012732132
54,1995-12-02 16:18:39+00:00,206.8267408915334,210.16254174369206,216.52134307868974,220.1695652703121,225.03781168847442,232.14589074549573
55,1996-01-19 16:22:08+00:00,195.74810068865833,210.59978613944963,211.26739919323052,217.07883276192103,226.08155886410262,218.82489245026642
56,1996-02-04 16:23:15+00:00,202.04434694786562,214.7307995086419,209.92418193839055,225.47288796842784,230.12777737789432,227.6287981794325
57,1996-02-20 16:24:21+00:00,202.58879469894987,218.28516746468938,208.60781422211028,203.47628094157858,214.15601466932802,218.28449092781256
58,1996-03-07 16:25:25+00:00,216.3340917324654,224.88653572369813,221.9695116039895,213.92104148342042,221.91927775021395,223.36437753174778
59,1996-03-23 16:26:27+00:00,204.22598905821005,209.54697629617536,207.25775405475392,211.00106546629445,215.26615655322166,213.2741244415793
60,1996-04-08 16:27:27+00:00,200.19695010986575,207.66950134650972,205.9597695459608,212.09212650391544,212.79684791602912,215.189733160062
61,1996-04-24 16:28:25+00:00,206.87320448526876,215.45845007607943,214.754475277281,218.06322165689892,230.57843385401773,235.36209500405982
