,dates,usa_CA_0198-0000,usa_CA_0198-0001,usa_CA_0198-0002,usa_CA_0198-0003,usa_CA_0198-0004,usa_CA_0198-0005,usa_CA_0198-0006,usa_CA_0198-0007,usa_CA_0198-0008,usa_CA_0198-0009,usa_CA_0198-0010,usa_CA_0198-0011,usa_CA_0198-0012,usa_CA_0198-0013,usa_CA_0198-0014,usa_CA_0198-0015,usa_CA_0198-0016,usa_CA_0198-0017,usa_CA_0198-0018,usa_CA_0198-0019,usa_CA_0198-0020,usa_CA_0198-0021,usa_CA_0198-0022,usa_CA_0198-0023,usa_CA_0198-0024,usa_CA_0198-0025,usa_CA_0198-0026
0,1984-05-02 18:13:15+00:00,,136.250902296981,148.16094613976435,173.51871996023277,162.0973734867332,175.12848937131946,177.31768663128125,174.62509176330823,184.24323125761487,191.08392637308827,187.8544207622383,190.84132610411717,180.89706803857342,183.46326418218266,191.74736843173537,196.3428627181525,198.79526865507228,202.498330046963,196.79221528741382,200.04027205433266,189.69150483421288,197.14788507214556,208.36340819579488,198.8810604646883,194.33252108266745,195.7261820029349,193.42353272416915
1,1984-06-03 18:14:10+00:00,183.25659631494864,142.59151733293496,154.79675809954307,182.7768852853113,184.3193162771347,184.15629931551604,190.26595376292806,190.41122529614597,191.25879660592904,201.11298100250588,202.500257716953,198.71130113768282,197.21292160600888,194.74879850298407,206.7085582054969,200.33174735128566,207.63719303749093,205.9363584637784,209.73422000642083,208.13131820829804,212.62649010300214,213.95518384573924,230.61036463080916,210.82538406823934,211.8866453699663,204.28339175259637,200.15098747076243
2,1984-09-07 18:16:09+00:00,202.7698565607784,204.11539638778044,206.83876154545248,217.24304478886987,212.8578225911355,211.8140482000646,208.7931932281257,199.28916894899504,196.1461689660739,197.08601829956973,198.1726818610664,195.69493499919727,196.52717024403483,195.90531535747493,201.05494628445234,206.09968306032204,206.9541384704787,208.1275205500885,209.60095131186137,208.19782170404693,209.16521407583048,215.6651391028312,221.9161936847003,198.4824277574279,202.5344605743431,203.73858714200315,213.0179287231374
3,1984-09-23 18:16:11+00:00,180.18512940433703,173.82494112008385,191.91485147118934,194.5200361410794,187.50357847674897,186.84520766075764,188.50398186375747,187.15848224413523,185.62677299293927,185.31663280728736,183.0258946513156,189.47734552003368,183.75512312452577,187.55812468956327,193.62291331286286,199.23820692197916,197.8563770062383,201.66828268192606,200.8553298506045,200.7428232040163,205.9024479456512,209.83722793276542,210.93842816031872,181.3250707229308,188.3234931548799,194.14303175214906,199.7725291945597
4,1984-10-25 18:16:05+00:00,219.04237114673046,157.44147211177983,172.90270789837905,194.28170558126254,193.64425626135554,188.8719510604676,191.78017327569535,188.8474216857109,190.3394812295519,194.535006358536,194.20883903370554,195.00318507645576,183.93273911259664,188.6550134289125,197.81105541068672,192.6177107469926,201.5339528706126,203.4556790939895,204.96656001609392,196.4023338137014,203.26278120963934,209.5910774496105,210.02503049623766,192.77134976535268,195.4303808924467,198.81913748722275,199.37775147077528
5,1985-04-19 18:16:20+00:00,,129.8957220006427,138.9391472182918,160.68165194443162,167.4889920420734,159.82519639499026,169.29672187899618,,,,,,,,,,,,,,,,,,,,
6,1985-05-21 18:16:11+00:00,182.653634917361,151.69032215255848,172.39122054210688,193.68325833603186,196.36811381128945,192.30318984298225,199.76190887648337,196.71889720393315,200.5102013673412,203.23562030604774,200.91994886986697,201.60286023826802,211.95358042473848,213.50193779421915,219.77732224827946,221.66812505795434,218.33428238710366,223.698500156576,222.0840080192509,220.18647819727857,219.10886965930584,224.14196243298449,233.17037390116485,208.53506754816647,212.95769827923482,204.68126066053554,205.49485296499526
7,1985-10-12 18:15:03+00:00,211.06332336228922,,,,219.66921997396997,211.2856794291979,203.95020781806198,192.4336546365414,189.80047778513784,193.47333341490616,192.2159028971895,191.36129581133576,189.08775037886875,188.46954725235332,188.93844354894367,197.73570391732682,188.3744498439085,186.94303560296913,185.70724413544974,184.13698777941244,188.16873431101004,204.62937214086656,214.37199254824043,200.65349265326307,204.60903435751854,207.80250713323176,208.06361112889928
8,1985-10-28 18:14:51+00:00,179.18960642164757,,,215.5289087538323,201.23530365064715,197.051443205194,190.82773698283222,190.82469445673524,189.11049637308932,191.59857040357235,185.43034941580072,186.61140305204177,182.24497222715013,183.29242818780205,185.25578910886958,181.29039379217124,185.1574318109357,181.09976302629724,179.4479352248737,179.31094169203686,186.70915191581236,200.16340118416085,203.00150257052792,187.08789496066885,192.03840535396452,199.72476468724227,202.0127298311263
9,1986-02-01 18:13:04+00:00,145.32855600245566,134.93304539421794,135.70754911548087,152.18553112806774,149.6557841174096,141.0044232547069,149.5618598360373,,153.81761600229873,172.71877636355248,173.22714639209292,169.95229644911964,164.26063836945116,172.48964551622794,173.15136383938034,165.71979276416,168.1119351383456,162.12579386438162,166.1073654711709,167.19444829992148,164.86495517159887,178.3852211000583,194.60626332026254,174.5469108788328,177.6352822122024,185.8168448649481,184.56923034089715
10,1986-03-21 18:12:01+00:00,198.6368758674928,152.18145209521057,147.20295197310548,176.24967548619173,177.80092720165922,169.04148898260456,185.82666027070127,170.22813935809387,196.58781408125685,189.51061514542062,186.4247797219927,188.2894858571874,185.50456234246496,182.40738412398068,185.22934101090834,182.58679942274682,197.02756943226927,189.81473417963616,196.9249098278389,195.3037085285436,197.4958393333651,215.83397483183768,226.3172280099226,202.94391708826092,207.81316281377437,202.95068667926265,204.88633660942713
11,1986-05-08 18:10:55+00:00,182.58621176923901,145.40173871596465,152.91704950257247,167.12066538769258,178.67793645211032,177.25020595555725,173.804198776424,179.88351504612248,185.4814409414069,187.28809843983646,184.8972570046409,188.94786616948602,184.2861746080387,180.35695923491494,184.7576573309576,184.73371508944808,183.16801556173874,179.3287779136487,182.64360995390342,182.46078643516375,191.18438117986062,205.27532005443481,218.1946564117422,199.21364653857333,198.00443604261457,197.79971597644396,195.71461690750215
12,1986-05-24 18:10:28+00:00,198.51858851603436,150.02926295227596,165.16943542504612,187.47733359372887,193.21572740230312,196.60386789889205,196.24062970925553,199.39833944891893,192.37172423399863,191.57141720024458,198.4174205517715,199.36174977330285,194.7673315387036,196.86853801815278,194.00808768463864,191.81860882346075,192.5628875640406,192.03363041373996,188.11469481528897,193.73663377822896,195.02492330232747,201.89472255325757,220.19924701452612,195.96254208290406,201.17390399371942,196.08534256339578,195.7119887743662
13,1986-06-09 18:10:00+00:00,149.97104364317323,146.57597950779086,162.5224572308381,180.11666617831406,181.2471253753648,181.98375556748996,186.10080228767353,185.43551016471446,182.7493763620878,186.15867401657513,186.78550242617808,190.98072427677215,191.81722118350916,191.6111175829866,194.4599816351411,189.631101388913,192.85867136176066,196.47733406996312,194.00026917273073,195.00023958857855,191.45346152523092,210.77859178357954,229.08135305506292,207.94161949167426,201.31568552531854,203.05470675272022,194.66208509171955
14,1986-07-11 18:08:57+00:00,162.88031180975963,166.48098009554397,176.6459545750498,193.9162855795773,191.84062692842355,187.93741664002096,192.8459395677248,189.73216592636476,193.64340387016608,203.23630271473337,193.0849156868935,201.50642122806624,202.02695837145748,198.13147639021983,203.28745662745882,202.6220171339037,202.66660733861596,203.35518097848333,203.61285077683215,200.40681333503065,190.4064172303062,207.08441181004446,222.86201324386428,216.0704827507211,203.24996106682343,205.92867903290755,203.5917101523856
15,1986-08-28 18:07:12+00:00,196.03004746170876,197.53516826576362,203.41641338411563,211.51551183420003,196.70500260441133,193.5648505626935,192.28423411196425,188.28633454661045,178.78569045395886,185.2267676455132,183.8294626019462,186.62507523619752,191.16196887421404,182.371238622848,186.99706495280307,184.52541925737648,189.3915994372738,192.30658558935988,190.53183305264213,184.2720008241717,186.98165432649537,212.5750903443702,213.1177901157921,197.72036158198125,195.26176977036397,197.53829584367384,197.28662002248046
16,1986-09-13 18:06:40+00:00,209.5431177075883,210.5214446246074,218.42945037216955,219.3394845378412,213.33544781157707,209.9138052369209,203.57265247246204,196.1803558362551,194.5947834468583,190.77179943327582,197.79670221988582,200.81887583134903,195.39008229184108,190.18096606478366,192.73127255223824,186.3665083136178,185.5638460121826,184.677642360196,186.1355143097236,181.01229507173662,185.6883379461355,211.50618515871992,217.5375041312779,198.90678192304182,198.7019547744506,200.90907213185852,197.76182408999858
17,1986-09-29 18:06:10+00:00,208.8053928493465,212.62507029523462,218.65018482713646,219.49088598869696,206.55068690452373,206.6042913847383,200.6025630673969,197.09298894391668,197.68199706831996,194.05614646029238,196.871938691074,196.2487897403938,195.37985318841896,194.50545349796096,198.16740754302162,195.90390576889405,203.64775842451792,191.9935096314045,191.48583805870055,186.6494092154707,192.12551457565354,207.81871929653056,221.81183901020154,200.70220848421724,204.34641399824594,206.7237000506117,197.1444000805543
