,dates,usa_CA_0198-0000,usa_CA_0198-0001,usa_CA_0198-0002,usa_CA_0198-0003,usa_CA_0198-0004,usa_CA_0198-0005,usa_CA_0198-0006,usa_CA_0198-0007,usa_CA_0198-0008,usa_CA_0198-0009,usa_CA_0198-0010,usa_CA_0198-0011,usa_CA_0198-0012,usa_CA_0198-0013,usa_CA_0198-0014,usa_CA_0198-0015,usa_CA_0198-0016,usa_CA_0198-0017,usa_CA_0198-0018,usa_CA_0198-0019,usa_CA_0198-0020,usa_CA_0198-0021,usa_CA_0198-0022,usa_CA_0198-0023,usa_CA_0198-0024,usa_CA_0198-0025,usa_CA_0198-0026
0,1984-05-02 18:13:15+00:00,,139.24076494681108,151.44979505457746,176.8075688750459,165.0872361365633,177.86919680033037,179.8475704119067,177.91394067812135,186.98393868662578,193.43310416938334,190.38430454286376,193.0338920473259,183.08963398178216,185.9931479628081,194.27725221236082,199.0835701471634,201.5359760840832,205.02821382758844,199.53292271642474,203.03013470416275,192.4322122632238,199.88859250115647,212.01768476780944,202.99212160820466,198.44358222618382,198.716044652765,196.41339537399924
1,1984-06-03 18:14:10+00:00,176.965298413963,132.2966662222312,143.47242187776897,171.4525490635372,174.02446516643096,174.7193524640376,181.5549259000249,179.08688907437187,181.8218497544506,193.02416941552437,193.78922985404984,191.16174365650008,189.66336412482613,186.0377706400809,197.99753034259373,190.89480049980722,198.2002461860125,197.22533060087522,200.2972731549424,197.8364670975943,203.1895432515237,204.5182369942608,218.02776882883794,196.6699637910217,197.73122509274864,193.98854064189263,189.85613636005868
2,1984-09-07 18:16:09+00:00,206.82317997257422,210.74810742526452,214.13474368668497,224.53902693010235,219.49053362861957,217.89403331775836,214.4054871829199,206.58515109022753,202.22615408376765,202.2974341147358,203.7849758158606,200.55892309335226,201.39115833818983,201.51760931226914,206.66724023924655,212.1796681780158,213.03412358817246,213.7398145048827,215.68093642955512,214.83053274153102,215.24519919352423,221.74512422052496,230.02284050829195,207.60240543396853,211.65443825088371,210.37129817948724,219.6506397606215
3,1984-09-23 18:16:11+00:00,185.39224390184745,182.34567393419178,201.28765756670808,203.89284223659814,196.0243112908569,194.65587940702324,195.7138327064642,196.53128833965397,193.43744473920486,192.01149430408645,190.23574549402232,195.72588291704616,190.00366052153825,194.76797553227,200.83276415556958,207.04887866824475,205.6670487525039,208.87813352463277,208.6660015968701,209.26355601812423,213.7131196919168,217.647899679031,221.35265715533953,193.04107834232923,200.03950077427834,202.663764566257,208.29326200866763
4,1984-10-25 18:16:05+00:00,230.45614811663032,176.11856169888867,193.44750644419878,214.82650412708227,212.32134584846438,205.99261651531737,207.58386446478744,209.39222023153064,207.46014668440165,209.20986246269297,210.01253022279764,208.69971744033558,197.62927147647645,204.4587046180046,213.6147465997788,209.73837620184236,218.65461832546237,219.25937028308158,222.08722547094368,215.07942340081024,220.3834466644891,226.71174290446027,232.85258443603735,218.45234794762735,221.11137907472136,217.49622707433159,218.05484105788412
5,1985-04-19 18:16:20+00:00,,137.64054112211198,147.45844825190798,169.2009529780478,175.23381116354267,166.92461392300376,175.85003036639324,,,,,,,,,,,,,,,,,,,,
6,1985-05-21 18:16:11+00:00,182.8900018708584,152.07710444009973,172.81668105840225,194.10871885232723,196.7548960988307,192.6577402732284,200.08918619671059,197.14435772022853,200.86475179758736,203.53952067483016,201.24722619009418,201.88650058246495,212.2372207689354,213.82921511444636,220.10459956850667,222.0226754882005,218.6888328173498,224.0257774768032,222.43855844949704,220.57326048481983,219.463420089552,224.49651286323063,233.64310780815973,209.0668931935357,213.48952392460404,205.0680429480768,205.8816352525365
7,1985-10-12 18:15:03+00:00,216.72453924319848,,,,228.93302777909423,219.7775032505618,211.78881442239788,202.6238432221781,198.29230160650175,200.75203954750378,200.0545095015254,198.1547548684269,195.88120943595987,196.30815385668922,196.77705015327956,206.22752773869072,196.86627366527242,194.78164220730503,194.19906795681365,193.4007955845367,196.66055813237395,213.12119596223047,225.69442431005896,213.39122838530892,217.3467700895644,217.06631493835602,217.32741893402354
8,1985-10-28 18:14:51+00:00,186.79846108742885,,,229.22484715223862,213.68615674010744,208.46472520386595,201.36307421237555,204.52063285514157,200.52377837176127,201.38138354529116,195.96568664534405,195.7420286509793,191.37559782608767,193.82776541734538,195.7911263384129,192.7036757908432,196.57071380960764,191.63510025584057,190.86121722354565,191.76179478149714,198.1224339144843,211.5766831828328,218.2192119020905,204.20781795867674,209.15832835197241,212.17561777670255,214.4635829205866
9,1986-02-01 18:13:04+00:00,139.8274395563597,125.93121848242457,125.80553951250818,142.28352152509504,140.65395720561625,132.75274858556298,141.94492937221216,,145.56594133315483,165.6459123614291,165.61021592826776,163.3509567138045,157.659298634136,164.87271505240278,165.53443337555518,157.46811809501608,159.86026046920168,154.50886340055646,157.855690802027,158.19262138812812,156.61328050245496,170.13354643091438,183.60403042807064,162.1693988751169,165.25777020848653,176.81501795315475,175.5674034291038
