dates,satname,sar0579-0000,sar0579-0001,sar0579-0002,sar0579-0003,sar0579-0004,sar0579-0005,sar0579-0006,sar0579-0007
1984-05-06 09:33:27+00:00,L5,202.70,202.28,211.65,207.41,209.26,210.69,199.31,201.88
1984-09-11 09:36:14+00:00,L5,212.62,205.75,214.81,208.24,210.34,215.63,211.11,209.90
1985-05-25 09:36:15+00:00,L5,206.46,205.99,210.84,196.74,206.18,208.74,199.45,201.06
1985-07-12 09:36:05+00:00,L5,204.87,199.98,210.60,200.83,205.57,215.05,205.30,202.07
1985-07-28 09:35:58+00:00,L5,209.26,205.81,218.16,205.77,211.75,221.20,210.60,207.02
1985-08-13 09:35:48+00:00,L5,217.13,207.37,216.94,209.64,210.03,220.71,211.18,209.94
1985-08-29 09:35:38+00:00,L5,214.85,212.91,218.70,214.05,216.69,218.11,210.40,211.16
1985-12-03 09:34:19+00:00,L5,206.54,205.71,214.37,207.60,213.32,213.83,209.23,203.71
1986-01-04 09:33:44+00:00,L5,188.46,196.12,200.78,186.28,197.69,197.71,195.47,200.92
1986-05-12 09:30:53+00:00,L5,205.48,207.35,219.48,208.95,209.99,214.46,204.38,204.79
1986-05-28 09:30:26+00:00,L5,204.96,204.32,214.33,201.84,206.84,213.35,208.66,196.10
1986-07-15 09:28:53+00:00,L5,206.45,204.40,213.80,204.27,208.90,215.87,205.38,201.29
1986-09-17 09:26:37+00:00,L5,206.85,207.35,218.51,209.44,209.56,217.13,212.13,206.17
1986-12-22 09:25:09+00:00,L5,196.45,197.64,205.72,195.28,200.54,214.44,198.20,200.81
1987-01-23 09:26:04+00:00,L5,201.64,202.65,211.89,206.98,210.76,210.75,198.47,200.28
1987-03-28 09:28:28+00:00,L5,210.32,204.55,213.08,207.90,209.76,209.90,201.35,197.20
1987-04-29 09:29:30+00:00,L5,203.04,201.72,218.66,208.17,208.07,213.31,203.13,201.92
1987-06-16 09:30:43+00:00,L5,210.64,212.50,218.93,208.32,214.74,216.72,205.96,205.74
1987-07-02 09:31:03+00:00,L5,208.25,202.09,218.71,208.93,214.25,218.07,212.82,209.28
1987-07-18 09:31:20+00:00,L5,215.33,214.68,226.12,210.50,215.25,224.49,212.17,209.49
1987-08-19 09:32:18+00:00,L5,210.04,209.56,219.61,209.09,215.54,223.88,209.68,207.08
1987-09-04 09:32:43+00:00,L5,208.30,209.94,221.11,209.01,217.44,221.39,212.83,206.27
1987-09-20 09:33:05+00:00,L5,209.77,204.28,214.69,204.85,212.49,214.43,204.44,201.95
1987-11-07 09:34:02+00:00,L5,204.79,202.35,212.56,201.88,210.30,213.51,202.13,198.67
1988-01-10 09:35:05+00:00,L5,210.56,210.50,212.63,207.14,211.43,212.10,209.72,207.94
1988-02-11 09:35:41+00:00,L5,205.87,202.44,211.64,202.07,206.88,210.49,200.61,200.87
1988-03-14 09:36:03+00:00,L5,208.93,203.39,214.87,209.30,209.80,215.73,204.40,203.73
1988-04-15 09:36:14+00:00,L5,212.35,209.30,219.92,208.46,212.85,220.24,210.20,208.61
1988-05-17 09:36:32+00:00,L5,218.06,220.01,222.85,211.02,214.75,222.45,210.85,207.21
1988-06-18 09:36:43+00:00,L5,202.90,202.57,211.55,207.15,210.49,215.30,210.56,201.24
