,dates,mex0407-0000,mex0407-0001,mex0407-0002,mex0407-0003,mex0407-0004,mex0407-0005,mex0407-0006,mex0407-0007,mex0407-0008,mex0407-0009,mex0407-0010,mex0407-0011,mex0407-0012,mex0407-0013,mex0407-0014,mex0407-0015,mex0407-0016,mex0407-0017,mex0407-0018,mex0407-0019,mex0407-0020,mex0407-0021,mex0407-0022,mex0407-0023,mex0407-0024,mex0407-0025,mex0407-0026,mex0407-0027,mex0407-0028,mex0407-0029,mex0407-0030,mex0407-0031,mex0407-0032,mex0407-0033,mex0407-0034,mex0407-0035,mex0407-0036,mex0407-0037,mex0407-0038,mex0407-0039,mex0407-0040,mex0407-0041,mex0407-0042,mex0407-0043,mex0407-0044,mex0407-0045,mex0407-0046,mex0407-0047,mex0407-0048,mex0407-0049,mex0407-0050,mex0407-0051,mex0407-0052,mex0407-0053,mex0407-0054,mex0407-0055,mex0407-0056,mex0407-0057,mex0407-0058,mex0407-0059,mex0407-0060,mex0407-0061,mex0407-0062,mex0407-0063,mex0407-0064,mex0407-0065,mex0407-0066,mex0407-0067,mex0407-0068,mex0407-0069,mex0407-0070,mex0407-0071
0,1986-03-15 17:14:19+00:00,183.3636789342623,183.9115310682718,193.99516773227623,188.70520311214656,182.05431842848685,172.34778672225517,167.72556590143182,168.00790370338075,168.0051856773459,172.59127771132455,168.4019105077885,158.54253503565025,154.29012421897744,161.08208835825278,161.94649882253077,160.69105586383833,154.03468149964226,146.0793725593406,142.10631219356577,143.92650290900673,145.27024733336276,147.04072015010908,147.10945667743053,158.38817927839452,158.1422032595817,148.27170408066885,141.01358557339495,134.91316337195695,118.13935824345235,111.6185903960276,102.12993814396687,104.30185488651775,121.42639321873445,138.04925021501722,170.63773907809016,199.82287212243773,217.46815884400752,223.78624832184278,213.84263675173605,187.23949980905735,154.5663976251883,155.9151084255987,150.16676477348292,158.94559707291427,167.78784504451744,174.60957595839002,171.58722603978453,164.02404997073504,160.85244643812558,156.55313491115913,151.66142064592148,145.36727973887565,146.93114947126048,147.2386270530127,152.06685205291348,154.82527636751246,158.5125621192378,157.6999139320287,165.9643891948783,181.3045571767632,190.98613184457633,203.9807923284119,208.06579284493188,202.07348112581212,197.871317719621,200.4604786993855,195.9503673639174,192.17870649855615,187.2078555068659,178.4288626208191,170.78110032294893,155.69012467770565
1,1986-03-31 17:14:00+00:00,202.36186240890365,208.85318084937794,217.01930210255455,215.70884273232255,187.60103011145608,192.9782431668648,199.38120922865548,183.7758713994168,191.7081518962787,193.4881600737971,188.8458146065431,181.53177393563982,178.6659595680548,170.23013391307396,170.75614939020454,178.48695368739834,171.42680065804163,167.7588305418753,166.0235007334791,157.60053627587126,156.07781803078316,156.88835007923404,156.34426305795833,156.7081351086608,164.21695198741307,148.26094132186003,143.38658148447183,129.921978876908,117.98302627867422,111.57375580670401,114.36883453914066,126.73988278492331,131.58948594821837,155.99009587924255,179.27078777546654,197.10512606068684,216.89913959940034,231.46352787778568,226.65833564197038,194.39212335724338,161.7136697504872,164.05174697740156,169.24325896866767,164.5524413230316,176.81393423820217,172.72745539727032,180.44535856015477,184.7293561498729,177.66147937436756,173.41479259514583,163.2042659484729,165.1661077964178,162.59465025453247,155.78611886461482,163.21520972679332,160.9102743781289,159.78610937917904,168.43975450594655,174.05858707266503,182.82085358266093,201.32880880489944,212.49536524731678,209.50836529259107,205.64215107081534,197.36899969171006,198.62467065645626,195.50062990792406,193.82313964935497,187.44294623888206,179.10194409347827,165.97812799831684,167.9817522152116
2,1990-04-11 17:08:26+00:00,190.5160902808855,191.34092756977148,192.68249434683653,188.84678811852365,181.05100742160926,175.85342004595267,179.26255090823793,179.90391020632282,184.88382512153876,187.67431083533194,184.8811289430073,180.10571939491854,171.54601145678987,180.3569965730582,184.06541838747592,178.25331393959436,177.6541768524238,176.34486263790106,175.37115805254223,187.83741771410203,186.78261588457545,188.6110852057262,186.0547592479657,189.96000899682633,186.3713464845272,183.61101880008968,176.43961663900004,175.5479186315552,170.68743795232064,165.05747543258119,168.77610911542908,175.59921716398054,171.78557037191746,176.48658198925165,187.00090927028634,198.55746476318518,212.85923080508144,217.04390453470774,212.8053156359451,181.64271222284444,156.42156874735176,159.73919481608038,159.7051048420092,161.05456339330098,165.64769475572825,170.14912642457858,169.04236225794668,166.7917503670348,162.24949927189243,154.42708632028953,160.15072631458122,167.4143118403236,165.78062483405492,163.33414149632242,167.02328605851034,171.12915751112652,174.21253133853472,168.61333972216673,184.99245160360323,181.08396063076486,193.4342953463319,211.1634947553995,212.6758749648656,205.25485802332526,208.57559633808268,208.2030533114607,204.24591931756314,209.0720303284785,212.22332134535037,201.38453807210766,206.08441891125315,211.26575369630467
3,1990-05-13 17:08:31+00:00,204.21679882709952,192.1019405534393,199.22666828311773,194.69758238840345,184.0129538978924,181.3041534067128,181.5559335163057,186.06862959712257,184.64171646861251,187.2027854676749,186.21708268694104,177.2717267932668,179.17487534867783,184.20236039027884,190.35344024518173,186.68884593748697,183.36687285208671,178.285532737747,178.5410514525798,182.62083586140952,174.8703096469732,187.02417328173573,179.70228866423804,188.70286848602547,186.4797514289911,186.6604938705915,176.48212114236858,181.1117297164805,175.7985525284227,171.10365165683965,172.7484079323201,175.15212504356796,176.84933223167397,177.03767260753696,192.89989834368376,207.37494117359304,220.30150772282408,224.64453012798026,216.13406432232316,194.74641119584123,157.71140843010323,166.2657822466755,169.5012539500257,167.1243403864874,169.75882813179754,175.6321518476171,172.624589158548,171.02916140201077,166.966294161116,164.32161014051982,159.2830980221538,156.3923766954056,163.5742641367248,158.645288335975,162.67442073921785,161.41542588560904,172.32599582137772,170.65250675023455,182.18068545927525,187.9053903776894,193.68087727818323,195.25713862869884,210.56038137231118,200.20443020893373,202.01552314410375,204.33680625526986,208.98750657040125,210.9767582296387,211.7681269449814,209.673742668439,209.88537711679842,210.73825076290078
4,1992-09-07 17:10:28+00:00,188.53029035767628,174.62316591230314,177.0145274881887,164.6526876222473,157.59011059068072,147.13906069156138,160.11938989611716,157.5314827375538,162.13155272216864,159.67158811625876,166.6610670044462,170.40964856866145,162.7314373862559,164.29995169606764,169.95757193090338,168.4941478349122,168.54122456645908,171.55150225762898,169.2165773794623,165.60055041402194,167.75775567686887,166.70641413790534,165.79277533368287,171.36413255652877,175.86240734950397,176.2125942525258,172.59231380411626,171.51207028598722,166.35781626368345,164.99319614010435,171.98206252375002,182.5279130259488,187.3066978552377,187.47928463432638,193.19302431302432,197.96380146818183,207.76177464305079,209.2416113850652,191.69471638977345,159.98677623230535,130.49979431395718,129.62593240671745,132.19484504733867,132.90105944093298,136.45973799499424,140.28947990373686,144.96307485847674,143.96488734762596,147.74022327205367,151.20262973337674,153.77322243239777,157.34241727941628,162.5875510018103,163.33378428544972,161.63655969019578,163.02450658125974,167.06056119370655,170.7147037582829,179.85047465436395,187.96611308380955,191.0619721977808,196.49542597077337,204.34019328302844,194.54581783730168,191.94617733117633,188.11024119654158,192.08418873555954,190.4846547431133,200.4789590450816,202.25223049878778,208.61127051201143,205.29387703417808
5,1993-01-13 17:09:51+00:00,175.7051375444086,175.216337305842,182.1896075749346,176.41139206875602,176.52311223896228,173.4825369787531,166.41139539560487,166.81393314631936,169.4707327191688,174.03486306365107,168.6228555585008,171.5122766880771,165.84095979600806,169.07820144935312,177.24239331563817,173.208234329873,175.041220989497,169.83535659696466,165.59548883093356,167.53925399615068,161.85434287632606,170.3712920035919,170.76691268890627,176.37185721625687,185.86818403485006,177.82789285660846,175.81622642969188,172.40177717241988,171.40196811557578,168.0034884114039,171.7332675478465,171.12730938249203,173.52451729870924,173.678923191027,173.88754321843982,187.9269722074575,204.84441483013578,211.6150688544402,189.44152644035847,170.910155334949,141.22274460073643,135.12153583121707,132.3590388165216,139.55244957242073,137.93395425957158,144.7133578462997,156.59279690563847,150.8883496666801,153.26820641616519,153.74508258002217,160.79995587458131,158.3763227023321,155.50506932188054,165.24072141040304,164.4800030570324,166.28768190119592,173.83625725852946,174.22541260065591,180.2730083951469,187.14542283855874,198.95062372930474,202.6732484595701,208.0421933523491,209.1214301706606,200.25651040863548,210.12266880310736,215.77509520915166,217.25396034496657,214.68470574161054,214.26093031138544,219.4145100099197,224.07596512220286
6,1993-01-29 17:10:02+00:00,182.7474096767079,181.88648560365482,194.76758926456048,187.8114269344284,185.24875474059348,181.34402548532148,180.12277361687174,180.56260599354627,178.1112207375764,179.41767213644533,176.73371128207336,172.87488645703445,172.38375215866157,175.28725583308372,180.014578765164,177.74107541032646,174.97441948487563,171.55713472326107,163.73978260045874,164.10616853306848,174.25283099609587,176.81620798565194,177.01589619619844,186.6337968576933,189.2364447579386,190.9465578795157,182.1854630171606,177.22120051112867,172.7438407086684,176.07268261166442,169.04163528834246,172.21383795648853,165.31607215241533,168.2410783728431,180.3599136955477,192.58125856813584,210.385435010658,214.07466035145072,207.20114429826862,174.57218551829925,140.0404701944797,141.5782419807824,135.1776621697036,143.19058678235461,150.69688578819026,154.8170792449183,166.6025477407776,161.9890492759829,163.22774802118283,160.5063584971833,161.36345511301613,163.26881825635007,166.5673908190332,168.9664037326406,167.1255140256792,173.7865313158925,171.89201325295446,173.41579775740402,185.6178098122445,189.16780685001794,200.5419189427989,205.1463547433565,213.5017810975269,202.42573742376362,205.43896191555157,208.30916096704732,210.80690625964263,218.1645479080883,216.2546697723489,210.85238448994625,218.33519884501524,222.67613597892696
7,1993-03-02 17:10:19+00:00,185.6139107118753,188.63699698004544,194.28767249433992,192.86094774814586,177.3410895485087,181.01741726978787,180.53487385953392,179.37664167622023,178.59320189836492,181.172400621442,177.2689343241282,172.5760799186027,168.7983593441974,170.7559992031468,169.68808893324785,170.29631241989955,173.13941184523244,168.28621883532938,161.27214780297103,161.78638336415213,163.9459590064602,158.07436516474502,161.4910072740578,169.8691247736671,172.8700494445526,169.09658506159295,167.53893402337465,166.38453895490088,166.9203782454346,164.34714455120644,160.68393322544782,157.60160257652092,149.00587293536782,152.25974835745026,174.99817382714818,192.47500460047158,201.86769668837422,217.0724814694629,200.96723419227138,172.47265864650274,141.05321978305142,148.79243095295064,132.8817526333922,139.4397971626684,134.72363572033063,154.4386165299894,157.85583363596575,155.75758258852363,160.57097575504451,158.51098921128442,157.68074942751426,152.9205381949276,157.5452191615913,153.6175660217557,153.6027783331105,158.09019126730078,155.96938277824478,162.0668233634687,183.51060743520054,186.48740674216367,195.35876258358965,207.37222354390275,208.48575773474644,196.6959569895145,199.46930706323235,202.33698360914215,207.0774659894422,216.26323498565046,211.60088540324392,208.12742746379217,206.21062806012446,210.71094200141468
8,1993-03-18 17:10:26+00:00,187.29749268168067,187.14214265887256,196.53993773354125,195.6770166117175,179.7318878450848,173.1853355446292,180.65501349422485,176.0745790752118,182.65407637792612,179.2737160599002,184.11867346206384,178.36176680464234,176.90385967905513,171.65823860097774,171.5778322243564,174.77357519936072,174.82600296000115,173.8169856025757,175.58346358872384,170.26536814267234,167.7625540526301,170.38881354382775,171.25556742574824,171.92074500033885,175.9719681254948,168.9841154471592,162.01265419006987,167.27859653305373,166.55449276662736,157.46575152706984,161.18935534363723,155.4358455944883,147.14158090138469,146.76580541179115,172.14513944488016,189.56980888224874,203.19547802553404,213.07055479890136,204.02738919795257,171.5701294687331,142.77577288947074,137.28111795565152,141.00914586257164,139.00938920279134,141.47047903278914,152.19661146830194,159.6679616162721,155.85443493277444,159.61548531304257,157.98871836527874,154.2052966614947,155.8219890725968,156.97907851094334,152.62984935694817,153.65087308503976,150.5951950082146,156.15606736723208,159.6391001923112,174.7321575569468,181.33777544550452,192.25523312047557,203.7787393851591,205.7186622433089,196.58700407754932,201.02444180819754,198.67905418552112,205.59043922073982,203.4535295320801,206.79434196238958,203.77960682450603,203.39897196082464,204.01098814509845
9,1993-04-03 17:10:29+00:00,171.23224136333832,170.65853005561684,185.5675705605288,187.98822922887803,179.19908911198158,173.57315380903032,173.22053527213592,169.6213348798005,167.84648443554607,172.04027574954958,168.02570338157656,169.83583156794487,162.68398429829682,167.68733791275787,176.76432104740633,171.7719916663928,169.13816037061636,165.58702073166552,159.45383795250123,154.99104323101906,153.4208541237197,157.5127529825433,162.3987144561628,162.56127935894435,174.49704377486862,171.09479458851783,168.41025388578984,157.27912182775898,152.87289904857275,153.98107202319076,150.1245997430778,143.14775475583875,144.94020048749945,147.681470816624,167.14238283641907,196.1143569051871,204.72500511603207,211.93652573325417,195.60672057696064,168.08601901225404,134.7513805999594,132.7577661561093,126.22675211950026,139.84983672725141,135.4323177349227,156.32631343647552,155.88139884076884,153.16263597297382,151.50318192244353,150.63617876171534,143.07614515340245,137.54250308713173,143.27462177124394,149.07309736139769,147.7359523578151,155.87387303782614,157.8681471164595,166.9455994591592,168.86676203554066,175.94693368688132,191.6599477110488,187.02314645027352,202.0346541703137,196.48041916180551,195.891982768097,197.37563563726127,201.3242841954311,206.7463934599091,201.24950479789277,199.46306329761174,198.03872278401096,196.87643378790648
