,dates,chi0469-0000,chi0469-0001,chi0469-0002,chi0469-0003,chi0469-0004,chi0469-0005,chi0469-0006,chi0469-0007,chi0469-0008,chi0469-0009,chi0469-0010,chi0469-0011,chi0469-0012,chi0469-0013,chi0469-0014,chi0469-0015,chi0469-0016,chi0469-0017,chi0469-0018,chi0469-0019,chi0469-0020,chi0469-0021,chi0469-0022,chi0469-0023,chi0469-0024,chi0469-0025,chi0469-0026,chi0469-0027,chi0469-0028,chi0469-0029,chi0469-0030,chi0469-0031,chi0469-0032,chi0469-0033,chi0469-0034,chi0469-0035,chi0469-0036,chi0469-0037,chi0469-0038,chi0469-0039,chi0469-0040,chi0469-0041,chi0469-0042,chi0469-0043,chi0469-0044,chi0469-0045,chi0469-0046,chi0469-0047,chi0469-0048,chi0469-0049,chi0469-0050,chi0469-0051,chi0469-0052,chi0469-0053,chi0469-0054,chi0469-0055,chi0469-0056,chi0469-0057,chi0469-0058,chi0469-0059,chi0469-0060,chi0469-0061,chi0469-0062,chi0469-0063,chi0469-0064,chi0469-0065,chi0469-0066,chi0469-0067,chi0469-0068,chi0469-0069,chi0469-0070,chi0469-0071,chi0469-0072,chi0469-0073,chi0469-0074,chi0469-0075,chi0469-0076,chi0469-0077,chi0469-0078,chi0469-0079,chi0469-0080,chi0469-0081,chi0469-0082,chi0469-0083,chi0469-0084,chi0469-0085,chi0469-0086,chi0469-0087,chi0469-0088,chi0469-0089,chi0469-0090,chi0469-0091,chi0469-0092,chi0469-0093,chi0469-0094,chi0469-0095,chi0469-0096,chi0469-0097,chi0469-0098,chi0469-0099,chi0469-0100,chi0469-0101,chi0469-0102,chi0469-0103,chi0469-0104,chi0469-0105,chi0469-0106,chi0469-0107,chi0469-0108,chi0469-0109,chi0469-0110,chi0469-0111,chi0469-0112,chi0469-0113,chi0469-0114,chi0469-0115,chi0469-0116,chi0469-0117,chi0469-0118,chi0469-0119,chi0469-0120,chi0469-0121,chi0469-0122,chi0469-0123,chi0469-0124,chi0469-0125,chi0469-0126,chi0469-0127,chi0469-0128,chi0469-0129,chi0469-0130,chi0469-0131,chi0469-0132
0,1986-08-15 14:03:05+00:00,,,,,,,,,,,,,30.892072650297735,64.60466024215403,73.96825165385985,82.60612254182519,85.35017366310416,93.5140970084821,100.62316587299783,105.14518961214131,118.131366855223,128.4890047138886,130.18261087210368,126.23534886214654,103.46455595573757,99.35981549457134,112.24498535770707,124.29172280920308,129.90787285647863,,129.03666660830686,131.4214002787922,132.47239724455548,117.57840033566723,123.11926784935463,140.40098480193342,141.21829586211376,150.8607900180242,151.55735397492433,143.4915929966253,142.36361987396285,137.2834808659427,142.55781419670527,149.13959184019765,147.6998980462906,145.3086597324416,157.17781825225788,,146.13038734706933,136.05665396594537,131.58810672741959,100.54944808242713,150.23915536789085,166.33087336010578,168.31484893950827,170.28015215767377,176.29967758641322,179.27106714490878,184.22827157460085,197.2901961442463,207.91564956968895,196.2099276944786,200.7947339685014,192.0729769017834,205.15877950147947,224.55640995397678,215.16422823861282,211.72037985164792,212.81889855818613,203.00487365521374,208.59708520206453,199.06559230605103,193.81398936031786,203.85125026246493,205.74212509595824,215.58652065865292,217.79187709241052,216.81802258953263,218.44682113786544,212.20095972735504,223.36323929269236,224.2607422676896,225.43128792484663,215.65501587363644,216.49538311425957,201.1320492084906,206.54929195338303,211.84059057034273,208.14087206046605,222.95803444405226,234.96141641901144,232.19390602240915,217.51922586442603,224.89868458027817,222.41605095018244,200.98770466032877,201.85220172693138,198.12758838420015,211.40661919283684,208.55318070284738,207.9790342451687,205.3656105146567,200.35694705343087,210.87869065640962,219.96371331957042,235.97745703277656,235.96353702012246,243.35302523191652,237.2739529790033,248.8396234370908,249.12241571148394,231.75228964938879,224.33467847167086,217.60384233435525,231.43456044742476,254.48920098789057,228.82486937515003,181.7469089051157,188.44058993250786,195.31283738978763,168.61934346480055,197.69801632795736,201.61731627538072,204.71543584816354,212.37587997472914,215.99966924457195,218.03293898272437,223.36668383428744,225.59222795096798,229.21407016385132,230.22774008894422,229.96288026368356,213.85386622972462
1,1986-08-24 13:56:34+00:00,,,116.56385897716427,9.68645582811391,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,1986-09-25 13:55:30+00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,1986-10-18 14:00:56+00:00,,,,,,,,,,,,25.426984078540894,46.701814740625565,56.28992221537866,66.4969979733781,79.40470987594452,100.29779834759975,100.33563300977222,106.9661489522306,107.57261538793563,105.6214390373299,119.27437094394686,117.21935176755116,110.93717336638801,106.17068108126287,108.5567532608083,126.95631102162949,124.02950538397783,100.27385387729508,89.1176372552216,112.50391107955488,139.35392655669372,139.22477646801684,140.48683058781268,141.4138272244376,135.56339005194084,118.4517522961032,128.7569047804747,134.8993665533245,155.86215483329931,150.65277112502238,139.0623040374191,146.25110297703262,140.01242642760587,155.58044412834852,152.08385229615857,133.34196336291126,125.23269451215609,145.8428045108231,156.79376872591857,149.64313697193737,142.43396978928675,156.61468407194903,157.54759193820556,167.95470737989186,178.1608595793319,180.05593808736697,178.07599498985812,178.04554768763842,188.74690943423323,197.55551679806882,188.55202017078742,177.00681495737692,175.27071838973325,199.16478334605088,208.3373615748678,209.8849604678143,207.62492431183526,203.24753772115687,205.20972756734025,218.95914619804336,212.27062857155425,194.5997456643456,185.83485629092436,197.0507669072538,212.8192332761051,215.24199991457144,220.04812807909434,216.7037605978018,211.03959404935856,210.1104637763909,204.8221210841456,210.31803172186088,219.2104000523242,207.06037724120839,198.70540755928337,201.19752091871473,212.11665596066845,210.72890214555957,210.26053567273914,212.35114294080182,213.2264666461726,212.567969236029,217.306874745858,226.9977016003323,208.10307193711887,187.27037565644818,178.0640138597208,201.25711062322455,199.80603056818086,201.84167703192225,219.33347124861717,204.88500378857572,216.02624118540115,217.96884982693163,227.5956875733056,232.20191534477888,230.37640599466457,239.34326828883047,236.37691064359223,240.84127392358016,240.63550216511652,228.1006258162767,228.628249008738,230.13474369030348,231.62259856486276,226.91255687983914,221.14189156817199,213.26012517706158,200.92445135009655,174.99083551545823,195.91131337376603,212.47966904293153,218.77984808981242,220.1283430772079,218.48630737902388,213.33902581258207,207.24075320804903,209.79254126134845,229.2790341860309,233.29962814839277,236.50252258271888,218.3233749333645
4,1986-11-12 13:53:50+00:00,,,,,,,,,,,,16.210028086403497,38.86365095090183,69.89455156693006,99.4098851944982,102.10178656316039,109.40892548512572,109.95160317356819,106.26600913271692,106.59267379153154,114.21605896564385,115.1521788294055,115.16080671954494,117.7987621072391,116.20514757449003,122.08088466095128,122.85268444262756,116.59917588016363,112.75409138631252,107.31350780235513,134.25550564822026,146.84150193719998,139.28798462891254,135.45924738941162,135.64350770060688,141.0612144253639,140.3630755323754,132.6751908701335,136.21542980628877,144.3678090351366,149.9454414726623,141.8317628718635,141.0062875369878,137.6189781762793,143.9854161434543,141.60452543772698,146.9180217327974,152.84778658131557,155.77677166695122,164.69432897197686,163.54362633044758,157.24405536838944,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,1986-12-21 14:00:25+00:00,,,,,,,,,,,,,38.340712842330824,97.05221293136421,114.58213288983785,98.2931785354607,93.0905931857746,112.9395631657905,139.4770755612059,100.30679338713088,89.62747351421336,106.37701134707731,122.4580858337755,96.32568608278487,96.38766649431886,116.72562723955306,113.31251665408536,110.00921873711846,116.42037813730082,117.41465926182744,122.40560440527244,131.62623978838636,128.37815561873308,139.66482937398095,139.72425713056458,131.06065087760194,134.46705078896437,128.63049755452954,126.5642413249995,126.99560251343678,125.93501080733185,139.60311773805535,150.45337827607528,144.18662781549463,144.87888044951998,150.50347997463453,143.1281909565003,139.36118425529452,131.02410426951164,148.43254610395942,139.035891636843,141.91002996106144,146.18369069978993,158.8743307902127,160.2594778540363,180.43528082693308,195.314672810525,186.91010497708103,181.68006968890884,183.69998366852874,183.92953595399436,184.17379814043264,187.50815030447603,178.00595803729547,183.274379257249,194.3918122606421,211.84778525226898,216.21031320029445,213.6745250238325,202.508634514132,194.57529953129963,186.5074709412849,196.92119876270738,217.91762983861474,214.1064781464848,215.70294649154687,212.21441617641682,206.88577984391182,219.41213302968822,224.8486438578875,216.6486975884909,213.9533626191609,209.7607070146798,214.3827057838812,213.36691436860832,212.95744956906583,210.74674903197854,214.09049746478507,216.7935019996509,210.29097983043766,204.7618297633621,203.28077577067376,216.6841290136382,228.71984389915235,212.94555884916008,210.00186613677374,219.66150553214365,216.8842064964766,220.52753350245155,198.94402530366852,197.33382246036888,215.17318184517194,218.8727197008245,224.42779553645926,222.81968441501203,218.3277477424371,216.35619457334073,224.27699821156278,239.71881463991693,244.37215222095398,251.87095995553307,237.11909940338745,234.84962281086553,225.7524742538626,220.34730921256084,210.172006378449,208.4960854265411,209.29759834426181,210.12474889248892,200.33636354833783,198.20954126964918,205.79100881169018,211.6113627744092,214.03852513797509,226.43917100124148,221.35163660293577,212.75750952718303,213.73038351206145,217.62859133576626,227.74773322239076,241.32035505085122,240.18424819971824,224.85913127163013
6,1986-12-30 13:54:30+00:00,,,,,,,,,,,,,50.87132871808446,104.24049734354702,134.29491362354483,125.98805372304462,113.73486936506781,134.4920764453859,159.25570796504914,128.12994216228884,104.06230192760052,121.1932195699645,145.69543599001008,101.79450498019244,96.56314933120046,119.20735460726279,128.448257649602,117.53693578268305,131.62233089271788,135.39718745584085,135.52160200720027,133.54360196439725,139.81726779240816,148.58951541044246,155.57075036900756,151.19536665376265,140.4952312967138,140.5560582537563,133.41300054851618,137.29186228267474,134.78005988182818,151.41702550038895,168.89023219302888,158.1495547662474,162.06150167043046,160.47411807089986,168.63270348420122,156.88883357591374,147.18318116543378,152.17651293893266,152.65994802749626,142.28314082102617,149.519934479221,169.16255327849743,189.93498980519175,189.59608619940843,196.92137937542066,203.80154347309124,197.7274486785589,194.39156305019333,196.95071140610776,191.27452603299454,191.99215983351323,189.17748429702468,196.42950886345292,215.0802487574679,230.0468405988072,234.36984138300974,222.47997949124235,215.47139133804822,209.6060134746915,202.48853427372953,211.43501360005303,212.97870844620596,215.9952678739589,214.7020636065408,216.6610030959844,233.1895407179204,230.34546861010216,236.53294974352997,222.98188803257247,223.64444229565672,224.89372224801875,223.02450329397874,219.58091744270047,212.60488512528372,212.69574101283857,214.75091917246968,216.86931876943459,220.82374463035453,219.53389339804642,219.66066347478082,222.20486405045995,238.7137889539637,233.7356466368639,216.57277273511954,218.28855909469755,213.9848596633369,212.15493472556457,205.83913089161308,205.81443193131483,225.00475957876998,223.27046718696815,232.6318148073229,230.73998365628762,227.2036105975533,230.45761841931457,232.10901439779238,235.6654685520188,239.28550220803575,249.9950604157923,244.23433014905086,241.06257867756233,234.88406158424513,233.14162566889314,221.54228627946608,220.10270521474067,209.84898464238142,225.25814754314524,216.10616676766037,204.13378954667422,200.47698331986413,214.9579560270847,222.32038835583097,227.00150153843785,220.0897882723857,219.90580791283406,229.3919573198685,222.40350739162122,234.66967792809632,250.69494453548242,247.00765683456808,226.1512266972153
7,1987-01-06 14:00:54+00:00,,,,,,,,,,,,-3.576203906656181,56.95455612198025,101.42632770730323,119.69758597969307,102.16602160585983,94.20246396879769,108.90051159616687,128.50484369468197,114.17655356651231,90.31376631288812,97.54895899253735,114.14281938359626,95.59169447891877,89.53500477383166,111.13319433782684,125.23447468274672,116.65811170047805,121.82262658692208,118.50367950571389,118.08670542800631,116.03503702543755,115.91925259144027,115.85340251003758,137.36998349884385,135.13642389515346,137.29680707747136,132.82475366903753,126.59935234865851,126.62310156049703,123.8197716767934,134.08218704435615,149.25491099835958,146.59523710534958,139.61399381349392,136.071500970006,145.88738753413398,138.07144079584668,132.74039623312882,142.52942101603287,137.03167111134846,123.83827312263936,131.77060718587322,146.55840988811875,162.62549620851337,185.9364242640118,190.18742573702812,190.92080444756706,186.1385589595067,178.88641765449353,181.4760266603985,175.09131964749793,181.23907856760403,181.41459415051696,194.10605216624236,186.99183296184515,195.03971530070726,207.41354347410595,214.47368575219176,202.6082170294237,197.98674918612582,189.7710641853575,194.2144105694766,192.1991172547467,196.50367131055702,204.93374235325422,213.94356090744623,215.57741127892797,208.73731902899317,202.63278269988794,219.56484360423528,213.44596373930435,208.98778127679208,209.3150799266945,204.26171802124247,199.48301760148524,206.1460036274126,211.91997318988257,207.06277349489955,203.10206864436552,203.8229998983312,199.87663460057,208.48172797440824,213.18838267093906,221.84733897338072,209.3420035183812,200.2363015143939,208.21403134775784,209.72812456133377,202.30912071510522,218.82195774977725,221.55984916571518,212.63946179480328,220.10456213180117,217.1350651707316,209.29398919587658,205.64640298795553,225.81723965654,227.51463721804674,240.51053459696246,244.19667461397944,236.56932479998855,231.10807167769403,222.66699221585634,213.42537733433838,212.60905796561084,210.1726253351993,199.44627811412005,210.64897670431353,219.19868765312083,201.1072064671225,193.4972263715391,201.63944426120938,219.45050123583397,228.09868220705343,215.47845495464395,209.17880520372813,217.77092276822145,219.94272482477814,228.20651471533796,229.83258831671435,234.18493356375268,222.91970883758532
8,1987-01-15 13:54:59+00:00,,,161.7467478532361,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,117.31813628986762,,,,,,,,,164.36793382337953,,,,,,,,,,175.59204383671062,185.1459060700995,189.858248981896,,,,,,,,182.17530922469598,,,,,,,,179.9169055772778,173.36364465041225,,,178.49278547287423,,179.6848511933674,187.21501641022837,,,,197.40278554254985,182.3674607162945,,,,,192.25223424792705,,,,,,206.162490716718,228.35304113019308,225.52200020174615,226.77970852401097,,,,205.66135290853703,199.36933642926988,193.7927402065914,178.77934483759736,180.71837803389874,191.29767707817297,,187.9059099523969,195.82651005665238,209.24296787670502,211.92108283782616,208.69378424907413,196.9399827124827,201.00012770380047,202.3605734774233,213.01805586697046,218.69395777861104,229.12557436694988,210.89531382494016
9,1987-01-22 14:01:21+00:00,,,,,,,,,,,,,75.87786276083001,100.65402860647876,108.51763631241394,102.39916500066516,93.11075956837865,102.71558024698795,118.91000862677429,131.3215344498986,93.58040542172637,94.02456890769759,107.84315324827031,93.41873459763102,100.65537773883,111.95071182341655,120.24626573841829,117.66633586135282,121.16034217771856,123.31817436981594,124.32777276835412,125.1015006050803,131.30030494146897,129.62931974397856,108.27676000657533,118.73121718350421,141.07519969319168,144.0460867395528,122.3175723821318,119.83912735225445,138.3582967152542,146.3205047261625,137.75334259892105,145.90325043474198,145.33387081110152,142.91118541036025,143.184699570992,150.35743715737433,140.78820655522665,138.90151334644233,128.4284501983584,137.30469711624826,144.70395886340037,157.51593805139308,163.96429570117056,184.19764635914407,191.45681640034294,189.2844579843249,187.3644278532959,185.24503772885632,179.8086539573576,188.73526263330632,183.93350944438944,179.9698887449171,190.49500459678768,199.22638007705527,216.24622233378204,212.96036637474506,219.1909554016304,209.13908371414433,196.82053176027532,192.44072043300787,202.5911336755966,212.9127117300514,208.41153525870266,207.39725790442736,210.03491092307348,214.11770589266422,219.7191211341799,218.26200835128458,222.9422121889115,222.61557469059065,213.92018441440115,211.26117699040245,202.75218878194394,212.37157521357597,204.70445405096353,203.73583142205632,207.93629370319033,214.2645385711014,206.50057460413154,210.58002553829579,208.43508422428403,204.90886538836583,210.17105688151418,217.58681551956,210.9135771957947,214.04356600591336,214.52348409745906,212.57510466279757,213.65794720445564,220.70441730943458,208.77486534444944,219.8078396531086,228.28739094437893,222.58059429631703,214.14665809533497,217.60105529932702,239.89441388308865,250.46072472473156,251.73678413740106,242.2591542611496,241.95488557895408,231.18454156440936,227.08970466920272,216.69189883564002,211.12556249244278,197.8884215863602,209.32761681267894,211.66834453139376,200.9814669711327,205.54947830802251,210.92612502932423,218.12982795839147,232.72727581934112,225.3111828878838,218.02137415823609,216.50588383851434,226.5306833971489,225.4278309451745,239.11516691924888,241.74416362575744,221.5313581731594
