,dates,usa_CA_0160-0000,usa_CA_0160-0001,usa_CA_0160-0002
0,1984-05-02 18:13:39+00:00,214.14324400499663,212.03659371936746,186.3810243662164
1,1984-05-11 18:07:47+00:00,217.431689767511,212.9434592136261,190.22040066594448
2,1984-05-18 18:14:11+00:00,217.8906139963778,224.98020981647028,195.3940525790199
3,1984-05-27 18:08:14+00:00,205.2754758678992,203.5258194134858,179.63621143757837
4,1984-06-12 18:08:33+00:00,204.89441249925713,199.5071410770955,181.5292351523891
5,1984-06-28 18:08:46+00:00,196.68085353066078,198.79711847867355,190.83338587425084
6,1984-07-14 18:08:58+00:00,208.11135592014472,218.36721809258805,217.88269955535267
7,1984-08-06 18:15:57+00:00,218.67863903997275,219.154723188154,204.0016640622441
8,1984-09-16 18:10:24+00:00,225.22718522871304,221.18650887620106,207.45196387043552
9,1984-10-02 18:10:24+00:00,222.09775292886266,228.7857586715486,216.20177022423343
10,1984-10-18 18:10:21+00:00,206.06216123939367,212.9499909241692,196.14056995541318
11,1984-11-19 18:10:10+00:00,167.3687999181062,189.70842395189788,185.6625828624817
12,1985-01-22 18:10:40+00:00,191.87474293268411,209.03334466203168,200.1950100757713
13,1985-04-03 18:16:50+00:00,205.2203157949322,211.95682275505288,198.5146157740786
14,1985-05-21 18:16:35+00:00,205.89616430041963,224.8788358469612,215.28171739553588
15,1985-08-02 18:10:04+00:00,207.7071735095362,207.31682494980654,203.90398908914185
16,1985-08-09 18:16:11+00:00,216.95440880279293,226.9741604913522,230.25047615812133
17,1985-08-18 18:09:54+00:00,204.66279596540298,223.29173976654315,219.13175400490084
18,1985-08-25 18:16:00+00:00,223.51579244905963,229.27150436129168,226.49466517629324
19,1985-10-05 18:09:21+00:00,201.91669662620825,225.68132725545067,217.67195488466177
20,1985-10-12 18:15:27+00:00,203.85864530250186,222.35292485491422,207.82277567553615
21,1985-10-21 18:09:10+00:00,198.6406094549385,225.02192630151765,216.61677888710506
22,1985-12-08 18:08:22+00:00,155.53769065451934,180.24794179985523,186.71717872043584
23,1986-01-09 18:07:47+00:00,182.2181495976514,199.9801841433203,199.52548920592972
24,1986-01-25 18:07:27+00:00,178.67716776218955,190.45057570044852,188.35825598829786
25,1986-02-01 18:13:28+00:00,170.5920939069824,178.73389625217507,176.75359770822013
26,1986-02-26 18:06:42+00:00,187.0537223439623,186.3164859636998,184.8835983614503
27,1986-03-14 18:06:23+00:00,208.3008406004566,208.33113827296114,184.2437302570732
28,1986-03-21 18:12:25+00:00,213.04214889211698,219.71798999749595,200.04806503800853
29,1986-03-30 18:06:03+00:00,214.93935955533664,215.1336769771868,192.76174375452945
30,1986-05-01 18:05:19+00:00,210.2545639842478,212.91757665744186,201.85690790344213
31,1986-05-08 18:11:19+00:00,206.5741833841458,214.96588210922147,203.10434255816406
32,1986-05-17 18:04:53+00:00,219.01439577824243,221.80649123645534,210.6899708691135
33,1986-06-09 18:10:23+00:00,201.37104361820258,212.42674565839744,196.71481093172417
34,1986-06-18 18:03:56+00:00,201.46145821744128,206.48664295577566,197.8565578141895
35,1986-07-04 18:03:24+00:00,201.26560691119107,212.06452612215318,193.97030446043388
36,1986-07-20 18:02:51+00:00,210.95904891719874,217.65212302261153,208.7219026981557
37,1986-08-28 18:07:36+00:00,205.9396903641372,214.57939766456988,208.80756468918165
38,1986-09-13 18:07:04+00:00,228.20295426157708,226.0784903241893,227.14236689342084
39,1986-09-22 18:00:36+00:00,234.52360836418538,234.77176936667618,228.9818933473257
40,1986-09-29 18:06:34+00:00,229.05945027854995,236.71163943611182,235.29778959784207
41,1986-10-24 17:59:33+00:00,191.36266080779185,204.87856163454248,202.88899888584496
42,1986-11-09 17:58:58+00:00,213.10670519747734,227.9767037812222,217.90041809229126
43,1986-11-16 18:04:52+00:00,201.01630987068316,221.5094211590331,219.14835463133693
44,1986-11-25 17:58:31+00:00,,207.4122627619896,192.0302368585376
45,1986-12-27 17:59:28+00:00,166.87806456291636,193.96619696785834,189.89318138597577
46,1987-01-19 18:06:18+00:00,199.86821027625024,218.95955142803413,199.4229718989383
