dates,sar2239-0000,sar2239-0001,sar2239-0002,sar2239-0003,sar2239-0004,sar2239-0005,sar2239-0006,sar2239-0007,satname
1984-06-07 09:34:18+00:00,173.61,154.72,170.21,180.18,180.3,163.12,197.53,190.17,L5
1984-06-14 09:40:12+00:00,178.4,172.78,192.37,184.52,171.06,161.57,193.75,185.28,L5
1984-06-30 09:40:25+00:00,190.43,177.7,185.72,178.31,166.86,155.19,190.0,177.02,L5
1984-09-11 09:36:14+00:00,189.88,179.99,193.35,192.37,167.58,159.74,186.3,171.36,L5
1984-10-04 09:42:01+00:00,198.59,189.73,205.48,,,,,186.42,L5
1984-10-13 09:36:13+00:00,183.67,173.02,191.28,187.14,168.32,156.22,191.04,175.16,L5
1984-10-29 09:36:08+00:00,181.44,170.8,188.05,187.75,179.72,159.71,192.88,182.42,L5
1984-12-07 09:41:55+00:00,190.79,195.86,199.33,,,158.22,192.55,181.94,L5
1985-01-17 09:36:29+00:00,184.62,187.14,195.18,187.73,179.38,157.95,190.45,179.54,L5
1985-04-30 09:42:06+00:00,172.99,171.62,191.81,182.72,170.94,159.68,181.06,170.05,L5
1985-05-25 09:36:15+00:00,182.15,173.99,184.43,179.93,167.18,159.58,188.8,175.07,L5
1985-06-17 09:42:00+00:00,172.72,169.5,180.35,174.46,163.3,151.48,179.42,161.27,L5
1985-08-04 09:41:41+00:00,175.87,170.8,180.75,184.33,163.32,150.55,183.1,161.87,L5
1985-08-13 09:35:48+00:00,190.22,172.07,189.76,184.05,168.88,162.49,191.41,175.15,L5
1985-08-20 09:41:31+00:00,179.77,171.42,191.23,193.53,168.88,159.73,182.64,175.83,L5
1985-08-29 09:35:38+00:00,,,,,,,,144.59,L5
1985-09-05 09:41:19+00:00,188.28,170.16,186.93,180.85,164.51,156.65,194.62,175.13,L5
1985-09-14 09:35:25+00:00,180.26,173.09,188.23,191.12,171.2,163.34,185.53,175.07,L5
1985-09-21 09:41:07+00:00,182.3,171.47,190.42,192.49,170.31,158.52,191.58,178.9,L5
1985-12-03 09:34:19+00:00,201.03,183.12,190.01,186.39,165.14,,188.88,175.1,L5
