,dates,aus0262-0000,aus0262-0001,aus0262-0002,aus0262-0003,aus0262-0004,aus0262-0005,aus0262-0006,aus0262-0007,aus0262-0008,aus0262-0009,aus0262-0010,aus0262-0011
0,1987-05-22 23:08:08+00:00,170.63216636582231,180.06501467731613,185.54991790740303,173.1424989025477,165.98468289392702,168.4016403798862,174.89431742785246,194.6270473775507,194.3047520773346,206.04548204776194,209.84342696400742,176.9494436549069
1,1987-09-02 23:16:50+00:00,154.936892610577,171.33425135630546,180.12618326054553,179.9184113896926,181.3212793016239,182.60777448321775,184.25845186895378,188.71043181534498,176.12309876140114,198.10595765860995,198.73311730792935,178.45462888836406
2,1987-09-18 23:17:14+00:00,178.09181953972342,192.87920825325523,198.06153874033296,193.77322202749764,199.17602753333387,202.57154173816102,199.4124623791928,198.09813954223912,192.2593491416892,200.48279776049867,196.83943962709657,180.63889459612204
3,1987-10-04 23:17:34+00:00,179.54567697912825,196.94039968887895,199.17522266606554,184.92620454761663,189.08852036300706,190.34302676844524,188.01133890381206,192.59840305954455,185.7874475616287,196.07488280416024,194.63226480609117,178.8728611124073
4,1987-10-29 23:11:49+00:00,197.0360748479803,207.44768030551666,212.05644272657392,199.05541252523815,188.71376087940968,198.98942404419125,199.94714241489694,201.63075246913905,207.57900772667588,,,
5,1987-11-14 23:12:35+00:00,200.49737792069308,211.76286845785398,208.58223173276198,197.68225316135516,186.09104255167912,192.4791487483668,196.25458158614956,199.86853234210923,201.74314183463665,202.04515977644542,194.95023768044592,168.91702782496958
6,1987-11-21 23:18:29+00:00,191.7504417691993,207.83120305057534,202.9624136115474,198.75808791148302,191.97399924898747,194.7241643833203,214.01678193840115,206.2238094604675,202.7029950048746,205.47072516452792,206.35368475721162,187.18717965971987
7,1988-01-08 23:19:14+00:00,212.05992350194146,212.35779840512936,219.0418763129211,204.2930994808155,205.02278659443215,195.8236614073594,207.37230361916093,210.08682899363944,211.37401516228022,207.56412387188473,208.77814495801223,173.93236132831277
8,1988-01-24 23:19:32+00:00,202.22744426023976,213.20387951014948,211.58135074721108,204.11607984565143,182.67680121432343,193.39168664046016,204.3648641052312,208.6721333286704,214.98823661982283,205.3239088694034,215.87830687874617,181.9976294180467
9,1988-02-25 23:20:02+00:00,193.5112860931594,201.8530257939748,198.4548459514984,194.9749792254732,192.05775027849475,186.736480353284,199.1618460273504,210.9874489764466,206.31654593275545,205.07723138190627,200.03747424420072,174.49639911347072
10,1988-03-12 23:20:12+00:00,178.37305164170132,191.9406492659042,193.69761178638214,187.63432799082105,194.27884870495436,182.26931447011802,187.7634446704181,200.5773429848401,194.0536999415009,190.0737620487318,186.6441191045934,153.5708105229558
11,1988-03-21 23:14:29+00:00,194.92220910631536,213.37593905691028,206.07249551572366,202.2892101271061,199.26486653276635,200.50839369235192,202.3792594495871,217.427890444774,210.97135526692475,203.86329423620109,200.85479296336763,167.27953307048472
12,1988-03-28 23:20:19+00:00,194.3505094421205,207.92249716072584,213.38933599018682,197.44963234121698,193.89670249875093,192.4482096818015,192.8696307914153,205.28729281750222,200.04251747495542,196.18505010938247,189.15615946630538,156.73643491500178
13,1988-04-13 23:20:23+00:00,195.48766291230154,192.95565872328763,195.79646831258117,188.14731106303043,186.01834686261623,194.12038061633655,191.68468286887153,195.690214534776,196.59695186009125,197.02280281925746,189.85655176689912,166.2606085473589
14,1988-04-22 23:14:40+00:00,192.7259000545054,200.39372223136206,207.13638390385432,201.45960174047525,206.70699985873466,209.0185124457817,197.2840642030195,204.3313420463376,193.06192423806715,196.3265144240144,185.8746171377276,162.3880084070268
15,1988-06-09 23:14:39+00:00,173.72141698249533,198.5004657055725,199.859094801163,198.1692283973971,197.31281068475442,194.36887637784932,198.857096271367,194.5659582491424,193.56692242627048,191.12599112412522,190.43774447495403,153.53125060510757
16,1988-06-16 23:20:53+00:00,155.20921934509252,175.65422861183123,182.78022020215815,172.00276036538145,172.38403096568447,178.99863247876874,183.13417181030172,179.7755843500662,182.5049286264582,178.08989972871484,172.77883129476615,139.91782161630803
