dates,nzd0534-0000,nzd0534-0001,nzd0534-0002,nzd0534-0003,nzd0534-0004,nzd0534-0005,nzd0534-0006,nzd0534-0007,satname
1999-07-16 22:13:35+00:00,321.90,304.57,,335.46,348.25,328.12,310.16,348.48,L7
1999-11-21 22:13:35+00:00,347.90,325.71,327.24,342.89,350.32,350.41,348.55,339.40,L7
1999-11-28 22:19:44+00:00,323.75,308.71,306.90,338.12,340.19,334.50,,,L7
1999-12-07 22:13:41+00:00,324.20,307.85,305.97,324.71,331.24,328.20,328.49,319.87,L7
1999-12-30 22:19:45+00:00,333.78,317.86,321.43,338.07,340.81,337.24,337.18,327.45,L7
2000-01-24 22:13:35+00:00,326.22,311.47,311.91,338.97,341.69,338.58,335.90,325.23,L7
2000-04-13 22:13:06+00:00,315.52,300.78,299.92,323.34,326.49,321.58,326.89,320.18,L7
2000-04-20 22:19:15+00:00,331.91,312.01,312.53,336.76,342.00,336.81,333.31,324.53,L7
2000-04-29 22:13:05+00:00,316.52,302.89,307.24,325.13,323.48,323.17,333.17,320.74,L7
2000-05-22 22:18:57+00:00,300.11,287.75,292.20,320.22,311.87,312.96,308.22,299.58,L7
2000-05-31 22:12:42+00:00,291.71,288.38,287.18,320.36,324.75,325.20,332.40,311.89,L7
2000-06-07 22:18:48+00:00,322.58,,299.49,318.31,336.11,328.86,324.37,315.80,L7
2000-09-20 22:11:14+00:00,317.39,300.90,300.06,319.26,322.89,322.16,325.23,321.77,L7
2000-09-27 22:17:24+00:00,332.59,311.51,308.29,323.10,326.36,326.06,330.44,325.42,L7
2000-10-06 22:11:11+00:00,322.43,301.02,303.44,317.83,321.65,322.59,324.87,315.71,L7
2000-10-29 22:17:19+00:00,324.89,316.65,310.17,326.22,328.98,325.87,326.57,320.50,L7
2001-01-01 22:17:21+00:00,332.86,320.03,312.76,329.42,329.74,328.65,325.20,319.46,L7
2001-01-10 22:11:15+00:00,316.76,317.50,308.54,322.81,317.25,316.58,315.57,304.78,L7
2001-02-11 22:11:12+00:00,326.46,322.66,324.49,332.73,330.58,324.11,321.62,314.87,L7
2001-03-22 22:17:09+00:00,332.84,324.72,320.52,327.90,330.51,323.72,327.36,318.91,L7
2001-04-07 22:17:01+00:00,335.17,323.37,317.49,323.91,327.88,319.57,320.66,315.94,L7
2001-04-16 22:10:54+00:00,326.49,317.69,318.49,331.00,330.54,326.35,321.47,314.80,L7
2001-07-05 22:10:09+00:00,303.27,,314.25,328.89,323.77,314.90,313.36,,L7
2001-08-13 22:15:49+00:00,326.66,312.75,304.93,322.51,322.75,320.40,325.34,315.95,L7
2001-11-01 22:15:17+00:00,325.68,309.30,300.83,322.43,324.12,318.68,318.06,315.34,L7
2001-11-26 22:09:21+00:00,331.26,316.56,322.86,336.94,339.93,337.06,337.62,330.81,L7
2001-12-19 22:15:37+00:00,335.53,314.95,320.81,340.64,341.77,337.23,335.06,323.45,L7
2002-02-14 22:09:41+00:00,330.79,308.09,306.37,330.94,339.49,339.32,333.10,328.89,L7
2002-05-21 22:09:29+00:00,339.31,305.29,304.42,319.20,321.25,317.12,315.10,311.89,L7
2002-07-31 22:15:11+00:00,320.63,314.16,310.95,327.98,332.15,325.22,320.54,321.45,L7
2002-08-09 22:08:57+00:00,,,,283.91,306.01,,,,L7
