dates,nzd0534-0000,nzd0534-0001,nzd0534-0002,nzd0534-0003,nzd0534-0004,nzd0534-0005,nzd0534-0006,nzd0534-0007,satname
1999-07-16 22:13:35+00:00,321.90,304.57,,335.46,348.25,328.12,310.16,348.48,L7
1999-11-21 22:13:35+00:00,334.90,315.14,327.24,339.17,349.28,339.26,329.36,343.94,L7
1999-11-28 22:19:44+00:00,331.18,313.00,317.07,338.82,346.25,337.68,329.36,343.94,L7
1999-12-07 22:13:41+00:00,329.44,311.71,313.37,335.29,342.50,335.31,329.07,335.92,L7
1999-12-30 22:19:45+00:00,330.31,312.94,315.38,335.85,342.16,335.69,331.10,333.80,L7
2000-01-24 22:13:35+00:00,331.17,314.32,314.69,336.55,340.85,337.79,337.53,327.99,L7
2000-04-13 22:13:06+00:00,328.56,312.06,312.23,334.35,338.46,335.08,335.40,326.43,L7
2000-04-20 22:19:15+00:00,329.04,312.06,312.27,334.69,338.96,335.33,335.05,326.11,L7
2000-04-29 22:13:05+00:00,327.48,310.91,311.64,333.50,337.03,333.81,334.78,325.34,L7
2000-05-22 22:18:57+00:00,321.50,306.17,307.26,330.67,332.22,329.13,329.02,319.65,L7
2000-05-31 22:12:42+00:00,317.50,303.62,304.80,328.45,330.29,327.97,329.44,318.68,L7
2000-06-07 22:18:48+00:00,317.29,303.02,303.99,327.65,330.90,328.05,328.93,318.18,L7
2000-09-20 22:11:14+00:00,313.68,298.78,299.80,323.34,326.80,324.39,326.23,316.36,L7
2000-09-27 22:17:24+00:00,316.04,300.60,300.86,323.31,326.74,324.60,326.75,317.49,L7
2000-10-06 22:11:11+00:00,316.75,300.65,301.15,322.70,326.18,324.38,326.54,317.29,L7
2000-10-29 22:17:19+00:00,315.96,301.04,300.12,320.76,324.66,323.39,324.59,315.81,L7
2001-01-01 22:17:21+00:00,326.03,310.02,306.94,323.17,325.92,325.07,326.46,320.57,L7
2001-01-10 22:11:15+00:00,324.49,311.27,307.21,323.11,324.48,323.65,324.65,317.94,L7
2001-02-11 22:11:12+00:00,324.77,312.90,309.68,324.48,325.35,323.72,324.21,317.50,L7
2001-03-22 22:17:09+00:00,326.98,316.30,312.60,325.72,326.44,323.94,324.52,317.09,L7
2001-04-07 22:17:01+00:00,328.16,320.82,315.66,327.17,327.49,323.08,322.83,315.74,L7
2001-04-16 22:10:54+00:00,327.92,320.37,316.07,327.71,327.93,323.55,322.64,315.61,L7
2001-07-05 22:10:09+00:00,323.50,321.19,317.30,327.87,326.76,320.87,320.01,313.86,L7
2001-08-13 22:15:49+00:00,324.89,319.63,315.14,326.84,327.09,320.99,321.64,316.40,L7
2001-11-01 22:15:17+00:00,318.54,311.02,306.67,324.61,323.55,317.99,318.92,315.64,L7
2001-11-26 22:09:21+00:00,321.72,312.87,310.72,327.69,327.64,322.76,323.60,320.70,L7
