,dates,aus0145-0000,aus0145-0001,aus0145-0002,aus0145-0003,aus0145-0004,aus0145-0005,aus0145-0006,aus0145-0007,aus0145-0008,aus0145-0009,aus0145-0010,aus0145-0011,aus0145-0012,aus0145-0013,aus0145-0014,aus0145-0015,aus0145-0016,aus0145-0017,aus0145-0018,aus0145-0019,aus0145-0020,aus0145-0021,aus0145-0022,aus0145-0023,aus0145-0024,aus0145-0025,aus0145-0026,aus0145-0027,aus0145-0028,aus0145-0029,aus0145-0030,aus0145-0031
0,1987-05-22 23:07:20+00:00,195.07014452259563,191.09510848016117,201.93249693780396,194.08551850862418,187.47674822696126,195.2153471817666,205.15335943517488,211.0347444049626,199.8316839811124,199.9255531258906,212.28179356821124,211.15378789652172,214.2949788840589,214.325644689199,206.67331164620356,210.5103684672428,201.90204306724831,191.90824651921847,194.4378842106682,181.18290060323292,167.86938160167043,169.8772010050782,167.68806222645813,169.55455433751888,176.4449367632167,182.65423456919987,178.00691500003722,193.2735052623174,191.87017684739365,202.43890117920054,195.10042802226658,189.5892500978697
1,1987-09-11 23:10:05+00:00,212.9349843611839,195.25700547648768,201.79310752775106,208.59623824896875,204.0030018182618,206.0001388072944,208.12615109781493,211.00218076052747,210.024250361785,215.1139459814711,223.70655566932479,232.62353275641112,223.22406133730055,220.51554361976264,213.1936619719636,223.14517521033866,201.21197129641115,197.6189242020211,184.70820174524832,167.01194643734902,156.69141115580885,152.5269445453379,150.5948985816954,159.09048784853877,170.4183776554346,173.04495441500703,179.77668747050177,195.12374824533097,189.48306699783353,179.5125876148981,184.58652031226404,189.98095623735816
2,1987-10-06 23:04:27+00:00,241.51650027555507,223.41507788511447,234.27568528509795,236.6484621562526,229.77378744878865,228.3757439251769,228.10060988056935,231.79407741017718,236.36646323284378,233.53070779301953,237.47559057650366,235.89615003908744,241.89227033821186,231.01707062230076,226.4339975379335,220.8326037387215,207.7577278922759,199.98527087667688,193.29729082954745,180.72728114223065,171.02853700295128,168.25871415788959,167.99340010041422,166.42037591577122,176.41688109366834,189.84913654660437,185.09787463058566,206.4359540076537,196.6330636703799,189.63904005271442,195.16207720790956,195.7762025752326
3,1987-10-22 23:04:43+00:00,240.71219225270033,222.7103858567163,226.3032648523547,231.27991198877243,224.29825635082676,223.76104469690543,225.5552712114595,227.0722549853903,229.95009864427678,229.65051874528186,235.5545248871148,230.17876473500314,234.4423417866614,227.23594234645464,218.47801878427876,212.667388489034,201.33944718373917,189.74101735091983,183.84094024145787,173.376584602038,175.11514811414207,168.40206132605337,168.18402262467157,171.82142944870427,174.53474359305812,177.62993993680556,179.69212444881225,182.89320008480365,186.2211421463637,189.27216985109692,193.1307845232131,186.74007415476024
4,1987-11-14 23:11:23+00:00,230.7665162949265,204.81916197992192,221.82423181225457,227.09486197337864,225.3298790542671,219.44262610071812,216.7233208194588,219.35992892837686,215.12838939128298,216.382568159517,227.32326182796692,222.1809030574385,226.11119266014725,215.37932941142273,210.8523795405892,200.54071488949154,191.20910612773156,179.7839991308231,166.74257112461507,153.75144326596282,155.81909065391008,145.48633973705483,152.3221484896379,149.21637683233212,155.86460163239133,163.67660728723177,163.78660458317185,177.10208829761075,178.4740234300726,174.114866564591,186.11522014519753,175.31515008204488
5,1987-12-16 23:11:53+00:00,254.01279170750817,239.82391644092712,255.4878748503276,249.86853239058,244.01965375666126,241.08264807501166,241.72547174076433,241.90441069980594,250.72557564968915,247.5072193695512,253.19427785623768,252.1312997390996,250.37633727106225,235.80273352384953,225.8600102533806,221.2404426385046,210.35387715765754,201.38102587779028,188.02786037082552,182.06719500762182,180.02628274294852,177.02030225726537,170.78401614374053,170.34796677788597,166.54256688030122,172.58415156526388,185.02382692593898,189.0801996241194,194.92283856206942,194.32767539550562,198.7760465731795,185.14106526029715
6,1988-02-18 23:12:59+00:00,206.4064830725425,199.16965618774742,211.09937658131787,216.16726922582754,209.20287864004206,213.36768930052318,211.20318189429918,219.83988206511577,220.6807097817832,218.4701372655907,218.67085280620728,220.9846551288901,218.1667859611764,211.3381829826973,204.96571273732064,211.87830909003333,199.63850782912164,192.35123357426525,180.0697775863491,171.86860886858307,156.72335068548605,152.5055516372001,147.65633683429473,151.0514718078335,157.11893105842398,171.04565195970804,169.95195625879563,179.15548768251247,178.286892655438,181.79037149044183,187.6127543382046,179.33686838113547
7,1988-04-15 23:07:14+00:00,197.44914737802918,197.7271946730472,215.84686557036864,209.6935830308964,192.39630276073615,192.14304512664447,197.15120163230804,201.29080457570242,207.9701551992499,214.38482652111716,226.5578167152606,230.58945459262867,225.9960186111908,207.76618675970772,190.29842086468213,184.68344417852848,192.6983753320153,185.7971667777886,181.50105074448047,166.75422746420182,166.0386399493699,163.3255211009407,163.91528881126473,159.7718089831874,163.4572249638629,169.52685139238514,167.95233212374805,180.13355061268877,183.93701505552198,175.12082294589894,183.60797120481305,186.19006412153595
8,1988-04-22 23:13:28+00:00,193.4922654176831,188.4438808206769,207.61271522246523,209.66355797185048,198.9822240980285,190.6278179948545,193.6065287175104,194.25623689886407,203.19127470397981,209.77437792864373,224.77554072924676,226.33654927155845,218.31413228055186,205.89393099148168,187.59317701053564,181.92643728573321,181.45620735458724,183.81225202973218,175.02286907884275,167.33701537012644,167.8090558542042,160.41426377587547,162.89778518062084,162.5671548122615,158.24078357457677,161.5355823831374,166.1574303584747,191.2977496007315,178.38835922848455,170.14456058070772,185.2549161422126,187.80925573773305
9,1988-05-08 23:13:38+00:00,190.4162060431637,175.60540568235882,199.44276163434432,209.6466843639764,203.73767071891422,195.2238121783598,196.38426545223814,197.3759965459743,199.6230548076675,206.1875290095309,221.93887354628671,217.83751947052207,205.92952768666316,200.23684457399912,184.28058199932377,177.83455793539696,185.60521159972757,180.66246619607062,174.08163522130792,169.94949888669217,171.4574236909848,161.6982280418782,157.40659713807804,161.3247069377176,157.65400097051963,166.11909037594597,171.26126346269643,204.16746479786923,174.97273731131384,166.4328171134147,184.5300951936644,190.75260693214665
