,dates,aus0145-0000,aus0145-0001,aus0145-0002,aus0145-0003,aus0145-0004,aus0145-0005,aus0145-0006,aus0145-0007,aus0145-0008,aus0145-0009,aus0145-0010,aus0145-0011,aus0145-0012,aus0145-0013,aus0145-0014,aus0145-0015,aus0145-0016,aus0145-0017,aus0145-0018,aus0145-0019,aus0145-0020,aus0145-0021,aus0145-0022,aus0145-0023,aus0145-0024,aus0145-0025,aus0145-0026,aus0145-0027,aus0145-0028,aus0145-0029,aus0145-0030,aus0145-0031
0,1987-05-22 23:07:20+00:00,202.00177587922792,198.02673983679347,208.86412829443626,201.01714986525647,194.40837958359356,202.8401416740621,212.08499079180717,218.6595388972581,207.4564784734079,207.5503476181861,219.90658806050675,218.08541925315401,221.9197733763544,221.2572760458313,214.29810613849907,218.13516295953832,209.52683755954382,198.83987787585076,201.36951556730048,188.11453195986522,174.22337701191668,176.23119641532446,173.55328875899315,175.4197808700539,182.79893217346296,189.58586592583217,184.93854635666952,199.62750067256366,198.2241722576399,209.37053253583284,201.45442343251284,195.94324550811595
1,1987-09-11 23:10:05+00:00,206.095350529929,188.41737164523278,194.95347369649616,201.75660441771385,197.1633679870069,198.476541592914,201.28651726656003,203.47858354614706,202.5006531474046,207.5903487670907,216.18295845494438,225.78389892515622,215.70046412292015,213.67590978850774,205.6700647575832,215.62157799595826,193.68837408203075,190.7792903707662,177.86856791399342,160.17231260609412,150.42174681049184,146.2572802000209,144.80751610909508,153.30310537593846,164.14871331011759,166.20532058375213,172.93705363924687,188.85408390001396,183.21340265251652,172.6729537836432,178.31685596694703,183.71129189204115
2,1987-10-06 23:04:27+00:00,230.59076347157313,212.48934108113252,223.349948481116,225.72272535227066,218.8480506448067,216.35743344079674,217.1748730765874,219.77576692579703,224.34815274846363,221.51239730863938,225.4572800921235,224.9704132351055,229.8739598538317,220.09133381831882,214.41568705355334,208.81429325434135,195.73941740789576,189.05953407269493,182.3715540255655,169.8015443382487,161.01327826596784,158.24345542090614,158.74854588166028,157.17552169701727,166.4016223566849,178.92339974262242,174.17213782660372,196.42069527067025,186.61780493339646,178.71330324873247,185.14681847092612,185.76094383824915
3,1987-10-22 23:04:43+00:00,228.46970014737076,210.46789375138673,214.0607727470251,219.03741988344285,212.0557642454972,210.29430338104288,213.31277910612994,213.60551366952774,216.48335732841423,216.1837774294193,222.08778357125226,217.93627262967357,220.97560047079884,214.99345024112506,205.0112774684162,199.20064717317146,187.87270586787662,177.49852524559026,171.5984481361283,161.13409249670843,163.8928636842566,157.1797768961679,157.82499084323885,161.46239766727155,163.31245916317266,165.38744783147598,167.44963234348268,171.6709156549182,174.99885771647823,177.02967774576734,181.90850009332763,175.51778972487477
4,1987-11-14 23:11:23+00:00,234.67099776657432,208.72364345156973,225.72871328390238,230.99934344502645,229.23436052591492,223.73755571953072,220.6278022911066,223.65485854718946,219.42331901009558,220.6774977783296,231.61819144677952,226.08538452908633,230.40612227895986,219.28381088307054,215.1473091594018,204.83564450830414,195.50403574654416,183.68848060247092,170.64705259626288,157.65592473761063,159.39819866958726,149.065447752732,155.62594050410914,152.52016884680336,159.4437096480685,167.5810887588796,167.69108605481966,180.68119631328793,182.05313144574978,178.01934803623882,189.6943281608747,178.89425809772206
5,1987-12-16 23:11:53+00:00,256.21145869752974,242.02258343094869,257.68654184034915,252.06719938060155,246.21832074668282,243.50118176403538,243.9241387307859,244.32294438882965,253.14410933871287,249.9257530585749,255.6128115452614,254.32996672912117,252.79487096008597,238.0014005138711,228.27854394240433,223.6589763275283,212.77241084668125,203.57969286781184,190.2265273608471,184.26586199764338,182.04172748380162,179.03574699811847,172.64442667375877,172.20837730790421,168.55801162115432,174.78281855528544,187.22249391596054,191.0956443649725,196.9382833029225,196.5263423855272,200.7914913140326,187.15651000115025
6,1988-02-18 23:12:59+00:00,187.74535230875594,180.50852542396086,192.4382458175313,197.50613846204098,190.5417478762555,192.84044546035796,192.54205113051262,199.31263822495055,200.15346594161798,197.94289342542547,198.14360896604205,202.32352436510354,197.63954212101117,192.67705221891075,184.43846889715542,191.3510652498681,179.1112639889564,173.6901028104787,161.40864682256253,153.2074781047965,139.61731415201504,135.3995151037291,131.86614926493687,135.26128423847564,140.01289452495297,152.38452119592148,151.29082549500907,162.04945114904146,161.180856121967,163.12924072665527,170.5067178047336,162.23083184766446
7,1988-04-15 23:07:14+00:00,188.1516251350811,188.42967243009912,206.54934332742056,200.39606078794833,183.09878051778807,181.91577065940157,187.85367938935997,191.06353010845953,197.742880732007,204.15755205387427,216.3305422480177,221.2919323496806,215.7687441439479,198.46866451675965,180.07114639743924,174.45616971128558,182.4711008647724,176.4996445348405,172.2035285015324,157.45670522125374,157.51591122666747,154.80279237823828,156.04815460569327,151.90467477761595,154.93449624116047,160.22932914943706,158.65480988079997,171.61082188998634,175.41428633281956,165.82330070295086,175.08524248211063,177.66733539883353
8,1988-04-22 23:13:28+00:00,199.48577693762525,194.43739234061906,213.6062267424074,215.65706949179264,204.97573561797066,197.22068066679086,199.60004023745256,200.84909957080043,209.78413737591617,216.3672406005801,231.36840340118312,232.3300607915006,224.90699495248822,211.88744251142384,194.186039682472,188.51929995766957,188.0490700265236,189.80576354967434,181.0163805987849,173.3305268900686,173.30310808081782,165.9083160024891,167.9692180051873,167.63858763682794,163.7348358011904,167.52909390307957,172.15094187841686,196.79180182734513,183.88241145509818,176.13807210064988,190.74896836882624,193.3033079643467
9,1988-05-08 23:13:38+00:00,200.46130287591376,185.65050251510888,209.48785846709438,219.69178119672645,213.78276755166428,206.27341869438484,206.4293622849882,208.42560306199934,210.67266132369255,217.23713552555594,232.98848006231177,227.88261630327213,216.97913420268821,210.28194140674918,195.33018851534882,188.884164451422,196.65481811575262,190.7075630288207,184.12673205405798,179.99459571944223,180.66542912100567,170.90623347189907,165.9062944580973,169.82440425773686,166.8620064005405,176.16418720869603,181.3063602954465,213.3754702278901,184.1807427413347,176.47791394616476,193.73810062368528,199.96061236216752
