dates,nzd0356-0000,nzd0356-0001,nzd0356-0002,nzd0356-0003,nzd0356-0004,nzd0356-0005,nzd0356-0006,nzd0356-0007,nzd0356-0008,nzd0356-0009,nzd0356-0010,nzd0356-0011,nzd0356-0012,nzd0356-0013,nzd0356-0014,nzd0356-0015,nzd0356-0016,nzd0356-0017,nzd0356-0018,nzd0356-0019,nzd0356-0020,satname
1999-08-17 22:12:26+00:00,339.96,354.23,349.36,347.74,343.14,345.63,338.85,338.02,331.50,343.56,352.62,339.81,324.93,342.17,339.04,343.60,,342.61,339.44,328.91,327.26,L7
1999-08-26 22:06:20+00:00,346.76,354.87,353.93,350.93,348.23,349.36,347.88,341.07,334.56,341.81,348.99,339.06,330.03,342.91,340.99,346.19,350.54,343.12,340.38,336.12,329.38,L7
1999-11-21 22:12:24+00:00,354.22,357.92,357.68,353.68,350.36,351.31,351.50,344.97,337.99,343.92,351.64,341.39,335.30,348.00,344.95,351.53,352.24,345.86,342.82,340.78,336.25,L7
2000-02-18 22:06:05+00:00,359.59,360.89,357.43,355.15,353.99,354.91,355.45,346.16,338.44,340.72,348.32,340.84,338.63,348.82,347.42,356.29,352.28,346.18,343.65,345.03,341.44,L7
2000-02-25 22:12:13+00:00,363.00,364.80,360.00,356.88,356.23,359.68,357.19,350.22,340.36,344.04,352.45,344.41,342.14,356.83,353.96,363.41,358.10,353.63,349.73,349.42,353.03,L7
2000-03-12 22:12:09+00:00,356.88,361.30,355.44,352.22,352.89,355.70,353.26,347.17,338.21,344.55,352.20,342.60,339.78,357.24,353.31,363.86,358.66,356.31,350.63,350.60,354.22,L7
2000-03-21 22:06:01+00:00,352.53,356.65,350.88,347.65,348.36,350.31,349.79,343.48,335.32,341.33,349.69,340.89,337.83,353.27,350.25,359.82,354.99,352.40,347.41,346.89,350.54,L7
2000-04-13 22:11:54+00:00,354.47,358.04,351.21,346.78,347.20,347.90,346.47,339.48,331.81,339.61,348.73,341.26,338.51,354.75,351.19,359.71,355.32,353.17,349.06,348.93,351.28,L7
2000-05-15 22:11:42+00:00,357.79,358.06,351.21,343.73,347.20,345.40,346.47,339.48,331.81,335.47,345.60,340.14,337.08,354.75,352.31,359.52,358.76,353.17,351.06,348.93,351.28,L7
2000-05-24 22:05:22+00:00,360.90,360.92,350.17,341.08,343.47,342.26,342.31,335.13,328.19,333.23,343.94,337.81,335.13,353.48,351.52,358.80,358.98,354.07,352.10,349.82,347.88,L7
2000-06-25 22:05:07+00:00,362.29,362.74,351.37,341.40,343.79,342.88,342.66,335.67,329.53,334.12,343.08,337.18,333.81,352.86,350.76,358.24,358.24,354.47,352.63,349.59,347.88,L7
2000-08-03 22:10:43+00:00,361.90,362.83,351.83,342.47,344.59,344.24,342.74,335.70,330.58,336.08,344.45,338.66,334.93,353.74,350.76,358.33,357.96,353.41,351.78,348.75,343.52,L7
2000-08-19 22:10:38+00:00,364.39,363.00,351.82,340.55,342.17,342.45,342.27,336.17,331.08,336.65,345.09,339.01,335.41,354.71,350.86,358.02,357.67,353.62,352.01,348.42,343.01,L7
2000-09-13 22:04:02+00:00,368.55,363.48,349.69,337.87,338.95,338.32,337.60,330.95,326.93,331.93,342.73,337.91,334.29,351.56,348.42,355.27,355.24,349.40,348.82,343.67,332.84,L7
2000-09-20 22:10:03+00:00,375.48,369.70,354.14,339.88,339.28,339.31,337.18,330.77,325.97,334.09,344.94,340.94,339.13,356.63,351.86,358.08,357.33,351.86,350.31,345.14,333.60,L7
2000-10-31 22:03:46+00:00,380.29,373.69,356.81,339.71,336.27,336.58,334.33,329.96,324.75,332.59,342.27,337.62,336.17,353.25,349.80,355.89,356.21,349.87,349.31,336.70,329.32,L7
2000-11-07 22:09:53+00:00,383.52,376.74,358.31,340.75,335.28,335.57,332.81,329.47,323.32,331.68,340.55,335.58,334.27,351.80,349.00,356.56,356.70,350.05,348.18,336.65,329.97,L7
2001-01-10 22:10:03+00:00,387.56,377.70,356.80,342.72,335.43,335.76,331.49,329.01,321.81,332.68,342.70,337.30,337.54,353.36,349.14,357.03,353.53,348.87,344.94,335.59,334.42,L7
2001-03-08 22:03:44+00:00,395.42,382.38,358.46,343.30,332.71,330.32,326.86,325.12,317.35,328.14,339.50,334.67,336.86,352.57,349.23,356.79,354.56,350.37,346.50,335.91,338.71,L7
2001-03-15 22:09:51+00:00,400.26,385.76,361.99,344.69,332.22,329.77,326.52,325.81,317.82,329.42,338.34,333.93,337.44,353.21,350.37,357.08,355.23,351.00,349.26,337.30,343.38,L7
2001-03-31 22:09:43+00:00,402.69,383.97,362.01,344.70,333.23,329.85,327.12,326.80,320.36,330.28,338.03,333.06,333.28,352.48,350.27,357.55,357.71,353.76,354.33,341.85,353.32,L7
2001-04-16 22:09:42+00:00,398.02,380.70,358.72,341.33,332.57,331.03,326.96,324.56,317.30,330.28,335.71,331.14,331.81,350.72,349.51,357.18,356.74,352.63,352.74,342.49,352.65,L7
2001-05-27 22:03:12+00:00,392.69,372.66,355.20,340.23,336.25,334.90,332.37,327.92,323.07,340.33,343.38,337.88,335.86,354.85,352.79,360.43,358.32,357.27,355.55,355.62,355.81,L7
2001-06-03 22:09:16+00:00,391.56,372.80,355.73,341.01,337.24,335.87,332.44,328.94,325.51,340.57,344.79,338.94,336.68,355.02,353.64,361.33,360.18,358.24,357.14,356.60,336.13,L7
2001-06-19 22:09:05+00:00,391.29,372.98,356.64,342.31,338.41,336.88,333.78,329.82,325.51,341.33,345.83,339.67,338.09,355.17,354.60,362.40,362.13,358.88,357.96,357.16,320.96,L7
2001-07-05 22:08:57+00:00,391.93,373.48,356.32,341.92,338.91,337.19,334.13,329.62,325.51,338.51,344.22,338.56,337.80,353.83,353.11,361.72,362.13,357.87,356.43,356.62,309.47,L7
2001-07-14 22:02:45+00:00,389.94,373.80,357.28,341.90,338.30,336.71,333.79,329.93,325.24,340.07,345.13,338.76,337.33,353.41,353.24,361.43,363.77,356.67,354.73,355.16,291.68,L7
2001-08-15 22:02:14+00:00,387.17,372.75,355.77,340.20,337.51,335.17,332.66,329.00,323.71,338.09,343.91,338.01,336.71,352.80,352.82,360.97,363.35,357.29,355.12,354.58,296.72,L7
2001-08-31 22:02:05+00:00,385.50,371.54,353.94,339.08,336.83,334.93,332.23,328.86,322.67,336.70,342.38,336.73,335.62,352.63,352.52,360.79,362.40,356.99,354.73,353.89,301.31,L7
2001-09-23 22:08:02+00:00,382.28,370.30,352.62,338.08,337.51,336.15,332.39,328.85,321.17,336.93,342.87,336.33,334.78,352.45,353.69,362.24,363.45,358.74,356.23,355.52,304.33,L7
