,dates,chi0276-0000,chi0276-0001,chi0276-0002,chi0276-0003,chi0276-0004,chi0276-0005,chi0276-0006,chi0276-0007,chi0276-0008,chi0276-0009,chi0276-0010,chi0276-0011,chi0276-0012,chi0276-0013,chi0276-0014,chi0276-0015,chi0276-0016,chi0276-0017,chi0276-0018,chi0276-0019,chi0276-0020,chi0276-0021
0,1985-07-27 14:08:53+00:00,252.3169867757557,203.7007124117202,183.89763153387236,192.9688582149998,194.2951517132591,192.1688482743341,195.75180278852454,182.8872615056675,173.8761312525483,170.37655486930558,166.9039935155713,162.04050654792567,165.13164072011128,163.3497804577769,,153.24802860220797,153.62671322410634,161.13858170099252,158.46769891914278,160.00773166701526,164.04012792662814,181.3185805409842
1,1986-02-04 14:05:59+00:00,222.32635064877826,205.8803516112785,204.229953123673,212.83417691147284,211.98174588308922,211.97057798807634,207.4766227937079,199.33936015064802,186.51022049139706,183.70701670357434,161.1428545198076,168.84601032979126,179.81466552142436,186.48474038765542,188.482394232111,178.2909850698631,164.69328899676853,161.3992645056633,158.03745555496522,164.40884769172433,174.57410382626455,187.96068290494208
2,1986-07-30 14:01:16+00:00,236.97463454636352,206.03665580404143,,,204.4209303645367,203.17315521949445,203.62570627829376,188.71876293691975,176.64055072807608,169.961487684617,172.5667730424446,164.2213987265029,169.03279635067233,171.23657011250154,168.77891475475292,164.88248344154024,154.24584495656651,161.46437736057737,156.82401971867802,162.35484866050658,166.04417297766872,186.55111603471616
3,1986-08-15 14:00:41+00:00,237.39880209074443,210.69949542613196,,213.9835570917378,219.33298585185602,216.1556497543684,219.09120206705262,206.32208063607195,189.55079913907696,177.19665468854112,175.80140127761152,173.46883092588092,177.65370113902264,176.9812529135931,175.0427823113359,171.09896953651045,162.024405803526,167.02463706034146,167.83595900954344,171.42032124577025,169.3469637935992,194.78521871904886
4,1986-08-31 14:00:04+00:00,223.69443748057347,193.6352942238625,193.69881253785772,192.1438581667637,196.8711809999915,197.30274520006563,197.7878688340532,186.78032539033072,175.65559276025618,169.57748301617383,166.17587929072945,164.1682278078755,162.70098825695624,162.4122384604107,165.05455111312094,157.03405821142061,147.97494113870954,155.00487949876893,158.6070863174647,158.23681052960524,167.71220963733234,188.57354167300088
5,1986-09-16 13:59:34+00:00,230.3958722767165,199.46141133005318,,192.76810737753252,199.12984631774648,200.28882720513684,200.98905290508804,184.06098105044055,170.59887154524606,165.0087888760406,161.3023833502595,156.8269107690398,161.30761912733516,163.05261353737,163.5976876622192,157.24850790356274,148.03106336288997,155.99258577629573,153.93862672077924,155.87104387994074,170.62906471048686,190.9833715398149
6,1986-11-03 13:57:58+00:00,233.90602181796962,210.6867955736835,204.15382509590205,215.27178045274894,220.19908047928897,218.8029234867214,213.99819888334338,200.24247108966622,191.68596594097147,185.15777099023109,181.46855524510391,177.89307408950765,180.81986937666684,186.07607975890085,185.44484634455998,176.81020638361508,172.8885457098534,179.21586139823543,172.09661008335428,175.3571683714956,189.07703062370888,194.91285761916237
7,1987-01-22 13:58:58+00:00,228.02067109763726,199.4928347311115,193.14436302990285,201.93214473698575,206.007711531195,208.38729483074715,211.61572262848432,197.74201310693036,188.6533504289758,181.3739183543786,178.94506923977443,172.1946916002652,168.41814375850257,177.70368588837,180.29704911358144,167.98787896434166,156.92394575051466,161.8529039519806,158.13932304066682,159.523256198822,170.28614992029068,178.88925147146364
8,1987-02-07 13:59:33+00:00,227.00844810476264,204.044115395265,198.86285261224887,211.99865193171235,210.9949105963728,209.90834371845196,207.17580839778046,193.2846834748926,178.92439725454867,176.04618145826933,176.7405387900296,172.96524349158736,176.0483363268141,183.15079749262816,181.4572753394945,172.90409949731315,164.3631321787631,166.49993200615089,160.8363773734704,158.2840278597202,166.36593827038814,176.40933614069132
9,1987-03-27 14:01:21+00:00,243.47753923434215,217.51952707423789,208.14591246749163,221.26360261717366,224.15987900283625,226.29425776259723,226.4935726240374,213.04624099326014,204.7065705612944,195.6368675365933,193.23912451677853,192.85718993588756,191.09627664121135,198.07847757430775,194.1412361481728,189.93313123426447,176.65967062170714,179.2456664874744,171.2324101335903,169.94342478777844,179.161392475786,193.23866232425053
10,1987-10-21 14:06:37+00:00,,163.44611706968522,,192.30264351699924,195.6737809196354,194.55134950150702,197.9560493368299,186.91694228138462,175.4057552975954,166.9938311326789,164.36846466409315,159.27864708224504,162.2372264774869,162.50833612671937,164.1968852023179,161.51882041811913,161.06185367766003,163.75226615887405,164.3129575721863,162.5810806907143,166.68317834881353,179.17562399946
11,1987-11-06 14:06:56+00:00,,183.1680936870401,,199.69219040976336,202.18139632010175,204.26979673691378,206.7515394603093,196.44042597065786,189.55747549570626,173.20800949469535,173.07042661438496,169.23425522642398,176.89784136071228,170.91689788955912,171.8543312562946,170.2293618545913,164.43193307192277,171.12041350792944,170.71650953786582,175.4993786432929,177.86730085273703,189.09912552761972
12,1987-12-24 14:07:44+00:00,191.9542160685173,191.3015620508952,195.18206523002834,204.97820667718608,203.8582567135988,203.02129409996556,203.9423385133944,192.24325183000977,183.47339462878404,178.91586510935244,175.95951901545394,170.2161130262722,167.80957126882123,174.9752309728099,175.23478514671245,162.70769841325563,154.58033809918942,162.7064465025465,162.16176391847193,162.2349365288407,167.7746865815793,178.49994651023073
13,1988-04-30 14:09:16+00:00,223.44791798418845,213.95108413681785,,212.71545680314773,212.5880452097603,212.9947938353274,219.7830102163069,203.1021681646297,190.51469518552616,188.66294246620464,183.77257810859948,175.38697798040303,180.77004851088216,183.59043301915946,183.6621030937576,174.99737306934912,166.33751356253373,178.96364064128252,173.37523886630922,177.20268854555016,174.2684352168478,
14,1988-06-01 14:09:33+00:00,226.2574710277193,211.230661108504,,212.5173529028744,214.32945956623206,213.33800482290317,217.27690358626853,204.77660933866062,196.06253229706562,184.09963199413787,185.31650525098618,179.1996538885545,178.02774575035738,178.04740555816903,179.69453366490467,174.8623145356678,170.950190873417,173.7560262938929,170.2977440763807,170.6487804427468,172.9692074834371,188.7962605463351
15,1988-07-03 14:09:43+00:00,201.9436256126401,201.78253520949013,195.71246561748953,204.64665712724354,208.0108456148524,209.0833298241845,212.53806646935053,197.00256032924008,187.93415326022279,181.8653072430857,178.68897023699904,176.061888164915,177.51089160620526,176.4920294362894,177.1758951668486,174.44201053636246,167.41934672316376,174.71661998907314,171.1956741291845,173.87584868941292,176.93540911592842,188.37059349180666
16,1988-08-04 14:09:46+00:00,211.29998157280156,204.20056867893967,195.10925372453232,205.7565237147723,209.18148562455477,210.8051264734745,208.9588751694303,196.5068905759391,186.29689002990787,183.19831029953275,181.88263528757943,177.12835886948363,178.16193340546343,181.85250736038603,183.32582552146982,182.0687833756678,173.6522167772062,184.52699314988874,174.337177175376,173.55851246868363,175.64119768578593,190.44505972073003
17,1988-08-20 14:09:48+00:00,204.50980416657228,193.72361038600354,186.3033176972602,194.27264278336435,192.2904682092982,196.11831206116133,200.44862129338205,189.7493385700295,183.1289244263423,172.6634713661372,165.89467843037383,164.12568309080714,166.45954808352397,170.38614799894467,171.12050190239313,168.9219524384318,160.82008089437969,169.63963348220454,162.95979146903693,168.4309081309839,169.62997655326274,179.58941683539572
18,1988-09-05 14:09:51+00:00,202.37827989995654,192.694097328115,193.7259322295456,200.71155639560845,202.59291584624643,204.7103969842825,208.0314228506957,195.1894181430396,183.3916572755821,174.21752837333773,173.30293043842354,172.66205487841975,174.4640846077817,178.10153406598158,178.42304168386053,170.8757423835772,168.5048404538439,171.99047199000185,173.52116983078741,175.04250984649886,172.1762512490246,183.59519818456047
19,1988-10-23 14:09:36+00:00,224.01630993322863,208.77523255044477,200.21578387255317,206.97016716494116,210.9760556094882,215.49334096458816,211.05362475767325,193.94669117906744,186.2143851081132,181.23897174556149,177.23204571780607,175.31449940359963,174.60735434398953,179.79591527878884,176.90979719054133,173.80313002040785,173.33674290969896,179.62276928989797,176.2433772999933,172.18260459872513,180.31100429527083,193.35487674051626
20,1989-08-23 14:05:35+00:00,203.0155796267369,191.9872346669166,186.61655302368584,189.4587088943613,193.4189264144003,193.91269220593568,197.32717750154347,178.676542049412,173.86685844685306,176.14144026593138,178.8494864999192,171.85991504760867,177.87977481795355,182.46510218258945,182.12480312946153,185.2152940730741,173.9727228433226,186.13733796267087,181.02150803300222,183.24278921016057,190.11054066529826,211.11763805585625
21,1989-09-24 14:04:47+00:00,205.90051717724597,194.72431444460028,190.62858639336838,195.9327048351642,199.013268720391,199.11709250983108,203.33377644479017,195.12749797103032,185.92091877222163,176.70630657468823,173.56102312309184,171.77914124493645,175.49457269399454,179.510061780662,183.01777098986634,182.109481479131,177.29165493829368,187.24301918875588,183.5445077876121,186.06694703730443,187.99044409513783,200.48468179205705
22,1990-05-06 13:59:13+00:00,226.1406422513071,213.0609209237277,209.0304558304108,212.14665462884716,217.85857785553594,218.78866263084015,219.83416942361393,208.53194827101842,200.52847974336976,193.2293741371802,195.79688710748943,192.2334620654838,186.913849109872,188.97379639658692,190.90121046260583,190.34780953566715,181.6435638209034,186.93257308232637,181.66150722081284,184.75824991331356,185.7152523142993,206.2043758941301
23,1990-07-09 13:59:11+00:00,221.86768149307548,202.24878395136074,202.93903248438585,207.6210058124213,211.47519919737954,212.79495342769454,214.370540417156,206.37675593409182,194.86244662922877,182.6397876635001,180.93528191336475,176.20367245794927,182.9755936791081,186.0287853012038,184.52804171545952,177.13992155650652,171.2188425669872,179.92285276163588,177.64940902898596,179.14384061208324,183.41614974401008,195.20050069979789
24,1990-07-25 13:59:07+00:00,209.52874553968513,196.3371455424158,193.19903714684736,197.28301242227093,201.1836954154695,200.0303699865395,202.8019396739246,193.3025436441027,182.83793154361922,180.75322576513642,177.66627052577545,172.19627299425738,174.61065355239288,181.71460834173357,182.0504224782347,175.30206937843244,170.35084135275716,177.57308848309245,169.6303754450798,173.62807298624983,187.87061090281134,200.33043702672433
25,1990-09-11 13:58:54+00:00,,197.5709491634752,190.52642856143552,196.05510765387348,201.83109292171605,201.73138768115274,207.65119762765096,196.6479741965968,190.35745581890927,186.11488370609283,183.05275932670722,172.07182285250215,175.15553931515933,180.35085525320423,179.76155064622023,180.53274038594677,180.2897146887918,185.024257724525,186.6544238872937,182.38336695803878,193.2549270927961,208.21615675775072
26,1990-10-29 13:58:30+00:00,208.39883381797108,197.66441277717408,190.06578809409504,195.61374130062597,195.6067576591766,199.68745393712516,205.92393995379592,194.5752387300602,189.37819905433437,176.5200205938179,178.25255708352097,183.40824069822904,184.5306743940515,192.0067075444364,196.5494694093108,183.7815252660153,178.24564043122194,184.46361093266333,186.65962964569684,187.24571016300283,196.66530280855113,215.73197981412457
