,dates,nzd0040-0000,nzd0040-0001,nzd0040-0002,nzd0040-0003,nzd0040-0004,nzd0040-0005,nzd0040-0006,nzd0040-0007,nzd0040-0008,nzd0040-0009,nzd0040-0010,nzd0040-0011,nzd0040-0012,nzd0040-0013,nzd0040-0014,nzd0040-0015,nzd0040-0016,nzd0040-0017,nzd0040-0018,nzd0040-0019
0,1999-07-25 22:04:15+00:00,176.75436283739134,175.82642797040057,183.28793720169188,156.81568278386413,156.62426061698895,179.14355341373707,,171.36434810435904,144.7376753524384,138.39928607924273,140.93609576945582,144.7609123082433,137.82854327808155,142.2210088355659,138.7798747713739,140.14197106163925,147.3913057724303,152.64206459080157,,155.53370928627876
1,1999-08-17 22:10:26+00:00,168.47179572070732,165.1456813100774,173.68151060749145,147.7296069568954,150.87543566786692,,,,,144.99831226128055,153.55657577369925,146.65161979111122,148.50737857492024,137.00722857977212,139.11906626179172,128.33561018011204,123.15271410106152,126.51234828843369,126.56951119678588,129.78879901119979
2,1999-08-26 22:04:21+00:00,170.07506732856453,168.50646964574165,174.83185832554724,147.3959781854621,146.92093245962448,168.4168619062503,170.09113505738298,151.95433844771458,148.01029085404605,147.33006915769712,146.165514400203,143.0812345223022,147.2297337033477,151.53489423696882,150.7158070698311,152.02005990826106,148.48777376730496,152.77769681950474,161.7007541384423,152.29055049701438
3,1999-09-27 22:04:25+00:00,173.71074099170272,166.99021333086603,172.71209696583173,147.30882988666195,148.51825321643858,164.19499290205079,170.14011475532104,149.0556413442609,156.36344230826472,146.94437770421388,146.66655377329965,149.6938001394285,153.0219172505418,155.08918499390361,152.75208040089666,150.7796123624975,157.33773089825604,161.28335262958328,168.8359906224406,162.94802420589244
4,1999-10-04 22:10:38+00:00,,,,,,,,,148.74982982720348,139.16060441449477,137.0454343010316,143.04413886680413,142.6080076010413,144.10368354390047,141.92824778560333,145.32009034453105,,,174.68765220380337,
5,1999-10-13 22:04:24+00:00,173.8343968395671,168.7731436519497,171.253807874632,155.01803410796245,152.0320349132422,167.7667108190033,173.56692794817715,156.5831451534148,152.32495634931848,148.5513370126644,145.49530225555364,147.0728447018572,148.73548800579337,155.67567964814185,151.78704205709963,149.17712973744503,157.0121798082065,158.7627988741199,168.35274467461016,161.65812023268376
6,1999-11-14 22:04:18+00:00,167.33853204905512,163.02818067327365,172.55431539542622,148.94203001466968,145.40240693595308,163.3466778107509,166.70854547818237,158.90783708312816,144.1941120075888,,,162.20953086574585,145.87745902141768,153.9927879322401,148.97560419502767,142.14969134275475,148.2714489192783,153.11642838370588,164.0489691177413,
7,1999-11-21 22:10:24+00:00,,,,,149.42347689803324,170.77058767571825,174.463101544551,150.2890200300821,134.2466300602492,128.302244342175,130.18304805479997,132.80760725298867,133.34582866528825,141.9377494055537,135.71967460231355,142.58478718670102,145.5330122775897,150.21586503518364,144.4942251193023,
8,2000-02-09 22:10:19+00:00,176.42411146279014,174.14579346623853,194.93207991041155,178.73682886072285,172.78792389382016,175.16351507354503,186.82469281039224,179.66770203931318,167.25752835404796,152.1898670486488,152.56428800225692,154.76940891286768,156.01947305760976,161.5841650131492,161.1387529817081,167.03671733991865,166.36166598929813,167.90666447890217,181.79234408994003,167.25201775462375
9,2000-04-13 22:09:54+00:00,171.2514936201103,172.86419681469124,181.6211017915142,158.9274778521036,152.5856201975433,160.9821807050267,173.83053287387264,162.7443612657263,153.47333572490987,151.75674727371143,151.2682765580965,155.45604414715828,161.28455043191138,164.9683165001751,157.58803540490064,156.32412252898268,161.01712246118157,158.74739642655322,162.80191778151013,147.54551444129288
10,2000-04-29 22:09:53+00:00,162.6041749208673,167.38815233495012,178.6052386822691,159.36968404460816,155.62012475234275,175.43209777724354,177.71902098893477,167.1288651076447,156.42953431519626,154.30382154405908,151.23758224646764,155.52592350271,159.8498583416603,161.13474142305748,156.14028085757195,156.2521573767333,161.8481544538667,161.54681060636457,159.03146466789764,146.7351389112269
