,dates,aus0214-0000,aus0214-0001,aus0214-0002,aus0214-0003,aus0214-0004,aus0214-0005,aus0214-0006,aus0214-0007,aus0214-0008,aus0214-0009
0,1987-05-22 23:08:08+00:00,223.830115364243,217.46441016710443,215.76246076091928,210.61294307995303,217.12943734101395,208.910130296446,214.067850430521,217.24041503775808,,263.147868706071
1,1987-09-11 23:10:53+00:00,223.7040038977176,226.25013583693402,219.94129565481995,215.9573806359145,224.49209538188302,220.1276766762697,221.44826734358148,222.9657796267916,216.48391717631768,228.7438639174698
2,1987-09-27 23:11:15+00:00,237.39074753820674,232.7731472108863,233.15364426302943,223.51047157626783,228.89351701335292,227.16350632010185,227.3008289388797,227.03335836880274,217.13230671967605,238.13000424996298
3,1987-10-13 23:11:09+00:00,,,,,,,,,,
4,1987-10-29 23:11:49+00:00,234.940090219201,219.65871396108585,216.27841499022492,208.43248116588094,213.0505256821783,219.09913768030074,226.1948649791122,228.8217769996736,,
5,1987-11-14 23:12:11+00:00,226.0316128687716,214.6472271603744,212.6689668045691,199.81414966120457,204.61484758679046,218.756951713531,224.95382290186944,215.80874737297572,,261.0406237056993
6,1987-12-16 23:12:17+00:00,,,,,,,,,,
7,1988-02-18 23:13:47+00:00,218.31858320262663,209.7590968457352,207.10501007678755,194.30794690673957,194.31559454071612,201.5492169045871,207.7278175734036,214.62257487550983,217.48514527120676,215.7996438340255
8,1988-04-22 23:14:16+00:00,221.62536782398627,214.51556314738013,209.20363453486993,204.62337945583872,212.5705502410247,220.4591687026157,212.71746888826357,213.87747933809575,,246.29184675489375
9,1988-06-09 23:14:39+00:00,227.433720849925,216.199124735235,219.39712415978377,208.1534786767596,214.01222851925536,209.51497315737666,206.8099961188941,198.96454624088295,,263.8771276185215
10,1988-06-25 23:14:44+00:00,220.9148112850383,224.20831520062075,231.58663141287488,216.27350046550185,213.9091997711418,204.60840435287662,199.194905081169,201.48558443518561,,262.9697247724507
11,1988-07-11 23:14:24+00:00,,,,,,,,,,
12,1988-07-27 23:14:50+00:00,213.1633111900346,213.85916755202362,225.64554733923646,209.6185720505752,192.4195495453436,188.81681867617843,193.34574852757316,193.53501581586806,,227.12464180297738
13,1988-08-28 23:14:54+00:00,216.0528366142243,212.96494904718662,212.15683184768446,205.9319476229242,208.5803013061933,197.62332111112877,190.5139031872423,193.69796271740466,200.09444662697052,217.0853487186224
14,1988-09-29 23:14:45+00:00,220.9108903316295,213.38864612285607,219.5079672882264,218.25939296634925,221.0450736457086,215.5316949579162,210.48862220935888,206.56028850289442,198.55479115812926,224.15302134476852
15,1988-10-15 23:14:16+00:00,,,,,,,,,,
16,1989-01-03 23:14:26+00:00,207.0953127600834,183.54585755592745,188.73642574805206,196.90551641871824,199.584090363317,206.65677392401136,187.98718687071744,194.18345610476604,196.68589635166228,221.45434876440106
17,1989-01-19 23:14:06+00:00,208.2601570747613,191.2833418623983,192.19084299986775,,,,198.2941452477158,196.17087742064126,198.6668327822967,
18,1989-02-20 23:14:03+00:00,194.17873837333315,184.33350519838092,187.813838821854,176.41959232069013,186.20934084531206,189.63226818828628,187.57422974865568,185.62677591219526,183.076040409309,191.38449745504778
19,1989-03-08 23:13:39+00:00,206.204578305602,193.52382913388976,202.00931416489686,191.1486197639362,191.5496730690046,199.18861698706948,200.7346691457491,196.58934838482037,197.00770118696656,209.03889050616917
20,1989-06-12 23:12:05+00:00,212.92323191719646,216.41009887044942,211.975341478007,210.9440249926564,210.31597413522894,214.84691193739172,207.31340157559296,218.97855608908145,,
21,1989-06-28 23:11:49+00:00,,204.53184043618145,204.85258626177838,206.0488731900599,207.71688740046739,203.66904821283487,199.74259262315542,201.54272644009112,,226.07695835234924
22,1989-07-14 23:11:29+00:00,210.14267986227443,209.43479313193563,210.2518741603901,208.78234024699293,214.03140292076495,201.15424398352195,214.3762495014045,217.0899080419632,224.28966583824553,257.5741404122367
23,1989-07-30 23:11:11+00:00,216.18614772957216,209.47203925495444,211.55436099771765,204.67508195657328,212.81017691573817,206.28177929515323,212.26374068378257,210.2613228473286,213.73113187196307,233.57043441800937
24,1989-08-15 23:10:47+00:00,208.19262966357232,210.58876206573228,204.56223559918925,197.21667429518155,204.98930003438727,196.53378944920098,198.99021888971973,195.96467034724864,198.8560566121401,226.058138359097
25,1989-09-16 23:09:32+00:00,214.9741683193389,217.82428233666366,214.79945928270652,207.41066460136304,208.04305474750623,205.64773392854806,209.50173968765688,200.92214892478592,201.78166887839186,215.18384000459426
26,1989-10-02 23:09:47+00:00,212.24071284721163,209.06875924568777,210.9935253876168,199.32889493238156,205.94774874896711,198.58632928232637,201.66712295099234,193.59431966474727,198.8077808401646,222.50620105135226
27,1989-10-18 23:09:03+00:00,223.3880723567114,221.7657357618658,217.75613261009943,206.73724933289316,201.28705816454627,202.42023490764828,199.15927456265098,199.1000698071332,213.83774821022905,225.7253439567686
28,1989-11-19 23:08:06+00:00,229.91099907051864,223.80603714272576,231.93816319649648,221.92370322994003,224.6145427890511,227.804512569857,224.54737216261955,219.01484126425134,,
29,1990-02-23 23:04:57+00:00,,,,,,,,,,
30,1990-03-27 23:04:16+00:00,215.36236737376612,211.16548961212712,218.17775597832636,209.29970811606788,212.51954789787345,205.6083033860014,208.5999753147156,204.13988680935813,201.85553356517028,211.56336381978298
31,1990-04-12 23:04:18+00:00,225.367911221484,217.4681610475975,224.79440054876613,210.92759418433226,219.12537402179697,217.74436331034065,219.86700955575196,211.1953319310359,219.25183908821165,231.97284266359387
32,1990-05-14 23:03:59+00:00,,,,,,,,,,
33,1990-06-15 23:04:16+00:00,234.71507024600135,221.05213564406182,222.9531204500111,212.90676940856196,224.43871150937036,216.37905204735154,219.86352179865372,212.26427937490934,,240.9038761734871
34,1990-07-01 23:04:16+00:00,247.62837316135182,237.85187828391264,234.70783201069142,230.64125294598193,237.87173246125235,230.64685308432126,228.51682194986728,225.30686820488953,,270.01757290034936
35,1990-08-18 23:04:04+00:00,217.5893265198809,221.00939908585877,206.27503363523996,196.4807555783276,207.24177255664924,200.31803126588062,205.47736084810793,214.63539685526652,212.79976795784444,222.47752002424733
36,1990-09-03 23:03:57+00:00,211.9369355884736,213.48731072166026,206.54358572440503,196.3051510650886,203.02487154352016,206.82875391161892,207.5255509663906,209.8445658171849,209.1107441462295,224.7902110438461
