,dates,mex0314-0000,mex0314-0001,mex0314-0002,mex0314-0003,mex0314-0004,mex0314-0005,mex0314-0006,mex0314-0007,mex0314-0008,mex0314-0009,mex0314-0010,mex0314-0011,mex0314-0012,mex0314-0013,mex0314-0014,mex0314-0015,mex0314-0016,mex0314-0017,mex0314-0018,mex0314-0019,mex0314-0020,mex0314-0021,mex0314-0022,mex0314-0023,mex0314-0024,mex0314-0025,mex0314-0026,mex0314-0027
0,1985-09-24 16:53:30+00:00,,,,,,,,,,195.15390959252608,193.19255679782776,194.15893338375378,199.39898344964237,199.89408312266414,208.45606153279334,211.52743132919377,,,,,,,,,181.1418531307575,160.96182924154465,173.44350463906264,
1,1986-03-19 16:50:19+00:00,336.4764715940407,322.6522244843364,309.37766123355107,295.6074158117275,288.42175031493423,272.55065779278635,266.5341515723596,248.19819516097638,233.47512132794677,213.41099979669923,207.0248281438399,194.67549249536825,198.9884040593273,189.056300223136,186.49972084621137,171.80678151309394,165.17703712506554,152.1952255367339,143.28130950692062,126.78021480436297,111.91717477315814,107.94626567785573,139.37508020581515,169.02499591847436,180.0574633816932,167.68164356815018,149.40167820158712,126.20935797668518
2,1986-04-20 16:49:38+00:00,327.3008190184925,324.097014021651,315.6574349304293,300.4346830396523,286.06541786178377,269.71166064928303,262.55899297135835,257.0261017730487,245.42931939595894,228.7392710739733,216.45166906365685,196.36790137243003,207.3120366068333,206.61968528356442,192.53196882569017,177.1118775226075,165.31366652720666,149.50889934576443,132.55595678648586,133.3293159015704,128.96343366726038,131.08015690324584,143.4499182775052,158.2074588371496,158.93732872959674,139.62212832770993,142.981277440952,133.92530666882254
3,1987-09-14 16:51:10+00:00,,,,170.2724121157707,172.56182487630247,179.57610129355623,192.09144217634864,213.8990697639725,220.34091728672323,215.0964101945774,204.0406942814502,200.4154284765225,207.53643335677623,210.53244224506813,207.17605473970724,204.3446248640854,196.78618744255894,198.09632124971918,196.9554371862239,200.30356172413727,205.63714223766542,202.36266851431333,217.6238579181494,223.39358954774082,164.47947693418868,141.29025491022082,162.44398649130395,188.15961069888297
4,1990-02-10 16:45:58+00:00,249.1478575131261,216.65390912551533,215.6746729504273,202.97332107795842,186.79971682180206,188.1238902769626,191.20052793599478,185.20995180745712,197.13521439136218,191.73209771788808,193.669545095306,188.60843922365774,195.20384670101785,204.29758482567286,206.32674995932848,200.37907739901968,211.34942743216277,,,196.7190860423944,191.0098171459437,192.38679234018517,220.37235978782394,241.1221950844995,226.78265917211132,216.18785106246185,215.2764758043226,195.76753200675435
5,1990-04-15 16:44:33+00:00,244.9267298999778,218.8391856565148,224.43039402039426,212.60698173896517,202.01787360504758,185.96014838226935,186.0109281706778,196.31885021468955,204.62858708351337,208.7876554779071,198.7317030322469,195.14580625264142,195.9949980836995,208.19618701152302,203.6531344907632,203.0876882934955,208.22323104659546,206.7366381982089,206.4184183941765,205.36162668064964,196.91932043819946,192.34324846406474,205.19401713668137,216.74742461223082,205.54714538518192,202.687894586889,203.57989984359025,194.6384576338611
6,1993-01-17 16:45:59+00:00,239.12998147931663,214.2323550372053,211.1493035196669,202.32248249420536,195.53529090305983,185.98763886600466,193.40048033111088,193.76206864028728,200.07845280955047,186.35397149682,190.07951851249044,193.36514939176718,197.116108981651,210.55332590976965,205.01432219714732,206.39132887203505,213.0595180776736,203.99901869648667,198.11312933080904,200.83030471157633,179.46705228780462,183.21932147211615,216.04309858001972,244.80028380502614,223.77345941559915,208.2972856075332,200.4192211064216,185.19440126534806
7,1993-02-02 16:46:10+00:00,255.18788890260217,246.093455083048,233.53488259867834,225.24432951731367,208.22503236821515,198.2316280983249,199.3642103129846,206.92517284960144,208.39358846593646,205.60267535341893,198.10391352949398,202.99986462402182,213.45319827054433,220.8344294176255,222.6522838918334,213.37448062616232,208.41343388221614,206.8869686785862,194.71005587028702,191.99777953855656,184.2368642025866,181.44148263776123,214.3134835066357,248.05749918356688,224.27012180269674,203.62670295056373,190.59041320222755,177.15401065320543
8,1993-02-18 16:46:17+00:00,254.98317741909113,241.0755462985305,211.66280436637288,209.5862658718,207.8095788880808,206.7112969676623,204.0942097135493,211.87627082279235,211.56612793681754,207.1857120451599,197.54131111593776,207.6085745394314,209.45337400078552,215.13338896596136,216.98596521047767,211.04136781935523,207.13560495168485,200.83240604459462,195.78914498104714,188.81178611012268,183.35630878792531,185.2994344047992,189.88571213130786,210.42141414938854,201.21977663606816,199.65962027752417,186.94071327007654,177.278374766456
9,1993-03-22 16:46:29+00:00,267.95900158917556,242.5567103674764,236.17916926093673,225.59572206796253,213.23298540845155,196.96496241959022,203.45839275567147,205.06517798766936,206.51831133874518,191.15991453266753,192.52159596541,193.00012081917254,200.00835005239895,195.24833927648012,185.7953539673736,187.58323454448987,182.72890268664665,187.03693721173127,186.0991206029558,184.84035738536534,174.24809011379875,168.47713191865543,166.8844599095787,191.8466396275432,185.2735234607889,171.81840819525692,164.0341673282409,148.9972224943223
