,dates,per0098-0000,per0098-0001,per0098-0002,per0098-0003,per0098-0004,per0098-0005,per0098-0006,per0098-0007,per0098-0008,per0098-0009,per0098-0010,per0098-0011,per0098-0012,per0098-0013,per0098-0014,per0098-0015,per0098-0016,per0098-0017,per0098-0018,per0098-0019,per0098-0020,per0098-0021,per0098-0022,per0098-0023,per0098-0024,per0098-0025
0,1986-04-10 14:42:16+00:00,164.89460850593363,172.51814067168098,135.89463803323162,137.3278458859236,144.48997850907108,157.44484240857642,137.56636925154004,119.63919738371919,124.80758976176789,142.89548097076778,134.15200142001638,130.16653045982142,146.2644364776831,148.7766089627416,161.8650960312107,155.84353105724483,151.6524075648511,158.38279385999107,150.81638908072776,153.6662668970268,160.1867879216852,136.13559857614018,143.94414694070514,153.77029359583383,158.64148639935925,155.36743247326055
1,1986-04-26 14:41:53+00:00,,152.10752640649324,123.20882588417032,137.50369531681352,143.5814033248075,142.75814235558002,138.70873236297112,133.19897162162607,129.00335896933143,131.43322766097418,126.26428854061103,127.80318942725499,131.78296381079554,139.99616696471705,,,146.84707963879617,152.16089215079563,158.39538092270442,145.72137463382248,137.544142858083,158.97208661400362,146.4189473392817,133.67317860790757,130.07127299453091,150.9318382154023
2,1986-05-12 14:41:28+00:00,,,,,,,,,,,,,,,,,,,,,,,,,,
3,1986-09-01 14:37:43+00:00,,,,,,,,,,,,,,,,,,,,,,,,,,
4,1986-10-19 14:36:10+00:00,,,,,,,,,,,,,,,,,,,,,,,,,,
5,1986-12-06 14:35:14+00:00,149.76107143796105,170.974455386068,138.11222932180928,140.87925266672107,142.47678783429603,136.16663291685714,138.27371741981972,145.6111511714493,154.03174025244164,149.2427739243521,140.63307085436492,131.61189801930016,130.34502342948898,137.61237894599776,,171.62868263516054,149.29191786049847,147.51321117072314,147.41944281951493,134.27210947735912,149.96033367969585,159.39064793553936,153.31644431476158,146.24106012368603,156.42339878266972,149.11217062874348
6,1986-12-22 14:35:44+00:00,149.28981283386887,149.75218609813254,134.81233986121973,139.7164753916363,145.57369895751563,135.86991631291968,128.60171150179758,140.08475945504955,153.2160988317312,143.9539835071663,130.6187604538617,125.52807084934649,127.26848459687906,137.44932756087798,,166.13438034089364,138.07507494848943,147.54821763453572,147.46943731725906,135.63934064770197,144.7990848800806,150.42022187526433,147.17289273443697,147.94450084949148,150.6505544916253,146.93769733852065
7,1987-01-07 14:36:13+00:00,,188.2031730331906,,,,,157.27534552348527,,,,,,,,,,,,,,,154.91315636171947,129.1404446297628,112.81232624323306,116.28024177862144,112.57845609024645
8,1987-01-23 14:36:40+00:00,,,,,,,107.2307424941785,122.09869557804441,,,,,,,,,,,,,,,145.95534625697624,142.7299577527289,140.87801349694743,137.43343649932336
9,1987-02-08 14:37:16+00:00,172.96764034382807,158.54239653453683,144.9242241771073,156.1520565034267,138.83300350047145,140.00159263982079,132.68897389551367,135.6192056443445,163.49831863344733,142.45179229565795,115.56053078072752,133.34426567809686,140.27476139591622,137.29022291341198,161.3704542716589,159.595637178558,142.14205955310453,150.903023655128,143.6313010833902,122.6735391062376,137.59100413419554,158.1824884438579,144.05087061518782,140.45466742298802,143.49701442752,148.6376898511876
10,1987-03-28 14:39:04+00:00,,,,,,,,,,,,,,,,,,,,146.79333135236732,142.11525922073142,139.79105524440467,136.54305251382567,144.38799066959203,150.37942936524368,
11,1987-04-13 14:39:36+00:00,,,,,,,,,,,,,,,,,,,,,,,,,,
12,1987-05-15 14:40:33+00:00,,123.62278813001724,,178.8846959468382,,,,,,,,,,,,,,,,,,,,,,
13,1987-06-16 14:41:19+00:00,,,,,,,,,,,,,,,,,,,,,,,,,,
14,1987-08-03 14:42:25+00:00,,122.84431760898329,112.35232180059069,118.96239303130345,124.37581953285716,127.3027148034682,137.7578274811837,130.2024031767229,,136.8988380276333,123.8663130202922,123.42937351844543,112.83453328190772,121.29158013941598,123.5748962483442,136.59539024769293,144.36276700453112,159.28423353306138,144.4189790548291,145.43984595637716,160.12520970711705,161.29501735998545,149.40255488012423,134.58043901501048,134.7064652081187,140.75151325159473
15,1987-08-19 14:42:53+00:00,,,,,,,,,,,,,,,,,,,,,,,,,,
16,1987-09-20 14:43:42+00:00,142.16025116568068,169.40834681089484,119.20513670456836,129.08384078992628,138.27513960772671,152.7605935878856,146.26120703086653,154.79037493758221,163.81252374544573,152.44544560772994,126.57600342678427,124.58006622364138,134.3373502934749,135.39237959313797,,168.21087645633173,156.50610284373104,148.96770100139108,142.4289833450392,150.83504745153763,155.0390252574419,152.5909373403052,135.37634896092396,137.08853308513835,167.2274649736495,158.54840440088392
17,1987-10-06 14:44:02+00:00,128.56837970678035,151.6436360653043,108.55771898882915,111.82394130845,114.78263781251175,128.34263276578307,122.856937576257,134.32105260617035,139.45351908379882,137.45536500517727,119.34574649023752,117.41667763199239,122.05959988643559,120.44894896983695,,153.37054988307045,147.91144951562086,137.6121274228559,135.84864346830778,136.74944567146537,144.94392409263668,143.42480484202196,133.1853637572474,134.73348859630215,142.58718128001846,137.05834814441934
18,1987-11-23 14:44:57+00:00,139.30836489646367,164.57400536372168,112.2706338479291,113.07826219739607,110.85389419843663,116.99133168589739,128.7569217829938,151.00620722904517,146.66743010497268,130.29524468916807,113.93069226379227,108.13687879042851,118.79630502720065,115.02939351423858,,145.3975404192867,136.5415471096185,139.52288136386048,136.96926513782088,154.05769563749612,165.17580742087551,147.72349413426076,120.85721821583343,108.70105618203249,138.61994515073894,151.59467356532176
19,1987-12-09 14:45:10+00:00,,,,,,,,,,,,,,,,,,,,,,,,,,
20,1988-01-26 14:46:00+00:00,,,132.70480312814,128.43632253100458,122.2438541621861,111.31852699512083,106.28741680616686,,132.73098289460535,137.29158217695024,104.59373203706615,95.85770842764651,126.11658221687827,134.39782749219108,136.79631795005122,135.24580390247795,129.4125167083949,160.18573859116816,134.60058165019046,156.90232785143542,163.99831207172738,150.09704546590223,152.78983400927672,134.75423253107135,142.8296583852138,160.5083108421785
21,1988-03-14 14:46:39+00:00,127.13679849904568,,,168.39828805493607,169.299609602269,173.42163962960436,165.97007728284407,161.28021583290538,142.35737504141406,132.7206386473366,134.05162949629369,129.83874312867528,143.14508700788764,125.42626565029981,126.23466479869047,153.36835033016723,145.10655406382114,135.541813353451,154.73597418879353,147.5739897720537,159.6555695975937,157.8491100350305,140.85808387493705,170.88008203201917,174.16173739765006,180.14366021173427
22,1988-03-30 14:46:46+00:00,184.97112530884428,168.2354094576711,159.2845274130263,166.88282801174623,172.6949387007384,165.63487699922425,150.69404373657594,136.22066071535204,141.1465299971914,164.07179367053237,158.63025533063157,144.27496040845276,152.1619724031253,153.54870756937285,,157.80953824350604,142.02980503737274,154.7378087001757,162.48537298025138,160.5777001154547,159.4575706670495,165.57865513434405,159.4637577581846,172.09930084134973,150.61681277647156,156.9918996321638
23,1988-05-01 14:46:57+00:00,169.50345349959812,155.09234430249057,149.2686954024685,155.46722432972115,162.6017234304476,162.92549794548094,150.65813586229694,141.8471635864837,144.69536004037548,164.84275551953473,157.72215755394737,138.37356047872123,143.9326052407794,139.3582285969531,138.15182946728532,141.63951567068142,158.97873544259073,184.64588755422216,,,,,,,167.57477649333032,158.05732101510594
24,1988-05-17 14:47:08+00:00,,159.69812511088696,142.15581937995438,151.96840916673864,169.16373432402517,172.669548615831,154.57139595827942,140.4098763532807,151.14195016669026,169.85407791618914,152.81351447846592,134.7523216690393,154.18967827091066,159.58807504286435,,166.7375549584946,169.45829668459848,169.65530097965708,164.39577061392757,164.36082839698122,147.94318623578124,169.71169131230036,171.86786287250646,168.01682787121223,175.12266188870262,169.06883340602272
25,1988-06-02 14:47:14+00:00,,,,,,,,,,,,,,,,,,,,,,,,,,
26,1988-07-20 14:47:26+00:00,,,,,,,,,,,,,,,,,,,,,,,,,,
27,1988-08-21 14:47:29+00:00,,149.53262024971573,128.96465800280788,138.49895449941684,143.1590430118145,145.21239485532732,143.86587683718597,147.1696833158696,151.52746097425367,150.8896355138437,133.31727017662573,128.0513631488896,137.37798782483708,136.6126603455734,,150.8402378166445,141.63636177667473,153.41473728860737,157.39135264382298,156.1396867830129,155.9428472028397,169.95038999818314,153.91619693223365,146.00148061908465,151.48891423723978,154.5524951052772
28,1988-10-24 14:47:17+00:00,138.54286098951349,167.85322334468648,122.52262593100167,124.93505266007165,124.69794660807729,133.37607341358938,132.5236252704324,141.72080504783688,146.0678618495616,150.698537232686,135.7579185726719,133.25124089585165,141.3422575946227,150.0330486605269,153.93510018441248,164.524895995469,144.3773550501755,157.77158049455562,146.03679563292616,133.24869171888136,147.2664952997723,152.4127926216322,150.8520553089902,156.15252808263585,150.3033109829387,
29,1988-12-27 14:47:03+00:00,151.37745102016171,168.10839368296024,128.92545926516766,139.57062891831723,142.88039536737608,146.24941482248616,155.80065446586536,160.5834940381461,169.9896899569198,162.02572583798025,154.2141017733987,147.62465154751297,141.8458318102407,159.27766389996336,173.2668229145812,177.74063978306032,168.37503206455077,159.87557591824662,165.92998074204627,162.85857209369365,163.82677726024315,163.05099698145816,158.8659044747689,160.01268789582144,162.889418625119,161.67394663633297
30,1989-03-01 14:46:29+00:00,133.8270552398089,158.17436948488836,124.86545247199746,145.92620884705667,148.21414880917604,153.32768821262397,157.07814467154626,163.68400989182848,166.06541320688976,162.29992876197304,157.49185806859697,147.89546022160425,146.072465161588,151.29102666455293,154.8278955077694,172.92060187857314,159.2671025983924,165.76236871328567,161.51862323632113,166.91983002408574,165.70074576103434,171.59210869911374,158.1528904465946,153.07901451886607,172.73258664690414,169.1707486343925
31,1989-03-17 14:45:49+00:00,158.0417041293141,167.58373326347328,143.29353715596153,141.6499311865615,133.19756463958439,132.2682028308668,145.03219113559015,159.62232431383205,166.2745321981822,164.34653453214952,157.49196015954442,155.98293884032609,150.7428668665767,147.19696779358136,,185.6992623125621,171.69710363590758,169.04794677135357,164.17910783313448,162.80679542698485,161.08486934330793,172.4079283841558,154.39087048603025,141.13760630574743,157.87492752126064,154.77896086492913
32,1989-05-20 14:45:08+00:00,,,,,145.07183054822116,,176.41999378210386,172.34136740445945,175.66797023235458,,134.10120803752412,,,140.98236321215913,166.86073718312537,,,,161.35014648234664,,,,,,,
33,1989-11-28 14:40:39+00:00,157.64118808827436,162.67917808640593,137.49012994634705,143.07215655023305,145.9230046938855,154.93945372851132,143.9680963236008,148.19906948986014,177.15627425133079,185.62678662674014,165.62204479050504,147.8035101461186,163.1195013528245,181.71911867822777,,198.78669692676547,,,,,,,,,,
34,1989-12-14 14:40:13+00:00,135.1172348465197,150.53319603573564,127.9042295726435,137.913184552643,135.8199232311552,145.2945732020251,139.17822481957128,155.31518951766947,161.9905931313352,165.7623234660586,154.0808537329033,140.47786027989565,146.36309022670153,143.4772731039727,153.10648567064194,179.12378843167707,169.88566303316242,155.14322544813749,130.10114093189682,124.83104622217836,152.0877974840926,140.33709818544702,130.18047777768706,149.06092207090822,143.3890023253983,137.72415099421286
