,dates,chi0080-0000,chi0080-0001,chi0080-0002,chi0080-0003,chi0080-0004,chi0080-0005,chi0080-0006,chi0080-0007,chi0080-0008,chi0080-0009,chi0080-0010,chi0080-0011,chi0080-0012,chi0080-0013,chi0080-0014,chi0080-0015
0,1985-03-05 14:07:05+00:00,,,,,,,,,,,,,192.29948859773012,193.9784598519179,197.30082077099175,193.46383736373167
1,1986-02-04 14:03:35+00:00,,,,,,,,,,,,,,181.4345450431043,180.69661608058814,196.23285971831967
2,1986-04-09 14:02:13+00:00,201.9364065353555,195.12150804432542,202.53991198999617,204.7746775813559,195.656857143364,197.16523997261925,194.5712375274197,196.89833117594685,204.8710481917719,209.965399017471,206.22400830971065,201.78631649940615,195.24283944562745,188.74674222421473,193.38551831173928,193.57063457001865
3,1986-07-21 14:05:23+00:00,201.29922182595712,201.6213349708373,205.00150110689526,209.8424362846215,199.48624848765976,204.24962887082037,206.4637613765224,199.28411978041163,207.25289657400552,204.0417638282091,,,,,,
4,1986-10-18 13:56:08+00:00,199.79618010214804,192.38326472011565,191.22795551760402,198.27747006586782,189.85008095496886,189.6990765031668,194.36558252086502,199.38015494875458,208.14070152046745,193.1362934974672,195.70995235915808,178.9383117685655,169.58084047381405,170.34249059715412,177.2402834466376,172.22497568617345
5,1986-11-10 14:01:28+00:00,,192.23239825784196,202.305437790418,201.00772962579248,185.77799591929175,196.9805169554371,200.3135486349015,191.12562799733217,197.13778826773267,202.25733230452732,202.00479909871012,197.47371537654658,181.1930572212911,183.29131367416431,177.47339977967994,179.5808609924007
6,1986-12-28 14:02:01+00:00,210.5905076988966,201.00455587325095,202.88758196863768,205.97589624624905,195.63780414883428,204.11994999721543,206.9302509561024,204.52931645984506,215.5158445302864,209.44913313530057,207.53025480074555,204.18687154335643,193.99656741551024,190.20338814744093,194.64897099965398,195.07839541266875
7,1987-01-06 13:56:06+00:00,,,,,,,,168.65947757060195,187.97359963816527,188.11145590866914,196.02323636806992,189.61517725014662,151.93728735548976,,,
8,1987-01-13 14:02:29+00:00,,,,,,,,,,,,,,,,
9,1987-01-22 13:56:34+00:00,221.09288537584774,212.65598807456126,212.35666264692952,216.948681404246,207.58177302220756,207.86590398946316,210.15892811589117,209.19695797558128,206.8872327896552,209.8737431391749,200.9760030687678,207.83261481907635,169.32980674863038,164.12205254977866,163.38056714107415,171.34544668442692
