,dates,chi0080-0000,chi0080-0001,chi0080-0002,chi0080-0003,chi0080-0004,chi0080-0005,chi0080-0006,chi0080-0007,chi0080-0008,chi0080-0009,chi0080-0010,chi0080-0011,chi0080-0012,chi0080-0013,chi0080-0014,chi0080-0015
0,1985-03-05 14:07:05+00:00,,,,,,,,,,,,,191.92434016179334,193.6354669962043,196.88686387616497,193.0886889277949
1,1986-02-04 14:03:35+00:00,,,,,,,,,,,,,,183.22143795152073,182.85321097005627,198.18727383690015
2,1986-04-09 14:02:13+00:00,198.85808867301483,192.04319018198476,199.14314745224095,201.69635971901522,192.92057459906118,193.76847543486403,191.49291966507903,194.08386913037825,201.79273032943124,206.68185996430762,203.14569044737,198.7079986370655,192.16452158328678,185.93228017864612,189.98875377398406,190.492316707678
3,1986-07-21 14:05:23+00:00,196.85273202161005,197.17484516649023,200.09502959865023,205.39594648027443,195.53381310601793,199.34315736257534,202.01727157217533,195.21875767358003,202.80640676965845,199.2988413702389,,,,,,
4,1986-10-18 13:56:08+00:00,197.34800165940396,189.93508627737157,188.52651723595537,195.82929162312374,187.67392233919634,186.99763822151814,191.91740407812094,197.1418203725314,205.69252307772337,190.52490315854016,193.261773916414,176.49013332582143,167.13266203106997,168.10415602093096,174.53884516498894,169.77679724342937
5,1986-11-10 14:01:28+00:00,,194.5796307051221,204.89548738741678,203.3549620730726,187.86442476131856,199.57056655243588,202.66078108218164,193.27166909198831,199.4850207150128,204.76104691495948,204.35203154599026,199.8209478238267,183.54028966857123,185.43735476882046,180.0634493766787,181.92809343968082
6,1986-12-28 14:02:01+00:00,211.9325493415882,202.34659751594256,204.36845550540085,207.31793788894066,196.83073005344906,205.6008235339786,208.27229259879402,205.75632596173455,216.857886172978,210.8806442208383,208.87229644343716,205.52891318604804,195.33860905820185,191.43039764933042,196.12984453641715,196.42043705536037
7,1987-01-06 13:56:06+00:00,,,,,,,,170.90311169913366,190.42757446624682,190.72902905862279,198.47721119615147,192.06915207822817,154.3912621835713,,,
8,1987-01-13 14:02:29+00:00,,,,,,,,,,,,,,,,
9,1987-01-22 13:56:34+00:00,222.7214897686477,214.28459246736122,214.15374335622602,218.57728579704596,209.02942137136307,209.66298469875966,211.78753250869113,210.68596770614124,208.51583718245516,211.61092115816152,202.60460746156775,209.4612192118763,170.95841114143033,165.61106228033861,165.17764785037065,172.97405107722687
10,1987-02-07 13:57:09+00:00,198.87155432134608,193.84780368636564,200.46320123911678,201.9333967448209,198.84849963032627,190.5584905614239,201.7039105973028,190.5926086252295,203.09545782418505,198.21927452221792,210.0064166030621,200.06930578867485,192.2886781018,184.80544104211936,193.78252915347588,188.20298473315853
11,1987-03-02 14:04:14+00:00,200.67043482390307,194.32249214672072,203.0087909406249,202.20653960578232,191.28613081733283,192.69984628725763,206.41462554188564,203.19471469495318,205.94477616097265,202.97965560434636,212.9474648803077,194.13539567690623,182.0528939655205,181.2404276586441,185.95436990817998,185.9284276948835
12,1987-12-08 14:05:05+00:00,198.66904548142367,195.95865685314192,202.2092395637426,207.03808290468436,190.85605336607532,188.15499881209124,194.0153593205678,189.56264225462067,,,,,,,,
13,1987-12-15 14:11:23+00:00,197.41809326864416,193.08232313002333,,,,,,,,,201.8397993826909,189.89851168161888,177.35238009432877,172.34674891727317,180.02930142245464,188.35435387258534
14,1987-12-24 14:05:20+00:00,209.33867386349613,205.34216723478596,209.66778721229815,,,,,,,,,,,,,
15,1987-12-31 14:11:39+00:00,195.36247475213304,192.42926557803335,199.22835790347767,210.82174702921063,201.13148924540437,197.7543081961808,200.52075840902359,191.32590688143264,204.76395895980858,,,,,,,
16,1988-01-09 14:05:37+00:00,,,,,,,,,,,,,,,,
17,1988-02-01 14:12:14+00:00,194.68431179437562,188.0169808050282,197.15398497477813,196.62814899433448,191.75600458719956,187.20128782623607,186.87757833019947,190.9805961267494,203.32087732031198,195.47785338596898,199.9401799821248,203.5924901903055,192.5702975360992,183.45358090931913,183.5133538088668,184.24912783440385
18,1988-03-29 14:06:41+00:00,,,,,,,,,,,,,192.76601991675648,183.08561939417137,196.85644535961777,189.7678045501563
19,1988-04-14 14:06:45+00:00,202.3933594052537,202.49657462632848,203.7555055125663,210.06409646512014,202.71875533466425,197.5321529955607,205.04935823169743,198.75781266230837,207.12538217919897,208.02640308510027,217.8947014297603,203.9612285008358,,,,
20,1988-04-21 14:12:59+00:00,189.3105090363846,184.21203091975133,187.295050179187,195.37793219518264,181.46913742630204,180.65945293879437,191.26128317319535,184.8500963021833,195.13131959572115,191.9134884685682,197.58897338446107,185.77437558192366,165.84791657565464,169.13459870409807,172.82449051697515,
21,1988-05-16 14:07:03+00:00,199.72221436970506,191.435547427821,196.7401311993317,193.88488505712098,188.69609248173185,186.71431843252913,198.44824266343466,197.99235731803037,199.43759217296983,,,,,175.67921150295268,189.10610809230258,
22,1988-06-08 14:13:22+00:00,199.7489633863247,199.36469959344114,199.43043186579274,200.36262548282593,187.41008772146625,195.87441536741343,202.67648130335334,198.9519814508198,205.5361790579269,203.96387092338182,205.9260865476105,198.65321899141168,181.82946660951734,173.85382144690593,190.7183746227325,
23,1988-06-17 14:07:15+00:00,194.1650073909571,192.54698477366492,189.3818923987149,191.34618632040008,179.68318707008447,188.70705767745397,191.9125563421969,186.22653292688312,192.85035251471996,192.8218033115919,201.05259107385876,190.66536327973657,176.74979502214848,168.64996380691866,,
24,1988-11-08 14:07:15+00:00,211.1531342669973,201.1553255419983,,,,,,,,,,,,,,
25,1988-11-24 14:07:15+00:00,197.49855085192644,192.8963908846731,202.3504207966793,200.46920860304238,186.68737222733765,187.13507321027535,206.53238994498696,199.66176297256865,204.2073017097953,196.94990668136896,,,,,,
26,1988-12-17 14:13:10+00:00,206.71410293037147,208.37153020740868,206.34289420702095,211.9254449099535,202.4790341049611,203.69830283685314,209.87578892281462,200.94178474689232,209.63417145234274,207.9996401888204,209.1034834537607,210.57696477098216,203.45407849605334,197.29680297798967,201.87095979957525,198.93668270071657
27,1989-01-27 14:06:38+00:00,206.818769930842,198.76386669272,205.74884580374516,214.40837252785263,196.9145851978135,202.8318495211111,205.77228429350515,205.67255718703288,211.91386065916763,209.06277606856997,208.61690791749885,208.81507162155253,198.7655337115782,188.43847709564508,196.9088723658593,191.18202236090409
28,1989-02-28 14:06:26+00:00,,,,,,,,,,,,,,177.1132114708855,183.34875556985875,176.39662538772637
29,1989-04-17 14:05:40+00:00,193.8174737436867,194.85791471765458,198.33735841911613,202.4058426287597,190.78609900722427,196.01133092416535,201.90619194544698,193.92646465738093,200.29317355390296,195.43325076158348,201.3197838200582,190.45575729738934,175.82082152314447,175.45034151434928,182.73173969408919,
30,1989-04-24 14:11:42+00:00,207.89608292956638,198.17057597339488,206.04406690922568,208.86517504011238,193.25722895287873,192.97444382474475,201.72059160453554,194.79695551069432,206.44497542767118,206.57047853097578,214.61974593853802,205.72964831185377,188.6551635656524,177.10965192977332,180.77085962820232,176.05650526282457
31,1989-05-03 14:05:25+00:00,198.08446330223865,191.94988490656866,200.4176174304074,200.02628285254625,188.49452438041158,190.3778092884245,199.38689422845204,196.9082791707963,204.02446428035915,200.25205517921836,208.36323900676024,191.5029429400645,177.49800409618874,176.506287354378,179.7419933355187,
32,1989-09-15 14:08:39+00:00,221.49279397210753,213.50824400856396,225.32670447906236,223.5552889174978,206.32662154218062,209.7381962321468,214.78477315196,215.1392497519929,219.2819857258682,217.57972628067603,222.93169736619393,215.3830101065975,201.05143383723396,199.33105961800223,196.30939665028393,198.06224137293165
33,1989-09-24 14:02:23+00:00,204.74275823716644,208.23775084206747,209.81179893487177,210.25103363310714,197.85043242017338,202.01841249503778,202.6340868540124,199.03666869214442,208.1486073232665,205.2114707550134,211.7618865769793,201.2885143301387,193.37962897626835,188.54962190334143,196.52840937286905,189.7335679776657
34,1989-11-27 14:00:36+00:00,213.1814740369059,206.99654573695,213.81795949102394,216.98597866189453,,,,,,,,,,,,
