,dates,chi0448-0000,chi0448-0001,chi0448-0002,chi0448-0003,chi0448-0004,chi0448-0005,chi0448-0006,chi0448-0007,chi0448-0008,chi0448-0009,chi0448-0010,chi0448-0011,chi0448-0012,chi0448-0013,chi0448-0014,chi0448-0015,chi0448-0016,chi0448-0017,chi0448-0018,chi0448-0019,chi0448-0020,chi0448-0021,chi0448-0022,chi0448-0023,chi0448-0024,chi0448-0025,chi0448-0026,chi0448-0027,chi0448-0028,chi0448-0029,chi0448-0030,chi0448-0031,chi0448-0032,chi0448-0033,chi0448-0034,chi0448-0035,chi0448-0036,chi0448-0037,chi0448-0038,chi0448-0039,chi0448-0040,chi0448-0041,chi0448-0042,chi0448-0043,chi0448-0044,chi0448-0045,chi0448-0046,chi0448-0047,chi0448-0048,chi0448-0049,chi0448-0050,chi0448-0051,chi0448-0052,chi0448-0053,chi0448-0054
0,1986-02-04 14:07:59+00:00,,,146.7289641551143,154.16085855723995,,,175.68823010974418,178.9884270361853,165.49590017682365,145.92608255051545,150.50747828873943,138.33290473302057,144.4887960321795,149.67426798744603,178.82342160361944,173.65052626475423,177.94852686091556,184.8934037806938,191.63624856361182,185.8023629122151,,153.87531852749754,160.37158970070988,167.70787194459598,182.91457604230115,181.75929329465416,187.58601787959336,180.65835165402595,163.1018732550554,158.83963051720377,153.52016951327917,139.49232786266873,122.36571020548759,141.13235100828538,168.84760656413872,,159.50183506995518,163.3064759379022,183.43600318476632,179.8884169444404,,172.65263330812783,163.38840911560862,157.92699318537942,,145.28469070007694,131.84806799840158,96.99644879491208,,,,,,148.48315339297935,128.43120286816088
1,1986-08-15 14:02:41+00:00,123.844707468815,142.85878154493864,134.5935039306439,140.54204706922425,,51.14368698029449,166.06550877172342,151.6169974335052,137.33509301900315,150.6667531506701,146.35737977983632,130.08267903882376,121.27285065485,160.48449908680544,153.50239992242263,157.50619716760042,144.79080827693792,,,,,141.1092278323838,,,,163.39254002368742,152.93549348720808,158.8858556252625,153.3031415778544,,,,,,142.38193952885666,122.96214732071354,,,,,,157.54651076994105,,132.39108330346812,117.79650898718468,111.13876182013026,119.4034607070776,103.35293257585987,89.67391731390943,,,111.21602061848237,113.70920210938755,114.47278512721144,116.02231216974648
2,1986-10-18 14:00:32+00:00,,,,125.22988067735399,140.45285689040784,51.13703094837413,,148.51538230865233,120.7991171964187,155.42134797259968,156.80639564615367,148.2097311904577,147.05161111415882,147.36158352092292,154.7867824999112,147.78075732668947,159.38812841592656,,,,,,,,,156.70917025598325,,152.6588105776389,143.02246614731322,,,,,,139.29394480519395,139.05876724468294,,,,,,129.05843059383704,,136.16133069855636,147.75736824228386,139.8651375111414,137.00640524233856,120.09147210039355,112.71438624448703,,,117.77314997535971,123.30633720203906,112.85134111646168,119.66221883905182
3,1986-12-21 14:00:01+00:00,150.75516192185216,152.55154519707384,165.64571095166005,153.2877563813883,157.89959153573824,149.45314499940542,141.6198564824914,170.8351436896073,166.1347794056202,170.62341099005275,171.5963811902041,174.46476528132408,181.28093635695245,184.55845209504298,188.0019689202069,174.20819408977763,182.6550613013255,180.03836583439937,179.73887478184207,171.5232941895747,171.37688878490397,172.90134205088592,163.6516189617938,157.32650370785095,154.7249775178273,168.94817051311813,190.79742023276253,191.56479986167716,186.55804440312863,171.55435464662816,164.76375424947682,165.82841051856545,154.48349096395603,159.01793142512025,156.92781678041388,153.14689910410394,155.24645023731645,163.78014647502238,156.36103658303614,157.57384702219534,179.3417570425232,186.04618491692935,172.54578461125095,155.4095732173316,161.57180483771717,156.71747366485832,151.81884651498677,146.7983631283257,138.1465566129946,153.33882890850802,139.73225512171558,134.7302280321846,137.9258294038126,159.73105463073284,140.5236843979228
4,1987-01-06 14:00:30+00:00,137.4857231362378,146.427318974172,153.0787372274473,152.11831391208526,150.5728314823117,139.47358292487488,128.11375617925071,170.9717628552005,175.93318136262548,174.15126796626996,159.65251481537388,164.8045484756084,169.8270586925959,174.97532592131375,183.46143372680112,184.87793339747918,163.55703227539513,163.55520299971727,166.50871446927528,151.53706082218346,163.2229261003866,163.99206941841345,167.1095495715765,145.3261852526416,154.11765822212348,162.37049238245604,176.79191738516874,173.8873900740594,174.56525642035183,168.4836830744738,161.6418014907244,153.23055013109754,130.10612555673995,157.53002497863744,157.51112611277068,161.0108180705471,143.0025436359269,149.32284862357176,162.07475615528574,143.78120825023333,154.67534616360808,170.81027482996078,166.3139539022707,150.81273425873727,141.71079299388202,141.29438837148604,137.59602659400886,133.08241420242018,135.0840073409864,134.94834715344143,142.9684173979175,141.5747762820275,134.01471951238275,135.40997984004207,133.30983712751421
5,1987-01-22 14:00:58+00:00,145.57049319200118,142.82644169070244,156.41422932457263,150.49561924816027,155.8251398696116,150.5438989343712,116.89780711352216,154.88153289219656,171.5916074373735,188.4679659581927,171.57004349762713,157.14637090749875,173.9922386812738,190.27102664532157,193.88360255748788,177.3126036673501,173.2955696384528,180.6988301292257,178.04975489529778,179.7114449962109,155.55751592430806,165.27078637826327,172.250150600475,172.34467964737473,160.68788482223516,157.578648181208,159.83772538740885,167.5004442131995,181.35884548013135,185.57546927356063,182.91569540672003,169.898778205545,151.8396293199622,159.46478032234805,156.02269683846967,169.31228183934206,158.65740847926438,164.41582511910505,172.93952612275956,165.2516719546717,182.8617597533229,177.22163894723212,160.7388402253292,156.0086285978032,165.2153372679264,159.320788405171,143.80041244638463,143.84838308164962,137.4049485820554,142.36376654363215,151.2185277380251,145.1009637414581,155.17309410807934,146.9564703838074,106.40743527536847
6,1987-02-07 14:01:33+00:00,136.21699600635847,159.94853928912445,163.5020642492768,166.4530009166709,176.87789164904143,166.30869939993886,162.65938775669395,153.2672780212492,178.35692479181603,202.70378683205777,204.55454723490377,181.54889958136494,174.80768899389403,178.5462899934797,189.29700807367334,195.42664821767747,198.43220654129243,181.5962190295074,187.7772009123975,202.0828759459086,170.09061752661611,175.4632164777081,180.66675685162275,174.5585148826919,188.59293150996356,190.44647606595197,173.6982060635445,168.10609038433273,175.48235238164986,182.2809680683719,192.6530784624834,181.05651998029197,185.04842099048395,166.76814326908814,164.16686725683667,177.5077128837683,177.7824978871127,171.14301585982636,183.8468156058727,180.85141910120896,182.48940164575333,185.64863121796913,185.9698378707589,169.5349289697208,152.98567137185307,162.9879247464817,168.7430254145346,148.3824061988525,140.45150176614845,132.34604236798592,159.3107770032033,167.2695707101787,160.46921068374178,157.40924216585842,112.98231322548558
7,1998-03-09 14:17:33+00:00,142.04852365703314,125.30893108699472,160.2532800149403,167.24400180249953,185.691198123488,169.10128875452844,177.73794232788313,195.9534418763415,210.3699313297342,207.21978117047115,169.81444014514335,,,,,197.62550865445567,190.501472485912,184.60064795805934,,182.9186156517027,181.6314230409247,215.83507649506367,207.48290277038674,212.21649601798356,199.88559658937444,206.27939263271335,200.61360867894086,182.2082029064302,193.80279965046017,205.6847850181864,200.28855864711483,190.67408560368145,174.90893079112743,162.21119074817017,165.34962264044555,176.97084556870433,167.92758102018334,158.33364131850323,201.84174611920392,198.83396252881465,188.58107171017326,188.67005679042137,199.904615941859,189.02113883299472,176.19541454559916,166.0618238672896,153.03244081560115,,98.41108233124815,149.80531594441334,168.4038047060086,156.0159312292806,162.93728781907123,171.22023506960983,
8,1998-03-25 14:17:47+00:00,159.6211692529709,162.01226556239584,168.45313410783663,193.14837266860158,195.32818651528834,195.28993019944159,180.65311520934267,197.84892819185788,210.389526444019,214.51353186059575,221.43378431682916,222.2470265104849,218.62698343451305,219.85922244390903,205.4246208620576,209.8776255065688,195.20725865415795,179.3303930114662,204.8940012068967,,210.55988609912848,212.50159729492069,213.51073129413206,209.37358603583127,191.61678477923053,196.76022125328367,215.14959219060998,,200.87649035897203,195.71652333368988,202.46251838565814,192.3350072960665,198.22991300775996,183.25031182901307,176.2625092543813,196.30319819591585,212.50760952124082,198.3746700147393,198.7549487257861,207.1206830102794,213.28787966580168,210.5933073075169,199.83065344367674,214.24583642905563,212.24716238444523,193.96334750145738,168.42042341151634,159.67719256768342,114.76671783347646,172.7834561900798,187.3899968800655,181.76306931890176,158.32977801741987,193.9861963682362,
9,1998-06-13 14:18:54+00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10,1998-09-17 14:19:50+00:00,135.1933580173208,150.34291316704514,132.07908533097512,142.3847271458914,158.26912795213303,160.95753944892726,172.79375366893711,203.64122233555565,208.79323961325764,205.21127879750262,185.79079519722472,168.4270352573022,187.88896734511465,184.8522336002847,,,,,196.9896045816672,186.98304397761405,183.41597172113526,184.8668905414864,178.52751086474967,184.61717175700423,203.24675727036896,193.04247070631067,177.19078578407323,165.42984947968577,175.38606740764214,196.39256853031696,191.72568732828407,167.23192591807,157.83708530979837,164.59466351129345,175.16720618006093,172.2921699516775,179.3694245635866,179.44984309376235,162.0167911522242,169.9180499861551,181.90280969242872,192.7182059248241,181.22876427756378,160.80793359903282,,,133.9326950304773,106.2548953465851,110.6151289632767,137.1576044036115,154.35056254870784,156.52331088204642,150.24959607536314,,136.0408774646612
11,1998-12-22 14:20:06+00:00,,,135.55911622227052,116.55804651847514,148.22194722103973,162.24684147193048,145.79294578913036,203.09992237217176,190.59385931787804,145.08239518675194,180.1671903832059,184.26472489569528,192.60336583799003,193.19640713734236,,161.47385403797648,181.12617965674457,181.58709957705028,186.98087315338867,183.59222702926894,,168.16032117577643,,194.8695723407117,186.34947125114525,182.27289636013737,166.9268804300369,189.91380988213365,152.81711105791655,198.01367236719406,,178.82142567158368,153.08873986918445,125.71884580279783,145.8876791178285,161.61402760888834,161.81504398111514,,173.74325469205726,,,156.56802246589226,184.33880987528482,182.70947663269095,188.83297834450275,185.43920648692563,157.22382855947558,113.69045185472395,77.91926823866447,91.71099771803877,,134.30365391860795,,,
12,1999-02-08 14:20:13+00:00,111.58828883063826,123.64173833753868,112.11563532610388,150.53486762018343,141.6517791387956,132.6578129520775,140.88625947629978,148.06653040076662,182.16770822931923,171.43750932053996,158.154493793599,176.6264038493387,150.27997634793675,168.06647810076967,,136.32943659083065,176.25981235948626,155.59764595092463,172.5112477132581,183.46205706258093,179.41357368286293,176.53282760220108,,154.62851393327074,155.3141271499361,165.71995580398038,141.10412915957892,154.06844574479803,160.80909376354643,160.4775014922459,180.91933908705786,162.646249524975,128.35097440729365,,177.90077517275876,168.46733700039778,139.3754199165615,162.4581353371084,164.7550037148579,170.2013380573778,165.53075654772792,163.0909668275591,158.77855412862303,174.09052143860967,161.11444698107132,164.89693779776738,149.46736131536682,114.31269055051605,,112.30956173924477,103.17904263084137,,,,
13,1999-09-20 14:17:38+00:00,,,,,,,,,,,138.67784624387494,143.73423396099668,147.26482387708143,,,,123.28458609196873,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,97.72798719031682,,,,,,
14,1999-10-06 14:17:39+00:00,111.17170786920366,133.85759003957173,144.01543135344824,141.80932738887878,164.50245028395562,175.1900681928249,175.9256017945088,170.9986869059821,192.31400978609813,180.01552236293244,187.05233229994533,187.3546683863406,,160.84424644450957,,182.5426600278139,170.19250522397542,165.46007172735133,188.6599176335563,181.08417488125966,178.06441671654395,183.41236857056035,161.08848831502698,160.8076327711258,154.7942330466362,174.57218194177776,184.60605878836222,178.8820774705799,184.83651474564383,191.934381246678,173.96531525830014,169.10245913229656,170.60861248639222,176.33973806949123,159.36187627088574,150.6624151034894,161.5799840771922,169.56545920756045,190.38947678037331,198.04134528354044,165.92018058774445,158.60039896063677,151.14790075602312,165.90783431435122,169.84703136730062,170.68981601952711,171.53239269437142,146.41968385769445,136.80401449359695,158.943102134233,165.66847018868597,145.62831026823258,,157.91673912391408,169.53518514518055
15,1999-10-14 14:34:02+00:00,120.83336075426656,123.89657167733604,131.88167365657222,136.34331633099708,154.2466684635297,172.87687884347147,176.86706304551058,172.46353365317344,183.30891361308565,198.19206797093426,191.00059963062006,182.46156772654766,140.69162395869333,165.50532493131152,166.65881908934924,171.66482712417903,157.1075048176006,168.74657136766047,181.0694784577476,184.36007953241221,172.52179534735922,171.29606745628533,169.45274258905206,159.06212008752718,157.30628542295887,180.27531366005726,184.56852354715454,182.6586295856579,179.2131100376036,190.1473525584494,171.93080080542492,156.0080661572079,162.15230179482398,168.81114667235005,149.39889450929417,149.3082244642627,160.6920190255127,175.77652992626753,180.70257658741022,192.97375964847558,159.0321446639098,144.16846625230133,134.47086364760526,148.50212912397745,173.8175343823658,159.4347684149442,163.26744722314757,152.50618088434274,144.14729331204833,148.96685915301177,154.73103814730973,138.72118902400666,146.21082301169167,164.911564963428,167.766074334544
