dates,nzd0562-0000,nzd0562-0001,nzd0562-0002,nzd0562-0003,nzd0562-0004,nzd0562-0005,nzd0562-0006,nzd0562-0007,nzd0562-0008,nzd0562-0009,nzd0562-0010,nzd0562-0011,nzd0562-0012,nzd0562-0013,nzd0562-0014,nzd0562-0015,nzd0562-0016,nzd0562-0017,nzd0562-0018,satname
1999-07-18 21:58:49+00:00,,229.23,235.65,219.35,208.86,205.56,207.93,212.34,212.00,202.52,194.96,198.06,197.46,193.55,194.59,198.97,208.94,219.66,222.91,L7
1999-08-26 22:04:44+00:00,,223.91,231.68,214.39,207.50,207.71,207.30,210.99,209.58,200.40,200.21,198.97,200.93,196.34,193.23,199.01,212.78,213.96,221.93,L7
1999-09-20 21:58:56+00:00,,263.11,263.67,218.22,214.99,216.05,223.14,219.64,221.60,212.65,214.78,216.88,222.99,229.61,224.09,,,,,L7
1999-09-27 22:05:12+00:00,,225.73,222.17,218.67,198.43,201.18,203.18,205.30,206.24,198.25,193.87,192.90,202.25,189.00,190.67,199.54,206.75,222.21,224.33,L7
2000-01-10 21:58:52+00:00,257.20,230.01,228.51,207.78,,,,,,,,,,,,,,,,L7
2000-02-11 21:58:45+00:00,235.84,216.57,236.40,210.65,204.22,201.53,199.62,204.26,207.35,194.61,194.41,193.69,195.51,197.01,185.20,189.83,199.49,207.19,210.27,L7
2000-05-17 21:58:07+00:00,,216.36,229.93,212.61,198.67,197.54,200.68,,,204.92,197.26,197.13,199.56,186.81,188.28,199.11,199.20,203.72,212.43,L7
2000-05-24 22:03:46+00:00,,225.90,239.33,219.81,212.69,210.63,210.98,215.52,217.08,209.52,202.55,198.52,202.25,202.26,195.82,204.86,215.64,222.78,215.35,L7
2000-06-09 22:04:04+00:00,196.41,180.17,,,175.68,181.29,177.97,179.28,186.05,187.94,184.83,164.66,199.15,178.11,,189.93,,,,L7
2000-06-25 22:03:56+00:00,,219.88,227.84,205.84,200.43,197.77,194.93,197.95,202.83,192.83,189.15,189.89,192.21,194.13,185.36,187.18,194.59,214.12,207.78,L7
2000-07-11 22:03:41+00:00,,,,170.39,168.65,162.87,,,,,158.37,,,,,,,,,L7
2000-08-12 22:03:18+00:00,,237.11,239.52,211.97,206.79,205.31,202.56,209.20,206.17,203.67,198.90,201.65,204.26,201.76,192.37,199.87,207.20,219.07,,L7
2000-09-22 21:56:29+00:00,271.34,216.49,224.63,203.26,196.53,194.28,195.68,200.85,200.26,196.24,203.40,198.97,203.60,196.34,185.23,195.81,206.64,,210.15,L7
2000-10-15 22:01:56+00:00,,,,,,,202.15,203.68,206.34,196.98,190.02,192.03,193.97,188.63,191.15,195.57,204.18,213.08,222.95,L7
2001-01-03 22:02:12+00:00,253.00,235.78,233.11,210.78,204.49,201.90,203.64,204.77,206.23,198.29,196.52,199.87,196.79,195.02,192.46,196.57,207.71,219.41,241.12,L7
2001-03-01 21:56:21+00:00,,224.79,240.67,214.95,209.75,205.87,208.58,211.69,210.02,208.71,198.94,199.89,202.61,195.55,197.44,206.33,210.42,217.32,219.70,L7
2001-03-24 22:01:59+00:00,231.19,209.14,223.53,201.86,201.61,194.64,198.68,202.40,202.52,197.32,189.54,184.39,194.15,184.20,182.17,189.50,202.78,203.46,204.14,L7
2001-05-20 21:55:53+00:00,262.85,242.38,253.11,210.74,202.25,203.94,204.34,206.89,208.53,195.60,197.38,199.89,204.20,202.26,185.20,193.84,206.55,217.25,,L7
2001-06-21 21:55:29+00:00,,222.61,229.26,211.16,211.43,208.65,209.45,214.62,212.74,206.84,201.53,202.26,203.11,200.94,193.61,203.07,215.59,213.12,216.98,L7
2001-06-28 22:01:33+00:00,,,,,206.19,206.21,203.36,212.46,,,233.88,198.13,188.24,193.71,189.12,188.80,,,,L7
2001-08-08 21:55:01+00:00,250.82,221.61,230.29,211.52,203.55,204.26,204.22,205.82,207.32,198.94,197.81,199.19,201.27,199.42,196.39,202.57,206.96,217.77,222.62,L7
2001-09-09 21:54:36+00:00,233.51,220.75,221.86,208.26,204.08,198.93,205.30,205.99,206.96,200.96,196.46,196.95,202.90,193.21,192.64,203.50,206.33,210.99,211.36,L7
2001-09-25 21:54:28+00:00,263.78,237.71,230.12,198.46,193.85,194.69,196.26,198.30,203.11,193.40,191.28,193.32,192.48,191.24,182.66,192.62,205.75,210.51,205.48,L7
2001-10-02 22:00:04+00:00,,214.96,215.25,200.80,195.61,193.68,199.28,196.44,199.48,194.76,189.29,186.69,194.39,184.36,184.41,192.60,199.45,204.40,205.50,L7
2001-10-11 21:54:09+00:00,265.74,229.06,234.75,197.41,195.19,187.39,196.18,195.70,195.53,194.09,191.34,194.38,198.57,186.09,187.81,194.84,215.64,215.35,,L7
2001-12-05 22:00:42+00:00,,204.56,210.63,194.48,183.31,182.27,186.08,183.87,185.77,175.72,174.48,174.25,178.60,173.98,,,,,,L7
2002-01-22 22:01:04+00:00,246.44,237.01,230.01,196.96,199.33,196.71,196.46,198.23,198.51,193.84,191.75,190.32,191.83,190.15,184.63,190.46,197.47,215.29,227.33,L7
