dates,nzd0562-0000,nzd0562-0001,nzd0562-0002,nzd0562-0003,nzd0562-0004,nzd0562-0005,nzd0562-0006,nzd0562-0007,nzd0562-0008,nzd0562-0009,nzd0562-0010,nzd0562-0011,nzd0562-0012,nzd0562-0013,nzd0562-0014,nzd0562-0015,nzd0562-0016,nzd0562-0017,nzd0562-0018,satname
1999-07-18 21:58:49+00:00,,229.23,235.65,219.35,208.86,205.56,207.93,212.34,212.00,202.52,194.96,198.06,197.46,193.55,194.59,198.97,208.94,219.66,222.91,L7
1999-08-26 22:04:44+00:00,,226.57,233.67,216.87,208.18,206.63,207.62,211.67,210.79,201.46,197.59,198.51,199.19,194.94,193.91,198.99,210.86,216.81,222.42,L7
1999-09-20 21:58:56+00:00,,238.75,243.67,217.32,210.45,209.77,212.79,214.32,214.39,205.19,203.32,204.64,207.13,206.50,203.97,198.99,210.86,216.81,222.42,L7
1999-09-27 22:05:12+00:00,,235.50,238.29,217.66,207.44,207.62,210.39,212.07,212.36,203.46,200.96,201.70,205.91,202.12,200.64,199.17,209.49,218.61,223.06,L7
2000-01-10 21:58:52+00:00,257.20,234.40,236.34,215.68,207.44,207.62,210.39,212.07,212.36,203.46,200.96,201.70,205.91,202.12,200.64,199.17,209.49,218.61,223.06,L7
2000-02-11 21:58:45+00:00,246.52,231.87,236.49,213.94,206.28,206.62,208.31,210.05,211.19,201.48,200.82,200.61,205.42,202.99,198.30,196.13,206.34,214.45,218.84,L7
2000-05-17 21:58:07+00:00,246.52,220.98,231.61,210.35,201.44,199.53,200.15,204.26,207.35,199.76,195.83,195.41,197.53,191.91,186.74,194.47,199.34,205.45,211.35,L7
2000-05-24 22:03:46+00:00,246.52,222.21,233.54,212.71,205.19,203.23,203.76,209.89,212.22,203.02,198.07,196.45,199.11,195.36,189.77,197.93,204.78,211.23,212.68,L7
2000-06-09 22:04:04+00:00,229.82,213.80,233.54,212.71,197.81,197.75,197.31,199.69,203.49,199.25,194.76,188.50,199.12,191.05,189.77,195.93,204.78,211.23,212.68,L7
2000-06-25 22:03:56+00:00,229.82,214.81,232.40,211.34,198.34,197.75,196.84,199.25,203.33,197.96,193.64,188.78,197.74,191.66,188.66,194.18,202.23,211.95,211.46,L7
2000-07-11 22:03:41+00:00,216.13,211.78,233.38,203.86,193.39,191.94,196.84,199.25,203.33,197.96,187.76,188.78,197.74,191.66,188.66,194.18,202.23,211.95,211.46,L7
2000-08-12 22:03:18+00:00,196.41,215.88,234.16,204.12,193.82,192.57,197.42,200.49,203.03,199.78,188.51,190.37,199.49,192.61,190.46,196.19,204.16,214.92,211.85,L7
2000-09-22 21:56:29+00:00,233.88,215.99,232.25,203.98,194.21,192.81,197.13,200.56,202.48,199.19,190.64,191.80,200.17,193.24,189.41,196.13,204.65,214.92,211.43,L7
2000-10-15 22:01:56+00:00,233.88,215.99,232.25,203.98,194.21,192.81,197.85,201.08,203.12,198.87,190.56,191.84,199.29,192.58,189.70,196.05,204.58,214.55,213.73,L7
2001-01-03 22:02:12+00:00,262.17,229.79,232.42,199.10,194.11,191.09,201.01,204.62,204.75,198.79,189.44,198.13,199.65,195.44,190.30,196.95,206.43,217.19,224.74,L7
2001-03-01 21:56:21+00:00,262.17,225.69,232.80,209.66,203.59,200.68,202.51,205.25,205.71,200.06,197.22,197.69,199.24,193.89,191.57,198.57,207.24,216.60,223.48,L7
