dates,nzd0003-0000,nzd0003-0001,nzd0003-0002,nzd0003-0003,nzd0003-0004,nzd0003-0005,nzd0003-0006,nzd0003-0007,nzd0003-0008,nzd0003-0009,nzd0003-0010,nzd0003-0011,nzd0003-0012,nzd0003-0013,nzd0003-0014,nzd0003-0015,nzd0003-0016,nzd0003-0017,nzd0003-0018,nzd0003-0019,nzd0003-0020,nzd0003-0021,nzd0003-0022,nzd0003-0023,nzd0003-0024,nzd0003-0025,nzd0003-0026,nzd0003-0027,nzd0003-0028,nzd0003-0029,nzd0003-0030,nzd0003-0031,satname
1999-08-17 22:10:26+00:00,,301.75,309.54,296.70,303.89,314.39,327.33,336.15,341.77,344.76,330.00,331.23,336.02,328.47,330.61,335.50,326.67,326.23,316.19,329.88,339.80,335.64,341.63,343.64,338.11,330.99,340.54,335.94,318.58,326.31,323.61,315.67,L7
1999-12-07 22:10:30+00:00,276.98,270.14,304.75,316.12,318.06,345.56,348.18,343.30,352.72,351.68,351.47,344.09,345.15,343.73,339.62,344.96,342.36,343.83,343.37,339.83,341.06,338.12,334.17,338.47,332.75,332.20,342.29,334.58,333.37,337.76,338.91,334.19,L7
2000-04-29 22:09:53+00:00,298.50,,,309.09,337.31,360.93,374.89,373.84,381.31,375.60,358.30,344.37,339.99,366.86,358.17,349.02,362.80,344.76,364.86,364.01,376.42,353.56,339.84,335.56,361.99,370.17,328.00,337.18,353.14,356.15,347.31,346.16,L7
2000-06-16 22:09:26+00:00,288.49,,318.96,324.99,330.76,336.43,335.36,338.82,345.26,343.69,336.48,339.84,338.63,333.74,329.70,342.39,336.17,322.19,327.18,328.16,338.71,340.62,334.24,347.29,349.19,338.78,329.70,327.17,334.62,341.05,330.09,328.60,L7
2000-08-03 22:08:44+00:00,294.76,289.19,,302.38,302.74,300.19,306.08,316.18,324.27,329.64,330.37,325.37,315.00,313.54,318.01,317.95,311.45,310.06,315.62,311.40,309.32,310.00,313.39,314.86,313.70,311.32,303.27,309.79,306.53,307.79,307.33,307.95,L7
2000-09-04 22:08:22+00:00,297.92,303.96,304.29,309.75,315.78,323.03,318.54,322.60,327.94,339.03,337.12,334.88,328.78,322.42,332.52,331.50,325.19,332.89,333.11,327.28,317.70,317.69,336.16,339.80,334.73,329.47,326.09,,,,,,L7
2000-10-06 22:07:59+00:00,,,349.45,,,345.74,341.80,320.87,344.52,354.78,352.71,364.45,350.23,329.51,351.82,363.51,356.08,331.16,347.60,353.98,320.89,326.48,337.14,349.46,363.47,350.93,352.08,,349.33,332.07,,,L7
2001-04-16 22:07:42+00:00,,,,,,,,,,,,324.39,325.21,341.86,328.53,328.28,309.03,313.57,313.12,307.10,303.24,316.07,320.40,324.74,313.93,312.79,312.04,310.73,321.10,311.34,297.45,301.41,L7
2001-06-03 22:07:16+00:00,303.88,291.59,319.45,313.45,313.99,330.61,344.82,332.11,327.86,313.17,320.25,334.53,334.50,312.18,316.46,312.77,305.49,302.68,298.45,309.98,308.95,320.75,319.41,324.11,317.97,312.11,316.62,312.65,299.95,326.63,307.79,307.15,L7
2001-06-19 22:07:05+00:00,307.01,307.51,302.76,296.09,314.24,335.13,325.96,330.06,329.90,319.96,313.55,326.06,328.12,317.95,321.09,320.78,313.89,320.30,318.35,317.52,307.20,302.16,314.15,313.17,309.23,311.96,323.51,309.62,300.28,306.34,310.45,299.38,L7
2001-08-22 22:06:23+00:00,,,,,,,,,,,303.34,305.37,315.17,319.18,317.17,319.90,327.84,323.74,315.50,312.46,318.32,312.01,318.14,321.49,312.47,307.85,317.44,311.71,314.75,310.11,313.69,299.50,L7
