dates,nzd0003-0000,nzd0003-0001,nzd0003-0002,nzd0003-0003,nzd0003-0004,nzd0003-0005,nzd0003-0006,nzd0003-0007,nzd0003-0008,nzd0003-0009,nzd0003-0010,nzd0003-0011,nzd0003-0012,nzd0003-0013,nzd0003-0014,nzd0003-0015,nzd0003-0016,nzd0003-0017,nzd0003-0018,nzd0003-0019,nzd0003-0020,nzd0003-0021,nzd0003-0022,nzd0003-0023,nzd0003-0024,nzd0003-0025,nzd0003-0026,nzd0003-0027,nzd0003-0028,nzd0003-0029,nzd0003-0030,nzd0003-0031,satname
1999-08-17 22:10:26+00:00,,301.75,309.54,296.70,303.89,314.39,327.33,336.15,341.77,344.76,330.00,331.23,336.02,328.47,330.61,335.50,326.67,326.23,316.19,329.88,339.80,335.64,341.63,343.64,338.11,330.99,340.54,335.94,318.58,326.31,323.61,315.67,L7
1999-12-07 22:10:30+00:00,276.98,285.94,307.14,306.41,310.98,329.98,337.75,339.73,347.25,348.22,340.74,337.66,340.58,336.10,335.12,340.23,334.51,335.03,329.78,334.86,340.43,336.88,337.90,341.06,335.43,331.60,341.42,335.26,325.98,332.03,331.26,324.93,L7
2000-04-29 22:09:53+00:00,287.74,270.14,304.75,312.61,327.69,353.25,361.53,358.57,367.01,363.64,354.88,344.23,342.57,355.30,348.89,346.99,352.58,344.29,354.12,351.92,358.74,345.84,337.00,337.01,347.37,351.19,335.14,335.88,343.25,346.95,343.11,340.18,L7
2000-06-16 22:09:26+00:00,293.50,,318.96,317.04,334.03,348.68,355.12,356.33,363.28,359.64,347.39,342.11,339.31,350.30,343.94,345.70,349.49,333.48,346.02,346.09,357.56,347.09,337.04,341.43,355.59,354.48,328.85,332.18,343.88,348.60,338.70,337.38,L7
2000-08-03 22:08:44+00:00,293.92,289.19,318.96,312.15,323.60,332.52,338.78,342.95,350.28,349.64,341.72,336.53,331.21,338.05,335.29,336.45,336.81,325.67,335.89,334.52,341.48,334.73,329.16,332.57,341.63,340.09,320.32,324.71,331.43,335.00,328.24,327.57,L7
2000-09-04 22:08:22+00:00,294.92,296.57,311.62,311.55,321.65,330.14,333.72,337.86,344.69,346.99,340.57,336.12,330.60,334.14,334.60,335.21,333.90,327.48,335.19,332.71,335.54,330.47,330.91,334.38,339.90,337.44,321.76,324.71,331.43,335.00,328.24,327.57,L7
2000-10-06 22:07:59+00:00,294.92,296.57,324.23,311.55,321.65,333.26,335.33,334.46,344.66,348.55,343.00,341.78,334.53,333.21,338.04,340.87,338.34,328.21,337.67,336.97,332.61,329.67,332.15,337.39,344.62,340.13,327.83,324.71,335.90,334.26,328.24,327.57,L7
2001-04-16 22:07:42+00:00,,,,,,,,,,,,324.39,325.21,341.86,328.53,328.28,309.03,313.57,313.12,307.10,303.24,316.07,320.40,324.74,313.93,312.79,312.04,310.73,321.10,311.34,297.45,301.41,L7
2001-06-03 22:07:16+00:00,303.88,291.59,319.45,313.45,313.99,330.61,344.82,332.11,327.86,313.17,320.25,329.46,329.86,327.02,322.50,320.52,307.26,308.12,305.78,308.54,306.10,318.41,319.90,324.43,315.95,312.45,314.33,311.69,310.52,318.99,302.62,304.28,L7
2001-06-19 22:07:05+00:00,305.44,299.55,311.11,304.77,314.12,332.87,335.39,331.09,328.88,316.56,316.90,328.33,329.28,324.00,322.03,320.61,309.47,312.18,309.97,311.53,306.46,312.99,317.99,320.67,313.71,312.29,317.39,311.00,307.11,314.77,305.23,302.65,L7
