,dates,jap0037-0000,jap0037-0001,jap0037-0002,jap0037-0003,jap0037-0004,jap0037-0005,jap0037-0006,jap0037-0007,jap0037-0008,jap0037-0009,jap0037-0010,jap0037-0011,jap0037-0012,jap0037-0013,jap0037-0014,jap0037-0015,jap0037-0016,jap0037-0017,jap0037-0018,jap0037-0019,jap0037-0020,jap0037-0021,jap0037-0022,jap0037-0023,jap0037-0024,jap0037-0025,jap0037-0026,jap0037-0027,jap0037-0028,jap0037-0029,jap0037-0030,jap0037-0031,jap0037-0032,jap0037-0033,jap0037-0034,jap0037-0035,jap0037-0036,jap0037-0037,jap0037-0038,jap0037-0039,jap0037-0040,jap0037-0041,jap0037-0042,jap0037-0043,jap0037-0044,jap0037-0045
0,1984-09-26 00:37:46+00:00,148.24059547839963,125.7618707516923,130.92394618250114,133.37398807684383,134.53890990287474,125.75822197780809,118.68453994956346,131.8542813787048,142.75179372485275,134.88932993759212,124.43966927927184,126.5663844570457,133.2999039951809,132.8811924884959,132.79268056425775,133.97456655305365,141.34369603107763,132.9313424168981,133.39909303853506,136.9867761557896,139.7242388143991,135.62564809948393,134.78025488444536,131.38162662394384,130.6256641381599,134.35331022902096,143.93123766463384,143.7030423726566,138.41168353778323,132.74311249181147,131.62819034206018,126.12599520306495,125.93640154476412,130.8308261447889,134.9949936277528,134.50722376698084,123.18052341827574,122.09452257726636,130.17947007572954,132.28505636385685,120.8158061565332,124.52137116783211,127.33617725716499,123.23405953602293,141.08077947121194,140.91633260423768
1,1985-05-24 00:37:46+00:00,129.5242462696569,125.81130297747566,133.47002209568848,137.6302741411408,134.58689230236376,135.30430593865867,131.5778226088185,135.54575206072784,134.78532512610914,137.26712003867593,132.41865024372402,129.57061814075055,133.2112867826099,130.34565471670254,130.1642026918397,134.7077412561514,138.94113889547407,137.25049279046175,139.72511624532487,135.70169065836768,135.09244386920224,134.57426216239432,133.45965019995612,130.4556291554292,127.77282374099505,129.4149842009164,140.37124243534413,138.86145579122555,137.44908833487338,138.65616161608915,136.7535418457205,133.51982247334314,134.52127945071342,132.76507710299498,134.35252211595474,133.62665256704938,136.9051426573514,131.41305718255987,133.23927015879042,135.25842984411116,126.78422860889447,128.95180541251986,127.44046722545284,125.69018120768355,122.94045929737393,134.98767273616212
2,1985-06-25 00:37:42+00:00,115.0725369387428,116.68363050413336,120.56638737965164,132.2952310292857,130.88084770005776,127.6473319528949,122.38519971800424,120.64770881728916,118.19537475295722,125.29756375117697,125.83301615663984,127.8454472481383,123.63071967074534,124.1798052564731,125.39369499600879,129.30336191463408,132.13668430515386,129.82656446327726,133.73886968816856,130.50234717653333,126.92193596672392,126.26404860045822,127.20471917627106,120.17146295899367,120.09543971074537,125.82120440449314,128.30595343811876,131.24051298868346,132.98098390826655,134.60751563331735,134.20236347939425,131.37240314173783,126.86917834475547,122.98800118201675,127.79487309434859,130.6823530008867,133.45704928658762,129.72042450636476,127.25610200556001,125.04468628079377,116.65724708319694,117.69970217068531,113.92442545843996,117.9532779982883,121.29912358484702,127.6299668750219
3,1985-10-15 00:36:37+00:00,136.98563940636728,137.50286685912442,139.42915561814723,141.23124799142238,149.27905390914893,137.16482369701257,143.88951315250873,144.32673191582904,150.96929912600956,159.22987258967152,146.71187985787213,150.7418173127998,147.48893855827092,142.86559935741602,142.4511113318276,141.52788903066974,146.70908672743943,147.28509407666678,148.48475450857998,143.5182196216771,145.44584923410048,140.7642160701735,143.13543348998974,138.66460921780046,136.7966735927252,141.44999466054128,150.9117260484689,152.81565456869913,151.1973904419287,148.75006908946426,146.6183888505425,141.8924998983313,139.80361571200535,140.14885678214733,145.29041724530896,144.9986559412689,140.46030698128175,135.89225453490963,139.41671657578968,139.17697597982456,140.1310474112159,133.9891548758626,137.15948269759286,137.25391340419074,135.56716256554313,145.52823323898784
4,1986-06-12 00:31:30+00:00,118.63950099996217,117.09520307527848,113.05524868340879,108.2415780370489,119.32982177633215,121.58803236561053,123.88669216068902,126.26652066542852,128.44668465125025,131.96244664213427,126.8885367059192,122.55189081119661,123.08216422306484,122.00371370512293,126.40648844763484,125.33607483515436,129.5623095596261,128.68619580082375,134.37072689008707,130.0213331376204,127.16481513577446,130.45827257409746,130.21995407445075,123.28024386730984,125.3567999670307,131.32791618964836,136.8017818871212,132.77230877342373,132.2690950625343,133.74600173613817,130.7573422168133,126.14346260851377,127.02144218821672,125.50982121863692,127.06845972720447,129.8388035755742,126.43259926651967,123.58187342527191,126.78908955728424,130.6468499807161,128.9421776132115,124.58052074201652,121.93889713681685,121.98060396253186,123.3140881437491,132.73652319833678
5,1986-06-28 00:30:59+00:00,117.85680248995395,114.40594125347543,105.42218990700914,98.4777153763084,113.61079135176594,122.61681893198244,121.3708727761482,120.26614840012688,124.95951658337385,131.90739813807912,122.2209423565077,118.37764690893718,119.83538326537597,125.53835003891948,129.65727332900104,131.13666405432062,132.32688596652284,134.67212571886955,137.35753491472326,130.56440537932332,129.78903634179002,132.41761626502532,133.3649166677473,127.36111429744187,129.01310476706752,132.4321125122013,139.32999748132207,139.40437187353135,136.86207957274453,133.01843325977464,126.61159064216395,130.1954769409442,135.5740361805689,131.39745033986216,134.27201096086296,127.3842407710143,124.84108549844017,124.25114106452986,131.67224712877524,131.1033913309524,126.59176667571509,120.73317338922207,121.7690914424936,124.11113260669485,125.81480017693193,135.5721424301929
6,1986-07-30 00:29:54+00:00,119.53615479459177,119.28701363200612,126.77477088140161,133.95395345919195,139.11594238619523,135.076728035905,133.9374667782965,135.49258441863043,135.83661158135018,149.2719990469299,147.83192360932065,136.0912988236028,124.83728042502456,126.61107984360905,128.29903449942657,134.93989684986906,136.33380572707208,138.64635905705697,140.26977700992916,139.7426930949802,139.42311567596167,136.45911640374015,129.74407209508945,127.8975719841975,132.41147088301224,135.47347035680718,141.86816298904532,141.56577543783254,139.64681761059558,142.69234357546745,139.84999892927752,134.2673647685014,130.02931661693304,129.0810005157413,135.56538741150763,133.77649734329884,135.59700382262366,131.14118546944528,135.5000349153962,134.53591164508882,128.70603752819832,123.3044965357884,131.313779103334,130.940170175401,128.9599973383556,137.8810723321085
7,1986-09-16 00:28:11+00:00,129.1099060623458,124.57009002808485,136.81016106577704,127.99530669061926,127.66166016438228,125.58372503091154,132.12991813042524,134.61074850873135,136.66598925467434,142.1052186568637,124.4499478728671,128.6950310980441,122.54926988358451,123.4167691886813,131.72287189518798,131.49811293583005,136.94240651048463,133.98894722855863,136.61851691291508,139.15516968909756,140.6069731819984,135.8754006994636,130.56591400515165,125.2893650991505,128.2257252252239,134.90388739453851,146.28242190658278,145.01531492081867,144.66155330637264,137.9294872675334,131.2495860081557,124.97017863125954,134.96938337188539,132.9221489998388,134.90588458834227,132.9722763228549,130.41779940110618,129.33709188572698,132.6100442223938,132.44162290694416,124.0703029516315,119.92654452179956,121.42600496438521,124.44886276367357,134.1419712802178,137.6714442550734
8,1986-10-18 00:27:09+00:00,128.8209880793931,135.30902008070618,135.89108520339792,131.23221837127295,132.0296342583967,127.77204743721694,125.24909941131047,131.446626975506,140.03782005548118,144.76426327679025,140.0047902164704,130.83901701857684,132.15966819939928,132.5097599716881,133.68085023188053,137.63385508726282,140.94968202966197,144.13207275750307,142.9602182838978,144.14150863846635,148.5674584106768,143.19519254067734,137.62012284105867,135.33521651103388,136.96379409907857,142.21203613891097,148.99462331319242,147.8767692386765,147.08654732185818,144.93727587606392,143.43835460098916,140.78522196422134,142.64678873176322,141.77935912965992,143.90717464282574,141.7356237188981,143.36970338190403,144.43582223037578,141.55292864769365,142.3210096564796,134.97945011416746,131.7117419687555,131.57582706562062,134.58276309743118,143.51516098416414,145.32153007544642
9,1987-05-14 00:31:26+00:00,136.21156040378054,131.58522583620845,133.57403589836994,130.86373335475932,132.26626440177438,118.12506243922854,122.9469295622377,131.7931277872316,139.66038922702006,134.04392057243254,131.18635486426885,127.92287717552873,125.78521311764108,120.46598438191941,126.45193140450209,126.81579168124017,129.38007314928342,131.4991353089453,138.95922276293413,137.58286255468172,135.56058708437254,131.50203237630893,126.68543613404144,128.03582224568254,128.42220644178738,131.2741754524117,138.98226864499284,136.0486457093531,134.93188389763154,136.6061764139792,139.23101050046208,128.71266837362657,135.42337157652037,135.11615789193263,128.0225768106467,128.74198165930034,131.88194920568773,133.14071578789665,129.03856860397207,128.224470514132,122.04780418567111,117.22233380515922,117.91576676680376,119.07645820482688,122.68029671699651,137.3800653770642
