,dates,chi0481-0000,chi0481-0001,chi0481-0002,chi0481-0003,chi0481-0004,chi0481-0005,chi0481-0006,chi0481-0007,chi0481-0008,chi0481-0009,chi0481-0010,chi0481-0011,chi0481-0012,chi0481-0013,chi0481-0014,chi0481-0015,chi0481-0016,chi0481-0017,chi0481-0018,chi0481-0019,chi0481-0020,chi0481-0021,chi0481-0022,chi0481-0023,chi0481-0024,chi0481-0025,chi0481-0026,chi0481-0027,chi0481-0028,chi0481-0029,chi0481-0030,chi0481-0031,chi0481-0032,chi0481-0033,chi0481-0034,chi0481-0035,chi0481-0036,chi0481-0037,chi0481-0038,chi0481-0039,chi0481-0040,chi0481-0041,chi0481-0042,chi0481-0043,chi0481-0044,chi0481-0045,chi0481-0046,chi0481-0047,chi0481-0048,chi0481-0049,chi0481-0050,chi0481-0051,chi0481-0052,chi0481-0053,chi0481-0054,chi0481-0055,chi0481-0056,chi0481-0057,chi0481-0058,chi0481-0059,chi0481-0060,chi0481-0061,chi0481-0062,chi0481-0063,chi0481-0064,chi0481-0065,chi0481-0066,chi0481-0067,chi0481-0068,chi0481-0069,chi0481-0070,chi0481-0071,chi0481-0072,chi0481-0073,chi0481-0074,chi0481-0075,chi0481-0076,chi0481-0077,chi0481-0078,chi0481-0079,chi0481-0080,chi0481-0081,chi0481-0082,chi0481-0083,chi0481-0084,chi0481-0085,chi0481-0086,chi0481-0087,chi0481-0088,chi0481-0089,chi0481-0090,chi0481-0091,chi0481-0092,chi0481-0093,chi0481-0094
0,1984-07-08 14:10:01+00:00,211.15832088525585,199.76743022578285,203.39041395117673,205.21899003107166,212.71463981444722,212.2250910325615,208.05425271919492,193.4632240233747,188.1418318207491,182.86968834250487,191.31229560566595,205.06933500932587,217.07690981857832,230.7306768420396,213.45909355993987,209.77517790077542,199.35475113519857,201.3021625953758,214.02239413171344,196.21045798086615,197.21836924204513,206.7585654391481,,,206.2525177636708,,,,,,,,,,,210.19179633446296,,,214.56420412572766,,,,,156.87001716602302,180.980308149271,174.55153152277322,,,,,,,,,,189.45759267449998,189.7494743114002,,,,,,,,,,,,,,174.23918665514137,170.40111431355345,168.83363846083387,175.62167480526742,176.50635136627022,159.85005126480215,163.41595201894012,170.1557405191312,177.64809348397907,162.21306510678997,157.41591331994368,155.7348911841337,162.12026218404753,161.8701230768862,165.24686006192655,150.2281377905768,,148.468103829947,152.26085994614147,163.27996074848534,145.510022461108,108.36757179015262,,,
1,1985-01-25 14:05:39+00:00,207.6256338988375,206.32814981257965,192.50646952166161,184.36769742188017,190.6254270168578,196.39646780780447,192.61843257722327,169.46077690856694,175.67112852831522,180.59304622784563,183.75532141389496,201.61242089895185,213.86908626882249,232.0503509940522,203.9819865936256,194.51953168077625,191.56770997290113,178.26157223116854,177.16104990926252,188.9314866101445,175.15970963295504,193.71757386720944,,,178.28934726430265,203.29918669108395,,,,,,,,,,190.34870061794052,209.22441665615358,220.1555059201187,203.51826126921884,,187.05389125229584,174.1226184157738,162.31361965529442,166.1927377042233,167.45209121721174,159.29020251620685,155.44372996597968,153.68483076893503,148.50965710742656,156.02975470401083,167.29955415340913,167.85227100968083,162.88077431452703,169.02999645954637,179.28114077673973,176.6005838129091,181.07169774531738,179.5358298671241,185.86388133234456,174.86389901794237,180.54943248933083,177.66687869222497,181.61524498275944,171.8747854291274,171.7385262609421,172.41853387945926,160.37253136500348,160.195831909972,,,157.74561799686776,162.61892528262024,173.1109624804366,172.9999299697759,169.46197448844802,163.85637368739793,160.1827509179083,160.00181091248518,158.99982655491493,153.19223454779993,153.9098559368383,148.47861289478388,155.41002289699026,162.89536867523807,159.75523612919685,144.4746764098549,144.37524701390845,150.18461423735366,151.33196982115908,151.21656044413652,141.38872356813718,112.99409673204565,131.25464786055548,130.9407729139979,117.89024800257081
2,1986-02-04 14:08:23+00:00,217.45183653341743,255.99623459255358,258.29056163667246,,,270.1951858869265,260.16517328138394,246.12393461558162,228.85506950111522,238.92871143739444,237.76823476962008,242.45487468712227,256.30235720562024,269.30153903906023,250.5188108394355,236.4344910502466,227.81118893238533,221.32127481560798,226.2919951209126,237.6965936988036,238.19056050205353,228.59977011268768,241.51438182591926,246.50558043361764,239.8342711397534,233.93339964560263,236.6302683120092,228.7786601140777,221.74914718955495,,226.0992146597218,220.33647573878207,218.39116850784814,223.9831138066795,224.59328154812522,226.28960788982627,245.16972876922108,250.23509217954836,253.92119033468768,240.08674817268403,227.58818718736939,203.89986363514413,189.39569846019015,168.478450915684,166.59272502628738,169.0736097166943,186.31556013275915,180.60554857302762,176.29491852856114,176.75086457804906,180.9988166773316,183.51082175708626,187.6502075234807,205.04281621233451,202.9322089855533,196.5172147521178,193.07816239722044,201.72095942718232,216.9590572371327,208.19291547416964,200.36084178951705,195.8341549599531,186.97893256658014,196.6600874767846,211.61869953586807,207.45282820340606,198.01112159131992,186.61836999208646,199.43918845986497,221.45826211820662,201.354473943235,178.92244924847077,183.8348459781755,190.89469790812527,197.77544554253748,197.2343647425523,198.2143562573672,192.41235508188922,186.98036230308682,199.93998861405137,199.54400786170112,198.35421442440366,205.2351318131924,195.35415788266982,167.9912642050697,158.67523416667143,171.4753264924679,177.0496564045676,173.80011381653654,180.47456840048036,170.48625943166775,142.15765517539808,149.74971097559143,146.6477450280416,140.58890266281347
3,1986-08-15 14:03:05+00:00,238.86330034801935,226.66876091480682,226.2207739766499,224.48845011720582,227.84136008096866,249.70300586591998,232.3658662965642,226.0447027320983,213.8375327639049,222.4895340041407,212.467604323429,222.75746153544628,224.71913646003443,248.95171801447592,237.3132301213708,221.58366670458054,212.8788975686902,219.6856859522263,221.7381919107469,229.5998982676953,231.28513098538707,226.6272235167492,220.72525793689627,219.19609007511775,221.96108128350363,236.90776066270408,217.74332367608602,215.3909569770925,200.00239055414923,190.02956964954132,220.66807672278546,215.88674933578315,214.21435242778603,221.36971529243996,232.31032693218947,228.68914971948251,237.27753380918242,252.49310099775315,235.65933798876458,,,189.43142204896944,186.1352438093397,187.09304805871898,191.49092983080087,185.21652767643084,169.58206348086304,180.44264524663427,197.65068370022612,189.22803084257774,198.49465748980157,189.39674487713475,189.51685311613215,202.7872812792161,211.25215344603728,212.16685958250957,210.85744080600384,209.78046174813073,213.00396444264413,201.50865093308505,179.7549169378482,205.0493473497283,213.96898032457796,216.57507534387835,209.57823483896823,205.82731903637247,197.43811158905396,194.14110298145883,198.47563060347403,193.01349495607778,188.16983865702898,191.38508543717302,194.5715713897132,194.1995730918826,187.2072727124645,200.63178271033686,196.20621342493965,183.9903046772551,179.06151528712044,191.90690819205645,201.03304202511245,189.3698995148104,180.408461705488,182.79365209069258,186.10558618066457,184.56695744971265,172.1656697614936,170.13435828003605,169.24042493593666,173.5333174157129,179.4846482268281,172.60701967481205,163.3180427967985,127.75477103949306,113.54716693136979
4,1986-09-25 13:55:30+00:00,244.659319566202,239.04677950098343,225.07627033485616,228.8461996658201,232.5730906603366,250.2236190047745,242.11801084814812,234.80107249755687,226.38578871407296,212.74591341481405,215.09914896630784,207.31352001335802,229.44629363615664,260.48767019509467,232.4972823579835,222.29443684084023,226.33671157232212,232.5449347635701,226.42513433477401,230.5228223975585,229.56881226794516,244.0976408789921,225.086204532833,230.00484119858712,240.63490100199482,247.0559926643638,227.97726374986294,226.48944546999684,208.69134412970794,216.24505666487514,216.5853509138707,227.04957508332348,237.76343051644028,231.00460027933704,228.81575094647977,238.74950026327275,254.56161606755998,253.03931706792767,233.76883741534658,225.91686807744645,220.7017907554241,220.96136110101156,203.07934332885773,198.8201537771259,197.37487828903474,198.94417139183028,190.73556555195216,193.68932501064359,202.6765731948113,195.16333012764693,198.86815353451465,200.42351646721892,203.16806747467237,199.16004749286103,207.30494855491938,220.32857695145336,222.1605296120313,208.3982816310107,209.35423531684327,213.3891889694753,220.96065236570092,217.56888072375162,200.6397309284201,212.09697557565124,210.98231283530816,218.58462174759768,214.49706792587583,196.2659440557329,192.33270938786444,205.33421302664144,212.29682904744902,207.07921290705744,208.41155726453655,210.46478910380915,211.8673843162101,211.17939752277812,215.74725800281755,212.0064486545083,199.6990935932651,197.76662624043217,194.57040977625837,192.1823429242632,196.6519473704104,194.49301782510966,196.37712995817097,189.7942682736169,172.5973830622188,173.86513001326813,172.48907881285922,180.95182474973512,183.80959556393742,172.14268954782077,170.59037958329398,148.16125713518096,118.02366195279919
5,1986-10-27 13:54:26+00:00,,251.62417013260378,228.2801777170055,212.28211921040614,219.81669419741476,224.57810553212795,211.7971039503271,217.13528869610315,220.39960457337938,216.3402468068748,205.43319599650073,204.1487422032222,203.8726175374619,236.81992850232098,217.2992717911993,199.75303610782612,200.55600128820714,203.46237223497167,213.8664925821518,208.1122802554899,193.89545678872926,210.67759540946716,204.40599602752567,202.62208858506222,214.01776849973504,216.70606351005458,204.54922201797706,190.64490299435147,180.78881020770476,169.80885276231098,,162.24261916483033,189.50746933485638,213.83609835672635,202.35820923777442,209.03564045319783,225.21878449155395,217.35561006280534,215.3959687761391,200.24788804540046,186.6878885577542,177.28207437356812,174.27103208235263,167.93074887765644,186.04719418008685,179.8154418964897,168.58629105524983,163.17045304883138,172.08866947305467,168.72768400395933,175.03273233173692,177.79821843269846,170.30483603848035,164.5590953319013,191.9994376435669,202.03571632209614,192.20600299184835,187.74041197205622,194.05617108765136,192.43365716902116,184.68345873506732,182.44920924864877,197.94672183978608,195.79430069179813,187.55056107270917,183.26995379816614,189.3610571793271,193.01681314772134,190.002053310048,175.81525183498152,178.94826066551607,182.6998577386127,182.23165269784369,180.6495711783901,184.15091369676963,180.96968984403495,192.90650094799906,188.3043176590042,183.55408924040407,169.64377651139495,165.59661147784408,181.04093503575294,179.73400874556614,179.81947215451603,173.11026146061334,173.1989352555799,152.56574805608318,155.4473685036135,170.89913739709561,179.31067487777787,169.6665413028782,150.5501235684209,154.10894227012838,136.9665050685563,129.35461096416293
6,1986-11-12 13:53:50+00:00,229.57743877135616,220.8461405096273,210.99812979223648,217.67230813473986,225.8030207195237,246.65028522656974,230.28256556735803,220.13551894605553,222.62084253664136,201.80962532639833,196.81823478710965,209.27817728100584,210.2161759905079,233.15628276064507,226.35700873523007,207.46730991794237,218.58338127205326,209.33590355920975,215.04557247489643,215.24237527238452,208.9361056179183,215.29647448399655,211.93931901222632,207.66928093381225,213.3227408054871,223.5545815912778,212.99028789485274,192.85120714990978,200.16180248309948,189.18219826235426,186.405748190314,180.80544517180286,205.4332169629639,215.06103407330616,220.16152606248798,226.29989115053124,234.72559503253694,231.08122300810444,221.57371256404608,219.9892551827064,205.27068484019213,183.61573156695556,191.89838946690787,179.8255121765335,181.04659623094105,187.01190444249218,188.32635616383658,178.27930492020954,171.63158737422066,181.27886994702388,181.21425841163523,184.60594410224934,176.88478295749408,181.75355243028,191.58064371012392,205.8520091773434,216.1236959122311,199.44623922563116,196.84643665834193,196.76063482625077,197.38985666466212,191.24979797766306,191.81372977273537,192.76715311011114,195.0678683904306,194.136651046061,186.03033027749248,190.90388889590884,199.89708919213527,191.6570307660056,183.600061145234,182.46794434124902,191.3733805132505,182.26126516656524,187.3630949049249,176.7654372036832,183.44409545821054,193.24309457610048,190.51866291384533,181.97543372922692,175.13779686723652,178.0469750094055,180.43110031100622,180.54924323639443,175.2322627921638,173.15909287165368,172.1795679048689,164.0095840181458,177.6165325083985,189.4261153545301,178.30191895709171,150.82179174130565,147.43116201020453,145.46741943317576,152.05310188582052
7,1986-12-21 14:00:25+00:00,245.3451429520084,240.9756859956812,227.77259941292732,223.05453768770155,231.86192108977016,251.20059729357098,237.77085518205456,228.30402684684785,220.54383143130724,208.0523250855141,211.04588268011392,218.764506872164,218.38000659599783,250.8565356719251,228.22249228696757,215.69234415541297,220.21044146910015,220.99890518662565,218.25567531755377,218.20171154177459,218.0357141654367,230.539431438484,222.2835544624219,215.17130314595386,220.55195727084043,235.12196600763588,229.8360503248363,209.8569967447101,205.52004571915737,205.04737189202353,207.90126371651763,192.82537335224336,193.68061740864457,219.8962029619785,223.07184063436534,238.09303647886512,251.64119323093206,248.01730788192648,225.47847997263173,212.49603252345864,224.2846676396444,198.82539866590753,189.44435023951257,196.6937260611598,211.24257979029343,188.41222278393906,183.03790403305462,186.81909060931207,187.37907760211925,179.95163035922556,182.70316363760503,191.2998957106354,187.27688946637966,179.78617224511265,194.48567859730244,209.51813613212522,215.94975448559524,218.51076044388066,191.46124077639973,196.51730135637231,201.96802988862984,195.69898517673937,199.820599273308,196.78153828867468,203.31748386572332,188.26882334041778,182.46988581577335,193.08242696295946,201.97908543823948,200.86782127244922,200.43461674918044,187.37123896576998,187.9342033335817,196.40985664913896,188.49548875393677,192.1983823234793,200.66210414276492,199.21577710183294,196.16276624324524,200.2546402582051,184.77678565888135,179.02434915822988,168.06717498287927,171.33363427499762,190.939193987054,198.5775955312189,185.56637421733254,168.9283882034125,173.8517819616446,188.42549021496572,178.7387882255825,143.55110150108976,161.10408797266683,151.17576539011677,143.17575760472545
8,1986-12-30 13:54:30+00:00,246.82562847062633,238.52034824737925,,,,,,241.90054444588475,231.78151871441588,223.2651297279806,234.12145560436656,,,,,217.15958315085496,224.64774380658116,229.40597554847346,236.3903749350817,231.9617416675931,227.70858232813373,235.910269743511,239.17396963232676,230.02713857579593,235.06701100865712,242.14123394170906,230.2255767411876,222.30243310519833,210.72306526780875,212.89267680718316,216.62919579309906,219.3582733500605,205.27810458212005,221.73701051311957,240.77888458135052,248.9931744620659,252.02492785050936,245.72484792013302,241.26268841716993,222.96355458788221,227.10887675513132,222.53241230948728,200.75489557467782,203.69203668720735,208.80163439014999,188.99406877251022,176.0421035765191,180.4971275455312,201.1945778979543,200.33491779419415,194.6004522980585,198.07329227764626,196.17030655874655,190.73789748554185,200.1206675770809,211.5571816344598,218.03807946528937,217.75473568390217,186.4062410771281,204.69338428316385,210.68779326855488,205.56969861596014,194.8519648492838,207.2564670004431,207.64824447237334,203.09661977513056,200.4307485390579,190.24953914303734,203.54284060531813,207.0253228528845,211.55615602891112,200.18036993028554,194.92647189048122,190.32298805771697,189.70954457029035,191.4602927825104,210.29236336361868,195.0936256432944,187.13401576353706,197.93844295756602,195.50361906244765,194.24646794948464,179.09153093396677,171.80364913391728,189.8031748199163,209.08373463347422,195.03567770960262,183.8733226409939,174.86032395731294,180.46013411211828,176.71630789448713,152.84194346991816,165.57427649708498,162.2495447772772,159.97548209845328
9,1987-01-06 14:00:54+00:00,243.88230159711102,240.96428575155215,236.35290603056805,230.36852440299202,240.0796555781746,248.51549158952582,236.7515058211002,218.14739902512926,213.13754084896232,206.17263661509773,207.31185019536267,212.54316688960012,225.8455610729024,246.99020321097774,234.11347578324157,216.68485824118108,219.04291436597464,217.68996989417934,216.58263322803253,226.27210183457865,214.20143628884585,225.41998355794865,216.44821070910268,214.70810703403444,225.90928876064115,233.45197830350455,221.3976800431095,217.0571665728399,207.71508060425728,195.77907973266196,207.36276034450532,213.1971074724926,204.14232699079767,215.82508725698256,237.3948682370086,245.07609423857357,245.47611258050912,238.7933502427739,230.96931691358682,210.64750259915638,208.68107533172,216.48353291117635,193.57589023080374,194.0122350907875,202.80782196049216,181.0573856371438,168.77443774411267,176.50912157841435,191.30499572869212,187.619187631541,185.25146110316624,185.52887198613877,192.2559795764871,183.6697190450379,191.8965612903552,204.32614009315233,219.45407716147412,206.4237342060358,195.02024588419008,199.3250981544723,201.75598787001417,198.47560554351662,187.33689555017065,191.10217262091572,198.93232661053628,191.81088794931665,192.59062247415537,176.55290940230043,187.74902379777163,207.32545031834147,212.20405621951008,198.78170977697047,193.57111415797846,190.9631925847743,188.85108875245677,182.4894092699004,188.14924058727553,197.30556735035123,190.2975651185083,200.11476816345072,200.43271946156102,198.0342988830395,172.55338561429727,165.0869154755522,177.23826604533105,184.0603080772613,184.71567721098876,169.11750858267996,173.4079251310652,171.55290735132016,165.51721184443008,139.85186360793853,156.20484260233715,147.34005251352215,132.24856725143937
