,dates,aus0040-0000,aus0040-0001,aus0040-0002,aus0040-0003,aus0040-0004,aus0040-0005,aus0040-0006,aus0040-0007,aus0040-0008,aus0040-0009,aus0040-0010,aus0040-0011,aus0040-0012,aus0040-0013,aus0040-0014,aus0040-0015,aus0040-0016,aus0040-0017,aus0040-0018,aus0040-0019,aus0040-0020,aus0040-0021
0,1987-09-11 23:08:53+00:00,204.15718394786649,205.30857096894994,205.0814778631573,203.99962357547832,208.76944024109034,211.22510882093133,211.0007959644935,214.56145088731327,217.43852533798093,216.1895614206416,224.80680490494152,226.14734993077656,231.9967479860077,236.83363331885835,231.87128173290677,224.91261710074633,227.82890882839868,227.30746569459896,223.30024329476765,223.66094563458444,223.09584928180792,214.31996336752923
1,1987-12-16 23:10:41+00:00,238.72327144626777,230.38578130422385,225.69002631225334,225.9442446207202,227.64061672228567,226.9075768261385,226.74916517351073,227.69030811596915,236.04112227529686,230.7896946524661,226.8875940389502,231.78573145485552,240.6558350436358,245.31176535839086,241.88509027844347,239.2856441162788,239.13705851599352,219.01049181380594,225.27379545811772,233.6610130655364,241.45589726468143,239.00416524324615
2,1988-01-01 23:10:57+00:00,198.22376522355214,200.57151978839465,196.1362762300542,197.14923814254695,201.99785359202073,203.17073866088515,203.8107984750236,201.05710367725476,206.3116315675477,205.53034174171484,210.4132342879107,210.16439110688108,219.4769363220026,217.4496629752741,214.87789083683782,217.08623540797012,219.73253466879845,212.31499675939523,209.41728556300328,210.86690770112784,225.0181372935515,214.87545767188402
3,1988-01-17 23:11:14+00:00,184.23883492130227,189.301266930827,184.62203064826008,183.30914803550448,184.25879810366217,191.32288013480832,191.24265107109605,188.21980466179127,198.0455169016997,196.91092829016503,199.99336789678964,203.2911469541439,203.19855016466863,210.9692756474002,212.7976548748418,211.7237375442388,209.44425231070971,202.04618510393442,204.34436731171064,206.01325519700998,216.16150425053752,207.67807957326715
4,1988-02-18 23:11:47+00:00,173.2403792579032,177.72461308862614,166.67970290196322,169.19539958866983,179.3407441615112,178.509829897747,178.32084634484102,178.40380362747416,179.138894007531,181.39107776743475,189.67574641651103,197.8461157226805,195.48218174545764,203.12612430959348,201.4661463403134,201.7883772202106,201.30165657008288,194.54051587825495,193.6280819857389,195.3142313818204,200.8784269939968,186.02614357213702
5,1988-03-05 23:11:57+00:00,175.35827475458873,179.0707791364118,171.09160802268093,175.1568655998039,179.25011949959134,178.84633881268078,178.65491907629809,180.15261512835784,177.399935361875,180.46957194764104,187.3593128678014,196.3314023926277,195.28505397647433,201.55279842844237,196.4363212505446,195.02481166265272,204.4628055727963,200.02275340905078,198.59777929392527,201.24782063549463,203.10812066320784,186.38909584379428
6,1988-04-06 23:12:12+00:00,176.33360636581574,176.40512384119216,175.87438938714203,178.2492784351059,184.20077527437041,187.29071370640762,187.42765760728741,190.0453805863565,195.9182817851444,187.1736474810989,197.42862792902025,198.90617673093132,191.76186041467946,196.21737181313705,192.73778063898914,192.28692623349403,199.64017591565343,190.9357622957897,189.98377754767716,193.65926782191673,201.8954625606107,194.49751487815942
7,1988-05-08 23:12:26+00:00,208.2627945760644,208.46963905253688,200.78581892103654,206.91925188707285,213.67683021827676,215.02411611126848,214.9500246680418,214.30648419034398,207.69414496208583,207.68467583395176,204.19142227207345,205.4616559328524,210.18593344448817,208.13400334657828,215.68895916441187,214.55148700283468,216.2824039450313,214.7980222446607,214.52348858531354,211.45314277940372,206.50160347339533,
8,1988-05-24 23:12:34+00:00,212.0894542614314,216.7185538287323,210.61815996331597,215.9567241279574,221.10961453989796,223.98650179277934,223.87131740248833,220.26429958200515,219.8203428750807,223.64907862215654,217.11819147377636,225.82564664162322,226.74810947938641,229.904923573106,223.2554975681672,220.39200405423884,234.77765957064574,227.90734229999634,220.15213064170896,215.58295348828915,209.85116436997282,
9,1988-06-09 23:12:39+00:00,204.85995588716145,203.36666807216574,200.18280846454377,207.3541411358432,207.53895840608263,210.8414436188805,210.61990833765134,206.3379430891114,212.06501354240095,199.02106807338515,202.78784701684964,210.15176535676423,220.10477113761624,219.10611548213,218.3504165594556,220.53031106662593,214.12102712476715,206.71769039589628,209.68454162711046,210.1694354868417,199.74552485290369,
10,1988-08-28 23:12:54+00:00,185.41076992829036,188.48833737670338,185.01959461273856,175.3232964181464,179.97644930306302,181.63902021242265,181.54241150955158,178.8800481896793,180.4864466461255,186.7561088717071,191.70316679467345,199.1802650768172,197.075281136942,203.37728058351064,206.33208768650337,203.7705499637234,202.5312599870436,187.97899773831773,188.90255544170003,185.35941658705178,184.0916006095655,
11,1988-09-29 23:12:45+00:00,178.10524872402436,182.83586256946384,171.86794415888414,187.62795320920483,195.41056785766708,189.47955735139752,189.00964196847477,182.6404750630599,190.3520371066237,199.24890775294455,202.1337586476613,202.75604044276884,194.32117310747418,192.46878687550978,191.3667157993337,193.75169780760277,191.86222767440557,180.53714615806183,182.54066040999734,181.8172117649192,196.45268019878918,219.61662274287934
12,1988-12-02 23:12:39+00:00,196.44752852312058,215.92640897585187,201.3081034728075,205.57116551411912,199.56777049987662,207.36077117134084,206.48504175134417,209.1072125012727,221.80809097518244,230.45736453737968,215.23062355872918,210.9078346712118,213.00838148891438,198.04955441317927,212.58408198341277,215.86043018768882,214.34428375339098,208.88300665138468,218.59316948515388,,,244.63725456813808
13,1989-03-08 23:11:39+00:00,168.8228562659359,170.86781543134572,167.74636028761256,172.83586989969308,179.27940882409692,178.3795965569804,178.1915558388669,175.80156645369112,177.0060950531108,176.61236301365597,179.16638991518457,182.7810051990266,176.738504730181,184.10714920651102,188.80834733508317,185.994653405238,178.08168463109752,170.60156140792134,181.2506624719734,176.18918184407494,176.4982883461464,
14,1989-04-09 23:11:16+00:00,193.1105431358051,189.82064510584,191.78413392884562,194.75661504092974,199.68444014743358,194.57589328376332,194.27059816675208,193.54302081774816,200.36605834140144,200.3704594525389,205.2135101011968,210.85511306110362,224.3838253968533,212.63307922517237,204.26061125524765,201.76787520731648,197.13426958537656,195.72135540336717,192.09513652339703,194.4164964897104,196.0461335936235,194.1297018858449
15,1989-06-12 23:10:05+00:00,185.74509526903265,193.5428573427509,191.77718512258082,186.40955247163026,198.90901697751042,201.92208905309136,202.16815736348602,202.3368403170482,213.78977739277587,210.90881887924775,208.48798220685876,201.373770239927,204.90840725853104,213.10989166300953,216.51937119433023,219.61849095077582,215.44132618464016,199.63244347605928,206.56286710825907,201.49462632575916,190.24892218390573,
16,1989-07-14 23:09:29+00:00,183.37978286022124,176.12826295116213,166.72996852551137,162.389289604451,173.73346060813273,178.3387604867521,178.1552998670819,187.1662711578395,185.68756715895503,188.35989958770756,192.73284371431765,198.31977823042448,199.5902034187768,207.48259306495117,207.24080120880222,205.16355795756573,,,,,,
17,1989-08-31 23:08:29+00:00,186.61821426013148,188.55382160125043,184.6182102796842,179.89336053789654,183.58796667429527,186.18765311160672,186.33528907371152,190.96552139886194,189.57714457524122,184.46097559913528,190.05272561635348,203.59111971047616,212.92259669542847,207.77807964833755,202.60434766703668,205.81966702974984,190.18200529756126,175.86101243113,182.55711977771,172.6341947740553,183.75533752693508,197.00682501302757
