dates,ber0002-0000,ber0002-0001,ber0002-0002,ber0002-0003,ber0002-0004,ber0002-0005,ber0002-0006,ber0002-0007,ber0002-0008,ber0002-0009,ber0002-0010,ber0002-0011,ber0002-0012,ber0002-0013,satname
1999-12-04 14:45:40+00:00,,119.87263073554466,120.00947754262882,117.00756275640286,113.3452830838912,111.18003882621797,112.368014069316,111.73467951323197,111.54955311844327,114.97334125222245,112.55900811137069,116.9417875673676,120.4270269009061,121.54986122055818,L7
2000-10-19 14:43:00+00:00,,,,,,,,,,109.1346521615169,,119.86198974291261,,125.88661318897692,L7
2001-01-07 14:43:15+00:00,140.29448872966455,104.20221648725186,107.71823745752707,111.00438949023655,112.05789137126875,114.95227195824143,117.23043192030487,117.90447377423553,119.97553146917177,124.16223184380097,123.8503899366726,123.64820611496397,120.42492850480701,126.27570011085369,L7
2001-02-08 14:43:13+00:00,146.42393723231137,112.8014951387944,112.54992532840811,113.6110578120192,115.76553477743742,119.13931989497009,120.25418188416135,119.72630500918797,120.77246651120457,125.78061766483196,131.25636891955756,132.72023198210013,133.77560059246835,143.44250658394955,L7
2001-04-29 14:42:53+00:00,149.16623966005392,135.51429609402226,133.88314054776868,132.00204480589187,130.35471494708366,130.00773006258194,131.36047198405103,130.98140004269735,132.08142219654025,132.79785089976093,135.10873158598116,134.0896249956165,133.37281360885956,146.4396423261662,L7
2001-05-15 14:42:40+00:00,145.18057468705553,136.0919864941404,137.51093765995043,136.87150443430488,134.69761489660016,133.79347983199966,132.8707971468791,130.9762058846599,132.3273190810661,133.70570048052573,131.68680633351738,132.06597890286375,129.17419129371987,136.32748419531185,L7
2001-06-16 14:42:22+00:00,165.15751439730968,128.20168637335837,128.53326715267403,135.91306497942202,134.99575656129363,134.05470284423563,133.79605816881775,133.04308241743527,133.66209521433768,135.62794822795288,137.82122327243007,139.16565346304094,140.94146932872343,146.50469040606302,L7
2001-08-03 14:41:54+00:00,166.4577330689976,126.85277194855985,123.10755586412284,123.63284254022167,123.71521811250284,125.91324532979688,126.37601804504234,126.8257702297563,129.04160681198042,129.9923999414417,133.49154455917582,136.4153573908808,134.32860978029046,137.95289435323036,L7
2001-08-19 14:41:38+00:00,168.4831101415117,130.13785183415655,129.49022771240493,130.4270281685632,127.7796358792333,127.40331923349333,127.58502329330243,129.14298693691967,129.9097250226671,131.6549169689609,135.499930661911,137.6830559977562,135.46193349176272,138.918928867967,L7
2001-12-09 14:41:25+00:00,144.99072402978052,135.44517998753255,136.22465014833048,135.1564451544479,129.18559715614612,123.54711327125453,120.40346018011579,119.59339825457798,116.81246334924963,117.66021880638961,115.71876625925326,119.92523489145752,124.9891978402364,129.51948321506956,L7
2002-02-11 14:41:43+00:00,,,,,,,,,,,,,,,L7
2002-07-21 14:41:05+00:00,166.72644828673702,130.1525555797344,124.75838911860971,123.96998779874822,122.09586784813527,122.77587258430727,125.65514282444283,126.81685622791628,128.0325328759889,129.51661204063026,131.3159352637003,133.03713616564664,134.52551864441847,132.49439030631248,L7
2002-08-22 14:40:54+00:00,,,,,,,,,,,,,,,L7
2002-11-26 14:41:01+00:00,157.6294083088832,126.37078758555364,126.80989188093223,127.86412661418089,126.12378031233129,126.16823890512875,128.66725561520926,126.8822294667882,127.24927227014119,131.64530025628454,125.87317075764406,127.38706022741343,129.52782776576976,141.10157130153627,L7
2003-05-05 14:41:34+00:00,134.017595701146,122.31152880237256,122.57411142808134,124.84830098679474,122.38013392642027,122.21541684971615,120.7388314098656,120.32618152760486,120.30962979361465,122.24399238323922,122.13830775274135,117.28137463479321,116.24410964845411,123.92249794779474,L7
2003-08-01 14:29:32+00:00,149.13545654066044,114.0513761826306,117.03028017933553,116.73939730261671,116.21446218068476,114.55623090377799,115.75318979966633,115.1851274571992,117.061243273377,120.16242441943612,119.66719802259951,119.6118382945072,122.61882456306589,131.19561280239367,L5
2003-08-17 14:29:50+00:00,140.48633854505493,135.88327611837457,131.6850152266891,123.04413506204484,108.81088440279969,104.22366945151728,111.11377999135534,114.49860601946999,116.0846773673629,121.0998749623769,127.27716489440115,128.63677014771127,133.00377467844788,138.32921863280598,L5
2003-08-25 14:41:12+00:00,148.35291901456839,132.98243468354423,132.6696314735139,133.5694699156914,132.58339704176421,133.60103474481787,135.74378373931023,134.91952315878484,133.62620441821446,135.49399549469985,137.70879825436666,139.42430980488342,141.5575580679002,145.47744004084234,L7
2003-09-02 14:30:06+00:00,160.19465547178135,125.81260072237,125.81554677823708,130.16942620901187,129.16741918237838,128.9402156308427,129.74956964746855,131.20956540649158,133.41259646364668,138.31127067190926,137.68626936058007,136.39975941632213,132.14503728808978,135.01725706171567,L5
2003-09-18 14:30:22+00:00,154.75367220825143,110.2385066911703,109.56708245598622,114.02476374816814,111.78691773801887,110.58123122790539,108.9700028826103,108.61136327205641,112.12512581682469,115.40224975388695,114.59592380896095,117.54393567358471,119.30669249556328,123.44139399347128,L5
