dates,satname,ber0002-0000,ber0002-0001,ber0002-0002,ber0002-0003,ber0002-0004,ber0002-0005,ber0002-0006,ber0002-0007,ber0002-0008,ber0002-0009,ber0002-0010,ber0002-0011,ber0002-0012,ber0002-0013
1999-12-04 14:45:40+00:00,L7,157.2002822740427,123.13427889827945,123.2711257053636,119.69362594924327,116.19922522628414,113.7168762861228,115.22195621170894,114.5886216556249,114.59375807032907,117.82728339461539,115.2450713042111,119.11621967585745,122.60145900939595,125.70104979131155
2000-10-19 14:43:00+00:00,L7,392.2963333116779,,,,,,,,,106.17684342802623,,117.60842118406259,,121.58434594026323
2001-01-07 14:43:15+00:00,L7,141.47326739554723,107.57015553263093,111.08617650290614,113.77798635113696,115.00483803597544,117.57178010464737,120.17737858501155,120.85142043894221,123.1189412448589,127.10917850850765,126.62398679757301,125.89349881188335,122.67022120172639,130.56216798679068
2001-02-08 14:43:13+00:00,L7,145.1906594193914,109.27784424473734,109.02627443435105,110.70922766397221,112.6823402451375,116.39870253292571,117.17098735186143,116.64311047688804,117.48372567675132,122.69742313253204,128.35453877151056,130.3711313860621,131.42649999643032,138.9578599915133
2001-04-29 14:42:53+00:00,L7,148.8051342524506,134.48256635801283,132.85141081175925,131.15238502329586,129.4519514280754,129.2052736012413,130.45770846504277,130.07863652368908,131.11847444293144,131.89508738075267,134.25907180338515,133.40180517161022,132.68499378485328,145.1265317530633
2001-05-15 14:42:40+00:00,L7,145.72016267297664,137.63366645391497,139.052617619725,138.14112322470748,136.04658486140292,134.99256424515767,134.21976711168188,132.32517584946265,133.7662203768557,135.0546704453285,132.95642512391998,133.09376554271347,130.2019779335696,138.28962232593403
2001-06-16 14:42:22+00:00,L7,166.47488402206076,131.96559958693288,132.29718036624854,139.01275821413043,138.28918062317132,136.98219089923802,137.08948223069544,136.33650647931296,137.17508088034057,138.92137228983057,140.9209165071385,141.6749289387573,143.45074480443978,151.29512540515785
2001-08-03 14:41:54+00:00,L7,166.71503932616272,127.58793268331732,123.84271659888032,124.238269027669,124.35848375541562,126.48503701238602,127.01928368795512,127.46903587266908,129.7277568310874,130.63566558435448,134.09697104662314,136.9054645473858,134.81871693679545,138.8885534701944
2001-08-19 14:41:38+00:00,L7,168.15212570233467,129.19218200793648,128.54455788618486,129.64824125285256,126.95217478129074,126.66779825754439,126.75756219535987,128.31552583897712,129.02709985152836,130.82745587101834,134.72114374620037,137.05260944694282,134.83148694094933,137.71534908914145
2001-12-09 14:41:25+00:00,L7,146.24439089464386,139.02708531571352,139.80655547651145,138.10624954236164,132.31976431830446,126.3330396376175,123.53762734227413,122.72756541673633,120.15557498888519,120.79438596854796,118.668570647167,122.3131717769115,127.37713472569038,134.07827181457262
2002-02-11 14:41:43+00:00,L7,,,,,,,,,,,,,,
2002-07-21 14:41:05+00:00,L7,168.4124237905977,134.96962844790778,129.5754619867831,127.93698898430277,126.31080660778697,126.52248481510878,129.87008158409455,131.031794987568,132.5284675529507,133.73155080028198,135.28293644925486,136.24851807776224,137.73690055653407,138.62521032035133
2002-08-22 14:40:54+00:00,L7,,,,,,,,,,,,,,
2002-11-26 14:41:01+00:00,L7,156.5136974297836,123.18304221669767,123.62214651207626,125.23892454571126,123.3345031145823,123.68888139601854,125.87797841746028,124.09295226903922,124.27404325920895,128.85602305853556,123.24796868917443,125.2618966481761,127.40266418653243,137.0444408320832
2003-05-05 14:41:34+00:00,L7,133.15457604708865,119.84575836220871,120.10834098791749,122.8176665066598,120.2225847912769,120.29759539625537,118.58128227472223,118.16863239246149,118.00824404946172,120.08644324809585,120.10767327260642,115.63752767468398,114.60026268834488,120.78424466031348
2003-08-01 14:29:32+00:00,L5,147.4417790449201,109.21229762337254,112.19120162007746,112.75427378322772,111.98026844133395,110.79250313546615,111.51899606031552,110.95093371784839,112.5447699514028,115.9282306800853,115.68207450321052,116.38578592166849,119.39277219022718,125.03678554515612
2003-08-17 14:29:50+00:00,L5,139.22266536639864,132.27278132221372,128.07452043052825,120.07078640638296,105.65170145615895,101.41550683228107,107.9545970447146,111.33942307282925,112.71488222427944,117.94069201573616,124.30381623873927,126.22977361693738,130.59677814767397,133.73404343769215
2003-08-25 14:41:12+00:00,L7,149.52455481089575,136.32996553019382,136.0171623201635,136.32626002469695,135.5124865325826,136.20466984776755,138.67287323012863,137.84861264960324,136.7505665417541,138.42308498551824,140.4655883633722,141.65599703598315,143.78924529899993,149.73793384566912
2003-09-02 14:30:06+00:00,L5,158.99289336691987,122.37899470848006,122.38194076434715,127.34175066816135,126.16301392022469,126.26963317559495,126.74516438531485,128.2051601443379,130.2078975173494,135.30686540975557,134.85859381972955,134.11068874039552,129.85596661216317,130.64721304403756
