,dates,per0015-0000,per0015-0001,per0015-0002,per0015-0003,per0015-0004,per0015-0005,per0015-0006,per0015-0007,per0015-0008,per0015-0009,per0015-0010,per0015-0011,per0015-0012,per0015-0013,per0015-0014,per0015-0015,per0015-0016,per0015-0017,per0015-0018,per0015-0019,per0015-0020,per0015-0021,per0015-0022,per0015-0023,per0015-0024,per0015-0025,per0015-0026,per0015-0027,per0015-0028,per0015-0029,per0015-0030,per0015-0031,per0015-0032,per0015-0033,per0015-0034,per0015-0035,per0015-0036,per0015-0037,per0015-0038,per0015-0039,per0015-0040,per0015-0041,per0015-0042,per0015-0043,per0015-0044,per0015-0045,per0015-0046,per0015-0047,per0015-0048,per0015-0049,per0015-0050,per0015-0051,per0015-0052,per0015-0053
0,1985-09-03 15:03:06+00:00,231.1094440047157,151.66236614478603,130.70132939633152,141.84865569051195,141.80955773940113,132.50079477591663,142.5119531646273,152.61340414428673,147.56632652845224,153.94919484759555,169.85500906895902,172.02445360346016,175.23492348441815,166.87629726492486,150.9296723874438,133.27510708599036,118.49305562967392,106.47856123438324,101.66067463801672,93.41160340200678,91.77066062851397,102.58846515624863,111.28407411955953,116.41922434307158,120.80627817711351,123.89043963019364,123.01444469310852,123.21254249831154,113.18212842244967,119.38138084469806,118.36456704526869,108.98910141660338,112.37417122788706,117.12961308949646,122.8793474711663,134.34860443871446,140.98777692105915,136.51221642692585,130.00935597505784,123.21761831513253,125.82341251797767,122.5486351130473,111.56949682869931,91.41480894407971,90.6152481249258,96.12486189573217,102.74644209705275,114.18888083689478,112.75397683629444,115.89429328923771,115.29357561584402,124.10937258573666,130.21565324462932,133.51132608154228
1,1985-10-05 15:02:44+00:00,233.26016495642017,153.22273865985775,138.76552917265434,148.39172831691405,145.77365237021613,137.2463100437462,143.24903638014285,146.65264133325635,148.29890682944333,156.6364798049322,171.03193778934116,173.21830696874892,172.894374040384,157.92462607827386,139.89788143540972,128.6732579510535,112.51028943873233,99.7093156205831,100.39274482867357,92.38376171409791,95.63129459886285,101.09203417973849,113.01000061713337,114.38693570462532,120.02889176294028,123.93688154768483,119.76788944741446,120.09490241453447,114.41545579939105,119.23486636556594,112.57756606789194,107.67337547581536,113.14496232119461,117.43726323688935,121.20722944970301,128.3196368173365,143.09154717555282,134.96773011090423,130.03244358669846,126.60194250119042,126.42785222065278,121.33742044200262,112.83987751479158,91.28134269411439,98.44596764483185,103.31527295638186,112.90398181277234,120.0490338050789,119.7112243950319,120.7560498385643,121.8143246911232,123.78628583197553,131.1307799867969,132.5856972776288
2,1985-12-08 15:01:45+00:00,163.41249399761344,130.67894443405743,108.71165767034707,,123.74467293904786,120.59164860902807,125.49711309335476,130.718363976598,139.2669019918299,154.56497952606523,,151.3855109977318,,,112.5360317340797,103.20871182141656,92.06378144555867,84.73445288781605,81.26873928684621,87.5288002937383,93.66047393391081,86.8085444506917,,,,99.00692003140578,90.85536332815579,99.08162140505802,100.9922942834127,97.90838217316683,100.90085722090178,89.03394616056691,87.6523260588676,92.46668399972734,103.46546940913494,,,,,101.58112222007487,83.19622872284593,81.49729983950523,72.68467238052457,73.97412493503062,74.38132788185371,87.84226437711914,90.47404694206172,91.65150845830453,94.79580742546933,105.55327463151555,105.0776854994088,103.68014763710278,110.65545502529254,104.38900597875715
3,1986-03-14 14:59:46+00:00,151.2871175600315,124.18692077232124,126.30078014768493,142.1947192181697,139.8922187538241,136.60659904871326,145.6123903610293,151.67403779870014,158.82975232302525,168.18739316977235,165.4860784429619,157.65432386021263,147.68292309900397,133.9800725173675,115.82080055722999,109.33854167935885,103.82789233765662,96.73887078394324,99.95802383319383,105.2624847224675,106.03198461787964,103.57643752418392,104.30130054481278,103.48008031009412,96.999858614794,96.64511626775561,101.33935637378953,106.58636090427403,106.38894612683085,110.40087797471308,110.08156898705559,113.56984468509556,116.86790659029651,123.30116071699712,131.17514454684482,128.1878915994554,123.22921694588067,118.30416775079641,114.46927297249154,106.0210288389985,101.89231354683828,96.46549582536878,94.74802642715476,91.33159656865548,92.34817465965921,96.636737995203,99.75464399618917,92.50110483924905,85.26332257582922,84.27133112436947,82.61527245258486,76.63983033559776,77.89285344511978,78.1571123184645
4,1986-05-17 14:58:17+00:00,176.47739989446137,138.40107674319546,142.04608850366975,158.62984699147881,156.74404605808903,151.45787934320782,161.09213261102687,179.57769283495617,174.38428849121343,180.59170398006995,178.47742735290916,177.91185742530942,168.0156735157261,153.52506168493846,146.28830321242907,132.25786313150866,120.61649525352843,111.44454935145099,105.34171542728139,103.16768946873955,104.96597965018948,108.91793978179598,109.38509689863685,113.06036931178906,117.51620069124264,119.89297991063472,121.75337532217966,123.660868289693,122.03646841769059,124.19847827373071,124.18845088282274,123.59940417968515,127.6011772792503,133.45366209489205,134.5248759222617,133.3307087242526,138.16057902385847,133.05617272689145,124.99551347440355,113.5861474966805,110.15212407912973,105.59349848453711,104.99295111646738,89.56696265386773,90.20588072540043,93.16172392488751,93.83643415159906,98.05904604030889,93.00927972811091,96.86422851318652,89.28003535012245,89.62558122590048,89.63965900505333,97.05881929758648
5,1986-07-04 14:56:48+00:00,180.65129802387403,143.29819055943895,144.24313461212668,159.29766229845598,148.67041131250267,151.14982327256024,164.34283220143664,181.33145010395432,177.24424754223944,189.52568743920358,188.13960852368038,187.82228807545664,183.49722198902435,166.7321899169097,149.82161055788956,137.97054025419519,115.88339246724789,106.2810038316238,97.61698528013473,99.25920846810857,98.97225409639759,103.11541588512361,106.83491028359606,108.2935548594924,115.31152323815378,113.69750534214232,121.11993123525745,125.74227181707587,118.18628434976446,119.27622773293962,121.64007845671509,121.9702931029964,125.56256059414387,128.80382413167385,135.18101854306337,137.80363099911656,139.80827717783123,140.40330864041087,133.78807172197898,128.83625146797579,122.17465542112073,121.52147886676202,118.47720172860951,95.82966436434918,96.4150124053566,99.7236039560467,100.41179756002268,107.73544583973658,106.43825303256072,107.37248167570908,99.63323993213373,102.49729708205437,112.69393481328873,124.01246586758845
6,1986-07-20 14:56:15+00:00,183.04527865547468,145.20089368570288,137.96543722119034,156.78719695736478,155.7916186781005,154.10862460880472,167.8992769763016,186.30717450618343,181.8872657790722,185.22409390242805,186.3359995091369,196.10367203815608,188.5637802080469,169.50735420491705,153.10131243186575,136.3644561214939,122.7532298023333,111.15340531929749,104.49690207996261,100.996532387333,100.19890108103446,101.11266093823255,106.1334952982148,114.06838298957231,119.4466694560243,121.62412078089301,123.905933101719,124.96560544989335,128.3291982729048,124.27057931710114,129.18766625190838,129.33764096735925,128.14670876884023,133.83955520874855,135.00640430933478,141.23461479577276,141.77610509898523,138.94396774217006,132.4694769948977,131.42808594458114,122.11352696388467,125.75636426181863,120.70270052850226,98.18405565987109,98.22770323161397,102.04992052169725,112.73089286180623,109.68119288537434,104.75983364436013,101.72531008796994,105.1295404050085,105.52429947743283,116.9531815025574,125.19885980297626
7,1986-08-05 14:55:41+00:00,185.63086042763155,137.8552004763225,132.8310092166833,147.28557976360278,143.63093014229074,149.79157963204784,159.37631038181638,172.35867227692123,164.38366055452562,168.86172992179098,174.81930427416086,177.3056933390804,175.69535789151507,161.1660486547013,145.03884913948457,129.81181766658233,112.57446962719531,104.36739932267537,102.05201128801211,93.1206830682594,92.43849648390045,99.65924655798278,105.73202993785317,106.36731442103597,110.64282728096089,121.82734064485513,123.69355798017344,123.68394001738535,126.42731440294384,127.55460387934218,124.89348396227629,123.85246516797508,123.76440139525526,129.18264791452893,129.68309109055824,134.92102123022644,139.7020630823704,132.70898476304941,128.41961845310635,119.9191517924523,120.08244102210602,118.50087973948497,108.4846776030283,86.47352766488126,88.50415974018324,93.30117901027675,95.57988745601405,100.57216216023706,99.24263446896919,98.02517948552081,98.78346933752967,106.04738926055023,113.25858199467221,122.66653636477585
8,1986-09-06 14:54:29+00:00,218.48407248677023,150.25946997330104,140.90913252666445,153.21307509116252,147.2961482204294,153.72215380671238,161.3084012193385,167.58345506949078,166.01736511549404,167.26744787103593,175.52561460024413,179.1233617440464,176.02030527276543,169.11513487626723,153.081168859174,134.37429103290484,119.956099279075,110.50663224112223,107.43540055902463,99.11670128590866,97.64078083581826,103.51892493487976,113.95664196330142,115.5567897577147,123.76092597401166,125.36352047828731,125.48677448170187,125.88372906762059,125.73744000029339,125.62115512384753,122.76050246115061,120.63405364566421,120.94260432109397,128.00902459571176,130.79156059521935,136.1015688789678,137.29087426716032,131.36137192582873,126.30439611050208,119.4973565024652,118.71143250996401,120.32082525089547,109.41163730983011,84.17003264828948,85.68784842257708,91.9450929318503,96.98355208818522,101.7010892128805,104.31985360276232,100.67034914801101,100.97938035157227,112.77601753155623,120.56090196553204,125.46958145034675
9,1986-10-08 14:53:29+00:00,175.29329502668674,145.70903743748045,139.9029259159271,140.76592963707387,142.38840804565388,140.7297493109423,154.24409697346422,163.96023303556674,162.4334041230013,170.2742147774325,174.88459944506297,179.89259446763072,171.73429723594725,163.7818373399588,152.30811224392096,122.25061030861936,107.87936839971657,97.8414914994157,89.78050671781847,88.72924570256829,90.6834697959199,100.78890819106537,107.08757267958518,111.13665287666895,113.63449616676746,122.48538392743694,119.59316637170954,106.59198595473379,102.95735999612975,109.40502504914915,109.68304960102957,104.75101773152237,112.42733061478646,121.82567834214618,119.445052151255,124.47340901600629,130.69884895622957,129.02799833859936,102.41298346247655,99.66466087253414,91.44826704158083,95.09447620274909,88.29402442900947,72.922200002451,74.6909035993334,83.42612276601446,91.45931509496418,99.99267689744096,92.16689545356986,94.47444680101992,88.887037421225,95.27280251364594,105.24999975696284,114.28526560407238
