dates,satname,nzd0440-0000,nzd0440-0001,nzd0440-0002,nzd0440-0003,nzd0440-0004,nzd0440-0005,nzd0440-0006
1999-08-26 22:06:44+00:00,L7,490.17,336.28,338.99,324.87,341.54,335.52,350.53
1999-09-04 22:00:33+00:00,L7,344.33,318.75,328.02,304.16,309.61,306.57,310.25
1999-09-27 22:06:48+00:00,L7,489.41,332.26,338.78,313.55,335.28,322.17,323.20
2000-01-26 22:00:26+00:00,L7,505.28,317.93,334.79,292.19,301.96,299.81,300.64
2000-02-11 22:00:21+00:00,L7,490.15,313.28,323.68,286.47,297.21,296.08,301.38
2000-02-27 22:00:16+00:00,L7,505.23,314.82,329.92,297.15,304.05,305.10,304.36
2000-03-30 22:00:09+00:00,L7,505.08,325.71,340.88,310.69,319.18,317.19,321.50
2000-05-01 21:59:54+00:00,L7,490.01,347.60,346.39,325.45,339.43,339.53,339.63
2000-05-08 22:05:56+00:00,L7,378.87,,323.70,294.29,301.87,298.74,294.11
2000-05-24 22:05:46+00:00,L7,293.18,269.49,,,,,
2000-06-02 21:59:31+00:00,L7,337.57,326.57,339.66,304.04,312.94,316.27,330.28
2000-06-18 21:59:27+00:00,L7,342.41,330.08,338.92,313.94,321.47,322.97,323.49
2000-07-11 22:05:17+00:00,L7,321.61,301.69,,287.28,296.43,292.52,293.57
2000-07-27 22:05:00+00:00,L7,335.59,316.63,,302.30,310.84,300.78,310.69
2000-08-05 21:58:44+00:00,L7,495.71,321.66,336.82,297.41,306.98,299.54,297.14
2000-08-12 22:04:53+00:00,L7,490.01,322.75,329.40,319.34,324.57,323.70,327.17
2000-10-08 21:58:00+00:00,L7,489.56,320.06,332.76,304.81,308.07,308.46,311.35
2000-11-09 21:57:57+00:00,L7,504.49,348.22,352.47,335.67,343.85,358.19,359.29
2000-11-25 21:57:58+00:00,L7,,,,,,,
2000-12-02 22:04:09+00:00,L7,325.15,320.66,,304.93,310.66,307.85,308.81
2001-01-28 21:58:08+00:00,L7,504.73,328.34,337.35,303.53,310.39,307.95,309.39
2001-04-09 22:03:53+00:00,L7,218.97,,316.65,310.32,317.19,318.89,313.49
2001-06-05 21:57:16+00:00,L7,337.42,345.64,353.95,340.52,347.81,355.66,354.61
2001-06-12 22:03:24+00:00,L7,323.73,307.65,,291.68,296.95,292.35,293.40
2001-07-07 21:57:00+00:00,L7,338.27,336.11,337.98,324.60,335.59,333.53,331.49
2001-07-14 22:03:09+00:00,L7,325.64,322.78,327.95,315.75,326.99,322.80,321.93
2001-08-15 22:02:38+00:00,L7,333.48,314.34,329.04,306.67,318.26,317.87,320.89
2001-09-25 21:56:04+00:00,L7,489.96,317.61,325.61,293.44,300.37,298.26,311.75
2001-10-02 22:02:04+00:00,L7,505.01,323.01,339.98,321.34,329.40,335.38,346.94
2001-12-14 21:56:17+00:00,L7,489.49,337.86,340.41,312.75,313.25,322.64,329.74
2001-12-30 21:56:13+00:00,L7,520.28,329.69,340.90,308.92,322.50,321.60,325.79
2002-02-16 21:56:30+00:00,L7,343.94,316.60,330.64,294.81,306.47,304.65,305.45
2002-03-04 21:56:33+00:00,L7,489.89,316.22,322.85,285.28,290.68,294.43,291.78
2002-05-07 21:56:27+00:00,L7,490.20,333.01,339.99,319.81,328.98,330.36,330.25
