dates,nzd0440-0000,nzd0440-0001,nzd0440-0002,nzd0440-0003,nzd0440-0004,nzd0440-0005,nzd0440-0006,satname
1999-08-26 22:06:44+00:00,,326.04,331.08,310.37,325.72,318.12,331.20,L7
1999-09-04 22:00:33+00:00,,324.40,332.38,312.16,318.34,316.17,320.92,L7
1999-09-27 22:06:48+00:00,483.41,327.32,334.96,306.55,327.64,313.77,313.87,L7
2000-01-26 22:00:26+00:00,518.99,329.22,343.52,308.19,319.41,319.01,321.97,L7
2000-02-11 22:00:21+00:00,502.29,323.28,331.41,300.64,312.66,313.08,320.27,L7
2000-02-27 22:00:16+00:00,512.09,320.47,334.28,305.15,312.78,314.70,315.03,L7
2000-03-30 22:00:09+00:00,503.08,324.06,339.61,308.36,316.63,314.39,318.39,L7
2000-05-01 21:59:54+00:00,479.44,338.89,339.66,313.12,325.98,324.73,323.19,L7
2000-05-08 22:05:56+00:00,388.30,,329.70,305.29,313.87,311.94,308.78,L7
2000-05-24 22:05:46+00:00,300.61,275.61,,,,,,L7
2000-06-02 21:59:31+00:00,322.00,313.75,329.75,285.87,293.12,294.47,306.06,L7
2000-06-18 21:59:27+00:00,336.84,325.49,335.37,307.44,314.38,315.17,314.82,L7
2000-07-11 22:05:17+00:00,320.04,300.40,,285.45,294.43,290.32,291.13,L7
2000-07-27 22:05:00+00:00,332.59,314.16,,298.80,307.02,296.58,306.02,L7
2000-08-05 21:58:44+00:00,508.42,332.13,344.91,312.24,323.16,317.34,316.92,L7
2000-08-12 22:04:53+00:00,480.44,314.87,323.31,308.17,312.39,310.30,312.28,L7
2000-10-08 21:58:00+00:00,488.99,319.59,332.40,304.14,307.34,307.66,310.46,L7
2000-11-09 21:57:57+00:00,495.35,340.69,346.65,325.00,332.21,345.39,345.07,L7
2000-12-02 22:04:09+00:00,,330.07,,318.26,325.21,323.85,326.59,L7
2001-01-28 21:58:08+00:00,510.59,333.16,341.08,310.36,317.84,316.15,318.50,L7
2001-04-09 22:03:53+00:00,,,312.10,301.99,308.10,308.89,302.38,L7
2001-06-05 21:57:16+00:00,323.99,334.58,345.40,324.85,330.72,336.86,333.72,L7
2001-06-12 22:03:24+00:00,331.73,314.24,,301.01,307.13,303.55,305.84,L7
2001-07-07 21:57:00+00:00,333.56,332.23,334.98,319.10,329.59,326.93,324.16,L7
2001-07-14 22:03:09+00:00,332.07,328.07,332.04,323.25,335.17,331.80,331.93,L7
2001-08-15 22:02:38+00:00,331.05,312.34,327.49,303.84,315.17,314.47,317.11,L7
2001-09-25 21:56:04+00:00,497.67,323.96,330.52,302.44,310.19,309.06,323.75,L7
2001-10-02 22:02:04+00:00,495.30,315.01,333.80,310.01,317.04,321.78,331.83,L7
2001-12-14 21:56:17+00:00,477.49,327.98,332.77,298.75,297.98,305.84,311.07,L7
2001-12-30 21:56:13+00:00,508.99,320.40,333.72,295.75,308.14,305.80,308.23,L7
2002-02-16 21:56:30+00:00,,321.78,334.64,302.14,314.47,313.45,315.23,L7
2002-03-04 21:56:33+00:00,503.46,327.40,331.49,301.11,307.95,313.43,312.89,L7
2002-05-07 21:56:27+00:00,485.34,329.01,336.90,314.14,322.80,323.56,322.69,L7
2002-05-30 22:02:25+00:00,334.40,327.12,,319.66,324.97,325.91,327.13,L7
2002-06-15 22:02:19+00:00,334.90,328.79,,312.85,322.30,319.29,325.98,L7
2002-07-17 22:02:08+00:00,323.38,,,,,,,L7
2002-08-02 22:02:01+00:00,327.94,309.77,310.66,303.21,311.94,309.76,310.08,L7
2002-09-03 22:01:48+00:00,487.60,321.04,325.06,306.76,317.08,307.15,306.76,L7
2002-09-19 22:01:34+00:00,479.08,309.14,321.76,294.78,297.79,291.75,285.22,L7
2002-10-14 21:55:19+00:00,512.57,339.86,342.31,319.01,326.63,324.09,326.85,L7
2002-10-21 22:01:36+00:00,496.57,323.90,331.78,305.34,316.32,319.22,313.87,L7
2002-10-30 21:55:25+00:00,513.17,339.42,342.81,311.95,322.78,322.14,318.69,L7
2002-11-22 22:01:57+00:00,504.58,322.21,327.62,305.75,317.24,312.66,310.26,L7
2002-12-24 22:02:09+00:00,501.28,315.51,315.25,290.95,301.55,302.90,304.40,L7
2003-01-18 21:56:06+00:00,495.02,323.76,336.14,316.11,313.22,313.35,309.07,L7
2003-02-10 22:02:28+00:00,494.54,320.00,329.19,306.56,314.07,308.36,307.10,L7
2003-02-19 21:56:18+00:00,505.96,324.27,337.14,305.05,314.14,308.63,311.10,L7
2003-04-08 21:56:23+00:00,497.12,322.72,328.27,305.23,316.60,316.42,319.14,L7
2003-04-15 22:02:33+00:00,330.36,318.29,324.84,294.71,306.36,309.23,308.67,L7
2003-05-10 21:56:22+00:00,343.47,323.89,326.26,298.10,307.68,309.10,308.39,L7
2003-07-20 22:02:20+00:00,,,,,301.45,301.66,304.88,L7
2003-07-21 21:44:09+00:00,340.37,327.83,322.10,309.03,314.02,307.75,313.84,L5
2003-07-28 21:50:28+00:00,302.92,314.36,,305.66,286.24,289.27,318.34,L5
2003-08-22 21:44:43+00:00,329.31,312.39,314.34,294.62,303.02,307.51,307.40,L5
2003-08-29 21:51:01+00:00,324.08,302.68,304.22,291.41,284.77,292.50,273.58,L5
2003-08-30 21:55:58+00:00,337.10,317.62,324.71,295.91,294.93,298.51,301.87,L7
2003-09-14 21:51:18+00:00,333.35,306.70,316.86,287.65,289.10,296.11,289.39,L5
2003-10-16 21:51:43+00:00,332.46,304.71,310.21,282.59,294.44,300.81,311.36,L5
2003-10-17 21:55:51+00:00,,322.24,330.78,299.85,310.61,312.46,,L7
2003-11-18 21:56:15+00:00,497.54,322.95,334.96,304.19,313.74,312.48,323.67,L7
2003-12-20 21:56:28+00:00,482.48,327.76,330.21,302.88,309.29,311.55,,L7
2004-02-21 21:52:46+00:00,496.02,323.91,333.62,303.99,314.51,311.43,312.56,L5
2004-03-25 21:56:54+00:00,496.54,334.11,335.08,311.84,,,,L7
2004-04-01 22:03:04+00:00,484.29,315.84,,,,,,L7
2004-04-02 21:46:54+00:00,490.37,337.18,333.86,314.82,326.58,324.94,322.21,L5
2004-04-10 21:56:50+00:00,,328.96,330.80,311.14,312.86,314.91,317.28,L7
2004-04-25 21:53:47+00:00,489.89,320.05,305.40,299.20,310.03,291.74,,L5
2004-05-03 22:02:59+00:00,475.54,330.38,333.59,306.60,315.84,321.33,320.52,L7
2004-05-04 21:47:51+00:00,337.88,321.00,322.20,305.75,307.88,306.26,306.60,L5
2004-05-20 21:48:20+00:00,339.67,313.75,329.65,304.07,307.91,298.88,303.98,L5
2004-05-27 21:54:42+00:00,325.15,308.45,317.46,294.96,308.04,307.01,308.60,L5
2004-05-28 21:56:46+00:00,330.06,319.14,,,,,,L7
2004-06-05 21:48:48+00:00,329.72,322.60,328.75,324.75,330.51,320.63,319.20,L5
2004-06-12 21:55:11+00:00,336.47,334.22,,,,,,L5
2004-06-13 21:56:39+00:00,333.58,,,,,340.39,335.63,L7
2004-06-20 22:02:49+00:00,329.24,317.60,,308.85,,,,L7
2004-07-07 21:49:44+00:00,346.40,335.73,,320.28,322.11,317.17,318.47,L5
2004-07-14 21:56:06+00:00,336.19,318.09,328.20,306.78,307.56,298.59,305.80,L5
2004-07-15 21:56:35+00:00,334.58,330.70,334.03,321.63,328.15,322.51,319.91,L7
2004-07-22 22:02:44+00:00,343.12,332.19,337.01,328.33,335.56,330.53,,L7
