,dates,nzd0247-0000,nzd0247-0001,nzd0247-0002,nzd0247-0003,nzd0247-0004,nzd0247-0005,nzd0247-0006,nzd0247-0007,nzd0247-0008,nzd0247-0009,nzd0247-0010,nzd0247-0011,nzd0247-0012,nzd0247-0013,nzd0247-0014,nzd0247-0015,nzd0247-0016,nzd0247-0017,nzd0247-0018,nzd0247-0019,nzd0247-0020,nzd0247-0021,nzd0247-0022,nzd0247-0023,nzd0247-0024,nzd0247-0025,nzd0247-0026,nzd0247-0027,nzd0247-0028,nzd0247-0029,nzd0247-0030,nzd0247-0031,nzd0247-0032,nzd0247-0033,nzd0247-0034,nzd0247-0035,nzd0247-0036,nzd0247-0037,nzd0247-0038,nzd0247-0039,nzd0247-0040,nzd0247-0041,nzd0247-0042,nzd0247-0043,nzd0247-0044,nzd0247-0045
0,1999-08-21 21:46:33+00:00,152.2216948243377,130.79989273516688,121.72965294938335,123.0442768561553,130.09224925159617,125.51035305984237,120.21815514363448,137.27596768117422,138.9356036224304,140.25237064016392,147.47112370672536,152.01872145094694,168.5887703953153,171.24784511210748,169.02560973334818,161.60081611089984,159.5619944598305,162.1960612324749,157.1654451127552,150.1636116139291,150.84022988032635,165.02930655526046,169.96408240969055,166.48598520982296,142.6263427416647,139.48805939708677,158.32747416833064,172.84398969264265,169.55969368736953,158.0226032408059,153.72254313894177,149.1301879223122,172.56551296873437,157.6686862956281,166.25785184314765,171.01077233758014,160.78125231399872,148.41386390167236,136.92218099809335,143.49415742549172,160.42800999353787,167.54790305253204,172.770316172324,153.7260954602478,147.01420129875305,139.92849424514276
1,1999-10-08 21:46:42+00:00,151.22791551950297,128.56866497242547,125.43630399605271,126.7140488051127,126.88756048362643,131.26724209267445,134.03057060625935,139.26019203795767,141.9219016427999,145.82511912079218,154.97765596336728,168.65948785516562,161.4309577264965,170.6978491297487,166.91899311347976,161.73046566873745,156.2020287593913,158.83464885368437,161.10274419491196,165.25616230975197,164.27245872243202,162.22334294376392,157.98268101451328,158.58682169539082,158.00226722222084,150.77010949246488,157.43219540649108,156.8765719740764,165.44596893401646,151.64558522894492,139.46281921242485,163.67225142746543,168.56100055356995,176.4151960080182,168.42917134785213,156.62951904710712,148.02182531522973,143.68046456037962,140.8988265142803,145.6770805849658,157.53110826659946,161.43514742901115,166.49860946938713,161.54067450828109,151.57403788813224,147.1371263150046
2,2000-04-01 21:46:10+00:00,154.78722355780644,122.88135783091329,120.92213657066688,114.74994600425696,118.19153003237508,120.07062676342363,123.03433626482469,130.27430697484033,132.75605739032804,141.20509709317912,141.06656624977035,147.76010902813152,151.10104938040612,149.78326664492587,148.907487286174,155.77544151289231,152.83675701411443,147.96735763754094,155.1411672973981,155.78682661405972,150.38643479992436,146.81143436764705,148.84043583969031,152.97032546847066,154.57242052127685,148.33313559605813,159.2367165267413,156.52314204389683,162.4029865592865,163.20477279014648,157.033721277874,164.5482167783196,163.67791303393528,166.52235319573958,159.3082075433428,149.32265403457285,137.45753179554288,140.01831447033317,139.51318906984176,149.94692355585642,154.57028027595788,163.20318452742345,169.62202806329134,169.06963385333256,162.08508834690534,153.6703293599463
3,2000-05-19 21:45:43+00:00,149.55213682531584,122.30960483038017,113.60633257145123,107.32496682095214,109.99558382513054,109.8743245429296,109.96376071545822,123.84355808414011,121.42338860819058,130.2489805053649,138.8088337289412,144.75718801458567,158.62997093966317,162.33911514443014,144.8954701204851,149.94080427073834,145.71415527490393,143.1906646692736,148.13187368401282,144.11665866857584,149.7280209254161,147.0374938323325,151.1577513141367,146.51005130789662,147.70412577588672,157.89623451228977,151.7672165106437,157.136195544194,156.91836949227368,156.5627997871221,144.40099614776915,152.84397801574337,152.67338562179455,156.14698050359655,149.87782651435913,147.02255087770922,148.23941466610296,146.2317908650143,143.73180461168837,144.2124043823522,149.04393814397045,154.21151422032807,159.1618168305625,157.83759526239277,149.25586095277572,140.40666534880344
4,2000-06-04 21:45:32+00:00,113.65110875643518,90.67327469148793,89.1486378168382,85.12067362505755,94.05002343354093,102.8538016076008,104.33780149823873,112.54743543056608,115.42997246398535,124.32859338933396,129.42210299591164,132.45609841544098,127.49552926038253,,,117.96472011436991,129.48566256256814,131.62669088520641,141.95674265681996,145.20992595583732,139.84732446626478,138.60697218423357,139.06400588349112,129.0572344109184,130.68655057020086,132.16702966110938,135.88663386500386,142.45633699206786,142.02445216274515,129.09766950259592,123.12862218738125,135.28510952757358,126.7038946577655,136.75499282264124,133.7009249102282,121.26542617079654,126.04626354682928,121.3122256356704,118.75303877978949,112.94504911120134,117.75869089572564,126.99775806610728,139.3191679704767,138.53493507749948,134.1333270368476,132.27471828021362
5,2000-08-07 21:44:45+00:00,129.68991162858578,116.53923590623496,112.90227370934595,105.81540930036084,109.5798991638085,116.22046265573701,112.07497966536289,124.54262603375929,127.80037015914192,130.608484760014,139.77349745759517,144.02244556370232,150.7560389982454,152.29338344783577,,138.1100796064668,142.10304846179238,139.1941370687776,145.50018608516774,152.27945949614193,151.95029666046105,141.10386378824006,148.85578381589676,140.73648184845186,135.56874406507546,138.44285112483297,148.19101031081286,158.01566788125206,156.9192860315799,151.5413976297595,142.09315689399827,145.54624594777945,153.58636429487933,149.15815014022206,134.77605094945218,137.0037243701808,136.6696153662664,138.33115560753424,135.53792235136325,131.6320358202501,138.76531980816765,151.75971966237165,164.99456139593735,150.40866059461695,136.86131059938702,138.38185840812798
6,2000-10-26 21:43:58+00:00,152.17650304384637,133.8900858194721,124.05601717798785,114.04181282610418,114.83770582434434,114.52551167008036,120.26048372565094,131.48781950116444,127.93277072026336,132.952932316993,138.13230585445717,149.11960301408956,158.7758571122486,155.0608176416339,151.59663142583457,153.56971284123716,146.55482951616884,158.553163421792,157.23322663286223,160.2999200135185,153.99335069808782,154.43723606979356,152.81715313381534,151.3146251376878,153.0940205759547,148.39644269632032,153.5809944460046,155.23235261931947,155.93110407020873,154.29493687873236,146.10450636592137,149.83250358399047,156.93930682003662,153.2796430896564,146.3210080104962,146.0331757610756,135.13296841981725,124.30030684079709,128.0123008896076,138.60821624612768,149.70219198109314,157.59440860824364,169.6263393463185,170.08626580387593,151.57509906466353,147.63658556296448
7,2000-11-27 21:44:26+00:00,,120.92830780630207,114.21969078424306,109.57006870934944,111.3076628669499,114.02563221050535,115.82242969007442,124.73795240317854,123.26235682483255,127.33418839833377,135.4767649865321,141.299058668548,155.30075257099384,149.20887646042902,141.59282953045746,137.93438506609493,137.7581288827713,137.20646603944238,144.96367173266427,143.2040556648979,140.62214599246317,141.39665278472978,143.94929819401278,139.3375345051207,144.0186562624104,140.2809547519917,147.43093939339408,149.6831799022955,154.04302956170926,150.32511348568383,141.9798085751534,139.95220130159072,145.57663726897908,145.69221350037395,141.62651040656553,133.8956485935665,129.0396582523869,125.66789411939222,126.30855808025058,134.59565334902956,143.21808978494917,153.35948435162783,154.76186313889167,153.08367600765231,136.95724423441737,129.3860984447677
8,2001-01-14 21:44:09+00:00,139.1977565804681,113.61670255215732,110.45789652482357,101.27655267608341,103.98532890432165,109.12286649124883,105.30402283223437,125.79733758460083,122.66486226409037,126.16172732558242,128.57825331400034,141.21832284089058,159.75444399941424,147.99554217030453,,104.13780177921703,140.764271051169,138.09889372721253,140.92932567726112,145.23604770344116,143.02804341838868,138.46338818144474,128.43044738416887,125.84693915786869,123.70814872304042,122.14699415021633,140.3531031525407,141.81271891396494,148.88891202762602,146.0760557873028,139.732191283511,132.69901976959383,144.41863218910873,147.58176829370524,136.6594391547337,122.64066827466671,128.51448264656327,122.26505257125048,123.7777478203918,126.26443173623014,132.97466496585184,138.01277272347934,144.56182088176837,144.33179329780063,137.06462329361688,129.57775006383292
9,2001-04-04 21:44:06+00:00,157.29960479855964,132.33865711423277,124.7542006022473,118.94000169574939,125.70919818153229,130.87383588057645,134.2039663098576,138.52361778268175,139.11148323242435,143.02409289509495,145.7633700642839,157.408696955618,171.91880308033575,169.14723188006514,164.44166177871324,153.4169286166789,156.9503767549121,160.9641927280057,162.32884460860453,159.97242850332208,153.48117675695036,151.39280808045396,151.73741554091515,152.94434904357178,154.8360740671862,158.84579188532228,162.6498677719842,168.27513182546613,170.47151485468024,166.23482537017247,154.98446870689105,152.445537693583,160.632991290937,163.63524691913528,159.9730151514658,151.75184080384042,145.28638947905966,142.9162710467383,140.07582230716258,141.46775628378094,161.06257314746665,179.55180800726777,177.15545206804012,172.50105903261002,155.11505652755656,150.93621499648563
