,dates,usa_HI_0045-0000,usa_HI_0045-0001,usa_HI_0045-0002,usa_HI_0045-0003,usa_HI_0045-0004,usa_HI_0045-0005,usa_HI_0045-0006,usa_HI_0045-0007,usa_HI_0045-0008,usa_HI_0045-0009,usa_HI_0045-0010,usa_HI_0045-0011,usa_HI_0045-0012
0,1999-08-02 20:59:19+00:00,231.29625260860197,220.9212247433759,225.47174363051596,223.5556799569101,232.25808432358014,224.55472106456259,236.457906956095,232.204585504282,235.76468406660646,235.82321579925969,222.9133246482888,224.24519980678835,213.76913818162797
1,2000-01-25 20:59:13+00:00,233.79910142589125,223.7164296972514,229.98797501145899,223.81067302719094,234.3612885564829,230.3555467662595,232.49257079875272,230.63430489855372,236.52046575256773,237.16134177199459,228.86857552269953,219.33320856498744,211.51785447990596
2,2000-02-26 20:59:03+00:00,232.49927152321106,,,,,,,,,235.2009805384495,224.18389146185302,210.82942505305942,204.88493839767557
3,2000-06-01 20:58:19+00:00,230.03862694670607,223.61727623651373,227.82397311175407,230.75821024960206,238.2145769602644,229.97068834682224,235.99450118741353,234.77231724384083,236.11293218790013,237.1066303558277,222.6001341793098,222.3546326394145,210.15331866447497
4,2000-07-19 20:57:48+00:00,226.85652464971693,218.52424984996085,223.28004673513593,219.9359023737292,222.23344932419997,222.2007593693963,223.10627456657187,230.71896828450312,233.34641472459907,235.13822017619682,215.50517598674853,218.5893372470793,204.68080059463375
5,2000-11-08 20:56:43+00:00,218.8846320982104,210.42282552414162,217.1124200178903,215.97562653938644,216.71668901416396,217.42133520688256,222.77978792318325,216.16806326451072,224.47292164243748,221.41451044800357,212.5913164347255,205.1497307175647,205.66883093747802
6,2000-11-24 20:56:45+00:00,,,,,221.88687632083798,213.1860563985584,219.44620566035155,212.10925547788392,217.74163008967267,217.97530779744858,211.07207793265417,210.37054287575438,194.74386504287722
7,2000-12-26 20:56:52+00:00,228.98928387741793,212.3789141075135,215.87397955519683,213.1808899278472,222.09450741481578,220.34304699763706,223.19631141339116,220.74044795182283,217.06886441576623,217.9544095813206,208.00220025961428,202.67489585646746,199.2705405657602
8,2001-01-11 20:56:53+00:00,234.58064500770348,225.0534879002288,232.54585506228574,225.1632051564375,234.38422712801335,227.4462155459363,238.6452800361406,232.09078466369803,237.03127290501362,238.22938588173113,229.43133372147,218.36794754671342,213.7113703750704
9,2001-01-27 20:56:56+00:00,233.42641075117527,224.1596402579437,227.42923342930936,224.61053834490144,,,,,,233.48132997168602,223.99978105968881,212.82584492252496,205.24715495959873
10,2001-02-12 20:56:50+00:00,219.01144558658086,221.71451805187223,231.55115351586616,221.5567789101297,225.6803256601706,223.4922242802442,226.82496134621334,230.28601461808793,237.64944974582883,233.0577340942665,219.95473705803582,212.70050234539121,211.4178487514171
