dates,nzd0497-0000,nzd0497-0001,nzd0497-0002,nzd0497-0003,nzd0497-0004,nzd0497-0005,nzd0497-0006,nzd0497-0007,nzd0497-0008,nzd0497-0009,nzd0497-0010,nzd0497-0011,nzd0497-0012,nzd0497-0013,nzd0497-0014,nzd0497-0015,nzd0497-0016,nzd0497-0017,nzd0497-0018,nzd0497-0019,nzd0497-0020,nzd0497-0021,nzd0497-0022,nzd0497-0023,nzd0497-0024,nzd0497-0025,nzd0497-0026,nzd0497-0027,nzd0497-0028,nzd0497-0029,nzd0497-0030,nzd0497-0031,satname
1999-08-26 22:07:32+00:00,370.30,,,,299.34,296.62,295.51,298.93,293.07,309.16,312.89,,,,299.03,311.95,,,306.47,,,,303.24,,,,,373.81,430.25,,,,L7
1999-09-27 22:07:36+00:00,373.73,346.79,359.23,347.43,299.34,295.95,299.12,303.01,292.57,304.71,308.29,369.23,373.97,,299.03,320.15,362.16,,306.47,362.15,363.42,360.86,307.30,348.30,356.81,349.21,356.57,365.80,445.08,421.78,405.71,303.56,L7
1999-12-07 22:13:41+00:00,376.01,346.34,351.81,343.10,317.75,309.97,310.59,313.32,303.24,311.52,314.42,351.31,355.55,333.43,314.37,325.89,348.17,327.74,315.91,348.15,346.50,345.99,314.16,337.62,342.22,342.91,343.79,359.68,445.08,408.03,395.33,292.46,L7
2000-02-18 22:07:16+00:00,375.98,343.42,343.98,336.99,321.05,314.94,314.72,316.81,309.53,314.81,315.76,340.25,344.51,326.43,314.99,323.52,339.19,326.56,319.87,342.30,339.55,338.01,312.31,337.62,342.22,342.91,343.79,359.68,445.08,408.03,395.33,292.46,L7
2000-02-25 22:13:25+00:00,373.56,341.53,341.04,334.14,329.87,320.86,318.95,319.50,312.79,314.41,315.06,333.23,337.05,322.47,321.90,324.33,334.05,323.64,322.05,334.56,333.69,332.17,314.31,326.54,327.46,325.49,323.76,333.81,459.91,408.03,395.33,295.92,L7
2000-03-21 22:07:12+00:00,375.11,344.35,341.92,332.73,329.72,324.67,322.61,322.63,316.57,316.81,318.10,333.94,335.69,323.84,326.30,327.10,334.80,327.80,328.17,336.52,334.26,330.80,313.92,324.19,324.36,325.49,323.68,333.02,404.93,408.03,395.33,295.92,L7
2000-05-08 22:06:44+00:00,368.68,342.03,336.77,328.62,328.22,328.83,324.49,323.39,320.26,319.43,319.91,321.94,323.99,322.57,324.47,323.92,326.54,325.83,326.04,327.87,324.84,319.56,312.54,312.83,311.09,307.39,306.14,318.14,332.39,362.22,357.99,298.70,L7
2000-05-15 22:12:54+00:00,363.15,339.12,334.91,326.75,325.61,324.96,320.63,320.59,317.49,317.35,316.93,317.72,319.30,319.62,320.72,321.09,324.25,323.41,324.34,325.07,322.23,316.30,309.69,308.76,307.68,305.01,300.52,312.60,321.68,348.23,343.78,294.18,L7
2000-05-31 22:12:42+00:00,359.99,330.91,325.60,317.84,316.51,317.86,313.83,312.95,310.44,310.35,309.18,309.63,311.15,311.57,320.72,321.09,316.05,316.63,316.90,316.40,313.84,309.80,303.88,301.63,300.36,296.45,291.85,312.60,321.68,348.23,330.49,287.15,L7
2000-06-25 22:06:19+00:00,355.48,324.57,318.51,312.57,311.06,312.29,308.23,307.15,306.77,306.36,304.82,304.13,306.64,307.25,316.13,315.86,311.62,312.56,311.85,309.37,306.89,302.90,297.70,293.84,293.86,286.29,283.86,302.43,317.93,329.26,312.34,288.60,L7
