dates,satname,nzd0497-0000,nzd0497-0001,nzd0497-0002,nzd0497-0003,nzd0497-0004,nzd0497-0005,nzd0497-0006,nzd0497-0007,nzd0497-0008,nzd0497-0009,nzd0497-0010,nzd0497-0011,nzd0497-0012,nzd0497-0013,nzd0497-0014,nzd0497-0015,nzd0497-0016,nzd0497-0017,nzd0497-0018,nzd0497-0019,nzd0497-0020,nzd0497-0021,nzd0497-0022,nzd0497-0023,nzd0497-0024,nzd0497-0025,nzd0497-0026,nzd0497-0027,nzd0497-0028,nzd0497-0029,nzd0497-0030,nzd0497-0031
1999-08-26 22:07:32+00:00,L7,392.97,307.08,324.40,323.72,316.34,311.73,307.87,310.26,305.43,322.76,326.49,315.83,321.86,319.25,316.03,327.06,326.02,313.53,317.80,317.37,320.69,315.31,316.84,315.31,314.66,323.35,302.89,407.81,464.25,418.78,405.74,407.97
1999-09-27 22:07:36+00:00,L7,405.48,371.08,380.48,368.68,,314.17,318.19,321.27,307.53,317.25,320.70,388.12,392.86,398.87,,347.24,379.16,385.22,,375.23,378.87,376.31,328.35,365.30,375.70,370.46,380.86,400.29,502.41,478.45,462.38,360.23
1999-12-07 22:13:41+00:00,L7,401.90,364.18,360.39,354.77,352.15,352.23,345.15,344.61,336.21,337.94,339.47,347.62,351.35,347.65,345.71,351.60,346.97,339.38,336.02,344.00,341.22,342.75,340.70,339.73,341.84,352.62,349.31,379.44,400.89,436.96,427.62,324.03
2000-02-18 22:07:16+00:00,L7,401.24,359.29,347.33,343.77,346.65,346.76,340.95,339.92,342.24,339.91,334.99,335.02,339.31,336.32,335.22,333.30,336.44,339.21,340.45,342.28,339.47,335.89,321.95,,,,,,,,,
2000-02-25 22:13:25+00:00,L7,347.60,324.72,322.46,315.84,316.06,311.62,305.35,303.20,298.98,299.75,302.27,303.49,306.02,305.89,310.02,306.52,310.83,310.71,306.53,305.34,309.00,307.53,303.45,296.59,289.27,280.89,272.54,276.69,283.46,309.16,312.62,276.83
2000-03-21 22:07:12+00:00,L7,409.97,380.20,366.96,348.57,350.78,359.02,352.85,349.47,347.37,343.58,347.46,355.88,349.36,347.05,361.00,357.29,355.00,355.91,360.85,357.62,352.21,341.00,329.53,334.36,334.19,,348.02,373.65,392.94,604.35,621.90,611.03
2000-05-08 22:06:44+00:00,L7,342.34,332.91,331.47,324.92,320.22,314.31,310.70,309.61,309.04,311.78,311.15,307.46,313.70,315.71,315.13,310.64,319.28,316.49,316.17,317.63,314.88,303.21,302.86,301.22,301.92,292.91,284.14,294.28,310.85,324.82,325.69,306.58
2000-05-15 22:12:54+00:00,L7,344.18,331.97,332.11,323.89,319.07,311.38,306.06,310.90,308.42,312.13,307.21,302.38,301.63,310.62,308.51,312.76,317.95,316.04,320.17,315.12,313.91,304.72,300.66,297.70,299.83,304.36,285.47,303.46,313.24,337.58,332.70,297.96
2000-05-31 22:12:42+00:00,L7,351.02,290.24,277.21,271.87,269.38,281.90,278.46,272.11,273.55,274.33,268.72,267.80,268.89,269.99,259.15,267.37,272.87,281.39,277.30,268.94,268.91,276.22,275.00,271.97,270.42,269.72,257.04,260.47,269.87,291.41,310.63,279.03
2000-06-25 22:06:19+00:00,L7,329.34,284.65,280.06,287.16,283.28,285.91,283.63,283.53,288.18,285.47,284.34,281.75,292.49,290.04,287.39,292.88,291.35,288.57,280.14,275.86,270.21,272.08,272.84,268.38,275.54,271.06,266.22,267.06,277.20,298.05,299.19,263.27
2000-08-03 22:11:55+00:00,L7,372.04,319.90,311.49,300.29,295.34,294.99,301.51,297.27,296.15,296.73,294.15,302.41,299.64,300.11,306.17,305.41,294.81,292.73,294.66,298.67,300.40,297.39,302.99,301.36,306.08,294.76,283.78,290.77,285.35,307.27,299.54,281.50
2000-09-20 22:11:14+00:00,L7,357.70,290.19,283.92,284.59,280.84,278.94,277.07,274.69,286.69,284.80,280.46,281.24,276.74,282.91,277.67,278.02,287.18,284.79,286.67,283.15,286.81,285.60,287.87,289.66,274.02,274.82,259.87,261.49,275.58,287.23,295.91,256.56
2001-01-03 22:05:00+00:00,L7,336.83,303.65,302.13,296.70,293.32,288.21,293.56,298.73,294.83,294.36,295.03,299.89,294.22,291.55,292.80,298.19,297.15,294.88,302.78,298.51,291.88,291.25,303.03,298.67,291.83,279.20,256.45,260.35,276.11,319.48,319.96,297.03
2001-01-26 22:11:18+00:00,L7,365.57,343.23,337.72,331.65,336.66,327.74,328.25,322.42,320.89,319.83,328.82,325.97,316.81,314.62,312.99,314.60,324.85,330.51,334.61,336.72,329.65,325.00,337.34,341.48,330.20,335.86,352.02,358.47,325.32,321.57,320.99,296.69
2001-04-09 22:04:41+00:00,L7,393.30,363.32,350.71,346.78,343.85,338.05,333.16,332.82,330.75,329.22,331.83,336.20,343.03,332.89,338.75,337.94,335.63,335.65,334.76,339.74,333.16,340.25,338.29,335.84,325.59,321.19,354.11,409.37,435.70,427.89,331.52,270.25
2001-04-16 22:10:54+00:00,L7,336.15,319.81,316.75,304.48,306.98,303.73,304.52,299.95,297.95,296.54,303.05,304.37,309.03,313.85,309.95,310.92,316.78,314.69,309.42,313.89,316.14,313.26,310.66,312.53,305.59,304.41,298.42,297.78,299.94,302.03,268.60,224.12
2001-07-14 22:03:57+00:00,L7,345.32,328.27,327.29,321.93,315.86,314.43,313.11,312.23,307.51,314.24,319.50,322.75,324.84,321.92,323.76,325.57,324.11,317.70,312.97,318.49,318.81,315.59,319.94,320.73,318.46,321.10,314.80,320.97,319.66,336.67,327.23,259.23
2001-08-15 22:03:26+00:00,L7,343.23,295.34,292.81,294.71,287.00,284.06,284.81,287.70,292.60,286.10,284.37,288.74,294.13,291.67,290.86,289.39,284.84,280.20,277.40,272.66,274.59,281.27,280.06,278.01,282.94,279.06,276.27,291.71,310.37,331.26,325.78,302.43
2001-11-19 22:03:08+00:00,L7,349.50,326.01,326.36,324.97,313.28,311.55,306.11,302.31,299.28,296.66,299.87,302.24,301.98,303.98,307.03,300.97,298.20,299.64,301.29,297.33,293.19,289.69,291.02,292.34,287.15,279.43,275.89,296.28,310.22,338.04,321.69,284.95
2002-01-29 22:09:33+00:00,L7,412.45,385.40,372.02,338.76,355.50,370.82,352.40,348.38,353.00,,359.89,349.19,342.42,342.85,337.98,353.93,346.81,353.85,350.91,325.20,337.92,311.95,316.63,339.35,359.66,355.81,392.45,442.02,438.33,400.04,366.22,350.46
2002-02-23 22:03:31+00:00,L7,338.41,308.56,307.73,308.46,,,,,,,,,,,282.23,276.93,278.52,277.49,281.36,277.81,273.73,267.39,273.13,277.70,280.91,278.89,273.19,282.96,292.17,307.48,306.31,286.77
2002-04-12 22:03:25+00:00,L7,397.50,383.91,385.49,376.61,361.80,351.41,347.63,337.36,330.72,339.18,339.75,338.69,344.48,340.65,335.55,343.97,343.31,337.11,336.01,327.42,321.65,329.18,331.61,342.81,343.92,347.19,342.76,369.04,388.53,386.69,367.43,326.40
2002-04-19 22:09:33+00:00,L7,337.75,324.77,311.57,309.82,309.23,301.23,296.83,296.30,295.61,290.18,292.26,288.34,294.27,293.09,287.79,293.12,289.86,285.91,286.55,290.77,289.06,289.72,292.18,296.68,293.30,284.25,277.60,289.77,288.79,306.62,301.41,268.77
2002-05-14 22:03:19+00:00,L7,389.43,366.17,356.55,352.03,332.89,331.42,320.41,321.43,321.49,320.18,316.20,318.02,320.69,316.52,313.37,313.57,320.09,313.65,313.18,313.46,315.73,313.07,317.55,324.26,333.62,344.12,356.02,368.94,367.33,356.76,330.78,290.25
