,dates,chi0304-0000,chi0304-0001,chi0304-0002,chi0304-0003,chi0304-0004,chi0304-0005,chi0304-0006,chi0304-0007,chi0304-0008,chi0304-0009,chi0304-0010,chi0304-0011,chi0304-0012,chi0304-0013,chi0304-0014,chi0304-0015,chi0304-0016,chi0304-0017,chi0304-0018,chi0304-0019,chi0304-0020,chi0304-0021,chi0304-0022,chi0304-0023,chi0304-0024,chi0304-0025,chi0304-0026,chi0304-0027,chi0304-0028,chi0304-0029,chi0304-0030,chi0304-0031,chi0304-0032,chi0304-0033,chi0304-0034,chi0304-0035,chi0304-0036,chi0304-0037,chi0304-0038,chi0304-0039,chi0304-0040,chi0304-0041,chi0304-0042,chi0304-0043,chi0304-0044,chi0304-0045,chi0304-0046,chi0304-0047,chi0304-0048,chi0304-0049,chi0304-0050,chi0304-0051,chi0304-0052,chi0304-0053,chi0304-0054,chi0304-0055,chi0304-0056,chi0304-0057,chi0304-0058,chi0304-0059,chi0304-0060,chi0304-0061,chi0304-0062,chi0304-0063,chi0304-0064,chi0304-0065
0,1985-01-25 14:04:03+00:00,,72.79951390948061,173.91189022608634,156.0598452505917,153.03355799847895,148.5583514310431,152.9144408386389,154.0415313029891,155.98813062574143,154.19051133437895,163.86212630060015,160.4593174331845,153.20010349436404,172.79129597170626,170.360405453906,172.4134580398778,151.86225677173744,134.0249092264976,,,,,,152.50067868837118,159.0549827105825,164.29351007083793,169.41807769252358,162.3647818938404,162.72710021124476,158.54295961614545,,,,,,,,,,152.16653911569367,,,,,,,120.2809934629134,107.21176505521933,134.79053940936842,141.01158703121064,148.18634721780856,144.1168668448092,143.24650374910394,149.89131646912725,161.20751090818325,156.42008742072835,122.57811396015609,109.4238556245072,,,146.32176319324745,144.60408766581892,169.5235176795024,168.60207910012937,190.40092113416668,207.66839049000302
1,1986-01-28 14:00:22+00:00,10.490854298098757,92.48306656337567,153.95270982495637,171.7904377436253,172.39971351331658,165.38496239344312,160.2487138505254,164.61836923088796,168.9953809653917,164.62049812230288,158.6268371348283,150.237811256425,138.91606256332423,152.04206589560084,156.59373405713848,148.59954328287353,137.43774827303548,138.1932205605649,118.86019481742714,,95.08391005939119,95.97361132731112,103.19169449466278,129.94340749907502,140.95853701465495,150.15282966910976,144.99448588472984,143.15291351911867,132.56498541813946,124.85238378018671,107.73344136669999,79.4891259979294,71.3107844334349,90.26339036420424,113.60425615360741,121.48007552920085,111.23445433428822,109.77970026922789,113.47009637278607,118.89449223331336,116.90101692152932,116.02830699971247,114.8032720650989,117.54553767995709,120.03363305997443,113.86035674552438,110.80594033096047,115.4317749571173,118.16287859364094,115.95703962438841,113.57440043272778,111.63096175853867,116.48436218960963,129.883101296645,131.7997607360837,132.88829187551272,124.75603425663378,119.0073299854643,104.59288280334877,106.50110269699553,130.45059574800567,158.38916989851276,161.47128302262516,156.71254055663246,172.4578704535671,180.31962288370298
2,1986-02-04 14:06:23+00:00,40.180494875226046,150.4585636676705,190.7680372254574,193.42273475807474,193.79979692741978,189.78899975791478,189.01346234241268,181.67629923365433,194.0314626057259,190.12345816638353,184.22065326318614,171.84063158647857,170.0377949771579,170.7058535204844,176.90823277521213,172.32567999664772,164.447126421787,152.04029933200837,152.36916997034285,146.25039467352727,122.22074064085407,116.59605353335236,136.59328794016494,151.6690025192952,156.37762378026963,166.19846347338114,167.92487566211327,151.63258406036138,146.69498263660074,146.88064956944086,141.08338246280988,104.37114985753293,81.11180121611447,98.57680844072891,122.88680384251467,135.09106246560262,118.24124712764963,115.96543725470448,129.8655040800105,132.88750958788947,127.12552024376609,139.61349767555376,145.19719008359743,135.8962297851031,132.31294143549107,127.22939573087999,135.7872843431295,130.83389412600886,124.19499139421893,136.68166403596624,133.47494465858176,124.67749670888696,124.03075692054179,138.7957905750492,150.10470025778508,151.62510989800288,144.07487906798193,140.19987061761265,118.8127680587412,118.98130332255337,143.20332692673657,169.6668804278331,167.72959227317133,165.88721317222394,179.59476541977614,180.09587779236028
3,1986-03-01 14:00:01+00:00,,170.7402638600432,194.374692164853,196.49446471415817,192.16780668649366,199.56583156008438,204.48558594416127,199.05780194398707,198.80210343304344,193.12149156384578,179.9123157782614,169.34067050458194,176.19711490240374,190.2542788098959,196.24065403848084,179.7113653284334,173.4029628275811,161.9298641410161,145.20964741597285,146.63734224017273,130.10005539848154,123.18120646732363,135.95164938770534,137.95531886564456,148.0499991258016,176.90300999365166,179.42650856843588,142.64901529426933,147.60279042609196,149.98656708619873,145.17063423091383,122.99848684741887,98.36657426115545,102.25665667388172,124.64991965135044,140.50590338779176,129.07444892008937,125.8894530759792,135.55020727580572,134.6953382033607,125.89296742236947,130.55672376590354,149.67848470823003,144.50368958918227,129.08428588369253,117.53245855972243,133.2643539395181,163.5515643551189,144.61659141126802,134.16623730312278,139.35222569567452,141.27996976921762,141.31757934398007,146.53899337458708,155.1404581398886,143.62971786588597,135.09563815357052,129.96387765507893,130.70875220578742,138.09891701356509,159.6886069673015,174.09934104768877,177.82748821640908,173.22383681952343,181.37034551157154,176.8880102703797
4,1986-04-02 13:58:59+00:00,,178.89077408873413,202.3560970597944,201.42285717497253,190.8722452253676,191.0273149601698,196.20177578067114,198.0882911112562,204.3594674024183,210.05969921562203,199.60894881342278,185.98559530152136,179.50478739565284,182.72204324110865,188.27678123736325,182.86256914990787,172.21147995113276,155.5012614018182,148.44482744423766,143.13522671014738,137.3367189358095,128.9961516955621,121.52744271833286,123.58164187376998,143.48049946976397,160.66038892558748,160.62367441143465,156.323364343727,144.19739653524528,143.72358659862587,142.20340678168935,122.24509933785538,101.09184797247606,99.99624004744508,102.23198192743516,121.29658694692088,111.99265776413873,94.05414871902038,95.3031713146241,123.81347963162393,131.38095658317494,137.59687382782823,151.74068251362732,159.20827947699783,141.87649158215245,114.100106962932,105.18307722017728,122.33778186719196,151.66434194609536,126.77419901826529,119.57312919017038,137.63316011454748,132.51651337627092,135.9275057025675,137.0548915405441,145.73072260852092,144.26337644421244,138.09735883609386,132.21631441212364,128.1874931018486,146.52263180668305,171.8020030318178,175.9867833706061,170.19618000166236,191.04720310690732,192.21823612714388
5,1986-05-04 13:58:38+00:00,106.26261487726576,147.11090089850825,167.79450311376283,164.51291359381645,155.77215633770052,165.5322636029516,164.85519513053427,166.55763017823367,,,,,,141.39013852064994,148.71413499182458,146.0011437690192,142.72047431029372,131.29800845705955,134.75807193779448,119.40409998892821,110.90575704749985,110.89662722624831,110.29669863988397,124.23277478550206,130.03243024208143,141.74013292903769,143.27586245829517,153.48807788103852,156.94122957281155,143.08224126484546,127.61079310664853,113.7175805722456,104.76832587439102,101.27560948676401,107.62904705437309,118.74114194919058,116.2414088353588,87.83391091960728,94.27030112860093,120.49477941118292,131.41387468350914,132.25261812452072,145.0648099221204,150.8728902843082,138.5416048113596,119.95496499253586,111.37033384319356,117.99916502777161,122.45716041505304,120.57006298730506,120.87854884469304,125.7047929653826,128.73155806758066,138.48025616773475,152.0846168338626,156.47449519682982,147.53665214914366,122.71620023783339,121.8985569005384,127.17381986650547,142.64992442434482,163.22874207660266,165.87690279356212,160.2249073663089,167.55797098841109,181.23831342795498
6,1986-06-05 13:57:43+00:00,,142.081525531717,155.08683538202533,153.30554441988883,147.08383618442332,149.6627057021906,149.03383220519405,150.7182542918933,,,,,,,,131.55096084007852,127.73910993536428,116.4752056965616,112.41675487706613,114.00620478176901,109.74149109650963,111.33845130529362,109.52265160388964,122.44081675273196,121.22900367743478,132.77973669602056,129.60361662291788,132.6893693486795,133.19146131092273,137.81841361917498,122.14000077169233,116.64665599815389,110.52161186603874,116.0508844550169,117.28595391198503,102.46058381614279,95.8296096491018,103.1938188579625,109.41428652036822,111.33250771200905,114.16154620002001,116.64290127058082,125.9030173789658,139.3990899767527,141.10881786656438,125.71701352789839,118.91719248159704,119.87551188687583,124.83013353388652,125.54254328373743,129.70152689442227,123.85129781841394,123.56203635387108,120.09820549840543,119.0569698267758,122.25075217297679,122.79606161447163,128.57910765891722,130.799181340079,129.7423724377145,141.68217140639544,156.96730904659736,161.2590810978629,160.2161774884997,168.63323835788532,164.19352838613912
7,1986-07-30 14:01:40+00:00,79.97622665933764,166.94339695842694,182.6008215056305,171.6126609249701,163.22054840860685,149.46109764051957,148.99383458755523,156.7870266001752,157.08916301766916,,,,,,144.43623229366065,132.47058010509153,128.59725970023018,128.67187542340022,135.31573573382838,124.16684165151695,106.65264485513664,109.95903617190181,106.37292083585275,126.83344007961497,143.04442224901706,141.0330706879347,126.7703864947307,144.44253232528052,167.32918925825805,148.62680178127806,124.25240743477427,120.56834105640442,121.054906787761,109.30356407642994,98.88891829167704,90.748204996506,123.88644960234174,141.40091898531213,117.97676931749471,112.01732880258737,122.3313855299848,117.97167481764221,116.6609142948174,151.0717740125124,146.46093986089568,129.63538179734857,115.96936016180292,118.93685385034239,142.7719278743903,144.19497898295361,135.34863922786275,130.43147136947027,112.08939242074379,108.17942219270283,98.93660370954186,115.54396280757788,136.50065990873492,120.76821010448536,108.2938391755629,122.18437511950621,131.6740932582462,156.95007205322295,159.65655055031274,164.74921345547213,182.25629003257797,180.85359198676417
8,1986-08-31 14:00:29+00:00,,138.08434679996563,149.47361236514988,144.86234232608652,140.0787591092791,150.67332866494996,145.01420792698497,147.88982935716044,,,,,,,,124.17128637488152,125.03166915339823,130.43351058887288,128.95017959349963,118.59013752737997,105.37744728518516,100.681736298747,109.80958294818014,120.23651995364945,135.1700385596197,134.33298077296106,139.90156150004,158.22622972868618,159.90802186365093,147.66257571107369,125.28694994478079,114.50373580688974,105.58243457164424,105.48776202041385,112.94673495720701,118.84932713075644,123.65459517302683,128.46436181668716,123.94790117456029,122.48414023580412,110.4953216963548,112.6134955174776,127.29127363691912,152.3713044058791,148.06632609922931,137.3161498601719,130.8920629096869,131.98766225788214,130.94824690946035,124.08262824869196,122.5594353015567,121.08189051989376,120.77540468397285,120.89506038875662,117.44520981411176,120.13570936838987,128.32541929673627,122.49866610860118,126.93080052290354,130.65263789392995,136.78536036848882,149.1285706575785,162.17600946994312,171.474243330828,185.44042441915138,183.8102130615196
9,1986-09-16 13:59:58+00:00,70.5078661976239,163.1023102108486,181.61986293397624,179.74932531160943,172.99308746023252,180.53652483942207,176.15572950069853,168.97853253271583,175.21365233451408,,167.75317277765993,,,,,,,,148.19102265944096,131.97306349549194,116.95368541761682,120.05927457545333,122.86470533503487,133.2939307684403,128.53220802661428,142.6600555343946,153.0870753420282,151.0584824920581,147.80231005855737,129.6008125237471,104.7744874612482,82.05175135631342,92.57638539485926,89.77400600877087,101.02873526091159,103.06113681759146,,,,,,,,,,,,,,,,,91.08370866538773,110.07473638200169,129.47961443902966,127.95565072136478,135.27456446672144,124.59599574406289,120.89632434984281,131.6749764438844,138.1575354518264,148.86270739345335,165.93777900004835,169.58105195747095,183.62789757592225,178.74579810061016
