,dates,mex0252-0000,mex0252-0001,mex0252-0002,mex0252-0003,mex0252-0004
0,1985-01-04 16:48:49+00:00,210.33770798071083,200.58954373775677,201.61558933346723,193.85255643970123,204.21844756297224
1,1985-01-20 16:48:54+00:00,203.78112260334194,199.03282516419995,201.81707802364295,196.00934502059144,206.34416342980543
2,1986-01-07 16:46:05+00:00,199.44037103623688,193.25315724430934,197.1712053848313,193.92786041770466,199.74234624575627
3,1986-03-12 16:44:40+00:00,212.84922427146196,205.30474705910885,209.14362627171815,198.7446342787068,207.04284419463326
4,1986-03-28 16:44:21+00:00,207.51709962217464,198.20187080749133,203.90361076361248,192.29667310546796,200.7737848135272
5,1986-04-13 16:44:01+00:00,213.75143209199453,206.64093025107954,202.67193367709035,193.59497826868463,205.54400079621297
6,1990-02-03 16:40:25+00:00,195.87169973944674,191.6461488982581,195.82599084203673,187.65755331694893,192.6028346963074
7,1990-02-19 16:39:55+00:00,211.3172612692474,206.1368409065406,207.42026484838144,208.37647946940731,206.82022111474353
8,1990-03-07 16:39:20+00:00,203.92844532174294,201.98910887766445,204.68196889106662,192.04669469364487,200.79108751909075
9,1990-03-23 16:38:48+00:00,207.27664420151316,205.39253814790908,198.13564501587578,185.88611832232482,190.284965656679
10,1993-01-10 16:40:08+00:00,207.27373248003133,198.13472401473314,197.13135491005997,196.20145485559618,200.63934643004256
11,1993-02-11 16:40:28+00:00,194.0290136802333,181.86118401467067,184.7679464705433,185.96392866497254,189.94762882554272
12,1993-02-27 16:40:33+00:00,199.5015324078105,196.0425870911157,198.01677190684106,189.93865206171168,200.4101686529698
13,1993-03-15 16:40:43+00:00,199.93168763512787,200.2247201423746,198.0767577140714,190.67393387170293,198.77611364710376
14,1993-03-31 16:40:46+00:00,195.5738942762302,192.5894447248134,190.74537910254398,183.37653074911,191.61872586761007
15,1993-04-16 16:40:54+00:00,202.8815424404719,195.00711722015532,197.0863000061864,189.08492987462148,191.3167045440341
16,1993-05-02 16:40:59+00:00,205.5419277010937,197.3016964960783,200.8482275467946,189.89345039349016,197.46446127599464
17,1993-05-18 16:41:01+00:00,206.06240371391215,204.30569795340392,198.17860020116512,191.20055652423488,204.09455639160362
18,1993-09-07 16:40:54+00:00,199.85632260316416,193.9620723558376,194.14612998286836,193.37058787230066,196.929044923649
19,1993-09-23 16:40:50+00:00,200.85561596573274,195.06142122238163,191.4118693910805,192.09696265754746,194.65560098273903
20,1993-10-25 16:40:40+00:00,201.85690979773722,198.1865095865163,199.64093828287372,195.12833883084278,199.62032008416807
21,1993-11-10 16:40:33+00:00,206.69182869957288,200.72027189800423,205.49801965817664,200.4224628563011,203.6697797200428
22,1993-11-26 16:40:27+00:00,206.23313583441774,200.75114950056982,205.1959509523702,203.91055544159843,204.95349786374385
23,1994-01-13 16:39:57+00:00,200.30512312108306,193.95178855453483,197.69741812540045,189.99427348199995,195.40742632141703
24,1994-01-29 16:39:46+00:00,205.96492552757164,198.79427306182475,198.41814861535892,192.19685612872797,198.24498184271346
25,1994-02-14 16:39:35+00:00,203.37941321232398,194.9233669290837,195.43074860163549,192.83369505197516,194.77752196882355
26,1994-03-02 16:39:21+00:00,213.0415286577853,204.58597147848226,199.0695927500095,194.78529706632037,194.9854928850487
27,1994-03-18 16:39:07+00:00,208.4179018118835,199.9809444957527,198.15941002556357,199.23701037496826,203.14741572121414
28,1994-04-03 16:38:50+00:00,202.09639008134374,202.04994822852123,202.56116960788418,199.03709471834483,200.5852658999221
29,1994-04-19 16:38:32+00:00,199.82760856811188,196.27096351290382,201.50745851126467,193.19002094854383,196.03511966678468
30,1994-05-05 16:38:14+00:00,203.6099204091959,194.53835993683117,195.09437084308843,194.06408030066837,200.39563659034863
31,1994-05-21 16:37:57+00:00,208.15513262191268,206.4867394051177,209.21513056259818,202.68833056958042,211.6679300479977
32,1994-07-24 16:36:26+00:00,197.12490726453868,198.42680142472773,195.42965031552623,201.05144751183457,207.24644423393661
33,1994-08-09 16:36:00+00:00,194.73296707671744,,,,211.6859502379411
34,1994-11-29 16:32:40+00:00,197.81673927738862,190.82640521695853,193.49090153918507,185.89301887896278,197.86101019202795
35,1994-12-15 16:32:11+00:00,206.99860822580217,195.9883057492993,196.9161765696021,190.91542963438613,204.0945351297547
36,1994-12-31 16:31:39+00:00,201.40046037227134,197.35644016730245,194.70598510755335,186.07205051577836,195.47773603519715
37,1995-01-16 16:31:04+00:00,201.5605461489714,195.404504614599,193.0384962529129,186.7924502126289,191.80449773772986
38,1995-02-01 16:30:27+00:00,200.12020723989954,194.0635843645599,193.70271781694186,185.36941690559846,193.9707478820441
39,1995-02-17 16:29:48+00:00,202.33585442481373,196.85477349951714,199.02818962994152,191.13318882482685,197.43552048965051
40,1995-03-05 16:29:10+00:00,204.7801785876161,196.27393249183737,197.39533893551226,190.98419716309579,197.29695083380196
41,1995-03-21 16:28:30+00:00,204.31622833094912,197.60948669006163,196.69648982607498,192.91148965165206,199.93166520178355
42,1995-04-22 16:27:10+00:00,200.80420831553775,197.0875067980819,197.78399745524644,195.0981355461812,201.1687108419653
43,1995-05-08 16:26:27+00:00,203.13526790926124,196.4952672875256,198.62694149235622,188.5595180980398,200.24258787055248
44,1995-05-24 16:25:44+00:00,198.02854974523052,194.99885696211697,193.8835870024305,188.0789501617738,205.74358147641496
45,1995-08-12 16:22:05+00:00,196.6127075253207,193.4763228578707,189.94152341072845,178.5218113692955,189.48926478945077
46,1995-10-15 16:18:54+00:00,206.38862337172904,197.93304099734604,200.84589644423147,196.47915211671284,201.509693909918
47,1995-11-16 16:18:03+00:00,198.1613898778403,195.0537733680364,198.84151527024193,194.39742252412677,199.5973119646791
48,1995-12-02 16:18:39+00:00,204.29119244330246,193.06463361610778,198.67129107397227,196.138051067438,200.95219196621548
49,1996-01-19 16:22:08+00:00,209.9994084413945,197.30536456770804,198.67037351841182,193.70392735845377,196.74435509574198
50,1996-02-04 16:23:15+00:00,205.36990411132444,198.5675512733081,202.70776056719743,193.22165518741863,202.58158743385403
51,1996-02-20 16:24:21+00:00,206.7874625420696,199.12503840808523,193.27490850794734,184.3255400176461,196.6789182075619
52,1996-03-07 16:25:25+00:00,211.57317271278401,198.8430394274802,198.1903119931164,193.84143017749548,196.6584481077215
53,1996-04-08 16:27:27+00:00,208.6305262399328,201.88963260639383,205.62436361247123,199.48298195277877,202.57345756580082
54,1996-04-24 16:28:25+00:00,192.8562612745454,189.92244166075812,191.2184969361306,188.08418702237788,190.88404466171457
55,1996-05-26 16:30:16+00:00,192.65483266367184,190.81340966536297,189.72037429896912,178.54536939737508,189.16839893645889
56,1996-06-11 16:31:10+00:00,198.42790033113948,194.5699616814337,197.85171189042902,193.00196286070684,208.6111165053396
57,1996-07-29 16:33:42+00:00,205.14005982409546,197.57377267125278,194.5649010895295,193.94413583093834,197.64203158662275
58,1996-08-14 16:34:32+00:00,192.41910748117752,189.83754865867476,191.19626161684184,186.1952862779846,192.77957145909974
59,1996-09-15 16:36:17+00:00,204.3297084407271,198.35169873326936,200.7831462710597,199.3084228341968,201.04626439666833
60,1996-11-02 16:38:45+00:00,203.23789905628524,198.74991675014402,202.7108678761021,193.16423067277043,193.59291764834808
61,1996-11-18 16:39:30+00:00,206.10163215964477,199.94845363634607,206.13000008865822,203.02858263174082,206.16824120323955
62,1996-12-04 16:40:16+00:00,211.60380969421777,204.4693988688951,210.40561454829572,203.25949915785284,209.77130969758704
