,dates,nzd0211-0000,nzd0211-0001,nzd0211-0002,nzd0211-0003,nzd0211-0004,nzd0211-0005,nzd0211-0006,nzd0211-0007,nzd0211-0008,nzd0211-0009,nzd0211-0010,nzd0211-0011,nzd0211-0012,nzd0211-0013,nzd0211-0014,nzd0211-0015,nzd0211-0016,nzd0211-0017,nzd0211-0018,nzd0211-0019,nzd0211-0020,nzd0211-0021,nzd0211-0022,nzd0211-0023,nzd0211-0024,nzd0211-0025,nzd0211-0026,nzd0211-0027,nzd0211-0028,nzd0211-0029,nzd0211-0030,nzd0211-0031,nzd0211-0032,nzd0211-0033,nzd0211-0034,nzd0211-0035,nzd0211-0036,nzd0211-0037,nzd0211-0038,nzd0211-0039,nzd0211-0040,nzd0211-0041,nzd0211-0042,nzd0211-0043,nzd0211-0044,nzd0211-0045,nzd0211-0046,nzd0211-0047,nzd0211-0048,nzd0211-0049,nzd0211-0050,nzd0211-0051,nzd0211-0052,nzd0211-0053,nzd0211-0054,nzd0211-0055,nzd0211-0056,nzd0211-0057,nzd0211-0058,nzd0211-0059,nzd0211-0060,nzd0211-0061,nzd0211-0062,nzd0211-0063,nzd0211-0064,nzd0211-0065,nzd0211-0066,nzd0211-0067,nzd0211-0068,nzd0211-0069,nzd0211-0070,nzd0211-0071,nzd0211-0072,nzd0211-0073,nzd0211-0074,nzd0211-0075,nzd0211-0076,nzd0211-0077,nzd0211-0078
0,1999-08-05 21:46:35+00:00,168.36009863320487,155.6181185827124,144.97213235544527,140.3816650383888,144.64042826754738,146.4338430706633,145.95405787324185,144.25853435592904,142.8625622967771,145.90063772025405,149.99921459260617,149.52597076537015,152.127189466531,145.36071004092332,155.38888619773644,151.54421558788667,155.00325128693737,165.56991576022352,163.95048854843023,161.9378253317442,157.09939837198914,155.89532872742998,154.16485240410748,152.00342397395679,153.37788420304628,152.39745707911547,155.0180015800654,155.34626121331377,159.1471259554469,167.69638223148212,169.53066143617633,173.64752600628333,172.4686245370508,173.36271121439776,172.32812994070767,175.64147539803525,173.80604532292026,169.41125232239642,164.28179804518584,163.65499838561982,159.498731470307,153.16289731032222,144.7565480325132,150.4142154851765,151.27436685451858,155.53597468361457,151.9664414057161,159.755857175571,161.66153209735944,170.5076568015298,175.11243722878535,174.8915282210243,171.6313890463732,172.92588606061074,178.7607177389349,183.38602754465626,182.82367944493848,187.13356665903746,184.69544729041516,195.92947571322279,200.15104722074383,203.15436220844285,200.44425797856152,198.05037102845748,199.9032803729534,200.86624395390274,206.4676752627367,197.91673232180776,190.94196290594536,180.48744839403372,172.7519625198844,170.14739924719606,171.11365013091225,173.237839568162,176.86033322103,,198.66435936476267,176.1690077155181,170.7531716153671
1,1999-08-21 21:46:33+00:00,175.79941672891468,160.39811645487495,150.6831080846825,143.78752264149512,137.90601574594726,138.14616873441528,135.06707425699724,136.86535986653467,144.01789588402582,147.3225741456068,145.65680236345483,143.69939079723352,142.56381338239183,142.92053209662933,147.7769443910465,151.75282750649097,153.01043215568447,157.0236547269243,154.0134458152419,155.6113309541454,152.96008420007854,151.77673752415873,147.4933292376193,149.57888136323,152.66847743777797,153.17274305834994,155.58829401196962,158.17008230633175,160.34397425008018,162.18284765393443,171.6925937847451,169.2833394521335,172.8126473394061,178.77076292491734,180.5758473890092,175.26121605987217,174.90314797485877,174.77305959434267,171.1148225338901,165.17663836180154,157.5913801983679,150.75473241644627,149.12132841702257,150.177357187219,152.80507039872913,154.03356026446255,159.08848971435285,164.92995994585638,167.6050479675584,170.47268321259656,169.27256740297284,174.0896788765979,169.79567576695842,175.21569770083707,181.3521077937385,184.59888948832105,179.14211779618185,180.7840653520164,182.49641230991887,193.806791873833,195.5992416097453,199.89335417817236,191.82557120767203,190.20157574847036,194.7848217506864,194.7100567595691,200.60164871121495,193.17215334503894,185.98039190785525,178.51839421596162,171.65252427336924,,174.3533159029596,166.82000832594412,177.4822038101654,,192.0862106870344,170.93458395769613,165.4083727274957
2,1999-09-22 21:46:36+00:00,204.20138482487138,184.2744110910348,170.85589034696605,155.5768702172953,143.79415746122055,136.91599423511636,138.09085221404325,138.5582099005488,148.51388954474908,154.405003464502,153.13607176332832,150.4859591624188,152.59627669159343,152.30412334207233,154.11579054243361,156.2250772686197,158.55104056241194,165.39679874725093,162.3128814543839,159.94591705205966,157.2037490015657,157.5779557608612,156.0745035014335,154.13550190640726,153.44483717861112,158.60957646347288,161.5020871525348,164.60478124220583,169.9840792698044,174.45535733175473,177.46208850884713,181.46056313037025,185.78222772643053,182.66178946046045,177.93956353016983,172.80693974361407,187.80384545377262,192.8198137221398,180.62405023622404,171.66684824503614,165.12331761720824,161.7574841748232,161.71860226035122,156.230747792892,156.43685201517104,160.47451968039522,158.61406645935273,168.28331887571994,176.15587330883884,180.66523460966658,175.71141553784872,177.7838427170127,183.05800763149912,184.23509542954994,185.8586393294065,191.3919209643422,187.53864389523096,192.07416220731244,198.42447493331008,207.79945418026935,208.87912199402032,209.3770222309277,202.91983857477157,209.4431867189943,205.20711132533762,208.81962567629316,204.05832468334836,202.28240222891256,200.18315340858516,202.82610694482378,196.5667751948917,,186.72835847398474,186.9956547500131,190.21615861514059,,200.36601521051668,175.44688683647104,174.19408969635043
3,1999-10-24 21:46:32+00:00,195.2827190120135,180.64839165578186,166.65653124905657,162.0334293704056,151.54351765477122,146.44513997830603,140.81771666109742,138.46727984270473,146.29779612217945,156.4754431389061,165.8220027340774,155.37516268479402,154.69936039280182,153.87443619738357,167.33896345333838,173.13818465821004,169.97496989816068,169.03655316947692,162.64717571134912,157.1357923181943,156.18697572353804,158.07676502681144,154.3808397292181,157.00336096667542,159.6372809815122,159.55483278252376,162.18251538852581,169.18329193028939,173.03475975188036,179.0353707459633,183.6139753848274,183.37896607693636,183.70382872704542,184.52337659941978,188.3073055383203,171.81213693227187,187.26933638834274,187.71445008204984,184.67062130623225,175.858745149826,170.08370865062497,165.4928279348302,161.25200591813697,159.1832711223361,157.22370775824712,159.8383170772692,157.76902885639115,163.19847235039785,164.325428858408,179.19053435242287,177.64212063169288,179.41475528766838,178.6041953399358,182.39022738384836,187.3000542575562,187.83856615904105,190.12647267607844,190.3635112303176,192.4355513192048,199.41908309454857,204.6008495673594,202.88874707506102,203.60402035657475,203.97461492090966,212.50395740904915,216.1543026715498,216.63969689358296,200.28170854210074,198.85392878252324,198.05938421319885,189.09833497297032,188.135897999428,,175.15349505512796,180.14175793994818,,199.29980394985915,175.83570985313372,171.8764213679782
4,2000-03-16 21:46:15+00:00,161.7452692712632,146.8926247485999,136.898749175288,132.76233832466724,129.38820651024486,126.65071905112725,127.49206260121943,128.0496846593359,130.87910120291826,135.78788452458002,138.1010945867742,134.81665424848785,137.4967764328062,133.73552517883408,134.93892560096674,137.6309025610733,144.05685435163105,,149.2619521917465,145.92245832591541,142.86312867071192,143.15148695553287,145.2517642052663,143.25406854247944,147.7201077086666,147.19068177267593,155.02161901080103,161.49419421094157,163.91980108517444,163.9186361032148,168.2771570511699,167.9206152457545,169.83653283855446,167.11069305105792,167.7950705983186,167.15081565335376,164.78412397808967,166.88041803552238,161.90234299663152,158.4271212914591,157.94815397832943,154.3775909361932,155.2796763693291,152.9114625141041,154.7982596448823,150.71182851251726,153.97405033605094,153.99355721946733,158.07366352755093,164.20831037697192,168.98154770294042,173.01901930691446,172.2928514726952,179.2767165186725,180.2556278771149,186.69669644923437,190.0753106303445,192.896892051027,195.15594491524823,203.53873955112658,210.899193183804,212.8171687850807,209.07139002306178,211.11269575333156,212.78416753499903,210.37793317513112,199.15726394777573,193.4240339435343,189.7401237131471,187.90003155952843,193.71677387489214,199.4346325237198,187.1639350225654,180.85582072710545,183.668073724879,,190.88595572885848,171.4557338719567,168.5273830819074
5,2000-04-01 21:46:10+00:00,179.66586955786514,156.11669037850248,145.83339238018976,145.90028099256082,135.39323229474388,136.55226144350345,129.7350794204995,131.7740249236043,135.71341484823316,136.88717729578602,135.96536408362584,140.95468750276027,139.00582316828684,133.6691373083075,139.41999607725464,148.54316881123006,150.26241411783968,150.94079740097,143.7408904422882,143.28644943703944,138.49924986610304,142.67298974174994,143.93220748594322,145.96664579442884,146.14222621638808,148.0124760356251,156.6298173760642,161.8600080169985,160.60056551417668,159.26721146126508,167.13099474476746,166.2744781655903,167.3014510230397,164.06267134511552,169.90165469389785,162.501412945783,165.54276937520547,166.35461341860346,163.42707393700513,154.73024031658042,150.15244508594668,150.77895774119065,149.00499589014493,153.70102520875366,147.75419515932248,151.89981234825052,154.55170184545318,158.13662297317654,163.04857665918158,168.62974041303028,176.01583459709806,173.16250898528733,176.95419487832098,174.23760914571216,181.0638444385478,178.70962485395745,182.4360429934845,184.3146504104836,192.49475736965002,192.94918833753712,202.86693752605734,202.2726956954807,201.34945179778933,196.6261102088969,196.7928553650708,197.08515377753787,201.36873201869673,194.6936357842165,191.67432377442424,182.64505674279724,179.70690744448675,174.02825083349046,,173.3751560635764,176.98501598585366,,184.62568358641926,162.7546583822043,152.3392846131782
6,2000-05-19 21:45:43+00:00,197.2431382625589,175.15570719943537,165.11003119604837,162.4538616623394,153.2050757029047,156.0872088258373,151.51011611442516,159.02610343914296,160.71558301874387,162.57511081627723,160.15930437294867,158.0136112437962,160.89172593151036,164.01025412238647,165.653037455609,170.030684476135,170.75440310831388,175.20321488719426,172.1889223519412,166.40865207571505,167.2292230926644,167.2213187730536,163.4154256903285,164.61988993754213,165.27001318033834,164.72039951126607,172.9760830975377,178.11680063296205,184.1695455139972,195.9005722261386,199.07051601722074,206.79220792607737,162.25368843457153,173.99170485773945,187.84720045044764,182.42126115341918,189.95091210992982,189.54785581946606,183.92379742250404,178.3096864689083,174.8844218097316,169.50848456071958,168.14567788686742,172.82915729673365,171.9159240840708,170.78918707452266,170.52482459610226,177.11433181946848,176.0191829423158,182.7711564875191,181.67915494832752,181.53357604132094,184.22974501632558,187.25050800615736,192.55856336342725,198.98622160948227,200.00657970822533,202.3670435169015,205.66179457628627,209.7216389744833,217.18434538704827,214.32703284512706,217.88055539294035,213.42147375939314,220.88827677964244,215.62137531398855,216.36236603747383,208.7445874552557,206.0587666387088,195.70508985733207,198.41490818352025,195.30142085213254,189.65190044454565,186.9550789788072,185.16563947899525,187.28323883578372,197.79634626497003,173.12606704585636,158.93132269635595
7,2000-06-04 21:45:32+00:00,182.44281562683642,165.3814859330266,152.91137183543637,148.52541804541534,140.542378370282,137.98797726277758,141.4811575416537,143.33705798475643,145.0281132989602,149.35164993463863,143.8156853929748,142.8154205071072,145.691229608433,148.0343142363605,152.81700161450755,152.9988059651535,161.36560940700113,163.97695189259528,157.23800972668818,155.7350751042093,152.55154739417299,150.49681731459955,147.5903635143874,156.35013221141858,153.2874415276599,151.34791741024029,156.154788622552,159.5010816148089,170.9813539409664,177.3913703091889,191.57242460454367,168.8216753214447,,,,,171.8401458168149,168.99977518052808,170.75911160626148,167.5990654424645,160.3917433564714,157.75137601723657,157.61064439754193,156.20351797931463,159.120504593894,155.95942159178594,160.51282930672537,161.1499882509248,163.67622520849486,167.79878540911074,171.30098775489972,164.80903135311925,171.12628959340688,178.52514763643424,187.3213424705234,186.70770062231773,189.1890182993565,190.09930603318907,196.48543016560487,194.48199256339444,198.64030184833263,205.8509833223333,199.89507807048884,193.66572331290385,178.8430376607715,182.42304709255387,200.79108434596714,191.90563839034914,,179.0216833540057,,,,,,,,,
8,2000-08-07 21:44:45+00:00,181.05757416952318,170.109162245039,144.2280789046786,128.4042106055986,130.65533619161025,140.91224256942215,146.3516860941989,154.75306393027824,151.33034590658013,152.73945324492058,151.05638852472842,154.71741180787208,149.40471968520708,148.08554481324205,156.9959431293588,163.09220820331976,161.36345339101177,163.09774334081962,161.22414443398438,154.95804044000639,150.68552382924042,162.31500091936076,162.78616292527755,157.1012952555802,165.10560081611604,176.53669604431795,180.1759769923669,171.87540891728307,163.30612129523414,149.80502301891957,148.20904410847206,184.7891285533883,190.7895868093446,181.35655967579464,164.28577307976045,167.86695175546114,172.02744890060177,177.97398602274248,171.21547264522584,168.8725675758802,162.17598843332038,162.63941278724852,161.93528544963195,157.92371884078506,153.60897987993815,159.96890656517073,168.6023496440724,167.47069804973944,171.76300013727624,179.50430249491797,183.9651577212891,176.5328654603063,179.74310131386952,186.06739035751772,193.91879957101787,194.96222835621367,195.19909729465886,200.5471089542151,204.03721024245652,210.4050291998425,215.6886015187745,214.88830163515124,207.76257858314838,207.60523572657837,201.54231068400395,203.25852663169252,201.6766596188281,200.26492197109906,187.5678938611773,174.42110069174407,174.29117123494234,170.75664226473617,152.58912474731767,154.37368040191987,159.0282588683412,,192.1226371052883,168.375055369198,174.00678781210883
9,2000-09-24 21:44:07+00:00,178.7107949279613,160.11412676710145,148.5298026441344,140.7142504118051,137.2733008895795,135.7166914257751,138.20337898516638,145.9908862667351,150.54585914584203,146.83831513704246,146.82383016596063,143.21797926682737,149.6990001747354,,150.88691338340772,154.49817556830695,152.48553904531684,162.5176819240578,162.93714653065805,162.35833919685842,160.87690371240535,155.4034092316697,163.00616915307555,162.2785674346303,167.1716301466975,164.7270396024622,168.8982273048936,171.96671590366418,164.09100122326632,171.17446624771694,168.62554311582483,186.93341574542544,186.39134384497783,180.4194312398448,179.6287487723642,177.1260427818287,179.56496606988583,180.13607207275962,171.3348880195971,165.74814221707217,169.22074315003218,164.72033714633392,163.3715979892514,164.9023537790955,165.34873492117825,167.28046744973196,168.89599181651062,172.0370774699236,179.66944944967108,185.1982732769398,184.26889098652666,184.1931126857308,186.47861818531447,191.32813357819163,191.92502398773573,190.60794967220852,191.20875720297525,194.8098537414412,197.21001351029454,204.2021381517735,209.32568634897277,213.42689246415887,211.40315505521164,204.16905266601594,203.3401219116894,205.5205098517876,202.98819859901343,197.232550738368,191.69338495998792,186.45253247597637,174.4438980242213,172.95895131578132,172.08722764734313,166.2151241461559,166.25587324551518,,190.59974941482218,173.26336110571452,170.64850052525966
