dates,nzd0318-0000,nzd0318-0001,nzd0318-0002,nzd0318-0003,nzd0318-0004,nzd0318-0005,nzd0318-0006,nzd0318-0007,nzd0318-0008,nzd0318-0009,nzd0318-0010,nzd0318-0011,nzd0318-0012,nzd0318-0013,nzd0318-0014,nzd0318-0015,nzd0318-0016,nzd0318-0017,nzd0318-0018,nzd0318-0019,nzd0318-0020,nzd0318-0021,nzd0318-0022,nzd0318-0023,nzd0318-0024,nzd0318-0025,nzd0318-0026,nzd0318-0027,nzd0318-0028,nzd0318-0029,nzd0318-0030,nzd0318-0031,nzd0318-0032,nzd0318-0033,nzd0318-0034,nzd0318-0035,nzd0318-0036,satname
1999-08-17 22:12:02+00:00,,,,,380.74,371.14,376.71,381.21,,,,,397.00,383.79,,,,,,,,387.86,394.90,,,,,,,,,,,,,,,L7
1999-08-26 22:05:56+00:00,390.32,374.09,357.20,355.33,356.99,368.00,374.66,380.81,376.64,385.15,382.24,374.80,379.25,385.57,377.39,377.18,374.87,372.86,369.49,358.56,346.63,373.50,377.61,389.28,383.98,386.56,381.99,389.68,390.35,393.30,388.80,387.40,387.42,383.69,378.94,378.41,381.43,L7
1999-10-13 22:06:00+00:00,379.79,368.65,360.02,359.25,375.91,375.43,371.31,374.97,376.04,378.32,373.49,365.98,375.16,370.54,369.26,378.08,378.88,379.22,372.94,371.51,352.80,376.56,387.52,387.89,380.63,375.11,376.37,382.09,380.76,383.76,376.10,374.87,378.74,376.57,371.45,364.01,373.45,L7
1999-11-30 22:05:47+00:00,417.50,399.47,,,,362.89,,,,,412.70,396.84,359.54,360.81,,,,,,357.62,357.67,364.00,371.48,384.74,365.23,381.42,365.19,410.96,427.54,422.11,402.30,406.57,399.85,383.66,380.29,389.86,,L7
1999-12-16 22:05:57+00:00,446.48,411.44,,,,,,,,,448.22,,,,,,,,,,,,386.91,385.63,,,,,413.33,423.18,412.12,393.16,404.00,401.13,395.87,406.30,,L7
2000-02-18 22:05:41+00:00,,373.35,358.92,347.56,368.50,372.57,368.97,378.09,375.17,377.08,383.83,373.82,367.93,376.17,363.82,365.83,369.70,367.98,365.53,354.38,349.30,363.38,367.11,376.17,376.58,380.98,379.19,385.56,382.91,,383.78,381.08,382.00,376.42,373.90,371.98,,L7
2000-02-25 22:11:49+00:00,451.59,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,418.03,,,,,,L7
2000-03-05 22:05:36+00:00,387.80,363.89,345.64,336.60,348.03,356.34,359.59,365.30,359.23,364.97,364.41,357.85,357.76,364.45,357.16,357.73,363.40,360.99,358.67,348.29,,348.24,359.88,370.17,371.52,380.94,378.44,385.84,383.96,377.71,370.71,366.26,368.84,366.50,357.97,361.34,365.31,L7
2000-03-21 22:05:37+00:00,387.80,375.51,359.41,357.45,365.52,365.32,367.09,373.33,367.69,373.99,373.55,368.30,372.27,377.93,368.28,369.13,368.59,363.50,360.70,355.39,355.52,362.77,366.94,371.48,373.32,372.94,377.30,382.99,383.99,382.55,380.47,377.38,383.87,377.68,370.36,362.36,368.24,L7
2000-04-13 22:11:30+00:00,371.15,358.47,333.13,329.22,315.95,335.81,344.12,352.14,345.29,341.57,,327.98,342.51,361.98,357.69,351.86,356.45,354.13,345.15,328.89,322.95,338.63,364.79,380.26,375.90,376.07,382.19,381.54,396.21,390.14,384.50,378.51,375.92,372.97,370.92,369.10,388.47,L7
2000-05-24 22:04:58+00:00,,,,,,,368.55,376.59,369.29,369.77,366.55,,,,,,,,,,,,,,,,408.18,411.77,414.24,412.33,406.41,399.71,,,,,,L7
2000-09-13 22:03:38+00:00,373.83,362.13,335.31,325.00,336.01,340.69,340.58,346.89,344.09,353.57,354.75,353.53,345.98,356.66,349.36,345.54,350.10,352.95,352.28,340.28,328.35,353.36,355.78,367.67,367.96,381.98,372.59,381.21,384.89,380.46,385.31,382.83,389.94,386.84,380.55,372.13,368.94,L7
2000-10-15 22:03:08+00:00,368.25,349.43,324.04,315.06,324.35,326.83,330.25,337.89,330.70,330.87,333.56,343.91,339.33,346.00,333.54,339.92,338.28,325.95,338.76,333.33,319.84,341.85,343.47,351.82,355.58,363.53,359.55,366.64,372.26,367.81,369.83,367.89,373.75,368.59,361.94,356.72,358.79,L7
2000-10-31 22:03:22+00:00,372.52,361.88,352.66,351.56,350.06,351.73,359.58,366.70,362.32,365.27,367.51,373.97,376.57,373.97,369.79,371.10,371.15,365.75,373.04,370.11,344.70,369.62,367.20,364.35,375.36,379.54,383.50,383.74,375.62,381.20,379.62,378.09,385.33,383.41,381.01,381.71,386.00,L7
2000-11-23 22:09:30+00:00,391.04,371.54,351.44,349.73,350.04,359.19,362.66,371.90,370.69,376.94,377.37,377.87,375.99,386.47,379.22,378.82,380.04,,,,,,,,,,,,,,,,,,,,,L7
2000-12-02 22:03:21+00:00,407.55,405.01,,,,,402.60,373.18,403.80,,414.79,,,,,,,,,394.22,,350.40,364.09,386.43,383.66,374.61,397.30,410.37,412.04,,366.25,373.93,381.24,380.93,387.22,390.06,414.26,L7
2000-12-18 22:03:25+00:00,,331.89,314.51,,,306.18,317.02,319.24,,403.47,,324.16,343.55,,402.79,411.66,,336.49,340.70,,,327.15,342.91,354.47,351.85,360.79,357.44,356.40,,,360.13,357.43,358.08,358.14,363.48,368.40,371.44,L7
