dates,nzd0318-0000,nzd0318-0001,nzd0318-0002,nzd0318-0003,nzd0318-0004,nzd0318-0005,nzd0318-0006,nzd0318-0007,nzd0318-0008,nzd0318-0009,nzd0318-0010,nzd0318-0011,nzd0318-0012,nzd0318-0013,nzd0318-0014,nzd0318-0015,nzd0318-0016,nzd0318-0017,nzd0318-0018,nzd0318-0019,nzd0318-0020,nzd0318-0021,nzd0318-0022,nzd0318-0023,nzd0318-0024,nzd0318-0025,nzd0318-0026,nzd0318-0027,nzd0318-0028,nzd0318-0029,nzd0318-0030,nzd0318-0031,nzd0318-0032,nzd0318-0033,nzd0318-0034,nzd0318-0035,nzd0318-0036,satname
1999-08-17 22:12:02+00:00,,,,,380.74,371.14,376.71,381.21,,,,,397.00,383.79,,,,,,,,387.86,394.90,,,,,,,,,,,,,,,L7
1999-08-26 22:05:56+00:00,390.32,374.09,357.20,355.33,368.87,369.57,375.69,381.01,376.64,385.15,382.24,374.80,388.12,384.68,377.39,377.18,374.87,372.86,369.49,358.56,346.63,380.68,386.25,389.28,383.98,386.56,381.99,389.68,390.35,393.30,388.80,387.40,387.42,383.69,378.94,378.41,381.43,L7
1999-10-13 22:06:00+00:00,385.06,371.37,358.61,357.29,371.21,371.52,374.23,379.00,376.34,381.74,377.87,370.39,383.80,379.97,373.32,377.63,376.88,376.04,371.22,365.03,349.72,379.31,386.68,388.58,382.31,380.84,379.18,385.88,385.56,388.53,382.45,381.13,383.08,380.13,375.19,371.21,377.44,L7
1999-11-30 22:05:47+00:00,395.87,380.74,358.61,357.29,371.21,369.37,374.23,379.00,376.34,381.74,389.48,379.21,377.74,375.18,373.32,377.63,376.88,376.04,371.22,362.56,352.37,375.48,382.88,387.30,376.61,381.03,374.52,394.24,399.55,399.72,389.07,389.61,388.67,381.31,376.89,377.43,377.44,L7
1999-12-16 22:05:57+00:00,408.52,388.41,358.61,357.29,371.21,369.37,374.23,379.00,376.34,381.74,404.16,379.21,377.74,375.18,373.32,377.63,376.88,376.04,371.22,362.56,352.37,375.48,383.68,386.88,376.61,381.03,374.52,394.24,403.00,405.59,394.83,390.50,392.50,386.26,381.64,384.64,377.44,L7
2000-02-18 22:05:41+00:00,408.52,385.40,358.71,354.05,367.13,369.72,371.65,377.96,375.95,380.18,400.10,377.86,370.47,373.27,370.16,373.70,374.48,373.35,369.32,360.52,351.60,369.36,378.13,384.74,376.61,381.02,375.69,392.07,398.98,405.59,392.62,388.62,390.40,384.29,380.09,382.11,377.44,L7
2000-02-25 22:11:49+00:00,423.84,388.23,359.47,353.40,372.21,370.30,370.14,376.53,375.60,377.70,404.56,378.88,367.54,369.17,366.54,371.95,374.29,373.60,369.24,361.17,353.26,367.98,378.25,383.61,374.15,379.17,373.58,392.87,401.13,409.68,393.57,394.74,391.15,384.44,380.38,383.04,373.45,L7
2000-03-05 22:05:36+00:00,416.63,383.36,354.86,347.80,364.15,366.81,366.62,372.79,370.15,373.46,396.53,373.62,365.10,367.99,363.41,367.21,370.66,369.40,365.71,357.95,353.26,363.05,374.58,380.92,373.49,379.61,374.80,391.11,397.70,401.69,389.00,389.99,386.69,380.86,375.90,378.70,369.38,L7
2000-03-21 22:05:37+00:00,411.83,382.05,356.00,350.22,364.49,366.51,366.74,372.92,369.53,373.59,392.70,372.56,366.53,369.98,364.63,367.69,370.14,367.92,364.46,357.44,353.82,362.99,373.31,379.35,373.46,378.28,375.30,389.49,395.41,397.86,387.58,388.19,386.22,380.33,374.97,375.97,369.00,L7
2000-04-13 22:11:30+00:00,410.39,380.36,349.27,342.71,349.50,358.59,359.94,367.21,361.85,364.40,396.54,364.96,360.00,368.27,361.74,361.14,364.54,361.65,357.51,348.91,346.36,355.40,369.52,378.08,372.51,378.47,376.46,389.38,397.99,399.14,388.98,388.71,385.75,379.73,374.89,376.82,374.01,L7
2000-05-24 22:04:58+00:00,410.39,380.36,349.27,342.71,349.50,358.59,361.66,369.09,363.33,365.48,391.54,364.96,360.00,368.27,361.74,361.14,364.54,361.65,357.51,348.91,346.36,355.40,369.52,378.08,372.51,378.47,381.75,393.11,400.31,401.34,391.47,390.09,385.75,379.73,374.89,376.82,374.01,L7
2000-09-13 22:03:38+00:00,377.59,365.37,342.62,337.22,339.16,347.27,355.09,362.24,356.59,359.72,364.95,349.94,353.59,365.52,358.44,355.51,358.38,356.86,352.71,341.52,335.61,351.59,362.50,373.14,372.39,377.00,385.06,389.38,394.83,391.37,389.17,384.61,383.24,379.16,373.94,367.86,375.22,L7
2000-10-15 22:03:08+00:00,371.04,355.78,329.68,320.03,330.18,333.76,346.46,353.79,348.03,351.40,351.62,348.72,342.65,351.33,341.45,342.73,344.19,339.45,345.52,336.80,324.10,347.61,349.62,359.75,361.77,372.75,380.11,386.54,390.46,386.87,387.18,383.48,381.85,377.71,371.25,364.43,363.87,L7
2000-10-31 22:03:22+00:00,371.53,357.81,337.34,330.54,336.81,339.75,349.74,357.02,351.60,354.87,355.59,357.14,353.96,358.88,350.90,352.19,353.18,348.22,354.69,347.91,330.96,354.94,355.48,361.28,366.30,375.02,380.95,385.84,386.75,385.45,385.29,382.13,383.01,379.61,374.50,370.19,371.24,L7
2000-11-23 22:09:30+00:00,376.41,361.25,340.86,335.34,340.12,344.61,348.27,355.85,351.95,356.66,358.30,362.32,359.47,365.78,357.98,358.85,359.89,348.22,354.69,347.91,330.96,354.94,355.48,361.28,366.30,375.02,371.88,377.20,377.59,376.49,378.25,376.27,383.01,379.61,374.50,370.19,371.24,L7
2000-12-02 22:03:21+00:00,382.64,370.00,340.86,335.34,340.12,344.61,359.13,359.31,362.32,356.66,369.60,362.32,359.47,365.78,357.98,358.85,359.89,348.22,354.69,359.49,330.96,353.81,357.63,367.57,370.64,374.92,378.23,385.49,386.20,376.49,375.25,375.68,382.56,379.94,377.68,375.15,382.00,L7
2000-12-18 22:03:25+00:00,382.64,363.65,335.59,335.34,340.12,336.92,352.12,352.63,362.32,366.02,369.60,354.69,356.28,365.78,366.94,369.41,359.89,345.28,351.19,359.49,330.96,348.48,354.69,364.95,366.88,372.09,374.08,379.67,386.20,376.49,372.23,372.03,377.67,375.58,374.84,373.80,379.89,L7
2001-01-03 22:03:24+00:00,382.64,360.75,334.18,332.79,340.12,334.51,348.79,350.15,358.62,360.50,369.60,354.69,353.98,360.27,362.07,364.54,357.53,345.28,351.19,355.12,330.97,348.52,355.81,364.10,365.43,372.60,373.62,381.15,385.36,381.75,375.17,372.56,376.07,374.01,373.98,374.14,380.94,L7
2001-01-19 22:03:31+00:00,380.59,360.29,336.37,335.12,340.34,336.68,349.47,351.04,358.88,360.58,367.41,354.27,355.94,360.66,361.21,362.75,359.43,350.21,356.73,355.44,335.74,351.89,358.75,365.64,367.37,373.88,374.48,380.62,383.25,380.03,375.21,372.18,374.70,372.67,372.62,373.05,380.68,L7
2001-02-20 22:03:24+00:00,381.31,361.55,340.05,339.05,346.13,341.61,352.04,353.75,360.94,363.14,368.52,358.23,360.22,365.10,363.53,364.37,362.10,355.25,360.95,358.00,340.72,354.89,361.56,368.24,370.00,376.64,376.70,382.15,383.97,380.93,376.34,374.08,376.71,374.90,374.64,374.81,382.52,L7
