dates,satname,nzd0587-0000,nzd0587-0001,nzd0587-0002,nzd0587-0003,nzd0587-0004
1999-07-16 22:13:59+00:00,L7,219.70,,,,
1999-08-17 22:14:01+00:00,L7,228.28,218.68,209.71,199.05,250.40
1999-10-27 22:19:51+00:00,L7,246.44,207.54,205.23,196.10,245.80
1999-11-05 22:14:04+00:00,L7,224.06,178.98,171.97,181.68,235.83
1999-11-12 22:19:51+00:00,L7,226.67,187.06,200.67,198.22,246.34
1999-12-07 22:14:05+00:00,L7,229.28,194.16,206.62,198.27,247.35
1999-12-30 22:20:09+00:00,L7,219.31,183.28,196.45,192.39,220.86
2000-04-13 22:13:30+00:00,L7,212.62,174.88,153.29,149.38,246.78
2000-04-20 22:19:39+00:00,L7,234.47,227.46,224.14,204.71,242.56
2000-05-15 22:13:18+00:00,L7,,338.95,201.94,303.70,
2000-05-31 22:13:06+00:00,L7,287.57,326.28,349.68,265.67,224.18
2000-07-25 22:18:33+00:00,L7,248.97,181.80,170.69,143.68,247.08
2000-08-10 22:18:02+00:00,L7,249.92,472.42,136.44,211.45,329.45
2000-09-04 22:11:58+00:00,L7,220.68,181.67,169.47,155.84,243.69
2000-09-27 22:17:48+00:00,L7,227.86,184.41,202.48,201.63,238.49
2000-10-06 22:11:35+00:00,L7,216.96,174.07,184.78,183.82,246.29
2000-10-29 22:17:43+00:00,L7,207.08,87.58,170.31,200.74,221.26
2000-11-07 22:11:29+00:00,L7,203.39,169.59,175.20,,
2001-02-11 22:11:36+00:00,L7,232.78,220.76,211.51,204.47,238.83
2001-03-22 22:17:33+00:00,L7,221.21,179.68,201.49,198.55,224.80
2001-04-16 22:11:18+00:00,L7,218.56,176.16,174.75,194.57,246.55
2001-04-23 22:17:26+00:00,L7,226.12,224.42,202.67,202.13,232.24
2001-05-25 22:17:11+00:00,L7,330.77,413.97,385.75,212.08,301.54
2001-06-19 22:10:41+00:00,L7,236.81,402.58,302.96,237.09,263.53
2001-07-05 22:10:33+00:00,L7,233.50,178.03,178.76,154.91,248.88
2001-09-07 22:09:46+00:00,L7,221.87,178.59,207.72,199.70,238.04
2001-09-23 22:09:38+00:00,L7,218.02,179.17,192.70,193.59,246.92
2001-11-01 22:15:41+00:00,L7,217.86,181.26,188.63,187.96,222.35
2001-11-26 22:09:45+00:00,L7,220.64,178.03,190.31,189.47,247.22
2002-03-02 22:10:08+00:00,L7,215.33,174.00,202.38,201.53,238.99
2002-03-25 22:16:11+00:00,L7,217.99,181.27,192.54,184.00,242.98
2002-05-21 22:09:53+00:00,L7,226.21,184.65,161.20,156.10,249.65
2002-05-28 22:15:34+00:00,L7,216.14,187.33,180.08,181.27,249.95
2002-07-08 22:09:35+00:00,L7,251.97,244.18,255.59,233.97,278.17
2002-07-31 22:15:35+00:00,L7,243.33,230.56,240.33,168.60,260.61
2002-09-17 22:15:07+00:00,L7,172.44,167.33,175.09,173.82,241.75
2002-10-19 22:14:44+00:00,L7,218.47,173.21,186.46,176.52,210.69
2002-12-06 22:15:37+00:00,L7,225.52,197.94,204.52,196.77,233.10
2002-12-22 22:15:41+00:00,L7,216.98,197.26,208.40,201.14,240.88
2002-12-31 22:09:32+00:00,L7,218.63,176.40,192.23,193.01,220.94
2003-01-07 22:15:40+00:00,L7,228.12,196.87,208.26,204.66,225.54
2003-02-01 22:09:45+00:00,L7,,,193.21,192.38,230.20
2003-02-24 22:15:37+00:00,L7,218.69,179.01,195.95,190.28,221.73
2003-03-21 22:09:51+00:00,L7,228.33,219.24,219.48,216.21,246.55
2003-04-13 22:15:43+00:00,L7,219.39,183.52,194.16,165.14,245.61
2003-05-24 22:09:52+00:00,L7,205.26,190.45,166.71,155.98,248.90
2003-08-03 22:15:46+00:00,L7,,,,,
2003-08-11 22:03:51+00:00,L5,224.21,178.08,200.31,195.57,236.02
2003-08-20 21:58:14+00:00,L5,,173.82,167.09,147.91,254.58
2003-09-12 22:04:49+00:00,L5,276.03,284.93,345.73,208.12,229.56
2003-09-20 22:15:34+00:00,L7,210.39,170.80,176.80,173.37,235.86
2003-10-06 22:15:30+00:00,L7,223.97,178.93,186.26,177.98,236.39
