,dates,nzd0202-0000,nzd0202-0001,nzd0202-0002,nzd0202-0003,nzd0202-0004,nzd0202-0005,nzd0202-0006,nzd0202-0007,nzd0202-0008,nzd0202-0009,nzd0202-0010,nzd0202-0011,nzd0202-0012,nzd0202-0013,nzd0202-0014,nzd0202-0015,nzd0202-0016,nzd0202-0017,nzd0202-0018,nzd0202-0019,nzd0202-0020,nzd0202-0021,nzd0202-0022,nzd0202-0023,nzd0202-0024,nzd0202-0025,nzd0202-0026,nzd0202-0027,nzd0202-0028,nzd0202-0029,nzd0202-0030,nzd0202-0031,nzd0202-0032,nzd0202-0033,nzd0202-0034,nzd0202-0035,nzd0202-0036,nzd0202-0037,nzd0202-0038,nzd0202-0039,nzd0202-0040,nzd0202-0041,nzd0202-0042,nzd0202-0043
0,1999-08-26 22:05:08+00:00,222.4971682810441,219.54616649800786,226.49077666137242,245.36355124982876,249.700538154101,243.49312550938834,240.07310726076105,240.59812194941065,244.69943656580995,252.6578254530362,243.14198652431827,242.1893699312402,238.6083610005693,241.82994447106097,231.30164137750407,228.5579890514034,219.82318363682617,227.9010851336604,227.5170646636568,235.31421936349193,236.8638078047484,234.17619899649094,232.82456982459212,239.0738668729671,249.56446914368192,263.28192598240247,260.1624060135025,254.87124342695506,250.4593906870952,249.8147972521055,244.049046333403,242.38688058685767,249.29877888631123,234.10668558571552,195.87788560631668,173.26344461504505,122.02472177890496,,,,,,,
1,1999-09-27 22:05:12+00:00,219.17962699221863,217.6799383812617,224.96780438618765,238.47783523243322,247.5065338297913,240.83577141660123,240.49363309883057,246.2174109088699,246.67637288751575,251.7799849030357,245.8448673108124,243.90992325475617,247.6744940642145,244.2273071864571,235.36293920269964,226.14164675557078,227.4380461855415,233.1637317146547,228.54250209895764,234.93350101123002,228.89215268553755,229.7756262515736,226.70955921434359,237.08409712921986,246.67351827160545,248.59681761057024,257.13716439960024,255.3241434557612,251.2201402836025,252.21642151447006,238.77324252450916,241.6086128841448,238.25645509527115,218.9641677630957,183.01636074849313,164.50021688130622,121.90748090785586,,,,,,,
2,1999-10-13 22:05:12+00:00,227.0285684855547,223.42711293994586,227.55310212486376,246.32659699295985,255.15037166272197,245.93336828016913,244.51739921046112,240.20103103812363,236.85289334140438,241.5665009755778,242.57291960751004,247.2797797646623,245.63385068589804,234.62303065117803,228.35039678793,223.37564791722522,223.07841312264756,230.90984436658377,232.7643911378799,234.12986102400396,235.90965644257966,238.77795038703195,239.85917876236013,246.3525802601661,238.96450644200192,247.82792800531146,250.27198264243881,254.89675185485842,252.24322403371607,255.41383420044164,243.6117063796919,229.30171312278705,224.70225124940342,207.872419294055,190.46116044025337,169.22419864625212,139.98383875122263,,,,,,,
3,1999-11-14 22:05:06+00:00,232.27586600250325,235.91718281922195,,,,,258.803181689714,250.85619545877688,,,262.8727973483586,247.55086492828667,241.66796211128528,245.990066540972,245.01507685612472,245.20952254343104,,,252.6439287125248,247.62542578453773,,,,,,260.4897939700347,261.82328807868646,269.58986901057614,,,,,,,,,,,,,,,,
4,1999-12-25 21:58:52+00:00,227.8227902911176,220.8542434084589,233.68404110222627,256.16401999963057,260.75706097190795,255.08663994246348,249.04838638403197,245.91866864618555,240.82643941043094,245.16128902447971,238.7286867379371,238.85229500630047,235.4176665038058,227.59797595948245,223.4661998531268,230.72631105379472,238.55113763349573,242.27147345668965,237.87776627971508,236.18151739825566,241.5030100290482,237.55246541182078,242.29411648659925,243.12376929086076,251.35692201313154,249.58148351075602,244.79662773631782,241.0278486331365,245.82600267429467,252.29675288117704,242.66964222085784,240.7191888481938,230.46340384472967,216.33734649193707,187.13737032240135,154.992321979586,123.58098743102244,97.12762348678856,,-23.20273671788349,,,,
5,2000-01-01 22:05:01+00:00,227.91516026158342,217.08390006687742,236.51826870745373,261.78129483160296,269.27798144601064,257.025274379703,241.26831168522497,240.9682429599315,240.7600890029621,233.04855486378744,231.2142305441306,239.62979748798938,241.88864769300207,235.70407034785188,229.9793245846133,232.39250709574821,246.06425226131898,245.61092947367905,239.80928482524544,235.692006054334,236.9180784001407,237.6540506613085,249.14900448536036,251.4977575791005,251.7500378566677,252.16151906708893,250.9771162486993,251.53085286189787,250.32194948102034,253.36509749948397,253.95373430305017,245.85175561805102,233.01397118475893,217.93013294549453,195.89129466368775,162.43240940854753,121.1330444188188,102.38462330600359,,,,,,
6,2000-02-18 22:04:53+00:00,231.41481590067357,222.9044528101041,234.41898075505082,,,,250.28061008681397,252.45368885633178,244.83984962210434,255.13959908955874,248.3094660457286,245.64299453300114,243.87321161670084,243.10533464449017,248.13043943842214,246.83658724317607,,,232.82144055855522,240.91756684799816,237.75334588981974,245.09483424077882,,,,253.17783044477153,,257.57452308116336,,261.03016628418226,,,,225.28293512948474,207.04724590195667,171.27971009966566,118.60762918159128,,,,,,,
7,2000-03-30 21:58:33+00:00,231.4460783098529,,,,,,,,,,,,,,,245.05110146641508,247.03785767189854,253.13627619596093,251.59867143874317,243.77726627081069,244.06542434744756,253.4534393034615,261.9897750732931,263.95914091649547,260.37467693049064,255.92278840181547,259.29363380010614,252.36392084366886,254.18390651208367,257.15827018388734,260.75105710613525,254.61302492350015,232.9927215328492,218.13311038764488,201.37730370488828,175.99957316787876,,112.39183479102373,,,,,,
8,2000-05-24 22:04:10+00:00,,,,,,,,,,,,,,,,220.9205722706791,220.08517022251118,224.18992079263646,234.07898657340058,243.92145958595358,240.79921689265004,242.0142733250917,233.60182088566387,236.5507421185008,244.8801471166964,249.88397110675453,250.26516624171074,250.0173668231904,243.59477144369862,249.21639204810515,248.1578296692099,248.62064406045346,240.51809078094507,229.00636402701562,211.26313840446915,186.84529777419084,,126.2493062206928,82.43374854223454,,,,,
9,2000-06-25 22:03:56+00:00,,,,242.81471054736454,240.89195954363282,238.74831324030714,,,,,,,,230.13023166784646,221.0673733068826,215.50445998476397,230.99225753741626,229.56195981120132,240.56130979244335,248.9969093403098,252.549297940234,259.42952545031926,,257.37646737965315,262.6139406513521,242.83990804935343,251.1576411639616,258.6797298274652,266.22154233150485,273.2473033553834,266.84072761218073,,231.21801579516702,,,,,,100.6471972375462,,,,,
