,dates,nzd0202-0000,nzd0202-0001,nzd0202-0002,nzd0202-0003,nzd0202-0004,nzd0202-0005,nzd0202-0006,nzd0202-0007,nzd0202-0008,nzd0202-0009,nzd0202-0010,nzd0202-0011,nzd0202-0012,nzd0202-0013,nzd0202-0014,nzd0202-0015,nzd0202-0016,nzd0202-0017,nzd0202-0018,nzd0202-0019,nzd0202-0020,nzd0202-0021,nzd0202-0022,nzd0202-0023,nzd0202-0024,nzd0202-0025,nzd0202-0026,nzd0202-0027,nzd0202-0028,nzd0202-0029,nzd0202-0030,nzd0202-0031,nzd0202-0032,nzd0202-0033,nzd0202-0034,nzd0202-0035,nzd0202-0036,nzd0202-0037,nzd0202-0038,nzd0202-0039,nzd0202-0040,nzd0202-0041,nzd0202-0042,nzd0202-0043
0,1999-08-26 22:05:08+00:00,195.23765648630226,197.24292957503727,201.95721604610475,218.1040394550869,219.03358738501643,212.82617474030377,209.40615649167648,209.9311711803261,220.16587595054227,225.39831365829434,215.88247472957642,214.92985813649835,211.34884920582743,214.57043267631911,204.04212958276221,201.29847725666156,192.56367184208432,197.23413436457582,202.98350404838914,204.64726859440736,206.19685703566384,203.50924822740637,205.56505802985026,211.81435507822525,218.89751837459735,232.6149752133179,229.49545524441794,219.8232996908584,215.41144695099854,214.76685351600884,209.00110259730633,207.338936850761,208.40951119419844,199.05874184961885,165.21093483723212,138.21550087894838,94.7652099841631,,,,,,,
1,1999-09-27 22:05:12+00:00,191.30656534094214,194.8747061211264,199.8820489000388,210.60477358115673,216.14933947210523,209.47857705891516,209.1364387411445,214.86021655118384,221.5906174013669,223.90692325175922,217.9718056595359,216.03686160347968,219.80143241293803,216.3542455351806,207.48987755142315,198.2685851042943,199.56498453426502,201.80653735696862,203.4567466128088,203.57630665354395,197.53495832785148,198.41843189388754,198.8364975630671,209.21103547794337,215.31632391391938,217.23962325288417,225.77997004191417,219.48734990411998,215.38334673196127,216.37962796282883,202.93644897286794,205.77181933250358,196.4468626183564,183.12737421145448,151.65916639080706,128.663423329665,94.03441925657935,,,,,,,
2,1999-10-13 22:05:12+00:00,215.71546655286852,214.17093863138442,217.37131038544618,235.01349506027367,242.42313198845,233.20612860589716,231.79015953618915,227.47379136385166,226.6711016019868,230.25339904289163,231.25981767482386,235.9666778319761,234.32074875321186,223.30992871849185,217.03729485524383,212.06254598453904,211.76531118996138,218.1826046923118,222.58259939846232,221.402621349732,223.1824167683077,226.05071071275998,228.54607682967395,235.0394783274799,226.23726676772995,235.1006883310395,237.54474296816684,240.3513350842619,237.69780726311956,240.86841742984512,229.06628960909538,214.75629635219053,207.73259835037413,193.32700252345848,177.7339207659814,154.6787818756556,128.67073681853645,,,,,,,
3,1999-11-14 22:05:06+00:00,239.4556755725974,241.79157246748082,,,,,266.88046745606994,258.9334812251328,,,270.05260691845274,254.73067449838084,248.84777168137944,253.16987611106617,252.1948864262189,252.3893321135252,,,259.10575732560955,255.70271155089367,,,,,,268.56707973639067,269.9005738450424,278.82105274355433,,,,,,,,,,,,,,,,
4,1999-12-25 21:58:52+00:00,211.43292192424332,207.44435110828903,218.93315957203941,239.7741516327563,242.31845905917436,236.6480380297299,230.60978447129838,227.48006673345196,226.07555788024408,228.77142065760543,222.3388183710628,222.46242663942618,219.02779813693152,211.20810759260817,207.0763314862525,214.33644268692044,222.16126926662145,223.83287154395606,223.12688474952822,217.74291548552208,223.0644081163146,219.1138634990872,225.90424811972497,226.73390092398648,232.91832010039795,231.14288159802243,226.35802582358423,219.95516073286956,224.75331477402773,231.2240649809101,221.5969543205909,219.64650094792685,205.87860129441822,195.26465859167013,168.69876840966776,133.91963407931905,107.19111906414814,78.68902157405499,,-36.61262901805336,,,,
5,2000-01-01 22:05:01+00:00,232.26917941557974,220.6462793746926,240.4368859460504,266.1353139855993,274.1762529942565,261.92354592794885,246.16658323347085,245.86651450817737,244.67870624155879,237.40257401778376,235.56824969812692,243.9838166419857,246.2426668469984,240.0580895018482,234.3333437386096,236.74652624974453,250.4182714153153,250.50920102192492,243.72790206384212,240.59027760257987,241.81634994838657,242.55232220955438,253.50302363935668,255.8517767330968,256.64830940491356,257.0597906153348,255.87538779694518,257.1288774884646,255.91997410758705,258.9631221260507,259.5517589296169,251.44978024461773,239.5449999157534,223.52815757206125,200.78956621193362,168.03043403511424,125.48706357281512,107.28289485424945,,,,,,
6,2000-02-18 22:04:53+00:00,199.9936481903237,197.1962246834542,206.13992981573597,,,,214.9317964126704,217.1048751821882,216.56079868278948,223.71843137920888,216.88829833537875,214.22182682265128,212.45204390635098,211.6841669341403,216.70927172807228,215.4154195328262,,,204.54238961924037,205.5687531738546,202.40453221567617,209.74602056663525,,,,217.82901677062796,,217.17587888214211,,220.631522085161,,,,184.8842909304635,171.6984322278131,130.88106590064442,87.18646147124142,,,,,,,
7,2000-03-30 21:58:33+00:00,234.5475086172294,,,,,,,,,,,,,,,248.15253177379157,250.13928797927503,256.62538529175947,254.389958715382,247.26637536660922,247.5545334432461,256.94254839926003,265.09120538066963,267.060571223872,263.8637860262892,259.411897497614,262.7827428959047,256.35147409601007,258.17145976442487,261.1458234362285,264.7386103584764,258.60057817584135,237.64486699391392,222.12066363998608,204.86641280068682,179.98712642021997,,115.88094388682228,,,,,,
8,2000-05-24 22:04:10+00:00,,,,,,,,,,,,,,,,230.75147051643518,229.91606846826727,235.24968131911206,242.92679499458106,254.98122011242918,251.85897741912564,253.0740338515673,243.43271913141996,246.3816403642569,255.939907643172,260.94373163323013,261.32492676818634,262.6570931391625,256.2344977596707,261.85611836407725,260.797555985182,261.26037037642556,255.2644381495792,241.64609034298772,222.32289893094475,199.48502409016294,,137.3090667471684,92.26464678799063,,,,,
9,2000-06-25 22:03:56+00:00,,,,263.2958891413127,263.93328546182454,261.78963915849886,,,,,,,,250.61141026179465,241.54855190083077,235.98563857871216,251.47343613136445,252.60328572939304,258.9943705269967,272.0382352585015,275.5906238584257,282.470851368511,,277.85764597360134,285.6552665695438,265.88123396754514,274.19896708215333,285.01267373397,292.55448623800964,299.5802472618882,293.1736715186855,,261.9397836860893,,,,,,121.12837583149438,,,,,
