dates,sar1216-0000,sar1216-0001,sar1216-0002,satname
1984-04-13 09:27:31+00:00,164.51,186.50,168.83,L5
1984-04-29 09:27:29+00:00,162.31,184.17,168.64,L5
1984-05-06 09:33:51+00:00,165.22,183.63,169.55,L5
1984-06-07 09:34:42+00:00,165.22,182.96,169.55,L5
1984-08-26 09:36:33+00:00,166.69,184.62,170.70,L5
1984-09-11 09:36:38+00:00,168.74,186.44,171.96,L5
1984-09-27 09:36:39+00:00,169.13,186.80,172.23,L5
1984-11-07 09:30:17+00:00,171.23,186.96,170.02,L5
1984-12-09 09:30:22+00:00,168.80,185.97,166.33,L5
1985-03-31 09:30:43+00:00,164.13,182.16,161.17,L5
1985-04-23 09:36:47+00:00,166.01,183.23,164.37,L5
1985-06-03 09:30:28+00:00,167.75,186.10,168.43,L5
1985-06-19 09:30:26+00:00,168.92,189.57,173.25,L5
1985-07-05 09:30:21+00:00,170.21,189.74,173.59,L5
1985-07-12 09:36:29+00:00,170.64,190.10,173.92,L5
1985-07-28 09:36:22+00:00,171.34,190.58,174.61,L5
1985-08-06 09:30:06+00:00,170.28,189.98,174.21,L5
1985-08-22 09:29:56+00:00,169.69,189.29,174.21,L5
1985-08-29 09:36:02+00:00,170.15,190.01,174.56,L5
1985-09-14 09:35:49+00:00,170.22,190.42,174.57,L5
1985-09-23 09:29:32+00:00,169.78,190.14,174.61,L5
1985-11-10 09:28:57+00:00,169.31,189.29,172.55,L5
1985-12-03 09:34:43+00:00,168.47,187.86,171.01,L5
1986-01-20 09:33:48+00:00,168.19,186.84,169.53,L5
1986-03-18 09:26:22+00:00,165.52,181.75,163.52,L5
1986-04-19 09:25:41+00:00,166.88,182.42,163.24,L5
1986-05-21 09:24:51+00:00,167.47,183.72,167.67,L5
1986-06-29 09:29:50+00:00,166.36,186.15,168.30,L5
1986-07-08 09:23:21+00:00,166.62,187.06,169.86,L5
1986-08-09 09:22:13+00:00,165.40,187.42,171.24,L5
1986-09-01 09:27:32+00:00,165.64,188.05,171.27,L5
1986-09-26 09:20:33+00:00,166.83,189.74,172.04,L5
1986-10-28 09:19:29+00:00,165.94,188.39,171.07,L5
1986-12-22 09:25:33+00:00,165.06,190.24,170.18,L5
1986-12-31 09:19:38+00:00,166.78,188.25,169.16,L5
1987-01-07 09:26:01+00:00,166.14,186.14,165.75,L5
1987-02-01 09:20:35+00:00,164.61,184.71,164.45,L5
1987-03-28 09:28:52+00:00,164.83,183.41,161.51,L5
1987-04-06 09:23:00+00:00,165.52,185.01,163.46,L5
1987-04-13 09:29:24+00:00,165.87,185.25,164.64,L5
1987-04-29 09:29:54+00:00,166.31,186.69,165.05,L5
1987-05-15 09:30:21+00:00,166.62,187.04,165.74,L5
1987-07-18 09:31:44+00:00,168.43,189.39,170.40,L5
1987-08-19 09:32:41+00:00,170.90,191.78,173.24,L5
1987-08-28 09:26:45+00:00,170.11,191.25,172.64,L5
