,dates,chi0063-0000,chi0063-0001,chi0063-0002,chi0063-0003,chi0063-0004,chi0063-0005,chi0063-0006,chi0063-0007,chi0063-0008,chi0063-0009,chi0063-0010,chi0063-0011,chi0063-0012,chi0063-0013,chi0063-0014,chi0063-0015,chi0063-0016,chi0063-0017,chi0063-0018,chi0063-0019,chi0063-0020,chi0063-0021,chi0063-0022,chi0063-0023,chi0063-0024,chi0063-0025,chi0063-0026,chi0063-0027,chi0063-0028,chi0063-0029,chi0063-0030,chi0063-0031,chi0063-0032,chi0063-0033,chi0063-0034,chi0063-0035,chi0063-0036,chi0063-0037,chi0063-0038,chi0063-0039,chi0063-0040,chi0063-0041,chi0063-0042,chi0063-0043,chi0063-0044,chi0063-0045,chi0063-0046,chi0063-0047,chi0063-0048,chi0063-0049,chi0063-0050,chi0063-0051,chi0063-0052,chi0063-0053,chi0063-0054
0,1985-03-05 14:07:05+00:00,186.87169577691353,197.19683255097289,212.6254808223306,207.00640844696204,,,,188.63623869901036,196.79477591537645,199.74401089508427,190.61896557969453,190.43139436579168,174.86283279723315,196.05406533843455,204.406987107262,210.72139820735288,197.67501991864285,206.82060171568946,199.93786287602023,207.19032757918785,205.48138341180805,207.25634399413755,221.95878011275346,214.2681538862747,219.62716949784806,223.15184014172848,219.50643910625305,217.0288079755473,216.2042935337095,216.99082191301204,218.51095452080284,213.9491030209777,205.8606716640904,200.26989560957068,195.92828400100927,199.46430690852375,192.75865339708585,193.70115981798838,197.56175921783134,195.406194372007,194.02182229536055,195.04597198193522,187.01039070836035,182.83450982669578,179.82175006932084,185.6392385145844,185.50412091135516,187.10864008746617,196.10309552790886,196.5207126190153,190.75114551854207,187.15688683321156,192.8535325369829,205.02317351643066,215.2819858788134
1,1985-03-28 14:13:13+00:00,196.11887202027097,209.28240300128155,223.23733860220827,216.14081651869807,209.10953237457116,203.3422959380306,197.32642489502646,186.75955770337762,197.60593842723108,205.1826243229942,193.8153655520839,186.48293371229136,175.0641730908686,196.85151221271553,203.07441471129223,207.44422125093521,194.84083185333859,204.20366268248662,199.64254515177018,208.98484766297904,197.93031166592337,194.7041336228267,202.5957243817721,208.9163904144162,209.40704214595056,221.2074643793113,216.6061891935847,214.01649405598775,209.71324159652139,213.15062343398668,215.47605510856997,211.14081907157927,209.43016992806653,209.65432965744432,207.53557778243325,209.54346433829082,206.95525593674094,201.13284886323228,207.52963801901512,202.9792298509417,198.95155129671411,202.6684020233705,197.53854791920463,198.7516090191397,193.13148038049022,204.91929267865441,207.23032203010575,206.9131599140524,205.1680807454482,211.38844406432816,199.0689907674607,195.98685818212593,199.65260244383867,217.73633930946096,221.7056453497224
2,1985-08-03 14:12:36+00:00,191.62304139382377,201.76502458384397,226.62380582135705,215.665897973878,200.6352715733774,198.54873962591685,195.13593936068386,191.03163879992576,196.07743288788149,205.28446003264577,191.44394049151506,185.27638348550838,171.85278173559223,197.9056835335605,201.51148007660942,207.70859041110012,199.91187127788086,217.19540182147836,198.88434007728833,203.03223316209932,203.07648496023594,187.58157226051662,184.78427110403845,181.64933573727888,194.71651810640031,199.31907090660434,206.22334393489803,206.44542234560063,206.17010282276686,204.64874867570495,205.6487205883689,206.5692339815805,199.69911872743748,202.020724396576,201.65433597463178,203.53068555703476,202.05912641709494,200.3433031149916,203.35548973376208,203.9626652015667,202.13034473287814,200.67020966259264,190.28610423474888,191.92657929548153,189.99236275429683,191.29837413513968,192.9217250837557,203.22575792331097,203.22382442395354,208.51234396555728,196.3765822474634,198.86729175383638,200.13075105603028,210.93437817329283,226.60737731701602
3,1986-07-21 14:05:23+00:00,197.0241381034939,216.33143974086718,231.42756506625068,220.01466570507432,210.58156228025587,203.76097500598118,196.99397709869768,188.64828657694417,208.91533900229064,210.2453461983314,191.13393148384768,189.90165803365656,181.93434151955833,197.54213654898345,210.61279539128273,213.70556002838595,208.143512213655,221.79426150402946,201.3075424458655,210.4377372442758,208.46853698993132,198.49305366099415,210.73986648547256,205.80145425464713,208.75944949483792,218.25075634742458,217.19914620327904,212.6267778877709,217.23823429032984,217.28079402508274,225.40223467398988,218.99897444129124,215.46908645161992,214.4012458775754,209.10959295614208,205.11405653828297,203.41260791626297,203.02731576952561,203.48125966492952,204.45254210359093,194.32541137006297,200.35248179300893,195.4392045483244,194.14950395278768,191.77540656229837,185.32404913625925,180.0089892546584,175.47385740226014,181.27787505800015,177.84839732882173,187.98334712726054,189.73876937128634,199.51869214672487,215.14603070329485,227.4599533627782
4,1986-07-30 13:58:52+00:00,198.63387829080676,209.26154834493616,221.75224511960303,215.82327813694238,198.71619311870242,191.56741133064233,191.80183378344194,187.63531479287855,198.05599342167585,208.4168162914283,195.6455467258087,185.6030849600388,177.65137561908634,199.12342444685447,204.27700560101968,215.55345199869512,200.44834285414865,211.41961484300495,192.53992964850002,200.49440765203954,194.41873124696858,190.23829236151536,195.9014929890573,197.77079520936627,207.0174719103127,215.6677482237908,212.41912545234302,210.17898219116464,209.3495149767154,208.4411103364446,207.95398467910425,208.24680891620065,202.35052262550374,204.35755240896634,212.6826157983775,211.18966832001328,206.3540358453787,210.23554384034475,210.3424752819563,194.2498285328475,191.51467181322226,195.42566182320863,193.65583945422463,192.7517481247375,194.68736064565215,188.09658307721418,184.3780352405596,180.7819834943577,174.49351234003777,173.4521598524218,167.82507171013236,179.66955424249218,182.87243059072063,202.79732521486437,227.7691320749804
5,1986-08-31 13:57:41+00:00,,,,,216.02717011852317,,211.960084483976,203.4632450582125,212.1452798168143,223.52800123986543,214.6524771788099,211.45132788464522,199.9162384813054,214.68548371567945,220.72773487520934,232.33594017375682,222.33889575870543,228.24739650351597,215.54943937801988,218.3334214917167,209.56240095088927,200.5390317461746,202.57715038110157,199.72187563870685,213.7603761858412,219.92802317317114,214.9712886828957,215.6500659899258,216.81879916420445,209.5916433943985,214.67296493675354,209.75453247666493,202.6710636045301,204.13736909694757,208.50118320900634,210.67978936376414,204.72342887099657,203.217250103031,201.4752504380901,190.04095533213393,188.12644286521683,189.25823188346405,183.55146228227105,182.22900384294803,189.29324229286686,188.64537343701758,184.18590063696578,175.7479775993638,178.03720278481845,161.26466581168094,162.70723374680082,174.14482875824956,176.65282144504823,189.34139991866556,205.24515765213283
6,1986-09-07 14:03:37+00:00,197.5511066176811,213.93812397874495,227.46028964327888,215.68218186275857,209.80756052574583,201.75581655358752,193.73852704633893,187.6265538839715,203.49417572451705,207.07422643531615,197.78036854166896,189.98422099692723,178.1713271754591,198.90724992016203,204.2409330648588,217.20257025746542,200.8613293454955,216.09411185042936,199.9882561204554,201.73447456861942,196.8519186260998,183.26040306382833,195.87003876308376,195.7937604969502,203.7339263816859,212.42219733361043,203.6865497601719,208.78230792884733,204.07222499141972,211.89515657853917,216.48052971553375,210.97488998002103,206.25897725476972,209.7690459291163,207.5746978515504,212.9736971164111,204.63170930942496,205.25357307337543,203.55631177599776,200.3417663132442,197.46340633909645,195.70578052356475,196.86185409086318,191.7923544995805,187.795753506472,186.54706935547827,180.5658674316908,179.43351110303828,179.8932261549783,175.90635434994897,180.27670190687866,183.98155610398277,195.19661746097233,210.46984718446518,223.7193848960863
7,1986-09-23 14:03:08+00:00,199.07356936594414,208.20523995645362,224.34758425378263,217.8311839632253,205.90379610862348,204.51873755539353,202.39442736138753,193.56713243713656,203.47842191270195,213.035202875344,197.4800306179331,198.52447493608494,179.33869670742448,200.72180266402736,204.79413964130126,210.2221003158892,193.00774972028515,211.14114742896533,196.6490818639448,204.58208740518364,198.9045783309792,185.51833326898696,194.42093677736386,192.20216145993925,204.07432931129625,204.12021040761857,201.43587069554195,203.85613250834544,201.356779641941,204.19809359969554,211.17502476491998,206.19079684504177,204.32281211775017,207.05620126443637,203.80094584952317,187.0559358058298,172.89448300697217,172.890132027491,181.509126474396,190.4950601234441,196.91167952454546,196.45699712621987,198.3181364416916,196.93644885342707,199.5192897001699,190.96200107290542,186.82301328992662,185.4230381484616,186.96537566576364,180.1597774882259,182.93675771902082,192.36464024681322,195.0222388572921,217.08822001817302,226.8361627117649
8,1986-10-18 13:56:08+00:00,188.64707325128109,203.68378034058804,221.94735760181453,205.11613490946328,197.11960023144337,194.88376979081903,189.767302126327,186.1163257254061,196.3315244534592,208.24377246944027,198.48849577150307,191.83758031232395,177.7891176469778,199.3715855903102,208.48421419513357,212.7361955350629,199.57826628262728,212.35830358836336,197.73569569791783,206.88465084593685,204.46757459687348,184.72552687106287,186.6733874919635,185.98773776067603,194.28553282787234,201.2805777193303,200.67219487964547,198.5428886368177,198.2469688468207,200.3360836913164,209.3779163716963,195.63291845211674,188.20909012204282,188.7170568766049,191.35696017472813,191.5311031943591,197.5882481498889,190.4923431593069,188.1513263914253,185.03406980472914,185.20988962734543,176.50912453552377,174.77819838794227,171.96875035327795,165.69851379661395,171.6797346936555,175.02275009053434,169.0513728303174,167.5266936485928,164.4515765117275,168.76699588119772,172.17315971430133,183.59540149397606,201.78180678330878,208.47734443257693
9,1986-10-25 14:02:04+00:00,204.97259610184727,214.96209016600807,231.48856807222685,216.23560626765783,214.17273840180334,206.42695159035748,205.3736603793402,195.46873367427142,213.61126132424297,225.21220840332163,202.01795517449602,189.32633216621088,178.15506459562667,199.66143339785987,206.7479699016322,219.95906241772255,193.22243835692902,210.42775164270145,208.2579970954964,216.24327091459833,205.8999364510513,193.6645785972025,195.2859501124041,196.63939844121194,206.5603236359741,207.8460180490186,209.06116410194522,206.37886605741417,204.87097946099743,206.47988054573435,210.0049225884586,208.97375509520575,203.53573064232546,205.98682534557423,207.8453930721361,207.51757205334007,203.3692476653228,199.41340528634527,203.16927028603243,202.9416167178343,205.88255861809893,198.71170593106154,202.54489988387942,200.4682752788226,193.69114871644348,196.0442628126661,200.992322684736,187.44762149148988,197.65801606989285,192.86245713165266,192.93884492201275,191.9697875441472,199.01874065066585,220.10440673428553,233.79396487220583
