,dates,aus0060-0000,aus0060-0001,aus0060-0002,aus0060-0003,aus0060-0004,aus0060-0005,aus0060-0006,aus0060-0007,aus0060-0008,aus0060-0009,aus0060-0010,aus0060-0011,aus0060-0012,aus0060-0013,aus0060-0014,aus0060-0015,aus0060-0016,aus0060-0017,aus0060-0018,aus0060-0019,aus0060-0020,aus0060-0021,aus0060-0022,aus0060-0023,aus0060-0024,aus0060-0025,aus0060-0026,aus0060-0027,aus0060-0028,aus0060-0029,aus0060-0030,aus0060-0031,aus0060-0032,aus0060-0033,aus0060-0034,aus0060-0035,aus0060-0036,aus0060-0037,aus0060-0038,aus0060-0039,aus0060-0040,aus0060-0041,aus0060-0042,aus0060-0043,aus0060-0044,aus0060-0045,aus0060-0046,aus0060-0047,aus0060-0048,aus0060-0049,aus0060-0050,aus0060-0051,aus0060-0052,aus0060-0053,aus0060-0054,aus0060-0055,aus0060-0056,aus0060-0057,aus0060-0058,aus0060-0059,aus0060-0060,aus0060-0061,aus0060-0062,aus0060-0063,aus0060-0064,aus0060-0065,aus0060-0066,aus0060-0067,aus0060-0068,aus0060-0069,aus0060-0070,aus0060-0071,aus0060-0072,aus0060-0073,aus0060-0074,aus0060-0075,aus0060-0076,aus0060-0077,aus0060-0078,aus0060-0079,aus0060-0080,aus0060-0081,aus0060-0082,aus0060-0083,aus0060-0084,aus0060-0085
0,1987-09-11 23:09:17+00:00,164.5550406275446,148.95647021454914,151.6080246525875,144.89758718840434,142.2135921441595,143.98256198941195,138.8825583975737,159.15739940298775,162.88931382466032,155.47367985153272,159.1520788637974,159.52013052696913,159.09325974478722,160.89389944945685,154.8290942498484,152.99766315732938,154.01139321431774,155.44496165983526,160.62033355790606,160.01435715725046,165.43860202061668,159.82999061929414,157.75522344427316,159.5381786744987,157.37575226852275,159.0182932776072,154.22007614712268,156.60812029480945,,,,,,,,,,,,,,,,,,,,,,,,121.68180914822598,123.1164447617985,123.46791501733087,117.54953496279037,119.57196280177038,122.54491548507765,127.85353392573849,127.78687288970669,133.70854835653415,133.1968236931267,126.9743789785452,113.68612255152765,109.96224003773679,107.53562065325153,123.00848512749165,129.24852668996007,115.02757143653804,126.93431490113747,135.6411289370847,142.50338735540504,145.84018949097276,161.46258343823806,165.20445638839334,173.34164364407007,175.85375515200695,180.14147025642808,171.6706104043552,177.3545809833549,177.98459494399054,179.67265696209444,178.8077831653898,183.83080603753447,184.0638849061817,174.2201150524527,169.33048983117126
1,1987-09-27 23:09:39+00:00,194.50113017315581,186.10571678033392,180.21113047504798,172.43996849757704,163.7454823225762,167.67911030811499,165.13268922828928,179.45598064579232,182.12678660959006,176.28321610055315,170.86012915442836,179.19903714497295,169.1584650391486,171.34087102218095,168.6540965831593,167.71429427804594,168.6392123978763,169.13818177813408,170.84583312726141,175.0462870446196,,169.10648314041975,162.98109210283957,174.14693743699738,167.10696454195255,168.92106466531135,163.7241665634034,163.0344008207872,162.45865291330938,,,,,,,,,,,,152.19296373923657,156.42113895701775,144.8654063870929,146.34888831810045,143.95572886269827,144.19375979572692,143.0451365452389,,,,,,141.2835497068319,136.87884530929597,140.2344939550121,139.83444992045574,139.53962696021964,147.7382047466548,145.73972859873362,144.79543014129072,148.65843191506426,136.76752832224813,125.67434872170578,122.48731245797732,121.455921113136,126.32137676688245,144.73544344916905,130.4776228153363,141.59242365391754,150.06263086879187,151.33761918059224,158.36150687725484,168.1266844845984,185.45742658885095,194.63557033111834,189.88261269002913,188.84190282169658,191.1189325971178,181.2696773985511,181.98854675017418,193.3293667768734,182.03203451359974,181.79857595923121,187.36230947786677,179.3997538967247,175.342708527666
2,1987-12-16 23:11:05+00:00,207.23777675089704,189.24548133964163,181.17071699598966,183.8217409379632,173.40565365104928,174.38993751243956,178.91225616940693,183.7588772927424,175.29381977054015,175.9802656255947,179.2662571596221,173.92950138693294,175.2222070210887,173.94612791300327,171.3320589118232,173.82064799079524,174.7569379895135,178.82747669942896,169.48391114385848,167.82701401576404,171.52745098682357,168.03129035338597,172.1820761899214,172.47745129083154,171.79678706817617,169.60976131812757,171.67538050289042,174.20402201361483,164.4980198895511,172.90215661258665,168.0005405557028,161.61382257518912,166.5932063962734,165.00332144022184,167.85770622550183,169.52851651616436,185.86294294369475,179.22018150690266,168.13886125930534,178.21403374431026,165.65375380663144,168.77206470518735,157.40401311273445,154.11734575716912,153.5548573008258,151.53363425576225,152.97247562315115,150.6745052082079,154.37161209373429,151.66595136688818,147.24555615344076,147.35837217638078,150.95011305592539,143.66043534317106,134.2964249028919,138.99575276786533,141.52014242264323,142.20789582238717,143.13028429806633,147.3304928026713,152.47152393263838,141.1193383150773,138.82818618407546,126.38082497164989,123.47343115543599,128.4318552052845,151.26141084627412,128.6867693722431,140.0981193845022,162.75574052881433,171.05442596263882,171.5172212593776,178.12361477304202,173.8067873254165,182.44166963364637,178.9276945187437,179.85021448474032,173.62441928885193,176.7919641473562,173.10283637722193,174.64055190861896,173.14826983815792,183.11299953862869,187.21792815520246,180.9403891885674,160.82233469762872
3,1988-01-01 23:11:21+00:00,190.77506571666612,174.65127719442066,157.41341266034027,159.37462408440354,152.98218306906642,157.03482602361603,158.70983362195008,165.5746769605558,167.97116827649458,161.42152239507732,168.06125500442164,159.32256722402028,160.1463945043686,161.58510739940334,153.63980155670419,151.3602731080024,153.57039417256308,157.19716946110873,161.08191135677464,157.31799149559546,162.67825750517778,157.81388013307733,152.08142339541502,156.51052380117648,156.84827357467617,157.46924529195024,159.22849742526185,151.95746972262498,156.27447726389636,152.7668258399206,153.31991383779393,148.26839495875006,150.34440991781025,151.39678507139712,152.00179346723132,155.7434263331706,164.16518759705008,163.38629560498077,162.73945369181322,157.6646506697437,154.13914939912235,147.5125745754466,141.3609308731321,138.3938130174454,137.37998609325308,132.39864247499352,134.31051792470188,136.07175353752098,141.362372787079,136.67683574066712,141.74382371055017,135.22234156901243,135.5116410537484,124.6467581317571,120.75905096603142,124.13788596535136,130.17434468164765,130.10757124750344,139.24579879796653,139.97109912734086,140.1350883065515,123.482428867189,115.18700268120686,105.46523534212601,110.92691706871895,125.84550351455617,132.46654736143293,127.12249325428104,136.56867949468855,154.55122394966625,155.3797538068531,158.75088535256202,159.92897850202297,161.26082704927697,168.20826112780935,177.17885907475085,168.80590838102864,175.3959858993427,172.50432754355532,174.06583784167594,171.2295985238445,173.34197577527527,166.68844143490745,178.47986601975032,162.10934566419817,171.10980948981748
4,1988-01-17 23:11:38+00:00,177.45263724892664,149.26430315127377,155.06316259268843,151.18553955799018,141.38252523465297,143.78438125179045,144.2683391034263,152.48967066067206,153.75752289675194,155.62376369647063,156.1644668142624,158.69031088343687,156.16901473080665,150.39604324222654,145.40662126466407,143.85479034935616,146.03813045272324,145.23523344765402,145.61162267051645,150.40185363811554,151.57599447271824,150.13659344305213,154.9599115766506,150.43957097094042,148.64259101838843,150.019825048608,142.78106257794326,146.92346237986533,141.33933074595183,144.08560015959756,145.18318380984596,147.42394029407552,146.2323612165054,150.04523437671057,146.5504622776774,145.50854596452552,150.1828933592912,151.62480255258703,154.7963076552412,146.43860238875277,143.72404169132332,138.14669795592533,143.11307283121658,136.67823002943567,124.58116090098758,126.05429033518146,121.94675687720282,122.76729155615567,123.13577580221016,134.55069258959568,135.24637793282062,135.3635500210482,128.44583427341738,115.63597504431335,111.60145074096202,114.83749618564636,117.27883428620969,122.91911373678113,123.34558772191065,131.29705903651282,127.33286842077312,129.26457739393007,115.9638537788382,109.18395448348116,109.64692853265383,110.7488436138944,118.829411484734,109.10221946248978,128.56561439690356,135.87470544950523,139.82005015510902,152.68698975344404,154.91633043441,155.8420782303191,163.27841169012532,168.94796349133026,163.91444971767328,167.45415658696166,169.71664925784557,169.5796320989162,173.2806084927179,168.61114571257536,167.14323886882067,180.71076736194027,161.0202411533184,168.0233393954621
5,1988-02-18 23:12:11+00:00,191.8717627251746,144.50146181563346,154.51087342909037,152.64952603292014,147.51781267545186,146.65041813198673,153.86588755401843,158.86289288916797,158.6214912104174,146.83078967649467,156.70491410653676,162.61653256859887,150.9876647401189,155.90135215157156,131.90583064578968,122.58458264430368,,140.90684736186014,145.04899781023994,150.0235465905285,150.61247161683966,154.88659679562895,150.47553782406038,150.40972679916726,152.30940732570733,147.56171536140127,144.45668765516407,140.86132272043858,143.75803635610865,143.8561852358563,148.0819008807033,147.7632605765477,144.76789227729716,149.0134999539311,144.58748192910735,146.26913858081627,147.94554730535918,149.81431885092275,154.3078310325218,147.41344270751085,146.17418082174228,138.27484036012416,143.36268430922308,134.77602166306264,132.43532730097886,122.01190613768279,131.18244141732413,133.1616230333099,128.69325415424723,137.388402245948,135.99518815021355,135.01148280082847,132.3775483418194,124.0367245505943,123.81367543467928,122.86908430909452,122.52842953701966,129.4803160267352,127.29456389582508,131.38364366556027,128.90592805287432,120.42285622215199,115.23414044513925,115.18724310858084,110.64498190160778,113.90019644462575,116.72680532075299,106.47138080235759,117.18436475785929,140.2251036299495,146.31063758141755,155.444640173908,153.41503655396184,151.67345107990224,160.11518408963684,172.27186844998266,166.91684581242905,170.51025257518495,175.28101950112892,174.57325297661643,180.50761579834935,176.37383705453857,172.95696884626662,182.7320384307093,160.13078788741362,180.92004606361232
6,1988-04-06 23:12:36+00:00,,120.48911106588261,122.95489337445859,121.73035814168139,105.12932195480131,108.53805967084321,115.92527428016538,124.6961077083258,120.0445430113312,119.48690305611242,117.60508640749423,129.27485703080436,118.26973264035979,130.32698472406764,123.3124093309815,122.45369634556508,132.92299839334362,,,104.04901323350771,123.89590422386138,120.86185489540213,118.11212114916242,116.41876901143851,115.21583253856349,145.1244184656705,,,,,,,,,,110.91581825243344,123.22134825849342,116.23288082966805,129.0655360410729,114.16445489326574,114.84285988563855,94.27486521496334,,,,,,,,,109.86584206118283,115.3968627697495,109.10391694724814,103.02032708998348,89.36106234099972,100.64539116465389,111.39878204196546,111.69849143118503,99.54415507436761,103.12869909470423,96.48042625310427,89.27019784540202,92.42828282409732,,,,,,63.78045133444919,107.74686111933701,116.53578420332113,121.79275234793464,131.34142994176932,130.23365578753976,139.58598709771016,142.92679281256554,146.05022991708708,147.251551555302,154.8574083068459,152.74907482261412,156.72971671673469,,,,,
7,1988-04-22 23:12:40+00:00,177.28039139133594,118.1132580376851,129.61914865896352,132.56114434806963,129.58037086767456,131.24111771831144,125.7802648045362,136.98657466968237,134.94985256912554,128.6862485589038,129.83151314468208,129.83859975126444,139.66938157654366,141.72666232433536,149.5424806516828,148.81967198046812,140.76982845080784,137.40766330623768,139.97790761437764,125.488660088061,132.57411597096763,127.57775137950323,126.52518835552779,133.21147762911053,133.1432646764192,132.09480314115478,125.52639582749161,125.13118546635174,126.54230711985697,128.9980685622386,126.43328178206171,129.18375163288786,124.660067754662,128.67434385898812,123.45439919085585,131.46277008564158,130.04206992587092,133.96366445115876,131.05937295722683,123.73754263240998,125.33271448456604,115.608039034819,107.99543761634133,117.73026975821783,110.39104200094975,105.96061967709805,113.85149351744691,115.23985376783075,104.61914947593688,107.6510222232646,130.61818025570523,124.04507800988638,116.41125949744288,111.76126205100503,104.35901763334546,102.62654950748393,119.02821081466514,130.5694200492393,126.2883300665297,107.59918421993997,114.42230180767552,96.0213649969681,89.59946886143508,90.73712892477407,97.09337263994924,100.67982934508365,95.5284612639166,93.23859652264234,102.9034139645928,124.59585664194272,124.49012883222677,127.72166177256328,138.25428468836117,149.4144195685876,161.5808246735908,161.38045019316036,161.81276381441455,162.61432395401474,162.68694444483617,166.59933776958957,166.59663987630768,166.65185804832444,170.91360540480912,178.56456621563404,168.55112683989933,166.55316135420676
8,1988-05-24 23:12:58+00:00,179.7094945194738,140.41197344474617,135.63760659395462,138.12418829652563,142.3645431090529,149.44703661451902,145.08292185802446,153.31369090855205,148.53375252728426,151.33966711109886,143.5557029501252,148.7116282154489,155.47202952660533,157.52171257973035,158.23708089026678,155.59249964849764,149.07028698675177,152.89290811445312,154.75706679218706,132.8515183680837,144.60353730158045,143.5430841753704,137.55744404454674,156.48202195672974,151.80450918996164,154.74156708925295,148.49181295937524,147.54630082157576,121.48394231492742,132.39696240880463,142.7572565545966,142.7475912862978,141.04274890119902,142.55855083996795,123.72201633010837,134.16486165180348,143.21635705840012,146.9947870370294,150.2238660052761,135.3187853588913,116.36719019440389,124.4554339135122,128.4916220438148,131.3446577366036,128.76239975367014,116.66423435607899,124.96362863557275,122.73908152912392,120.20533192789728,126.45000331232146,130.603578299851,136.4945521851431,136.3164901513661,105.0522255898878,95.85271454090888,122.55130911119866,138.4834245675977,145.54143563620298,146.33231250210088,137.57003377990875,123.04147225010772,101.26128406675393,81.91124457744945,98.7727453170769,124.98768694348598,115.83877772917704,105.249441495523,105.04442425562763,122.06675829941992,143.6649759150427,161.23261987805947,155.2186338888703,158.86575101743665,157.18149293955955,166.51359269458155,165.0683396092937,169.0225575244216,169.81282418098516,168.95337431841435,167.92273029742398,169.83972347900973,169.4760382052788,175.056962342392,181.4328475996332,176.00320150739256,164.7820495299639
9,1988-06-09 23:13:03+00:00,159.30849986287473,116.87463395218892,114.78445918421836,120.55452094670851,122.54961192913154,130.10713989387472,136.0458044697824,141.35143804715275,133.86716901303356,140.3187203421704,140.84792609737448,142.08701623296076,138.1808175834976,137.98725274969888,142.9127585412176,139.21131639729902,129.84355898604213,135.20278920341352,137.99886384551436,131.62375186763464,126.3628409920231,133.40445443573566,131.34654362189556,135.70135373436798,138.97805176895196,134.9200481388698,133.75472805640382,121.42520812819774,124.56299544691413,129.80211400082166,130.06153475447678,127.88734210704853,134.91097967078,129.33444373977417,122.98341282277572,119.42358213276064,129.8343565886754,136.22927713861017,130.9990214009998,130.7873546332242,121.11302092812723,114.57453766750298,118.4355033848724,117.16477821614812,113.13801335040799,106.63403298145242,111.11145442154516,112.50619435309204,113.28228357591323,119.55468997097897,119.68759676106858,118.06333461762968,101.44709173946073,92.7765624298979,106.27535089628417,116.87601934397084,114.49864953329929,121.64188274890613,115.39457506628169,119.43148898691653,108.5905298847076,83.68380103866625,74.64199219170693,83.36314970783776,101.2925634032176,103.2419550590102,96.52542233051945,99.67295896383801,107.10058007609126,128.43579781435744,130.048378083289,136.26397328220284,145.99103921378187,147.41329834208182,151.65251050384734,165.85436217813137,165.93809294409556,159.44382172065016,156.6658915853667,160.72466679386008,166.7127622425673,162.25157220546038,162.56502599077749,173.41448088327004,162.51937830187347,154.65886553128811
