dates,satname,nzd0133-0000,nzd0133-0001,nzd0133-0002,nzd0133-0003,nzd0133-0004,nzd0133-0005,nzd0133-0006
1999-08-26 22:04:44+00:00,L7,382.44,366.77,364.00,363.76,366.68,367.75,372.46
1999-09-20 21:58:32+00:00,L7,617.84,641.26,606.20,372.08,370.13,371.62,440.28
1999-09-27 22:04:48+00:00,L7,376.76,360.16,348.54,355.31,347.88,350.67,369.60
1999-11-14 22:04:42+00:00,L7,379.18,360.04,350.48,360.41,353.61,359.49,369.94
1999-12-25 21:58:28+00:00,L7,364.15,353.64,339.96,354.08,348.89,351.33,369.37
2000-01-01 22:04:37+00:00,L7,619.42,642.33,599.36,,,,
2000-03-30 21:58:09+00:00,L7,601.96,627.48,375.10,378.94,370.75,370.63,
2000-04-15 21:58:19+00:00,L7,,,,,,,
2000-05-17 21:57:43+00:00,L7,377.95,357.57,351.22,355.34,358.26,361.52,372.12
2000-05-24 22:03:46+00:00,L7,375.84,355.76,349.20,346.01,353.22,351.39,369.62
2000-08-12 22:02:54+00:00,L7,624.75,574.89,352.03,365.86,368.87,367.45,394.69
2001-01-03 22:02:12+00:00,L7,621.85,553.48,579.11,387.09,384.93,374.03,394.48
2001-01-28 21:56:08+00:00,L7,359.66,353.53,344.99,360.23,,,
2001-02-13 21:56:03+00:00,L7,358.73,352.75,348.26,346.24,350.38,349.32,369.96
2001-03-01 21:56:21+00:00,L7,,,,,,,371.61
2001-03-17 21:55:52+00:00,L7,622.94,643.07,579.60,373.42,368.93,368.77,386.67
2001-03-24 22:01:59+00:00,L7,349.23,344.92,338.97,352.72,356.05,354.08,373.00
2001-06-05 21:55:16+00:00,L7,624.77,605.57,345.72,356.11,358.73,357.82,371.94
2001-06-21 21:55:29+00:00,L7,,,,,,,363.45
2001-08-08 21:54:37+00:00,L7,331.35,342.29,344.51,344.32,345.93,346.02,369.42
2001-08-15 22:00:38+00:00,L7,618.99,643.38,607.90,572.47,530.20,,
2001-08-24 21:54:24+00:00,L7,330.84,340.02,336.18,346.54,350.21,352.86,368.37
2001-09-09 21:54:12+00:00,L7,608.02,589.20,344.19,354.94,353.71,355.10,370.13
2001-09-25 21:54:04+00:00,L7,621.22,641.33,593.44,519.30,374.99,377.30,
2001-10-02 22:00:04+00:00,L7,600.01,589.19,341.90,362.48,356.85,364.07,375.46
2001-10-11 21:53:46+00:00,L7,621.49,641.20,599.58,548.49,376.73,381.69,
2001-12-05 22:00:18+00:00,L7,314.80,339.47,337.10,341.11,343.04,,
2002-01-22 22:00:40+00:00,L7,621.64,635.65,563.68,518.89,369.01,368.05,396.01
2002-01-31 21:54:26+00:00,L7,322.28,341.37,340.38,345.92,347.03,349.88,371.52
2002-04-12 22:00:37+00:00,L7,565.16,561.66,346.82,352.38,353.05,349.96,370.20
2002-04-28 22:00:38+00:00,L7,322.75,348.94,336.28,342.95,347.52,343.42,367.39
2002-05-30 22:00:25+00:00,L7,317.08,332.81,327.72,348.19,331.85,345.54,
2002-06-15 22:00:19+00:00,L7,320.18,338.78,334.51,347.27,344.87,349.80,368.66
2002-06-24 21:54:28+00:00,L7,569.71,558.09,343.60,347.95,352.80,,
2002-08-18 21:59:57+00:00,L7,621.56,437.93,555.25,509.67,,,487.96
2002-08-27 21:53:36+00:00,L7,509.73,348.57,341.67,357.35,349.97,356.35,374.83
2002-10-05 21:59:31+00:00,L7,578.75,604.46,515.55,471.14,355.14,362.17,383.72
2002-10-14 21:53:19+00:00,L7,622.29,643.85,542.56,479.70,377.10,376.64,
2002-10-21 21:59:36+00:00,L7,,528.37,346.37,345.48,345.40,343.52,367.49
2002-11-06 21:59:41+00:00,L7,312.18,342.51,336.63,346.65,342.97,344.26,364.28
2002-12-01 21:53:52+00:00,L7,622.93,445.75,547.23,480.15,379.88,,482.03
2002-12-24 22:00:09+00:00,L7,320.08,336.59,336.78,349.50,345.13,341.97,362.75
2003-01-18 21:54:06+00:00,L7,476.45,484.36,347.91,351.57,353.01,356.26,372.55
2003-01-25 22:00:18+00:00,L7,567.02,563.94,491.63,437.81,355.80,362.68,374.71
2003-02-26 22:00:28+00:00,L7,,,,,365.81,354.93,399.90
2003-03-23 21:54:16+00:00,L7,478.04,484.78,340.51,348.26,348.68,348.46,369.74
2003-04-15 22:00:34+00:00,L7,527.92,527.33,447.32,355.73,353.04,350.96,369.64
2003-05-10 21:54:46+00:00,L7,,,,,,,
2003-05-26 21:54:43+00:00,L7,,,,,,,
2003-08-13 21:48:45+00:00,L5,318.57,329.69,329.12,330.89,333.48,335.85,356.00
2003-08-22 21:42:44+00:00,L5,584.68,549.80,430.31,413.38,,,
2003-10-25 21:43:40+00:00,L5,444.15,427.08,340.96,351.79,348.69,348.53,361.87
2003-11-17 21:50:09+00:00,L5,,647.44,555.32,432.57,368.37,368.02,406.98
2003-12-04 21:54:19+00:00,L7,624.52,639.57,412.52,,,,
2004-01-21 21:54:39+00:00,L7,,,,346.30,349.89,346.39,369.51
2004-02-13 22:00:55+00:00,L7,488.94,486.50,405.94,348.87,355.75,358.05,
2004-02-14 21:44:33+00:00,L5,630.55,649.30,556.76,412.93,358.45,359.43,391.73
2004-03-09 21:54:51+00:00,L7,326.90,338.54,343.84,348.91,348.08,348.31,370.06
2004-04-01 22:01:04+00:00,L7,622.10,488.57,499.33,,,,
2004-04-02 21:44:54+00:00,L5,,,,236.12,,326.34,
2004-04-18 21:45:25+00:00,L5,432.89,351.43,348.11,358.36,353.41,353.46,377.39
2004-05-04 21:45:52+00:00,L5,432.02,347.89,343.73,350.37,343.20,355.03,372.48
2004-05-12 21:55:13+00:00,L7,,,,,,,
2004-05-20 21:46:20+00:00,L5,327.80,335.63,336.03,340.15,343.76,346.91,362.90
2004-05-28 21:54:47+00:00,L7,363.99,308.54,311.71,335.12,345.76,374.84,373.97
2004-06-05 21:46:48+00:00,L5,317.74,334.76,331.70,335.01,338.31,346.43,366.12
2004-07-06 22:00:48+00:00,L7,328.31,340.38,,,,,366.42
2004-07-31 21:54:28+00:00,L7,,,339.47,352.59,351.52,357.89,371.72
2004-08-07 22:00:37+00:00,L7,,604.51,546.38,340.70,,330.92,
2004-09-09 21:49:19+00:00,L5,578.41,634.14,560.27,486.35,,,
2004-09-25 21:49:43+00:00,L5,,627.49,552.83,485.55,,389.13,
2004-10-02 21:56:02+00:00,L5,,,332.37,341.11,337.89,337.95,361.83
2004-11-03 21:56:42+00:00,L5,432.45,412.06,326.86,335.15,335.93,340.35,375.36
2004-11-04 21:54:31+00:00,L7,622.56,,,,,358.28,374.11
2004-11-11 22:00:45+00:00,L7,623.26,635.29,546.38,435.39,359.25,358.97,
2004-11-19 21:56:55+00:00,L5,546.56,429.05,340.80,369.46,347.54,355.81,386.68
2005-01-15 21:51:45+00:00,L5,331.08,344.19,346.23,355.08,351.95,353.24,371.43
2005-02-07 21:58:15+00:00,L5,627.54,612.68,522.95,408.82,374.40,356.63,371.94
2005-02-23 21:58:31+00:00,L5,328.55,345.66,341.84,350.60,353.50,351.40,369.35
2005-02-24 21:55:17+00:00,L7,,,,,,356.87,370.66
2005-03-11 21:58:44+00:00,L5,307.84,343.04,341.97,351.08,349.90,353.24,375.51
2005-03-19 22:01:30+00:00,L7,,,504.43,421.32,399.37,382.80,400.02
2005-03-28 21:55:18+00:00,L7,320.17,343.04,342.06,346.93,349.48,351.05,373.12
2005-04-04 22:01:27+00:00,L7,,566.45,506.60,438.58,379.65,377.59,
2005-04-12 21:58:55+00:00,L5,319.43,346.70,341.88,341.74,339.43,340.87,361.76
2005-04-13 21:55:12+00:00,L7,321.22,341.20,342.19,343.71,351.19,350.77,369.97
2005-04-29 21:55:12+00:00,L7,,436.77,470.81,344.96,355.78,360.95,373.34
2005-05-06 22:01:25+00:00,L7,371.93,604.93,499.72,422.60,376.13,366.14,369.66
2005-05-23 21:53:00+00:00,L5,417.81,335.26,451.48,364.14,359.29,360.57,368.25
2005-06-08 21:53:09+00:00,L5,318.31,342.56,344.62,353.16,354.26,358.14,364.27
2005-06-15 21:59:22+00:00,L5,615.95,565.18,466.37,389.01,368.39,364.89,376.78
2005-07-09 22:01:14+00:00,L7,317.68,334.45,333.74,,,,
2005-07-26 21:53:30+00:00,L5,518.59,505.48,430.37,341.04,359.03,351.98,362.23
2005-08-03 21:55:25+00:00,L7,,556.54,454.05,382.92,375.07,379.54,382.56
2005-08-19 21:54:56+00:00,L7,567.29,546.37,469.73,381.22,373.11,,
2005-09-11 22:00:53+00:00,L7,589.05,542.22,455.69,380.26,369.88,370.83,373.97
2005-11-30 22:01:24+00:00,L7,,,,,368.34,370.15,372.36
2006-01-10 21:55:28+00:00,L7,617.70,634.42,,,,,
2006-02-03 21:55:55+00:00,L5,297.74,334.71,358.48,360.45,366.26,368.33,374.80
2006-02-11 21:55:41+00:00,L7,,,392.03,367.83,371.07,371.08,371.96
2006-04-07 22:01:51+00:00,L7,,635.11,458.86,437.52,402.53,400.06,414.53
2006-04-15 22:03:30+00:00,L5,330.69,349.92,373.19,366.61,369.03,,499.29
2006-05-02 21:56:05+00:00,L7,333.85,386.48,634.53,,,,
2006-05-17 22:03:57+00:00,L5,306.93,354.46,371.33,370.39,372.82,378.39,375.07
2006-05-26 21:57:54+00:00,L5,,,614.17,429.60,358.19,338.27,
2006-06-02 22:04:12+00:00,L5,519.04,474.49,374.99,373.45,378.58,372.50,369.18
2006-06-19 21:56:00+00:00,L7,,573.65,508.67,514.22,,,
2006-06-26 22:01:44+00:00,L7,455.49,442.34,379.05,364.67,369.51,,
2006-06-27 21:58:24+00:00,L5,405.89,427.10,371.85,355.70,357.38,366.97,368.20
2006-08-22 21:55:17+00:00,L7,,433.09,382.50,373.17,378.43,386.04,378.67
2006-09-07 21:55:13+00:00,L7,580.42,450.45,379.85,373.67,380.89,383.17,380.28
2006-10-09 21:55:00+00:00,L7,302.48,347.78,360.59,354.46,364.16,368.14,367.53
2006-11-01 22:01:34+00:00,L7,,,,,,514.35,510.14
2006-12-11 22:06:52+00:00,L5,452.07,377.15,329.13,337.46,343.83,348.93,339.54
2007-01-29 21:56:21+00:00,L7,,618.45,524.86,502.97,480.27,,
2007-02-14 21:56:27+00:00,L7,,,,,,,
2007-03-02 21:56:07+00:00,L7,575.41,411.84,379.39,,,,
2007-03-09 22:02:19+00:00,L7,,,365.77,368.10,369.22,371.23,368.65
2007-03-18 21:56:09+00:00,L7,454.86,,,,,377.25,371.52
2007-06-13 22:02:04+00:00,L7,625.35,451.50,422.95,379.40,378.41,,
2007-07-08 21:55:51+00:00,L7,,,,,440.58,,426.81
2007-07-24 21:55:47+00:00,L7,,,399.95,386.24,388.50,404.01,
2007-10-28 21:55:34+00:00,L7,350.72,365.29,358.62,354.92,354.99,,
2007-11-13 21:55:44+00:00,L7,,371.74,358.95,362.50,368.13,369.00,368.55
2007-11-20 22:01:58+00:00,L7,,636.83,558.24,530.13,511.45,505.67,490.95
2007-12-31 21:55:59+00:00,L7,,,,373.31,375.47,382.64,376.08
2008-01-23 22:02:09+00:00,L7,,,,354.16,359.28,365.72,366.92
2008-02-24 22:02:02+00:00,L7,,,,355.06,354.58,362.64,366.32
2008-03-27 22:01:57+00:00,L7,,,353.75,357.98,367.01,369.32,366.93
2008-05-07 21:55:40+00:00,L7,385.32,362.88,351.12,346.57,371.16,371.63,373.61
2008-05-14 22:01:48+00:00,L7,,557.13,531.08,538.94,432.69,400.24,
2008-05-30 22:01:41+00:00,L7,,642.44,557.36,534.61,525.74,516.27,
2008-08-18 22:00:56+00:00,L7,,,,,373.63,373.30,364.91
2008-08-27 21:54:42+00:00,L7,624.22,640.44,,,,,
2008-09-03 22:00:49+00:00,L7,,,,,361.18,361.45,368.89
2008-09-19 22:00:40+00:00,L7,395.29,377.44,365.72,371.84,376.50,374.54,
2008-10-14 21:54:18+00:00,L7,,378.38,353.60,371.02,378.10,374.16,375.17
2008-12-24 22:01:23+00:00,L7,565.10,635.14,,,,,409.62
2008-12-25 21:50:10+00:00,L5,501.28,477.01,377.54,391.59,387.82,392.32,391.89
2009-01-18 21:55:21+00:00,L7,,,,,,,
2009-01-25 22:01:34+00:00,L7,,,,,372.04,373.37,369.69
2009-02-02 21:57:22+00:00,L5,461.00,427.96,364.30,371.34,380.21,382.18,375.03
2009-02-11 21:51:25+00:00,L5,386.55,361.70,355.04,405.86,378.79,370.59,372.77
