dates,nzd0133-0000,nzd0133-0001,nzd0133-0002,nzd0133-0003,nzd0133-0004,nzd0133-0005,nzd0133-0006,satname
1999-08-26 22:04:44+00:00,,,,362.56,366.01,367.20,,L7
1999-09-20 21:58:32+00:00,,,,342.48,353.69,358.17,423.84,L7
1999-09-27 22:04:48+00:00,,,423.87,400.51,372.99,371.22,394.71,L7
1999-11-14 22:04:42+00:00,,,387.15,382.41,365.83,369.49,382.16,L7
1999-12-25 21:58:28+00:00,517.15,,,415.28,382.89,379.15,403.37,L7
2000-01-01 22:04:37+00:00,547.42,570.33,,,,,,L7
2000-03-30 21:58:09+00:00,537.96,563.48,332.43,353.34,356.53,358.99,,L7
2000-05-17 21:57:43+00:00,,,349.22,354.14,357.59,360.97,371.45,L7
2000-05-24 22:03:46+00:00,,,371.20,359.21,360.55,357.39,376.95,L7
2000-08-12 22:02:54+00:00,561.75,,,340.66,354.87,356.00,380.69,L7
2001-01-03 22:02:12+00:00,,534.48,,379.49,380.71,370.58,390.26,L7
2001-01-28 21:56:08+00:00,,,414.32,401.83,,,,L7
2001-02-13 21:56:03+00:00,,,396.26,375.04,366.38,362.41,385.96,L7
2001-03-01 21:56:21+00:00,,,,,,,384.72,L7
2001-03-17 21:55:52+00:00,591.94,,,361.02,362.04,363.13,379.78,L7
2001-03-24 22:01:59+00:00,,,360.30,365.52,363.16,359.90,380.11,L7
2001-06-05 21:55:16+00:00,620.77,,343.05,354.51,357.84,357.09,371.05,L7
2001-06-21 21:55:29+00:00,,,,,,,366.12,L7
2001-08-08 21:54:37+00:00,,,,375.52,363.26,360.20,386.75,L7
2001-08-15 22:00:38+00:00,,535.38,,,,,,L7
2001-08-24 21:54:24+00:00,,,369.51,366.54,361.32,361.95,379.48,L7
2001-09-09 21:54:12+00:00,646.02,,369.52,370.14,362.15,362.01,378.57,L7
2001-09-25 21:54:04+00:00,,,,,363.43,367.85,,L7
2001-10-02 22:00:04+00:00,626.01,,359.23,372.88,362.63,368.80,381.24,L7
2001-10-11 21:53:46+00:00,,,,,361.62,369.33,,L7
2001-12-05 22:00:18+00:00,,,,384.71,367.26,,,L7
2002-01-22 22:00:40+00:00,598.64,,,,363.90,363.87,390.90,L7
2002-01-31 21:54:26+00:00,,,,407.12,381.03,377.70,405.52,L7
2002-04-12 22:00:37+00:00,600.16,,370.15,366.38,360.83,356.32,377.98,L7
