,dates,aus0022-0000,aus0022-0001,aus0022-0002,aus0022-0003,aus0022-0004,aus0022-0005,aus0022-0006,aus0022-0007,aus0022-0008,aus0022-0009,aus0022-0010,aus0022-0011,aus0022-0012,aus0022-0013,aus0022-0014,aus0022-0015,aus0022-0016,aus0022-0017,aus0022-0018,aus0022-0019,aus0022-0020,aus0022-0021,aus0022-0022,aus0022-0023,aus0022-0024,aus0022-0025,aus0022-0026
0,1987-05-22 23:06:08+00:00,210.06867467993303,,,243.532987563936,228.64859329046874,226.4518996858377,235.24562309681133,226.06927595300908,223.02504449683687,235.2893301362172,207.500610214233,216.30058355305772,205.58963511420012,200.63511107652653,200.47219272212698,200.36506160950108,192.84644944032692,192.52600624377166,191.64135107773618,190.92788721609287,193.10245872707793,182.65253297598284,168.59909390297133,167.67415198925374,185.2770330385565,203.84020523857757,213.70024344968243
1,1987-09-11 23:08:29+00:00,194.80547280632632,,,213.2855729852223,209.50255732237014,226.1732548713287,227.5596061720229,222.41924753371944,215.25053920239537,240.86140002148656,195.7868352270122,203.41562199757806,192.71639894465022,192.7096738402591,204.7808167400549,201.863907111866,195.49202170006393,187.95632808497484,191.19259598827796,190.37483206919237,192.1348054526979,182.93515172995987,169.45314928151407,162.64359750682218,178.57090855372928,204.9947157253455,218.56257329326206
2,1987-12-16 23:10:41+00:00,203.37208197753256,,,236.68703335081432,226.57601955888543,225.87391442392058,219.62800706129218,218.67474221515323,219.07458369092623,241.08875820547047,204.93852586219634,217.7741965716517,197.59546220546417,192.28960098380068,199.64490663664634,199.90685466837965,184.01673771741028,182.90597573279533,180.92862810825346,199.0199437453661,196.64553693641332,195.40966954193675,174.12635246255502,164.6166076964416,170.99842642194872,201.4256639432191,223.92024941196124
3,1988-01-01 23:10:57+00:00,189.10375079543277,194.40036867274293,197.24210640299196,203.86907987455712,192.0416846980649,205.73496842087724,213.6577164754235,203.13357040239532,197.9689438344813,204.60046497055063,174.26600070474487,190.97709189725452,184.8036192579447,180.58125073124694,182.83307666088973,181.18536137079468,181.39392791809257,176.62254359948994,176.39099881618102,180.2519798692373,182.45331347675045,170.65306664421564,149.80396065745467,146.5259468149063,164.01538624939334,200.93013791100014,208.6718949605458
4,1988-01-17 23:11:14+00:00,176.78344357025028,186.0437184467588,193.43840613957235,192.37941092724407,185.36042994015204,201.45817801567193,209.40748640566676,198.41104898803962,196.13401893889707,208.32936375007097,179.65511742719067,188.7868384293343,175.82034719204955,180.02226396555005,176.728358642905,174.5416935324406,164.03588800399172,171.9140950395676,164.49060931630387,169.41014524702408,158.2233616798452,149.70451034575441,150.25141236972325,148.13483033241863,165.05234685731045,201.30127389740267,216.66847710083718
5,1988-02-18 23:11:23+00:00,185.9687593358228,185.33963853203502,191.37874494380577,188.0827250110745,183.73397680872168,198.01799906604307,207.88912035273376,192.95861809215978,188.80285438275072,199.39839521970387,172.08224337122334,178.84294438970252,177.32299685523768,183.22626795725165,188.5158043455538,187.8843179596944,179.48033350324306,179.52952298678088,179.5751957473285,178.38212728001236,169.6320212077285,153.68972797657767,153.55135388904574,153.504160381239,162.1553635658907,195.21442505122798,205.15642357974608
6,1988-03-05 23:11:33+00:00,180.6390464796284,181.18981844438275,199.55414036098296,191.9535252073043,188.6988564938139,193.90041720081277,195.64272658548686,189.91102425511573,189.78078015329893,199.22442797449264,164.98801293838324,179.42901878523494,172.18322574252255,176.1138841979964,179.00559334263357,165.55347393763822,163.15248619774678,166.57980659034502,165.669139610943,172.94711479830477,163.34226082279554,148.9012817357831,134.7708848777695,134.04630097485742,154.42221798047177,195.1837639231755,199.41803030127397
7,1988-04-06 23:11:48+00:00,187.30755028833477,197.92005014949967,214.135758870111,213.86366300597908,198.1782843668388,204.04522348009698,206.28146892830836,202.93493823814254,201.87246955552382,214.69417928852334,178.61804211996406,191.10856730678051,192.80770504727644,186.75505203366683,187.21038437218576,185.45767299965598,178.80900294549824,173.21782596105425,171.6403034178902,166.04538012889995,176.40343815565146,152.91735304335782,149.96443300178524,143.46957629863206,162.91073795265203,201.14247903453685,215.18528453757978
8,1988-04-22 23:11:53+00:00,211.61758517721654,256.33195131718395,266.5120693727062,243.2807566746048,232.0868432854345,227.94028485915533,221.27129436797193,226.11040983160484,214.5662479928872,236.3626780217479,200.14141780054905,210.97179367631298,201.8640021263442,197.68465917543253,194.60972510216575,195.72273581949804,190.04037687615227,186.15220662070743,182.077180239362,179.36375407145,173.27359904501526,166.72783261177074,154.31092849576697,154.80079872179368,172.436415537094,212.90170761524348,222.381496292991
9,1988-05-08 23:12:02+00:00,217.4242773399376,268.40811960233725,279.7497777537515,263.9151745897268,241.07114571685122,240.24269864668705,225.81118789666613,232.5091649678642,237.2392392842248,247.94866374451476,211.41804303129763,219.91150035612839,204.07633856726792,202.97604797013275,198.59901696439465,200.7890391529431,198.20413851000643,195.06316453734604,189.6041952035543,190.77676673851616,186.10903510797215,174.24637891004807,157.5352631734978,161.33429024460997,188.3133406606197,214.02004306902688,222.38179557298443
