dates,nzd0393-0000,nzd0393-0001,nzd0393-0002,nzd0393-0003,nzd0393-0004,nzd0393-0005,nzd0393-0006,nzd0393-0007,nzd0393-0008,nzd0393-0009,nzd0393-0010,nzd0393-0011,nzd0393-0012,nzd0393-0013,nzd0393-0014,nzd0393-0015,nzd0393-0016,nzd0393-0017,nzd0393-0018,nzd0393-0019,nzd0393-0020,nzd0393-0021,nzd0393-0022,nzd0393-0023,nzd0393-0024,nzd0393-0025,nzd0393-0026,nzd0393-0027,nzd0393-0028,nzd0393-0029,nzd0393-0030,nzd0393-0031,nzd0393-0032,nzd0393-0033,nzd0393-0034,nzd0393-0035,nzd0393-0036,nzd0393-0037,nzd0393-0038,nzd0393-0039,nzd0393-0040,nzd0393-0041,nzd0393-0042,nzd0393-0043,nzd0393-0044,nzd0393-0045,nzd0393-0046,nzd0393-0047,nzd0393-0048,nzd0393-0049,nzd0393-0050,nzd0393-0051,nzd0393-0052,nzd0393-0053,nzd0393-0054,nzd0393-0055,nzd0393-0056,nzd0393-0057,nzd0393-0058,nzd0393-0059,nzd0393-0060,nzd0393-0061,nzd0393-0062,nzd0393-0063,nzd0393-0064,nzd0393-0065,nzd0393-0066,nzd0393-0067,nzd0393-0068,nzd0393-0069,nzd0393-0070,nzd0393-0071,nzd0393-0072,nzd0393-0073,nzd0393-0074,nzd0393-0075,nzd0393-0076,nzd0393-0077,nzd0393-0078,nzd0393-0079,nzd0393-0080,nzd0393-0081,nzd0393-0082,nzd0393-0083,nzd0393-0084,nzd0393-0085,nzd0393-0086,nzd0393-0087,nzd0393-0088,nzd0393-0089,nzd0393-0090,nzd0393-0091,nzd0393-0092,nzd0393-0093,nzd0393-0094,nzd0393-0095,nzd0393-0096,nzd0393-0097,nzd0393-0098,nzd0393-0099,nzd0393-0100,nzd0393-0101,nzd0393-0102,satname
1999-07-18 22:00:01+00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,335.45,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,L7
1999-09-04 22:00:09+00:00,347.96,322.87,310.52,310.08,328.65,323.88,316.57,318.63,334.62,353.47,367.26,360.78,349.25,355.55,347.33,363.81,361.38,358.01,353.34,362.81,361.64,359.35,342.45,347.98,339.82,341.01,330.23,324.32,318.50,325.51,328.06,333.03,332.19,340.38,342.00,337.36,330.09,329.69,327.78,330.06,329.96,328.58,328.06,327.38,331.56,337.30,337.58,338.91,345.04,346.39,336.06,347.07,347.45,344.94,340.74,341.30,339.94,335.91,337.29,341.43,332.68,336.77,339.99,341.92,343.32,341.83,341.03,342.92,345.05,347.17,344.38,342.45,343.33,347.29,355.23,358.31,357.50,355.38,352.14,354.58,354.22,353.55,352.84,342.34,341.31,345.65,347.97,348.19,347.49,342.96,341.91,348.59,346.70,345.76,345.87,342.47,338.86,336.42,342.75,336.67,331.73,335.38,335.23,L7
1999-10-22 22:00:04+00:00,349.00,323.57,315.14,323.48,325.86,327.09,313.92,316.70,329.32,350.62,369.15,364.37,351.40,360.69,362.22,363.14,365.46,364.38,371.44,356.58,349.97,351.51,359.79,356.67,354.82,355.04,355.44,344.60,333.41,338.80,340.31,340.52,344.40,345.32,353.94,343.93,342.51,340.38,338.42,338.12,333.67,337.60,342.12,340.87,343.98,347.11,345.85,340.44,338.51,339.90,345.06,348.14,349.22,351.68,353.18,352.51,349.76,344.32,344.82,346.18,350.01,352.69,353.33,353.76,355.61,354.40,356.69,356.85,350.12,356.65,358.77,360.23,358.68,355.88,358.30,362.94,367.34,367.01,362.21,359.57,358.41,359.73,362.28,359.27,362.57,362.49,359.40,361.17,358.64,356.74,349.89,348.03,350.31,350.76,351.93,355.66,347.60,343.77,346.54,341.55,342.12,347.36,339.92,L7
1999-12-09 22:00:33+00:00,354.29,338.28,326.84,330.63,341.94,342.21,329.12,325.77,343.70,359.76,381.88,377.25,364.23,367.17,370.94,373.12,368.70,364.73,368.65,372.27,366.28,362.82,361.59,354.23,352.29,360.02,343.93,333.58,327.82,330.53,332.24,339.32,343.32,349.69,352.92,344.67,337.51,337.61,334.64,332.72,332.41,334.26,333.24,333.50,337.70,341.35,342.60,347.81,351.52,341.51,355.15,358.01,354.73,352.01,348.10,347.89,344.58,341.23,340.32,339.44,341.78,342.81,346.36,347.69,344.17,342.76,343.38,346.32,343.90,346.18,341.83,345.47,345.92,354.82,358.20,357.28,358.26,356.96,356.74,353.12,350.04,348.70,343.70,344.04,346.39,343.63,345.58,345.90,344.84,345.78,342.47,339.53,343.71,344.87,346.07,346.16,342.64,339.89,342.45,335.59,335.92,351.65,354.58,L7
1999-12-25 22:00:04+00:00,340.61,325.54,313.32,318.27,324.64,329.83,315.88,318.36,338.10,356.24,369.01,365.74,346.32,353.44,344.98,351.08,346.44,348.91,352.00,351.59,345.03,349.25,341.29,335.99,339.04,345.01,334.36,326.05,318.88,320.27,323.20,329.07,335.76,339.21,340.56,334.45,327.74,326.66,322.37,324.88,322.95,322.36,322.02,327.51,331.27,327.00,329.44,334.13,338.12,316.67,313.49,326.35,347.05,337.94,339.48,337.22,333.00,332.85,330.88,329.35,329.21,332.36,330.67,332.81,332.43,332.14,332.17,337.63,334.71,335.26,333.52,335.89,333.90,337.56,347.31,340.27,348.10,346.13,345.79,346.17,334.90,332.48,333.86,331.27,330.47,323.36,325.05,325.41,329.36,334.13,330.25,334.66,332.14,333.06,331.71,335.15,326.59,332.13,329.76,333.57,339.86,343.53,339.26,L7
2000-01-26 22:00:02+00:00,344.37,322.12,315.31,312.38,328.31,328.94,322.56,326.54,345.49,361.07,375.71,373.15,354.12,348.88,350.66,351.58,350.37,356.33,359.76,357.58,354.84,351.38,332.91,328.30,335.80,347.85,341.63,332.89,318.40,323.00,326.87,331.38,336.22,338.52,339.66,337.27,328.19,325.08,327.99,323.06,323.95,331.51,327.80,328.15,323.98,324.57,325.34,330.93,340.82,330.55,328.46,337.57,334.75,335.30,339.81,343.11,340.99,338.23,335.46,330.85,331.31,333.36,333.90,332.30,332.48,339.27,335.98,334.99,331.03,327.19,334.59,336.10,335.09,341.62,341.76,341.64,343.33,343.42,344.96,343.43,340.61,335.67,341.22,337.16,331.77,335.86,332.75,338.47,338.38,337.83,332.06,330.87,335.41,327.72,332.40,332.96,329.90,325.14,331.70,337.32,342.87,347.86,341.83,L7
2000-02-11 21:59:57+00:00,352.26,336.93,324.85,333.53,345.22,341.21,334.29,336.18,354.96,369.54,385.86,373.42,361.43,366.24,362.55,365.63,363.51,360.40,359.85,361.14,361.03,355.69,347.34,333.42,340.41,350.40,344.66,338.86,331.18,331.48,336.29,343.55,344.00,346.53,352.69,343.69,342.07,339.08,338.28,333.81,335.92,336.90,337.30,330.72,333.95,336.68,341.45,346.76,347.09,339.39,351.53,349.87,347.69,350.69,348.97,347.63,347.98,347.66,344.38,345.60,343.86,339.47,341.96,343.20,341.51,343.37,341.74,348.69,344.10,346.43,340.38,345.20,343.69,348.13,351.88,351.19,352.57,347.82,346.23,349.33,349.40,345.01,343.71,345.03,339.01,341.69,342.47,347.28,348.90,345.47,344.50,340.67,337.81,339.41,340.15,345.91,338.49,334.94,339.85,334.30,343.69,346.23,341.94,L7
2000-02-27 21:59:52+00:00,341.90,325.09,314.26,321.83,335.99,335.45,320.44,322.81,340.64,359.36,373.51,367.39,352.16,356.33,355.95,361.12,355.46,356.01,357.07,358.85,359.93,353.25,339.45,335.98,347.35,349.68,342.65,331.96,321.79,326.96,332.38,340.37,339.24,335.61,342.38,340.20,330.95,331.22,332.43,328.14,331.11,329.93,328.64,328.28,329.08,328.64,329.80,337.95,341.24,342.84,350.58,345.71,349.49,354.52,345.75,340.05,338.93,336.29,337.76,331.60,332.09,334.63,330.89,333.15,334.74,339.15,335.42,341.92,339.91,337.41,334.05,336.98,338.97,343.50,349.57,354.03,352.00,349.50,345.98,347.82,345.05,343.21,339.81,337.33,338.17,342.19,345.34,345.85,341.03,335.18,332.87,338.55,336.60,336.95,335.00,338.34,327.37,328.71,335.02,337.78,343.18,353.61,347.64,L7
2000-03-30 22:00:09+00:00,347.70,327.37,315.09,315.99,329.15,333.79,320.87,320.69,333.97,357.06,369.37,369.17,362.88,364.13,365.72,372.03,368.85,362.44,369.30,364.88,360.28,355.24,346.41,348.32,350.62,351.05,346.05,341.90,333.66,331.77,329.88,334.62,334.23,342.39,346.45,344.13,335.85,334.46,334.15,335.32,334.65,338.22,338.65,335.77,341.81,352.01,352.34,359.23,351.49,349.80,356.35,360.24,359.09,353.85,355.47,353.71,351.09,348.44,346.23,341.95,344.63,345.67,343.69,345.27,345.73,340.68,344.73,345.32,346.32,350.35,349.47,347.98,349.48,351.38,353.42,351.36,356.45,361.61,361.53,356.68,357.07,356.57,352.89,356.78,357.07,356.76,356.64,355.43,354.63,351.63,350.41,347.61,344.84,347.67,346.16,347.08,341.30,340.65,342.56,345.20,349.00,364.78,359.71,L7
2000-04-15 21:59:31+00:00,343.96,320.83,309.40,309.90,322.86,325.90,313.74,311.06,330.44,352.12,357.84,362.71,354.99,359.46,361.17,364.42,361.23,349.37,355.04,340.10,345.49,339.88,339.23,326.70,338.86,334.63,340.24,334.51,326.32,333.87,333.04,327.54,332.28,336.72,338.48,334.07,329.87,328.03,324.24,319.36,320.28,323.15,319.37,323.23,330.80,336.84,343.99,347.82,346.45,336.36,346.10,354.00,352.20,343.62,347.69,344.49,346.18,342.98,337.17,338.84,343.04,344.72,341.75,338.15,342.53,340.21,342.76,338.99,336.65,340.00,337.56,341.71,341.25,347.85,347.56,354.41,354.90,350.92,347.15,344.96,346.52,348.83,344.12,345.39,347.79,344.77,350.31,350.05,347.81,342.75,341.33,339.44,337.16,332.59,334.00,333.00,337.32,332.64,339.49,339.06,345.49,352.55,348.86,L7
